neighbor;price;days_in_market;expenses;util;n_bathrooms;n_rooms;parking;scraping_day;longitude;latitude;price_util
setor sul;1165.0;9.0;;140.0;2.0;3.0;2.0;2020-06-19;;;8.321428571428571
asa norte;4100.0;30.0;1433.0;70.0;2.0;2.0;2.0;2020-06-19;;;58.57142857142857
setor oeste;1600.0;21.0;650.0;118.0;4.0;3.0;2.0;2020-06-19;;;13.559322033898304
park sul;3800.0;23.0;;74.0;3.0;2.0;2.0;2020-06-19;;;51.351351351351354
aguas sul;3500.0;2.0;650.0;99.0;3.0;3.0;2.0;2020-06-19;;;35.35353535353536
aguas norte;3000.0;9.0;980.0;161.0;4.0;3.0;2.0;2020-06-19;;;18.633540372670808
setor sul;2400.0;85.0;;200.0;2.0;3.0;3.0;2020-06-19;;;12.0
asa norte;7200.0;71.0;;157.0;4.0;2.0;2.0;2020-06-19;;;45.859872611464965
jardins mangueiral;4000.0;20.0;400.0;125.0;3.0;3.0;2.0;2020-06-19;;;32.0
guara i;3000.0;0.0;;170.0;2.0;3.0;2.0;2020-06-19;;;17.647058823529413
aguas sul;2500.0;21.0;830.0;80.0;2.0;3.0;2.0;2020-06-19;;;31.25
asa sul;4200.0;14.0;;130.0;1.0;3.0;2.0;2020-06-19;;;32.30769230769231
asa norte;4200.0;23.0;1350.0;72.0;1.0;2.0;2.0;2020-06-19;;;58.333333333333336
noroeste;8500.0;51.0;1350.0;170.0;4.0;3.0;2.0;2020-06-19;;;50.0
noroeste;5500.0;13.0;1281.0;127.0;3.0;3.0;2.0;2020-06-19;;;43.30708661417323
aguas norte;3500.0;203.0;980.0;160.0;2.0;3.0;2.0;2020-06-19;;;21.875
noroeste;4500.0;44.0;1048.0;115.0;3.0;3.0;2.0;2020-06-19;;;39.130434782608695
asa norte;12500.0;94.0;2100.0;136.0;3.0;3.0;3.0;2020-06-19;;;91.91176470588235
setor habitacional jardim botanico;1900.0;14.0;394.0;230.0;2.0;3.0;2.0;2020-06-19;;;8.26086956521739
asa norte;5100.0;50.0;780.0;96.0;3.0;3.0;2.0;2020-06-19;;;53.125
samambaia sul;1400.0;0.0;;113.0;1.0;3.0;3.0;2020-06-19;;;12.389380530973451
guara ii;3500.0;28.0;500.0;81.0;2.0;3.0;2.0;2020-06-19;;;43.20987654320987
zona industrial;5500.0;9.0;1470.0;116.0;3.0;3.0;2.0;2020-06-19;;;47.41379310344828
park sul;5700.0;9.0;1000.0;87.0;3.0;2.0;2.0;2020-06-19;;;65.51724137931035
asa norte;8000.0;94.0;;99.0;2.0;3.0;2.0;2020-06-19;;;80.8080808080808
taguatinga norte;1300.0;7.0;;85.0;1.0;2.0;2.0;2020-06-19;;;15.294117647058824
samambaia sul;1400.0;365.0;;125.0;2.0;3.0;3.0;2020-06-19;;;11.2
sia;3800.0;10.0;751.0;74.0;3.0;2.0;2.0;2020-06-19;;;51.351351351351354
aguas norte;2000.0;14.0;500.0;72.0;2.0;3.0;2.0;2020-06-19;;;27.77777777777778
ceilandia norte;1400.0;51.0;;123.0;2.0;3.0;3.0;2020-06-19;;;11.382113821138212
samambaia norte;1000.0;204.0;;112.0;1.0;3.0;2.0;2020-06-19;;;8.928571428571429
vila uniao;900.0;0.0;;80.0;1.0;2.0;2.0;2020-06-19;;;11.25
setor oeste;1800.0;0.0;1500.0;220.0;2.0;3.0;2.0;2020-06-19;;;8.181818181818182
ceilandia centro;1400.0;0.0;;123.0;1.0;3.0;3.0;2020-06-19;;;11.382113821138212
jardim atlantico;2500.0;0.0;170.0;96.0;2.0;3.0;2.0;2020-06-19;;;26.041666666666668
setor pedro ludovico;1200.0;0.0;;70.0;2.0;2.0;3.0;2020-06-19;;;17.142857142857142
vila uniao;900.0;0.0;;100.0;1.0;2.0;2.0;2020-06-19;;;9.0
vila uniao;1000.0;0.0;;100.0;1.0;2.0;2.0;2020-06-19;;;10.0
parque amazonia;1400.0;0.0;600.0;83.0;2.0;3.0;2.0;2020-06-19;;;16.867469879518072
setor sudoeste;2800.0;0.0;;200.0;3.0;3.0;3.0;2020-06-19;;;14.0
residencial parque oeste;1300.0;0.0;;100.0;2.0;3.0;3.0;2020-06-19;;;13.0
setor bueno;2500.0;0.0;480.0;93.0;3.0;3.0;2.0;2020-06-19;;;26.881720430107528
setor marista;1250.0;0.0;448.0;145.0;2.0;3.0;2.0;2020-06-19;;;8.620689655172415
setor leste universitario;1100.0;0.0;;120.0;1.0;3.0;2.0;2020-06-19;;;9.166666666666666
centro;2100.0;0.0;;120.0;1.0;3.0;2.0;2020-06-19;;;17.5
setor nova suica;1473.0;0.0;;120.0;2.0;2.0;2.0;2020-06-19;;;12.275
setor oeste;2400.0;0.0;1600.0;150.0;3.0;3.0;2.0;2020-06-19;;;16.0
parque amazonia;1250.0;0.0;;150.0;1.0;3.0;3.0;2020-06-19;;;8.333333333333334
setor bela vista;1500.0;0.0;400.0;105.0;2.0;3.0;2.0;2020-06-19;;;14.285714285714286
setor marista;2700.0;0.0;;250.0;2.0;3.0;2.0;2020-06-19;;;10.8
parque amazonia;1599.0;0.0;;140.0;2.0;3.0;3.0;2020-06-19;;;11.42142857142857
setor oeste;2300.0;0.0;900.0;170.0;3.0;3.0;2.0;2020-06-19;;;13.529411764705882
parque amazonia;1450.0;0.0;400.0;70.0;2.0;2.0;2.0;2020-06-19;;;20.714285714285715
setor aeroporto;2800.0;0.0;500.0;106.0;3.0;3.0;2.0;2020-06-19;;;26.41509433962264
setor central;1500.0;0.0;750.0;160.0;2.0;3.0;2.0;2020-06-19;;;9.375
setor leste vila nova;1394.0;0.0;400.0;80.0;2.0;3.0;2.0;2020-06-19;;;17.425
alto da gloria;1400.0;0.0;150.0;82.0;2.0;3.0;2.0;2020-06-19;;;17.073170731707318
setor habitacional jardim botanico;3900.0;365.0;387.0;230.0;3.0;3.0;2.0;2020-06-19;;;16.956521739130434
noroeste;12000.0;15.0;1650.0;260.0;4.0;3.0;3.0;2020-06-19;;;46.15384615384615
sobradinho;4000.0;309.0;;235.0;2.0;3.0;2.0;2020-06-19;;;17.02127659574468
setor bela vista;1200.0;22.0;550.0;70.0;2.0;2.0;2.0;2020-06-19;;;17.142857142857142
jardim goias;3700.0;0.0;660.0;128.0;3.0;3.0;3.0;2020-06-19;;;28.90625
sudoeste;8300.0;0.0;1020.0;173.0;4.0;2.0;2.0;2020-06-19;;;47.97687861271676
asa norte;5100.0;72.0;;98.0;3.0;3.0;2.0;2020-06-19;;;52.04081632653061
guara ii;3250.0;0.0;474.0;66.0;2.0;2.0;2.0;2020-06-19;;;49.24242424242424
centro;2950.0;0.0;745.0;90.0;3.0;3.0;2.0;2020-06-19;;;32.77777777777778
parque amazonia;1300.0;0.0;400.0;69.0;2.0;2.0;2.0;2020-06-19;;;18.840579710144926
noroeste;4000.0;0.0;;79.0;2.0;2.0;2.0;2020-06-19;;;50.63291139240506
aguas norte;2030.0;25.0;615.0;67.0;2.0;2.0;2.0;2020-06-19;;;30.29850746268657
aguas sul;2900.0;13.0;525.0;103.0;3.0;3.0;2.0;2020-06-19;;;28.155339805825243
asa norte;6100.0;112.0;845.0;127.0;3.0;3.0;2.0;2020-06-19;;;48.031496062992126
centro;13500.0;95.0;;136.0;2.0;3.0;3.0;2020-06-19;;;99.26470588235294
taguatinga norte;1100.0;94.0;;70.0;1.0;2.0;2.0;2020-06-19;;;15.714285714285714
cruzeiro velho;2000.0;16.0;;80.0;1.0;2.0;2.0;2020-06-19;;;25.0
asa norte;4300.0;23.0;720.0;91.0;2.0;3.0;2.0;2020-06-19;;;47.252747252747255
setor nova suica;4500.0;365.0;;225.0;4.0;3.0;3.0;2020-06-19;;;20.0
guara i;2600.0;7.0;;200.0;3.0;3.0;3.0;2020-06-19;;;13.0
setor habitacional jardim botanico;2800.0;108.0;600.0;195.0;2.0;3.0;3.0;2020-06-19;;;14.35897435897436
centro;1200.0;174.0;;80.0;1.0;2.0;2.0;2020-06-19;;;15.0
ceilandia sul;900.0;10.0;;61.0;1.0;2.0;2.0;2020-06-19;;;14.754098360655737
regiao dos lagos;3500.0;3.0;336.0;180.0;2.0;3.0;3.0;2020-06-19;;;19.444444444444443
taguatinga sul;2600.0;27.0;;320.0;1.0;3.0;3.0;2020-06-19;;;8.125
aguas norte;4000.0;21.0;;168.0;1.0;3.0;2.0;2020-06-19;;;23.80952380952381
recanto das emas;1000.0;13.0;;130.0;1.0;2.0;2.0;2020-06-19;;;7.6923076923076925
sia;3800.0;17.0;775.0;78.0;3.0;2.0;2.0;2020-06-19;;;48.717948717948715
ceilandia sul;750.0;41.0;;90.0;1.0;2.0;2.0;2020-06-19;;;8.333333333333334
centro;4800.0;17.0;1000.0;180.0;1.0;2.0;3.0;2020-06-19;;;26.666666666666668
park sul;3900.0;14.0;920.0;100.0;3.0;3.0;2.0;2020-06-19;;;39.0
setor aeroporto;1100.0;297.0;450.0;93.0;2.0;3.0;2.0;2020-06-19;;;11.827956989247312
guara ii;2900.0;35.0;;185.0;2.0;3.0;2.0;2020-06-19;;;15.675675675675675
guara ii;2800.0;1.0;638.0;87.0;1.0;3.0;2.0;2020-06-19;;;32.18390804597701
setor habitacional jardim botanico;4500.0;2.0;542.0;330.0;4.0;3.0;2.0;2020-06-19;;;13.636363636363637
taguatinga norte;1000.0;0.0;;250.0;1.0;3.0;3.0;2020-06-19;;;4.0
lago sul;7800.0;11.0;;335.0;4.0;3.0;3.0;2020-06-19;;;23.28358208955224
asa norte;5100.0;4.0;;95.0;3.0;3.0;2.0;2020-06-19;;;53.68421052631579
setor de hoteis e turismo norte;6000.0;194.0;750.0;96.0;2.0;2.0;2.0;2020-06-19;;;62.5
noroeste;4350.0;28.0;826.0;97.0;2.0;2.0;2.0;2020-06-19;;;44.845360824742265
centro;1510.0;365.0;437.0;85.0;2.0;3.0;2.0;2020-06-19;;;17.764705882352942
centro;1100.0;44.0;;120.0;2.0;2.0;2.0;2020-06-19;;;9.166666666666666
lago sul;4200.0;93.0;385.0;300.0;4.0;3.0;2.0;2020-06-19;;;14.0
centro;3600.0;365.0;;150.0;4.0;2.0;3.0;2020-06-19;;;24.0
asa sul;3300.0;121.0;;150.0;1.0;3.0;2.0;2020-06-19;;;22.0
asa norte;7500.0;183.0;1700.0;98.0;2.0;3.0;2.0;2020-06-19;;;76.53061224489795
samambaia norte;1400.0;7.0;;80.0;2.0;3.0;2.0;2020-06-19;;;17.5
lago sul;5300.0;210.0;;326.0;3.0;2.0;3.0;2020-06-19;;;16.257668711656443
park sul;3300.0;0.0;1146.0;77.0;3.0;2.0;2.0;2020-06-19;;;42.857142857142854
ceilandia norte;1350.0;87.0;;90.0;1.0;3.0;3.0;2020-06-19;;;15.0
setor bueno;3000.0;14.0;640.0;117.0;4.0;3.0;2.0;2020-06-19;;;25.641025641025642
setor oeste;1690.0;14.0;360.0;64.0;2.0;2.0;2.0;2020-06-19;;;26.40625
ceilandia norte;1400.0;50.0;;123.0;2.0;3.0;3.0;2020-06-19;;;11.382113821138212
aguas sul;2600.0;1.0;964.0;100.0;2.0;3.0;2.0;2020-06-19;;;26.0
taguatinga norte;1700.0;49.0;;150.0;3.0;3.0;2.0;2020-06-19;;;11.333333333333334
guara ii;3900.0;43.0;;120.0;3.0;3.0;3.0;2020-06-19;;;32.5
asa norte;11000.0;0.0;;100.0;3.0;2.0;2.0;2020-06-19;;;110.0
asa norte;7200.0;3.0;1190.0;157.0;4.0;2.0;2.0;2020-06-19;;;45.859872611464965
jardins mangueiral;2300.0;22.0;;67.0;2.0;2.0;2.0;2020-06-19;;;34.32835820895522
parque amazonia;1200.0;14.0;850.0;107.0;4.0;3.0;2.0;2020-06-19;;;11.214953271028037
asa norte;6100.0;24.0;;128.0;3.0;3.0;2.0;2020-06-19;;;47.65625
samambaia;2000.0;82.0;;250.0;1.0;3.0;2.0;2020-06-19;;;8.0
taguatinga norte;800.0;0.0;;63.0;1.0;2.0;3.0;2020-06-19;;;12.698412698412698
alto da gloria;1350.0;44.0;510.0;70.0;3.0;3.0;2.0;2020-06-19;;;19.285714285714285
park sul;12000.0;1.0;2000.0;172.0;4.0;2.0;3.0;2020-06-19;;;69.76744186046511
santa genoveva;1100.0;36.0;105.0;74.0;2.0;2.0;2.0;2020-06-19;;;14.864864864864865
aguas norte;3500.0;0.0;980.0;160.0;1.0;3.0;2.0;2020-06-19;;;21.875
aguas norte;1990.0;16.0;506.0;67.0;2.0;2.0;2.0;2020-06-19;;;29.70149253731343
setor habitacional jardim botanico;4500.0;16.0;1250.0;235.0;3.0;3.0;3.0;2020-06-19;;;19.148936170212767
asa sul;4400.0;31.0;1400.0;200.0;4.0;3.0;2.0;2020-06-19;;;22.0
alto da gloria;2050.0;14.0;240.0;65.0;2.0;2.0;2.0;2020-06-19;;;31.53846153846154
alto da gloria;1300.0;14.0;480.0;76.0;2.0;3.0;2.0;2020-06-19;;;17.105263157894736
aguas sul;2800.0;15.0;660.0;94.0;2.0;3.0;2.0;2020-06-19;;;29.78723404255319
asa norte;6100.0;15.0;;128.0;4.0;3.0;2.0;2020-06-19;;;47.65625
noroeste;5000.0;16.0;;130.0;3.0;3.0;2.0;2020-06-19;;;38.46153846153846
jardim america;2200.0;17.0;410.0;90.0;4.0;3.0;2.0;2020-06-19;;;24.444444444444443
centro;1800.0;18.0;;65.0;1.0;3.0;2.0;2020-06-19;;;27.692307692307693
jardim goias;3500.0;24.0;;106.0;4.0;3.0;2.0;2020-06-19;;;33.0188679245283
park sul;3850.0;4.0;;73.0;1.0;2.0;2.0;2020-06-19;;;52.73972602739726
asa norte;7000.0;3.0;1237.0;230.0;4.0;3.0;2.0;2020-06-19;;;30.434782608695652
vicente pires;1200.0;2.0;285.0;65.0;1.0;2.0;2.0;2020-06-19;;;18.46153846153846
sudoeste;6500.0;0.0;1622.0;124.0;4.0;3.0;3.0;2020-06-19;;;52.41935483870968
taguatinga sul;1300.0;9.0;;100.0;1.0;3.0;2.0;2020-06-19;;;13.0
setor oeste;1210.0;3.0;;80.0;1.0;2.0;2.0;2020-06-19;;;15.125
santa genoveva;1100.0;18.0;105.0;74.0;2.0;2.0;2.0;2020-06-19;;;14.864864864864865
asa sul;9900.0;18.0;2318.0;340.0;3.0;2.0;2.0;2020-06-19;;;29.11764705882353
setor bueno;1900.0;13.0;443.0;122.0;2.0;3.0;2.0;2020-06-19;;;15.573770491803279
aguas sul;3890.0;6.0;904.0;112.0;3.0;3.0;2.0;2020-06-19;;;34.732142857142854
setor bueno;6000.0;0.0;900.0;172.0;4.0;3.0;3.0;2020-06-19;;;34.883720930232556
jardim goias;2500.0;0.0;650.0;75.0;2.0;2.0;2.0;2020-06-19;;;33.333333333333336
taguatinga sul;2500.0;0.0;;160.0;3.0;3.0;2.0;2020-06-19;;;15.625
jardim america;1330.0;38.0;215.0;98.0;2.0;3.0;2.0;2020-06-19;;;13.571428571428571
samambaia sul;980.0;14.0;;70.0;2.0;2.0;3.0;2020-06-19;;;14.0
park sul;3600.0;0.0;850.0;78.0;2.0;2.0;2.0;2020-06-19;;;46.15384615384615
setor sul;2200.0;22.0;;80.0;2.0;3.0;2.0;2020-06-19;;;27.5
ceilandia sul;1200.0;142.0;;120.0;1.0;3.0;2.0;2020-06-19;;;10.0
asa norte;4000.0;65.0;;78.0;3.0;2.0;2.0;2020-06-19;;;51.282051282051285
setor oeste;3350.0;14.0;920.0;150.0;2.0;3.0;2.0;2020-06-19;;;22.333333333333332
noroeste;5000.0;97.0;;101.0;3.0;3.0;2.0;2020-06-19;;;49.504950495049506
santa genoveva;2300.0;22.0;;130.0;2.0;3.0;2.0;2020-06-19;;;17.692307692307693
setor bueno;1500.0;14.0;700.0;127.0;2.0;3.0;2.0;2020-06-19;;;11.811023622047244
asa norte;5100.0;168.0;566.0;95.0;3.0;3.0;2.0;2020-06-19;;;53.68421052631579
asa norte;4200.0;99.0;1458.0;80.0;1.0;2.0;2.0;2020-06-19;;;52.5
asa norte;6100.0;15.0;1100.0;128.0;3.0;3.0;2.0;2020-06-19;;;47.65625
setor bueno;2480.0;49.0;500.0;82.0;2.0;3.0;2.0;2020-06-19;;;30.24390243902439
taguatinga norte;3500.0;119.0;;280.0;3.0;3.0;3.0;2020-06-19;;;12.5
setor marista;2100.0;49.0;500.0;69.0;2.0;2.0;2.0;2020-06-19;;;30.434782608695652
asa norte;5500.0;107.0;1123.0;158.0;3.0;2.0;2.0;2020-06-19;;;34.81012658227848
park sul;5200.0;2.0;1050.0;104.0;3.0;3.0;2.0;2020-06-19;;;50.0
taguatinga norte;880.0;37.0;260.0;83.0;1.0;2.0;2.0;2020-06-19;;;10.602409638554217
centro;3000.0;148.0;;150.0;2.0;3.0;2.0;2020-06-19;;;20.0
riacho fundo ii;2000.0;365.0;;190.0;1.0;3.0;3.0;2020-06-19;;;10.526315789473685
setor sul;2500.0;93.0;;247.0;4.0;3.0;2.0;2020-06-19;;;10.121457489878543
setor oeste;1300.0;101.0;930.0;140.0;3.0;3.0;2.0;2020-06-19;;;9.285714285714286
jardim america;1200.0;101.0;;100.0;2.0;3.0;2.0;2020-06-19;;;12.0
areal;1100.0;22.0;;80.0;1.0;2.0;2.0;2020-06-19;;;13.75
alto da gloria;1700.0;21.0;534.0;100.0;3.0;3.0;2.0;2020-06-19;;;17.0
asa norte;7200.0;37.0;;100.0;2.0;3.0;2.0;2020-06-19;;;72.0
riacho fundo i;1400.0;32.0;;110.0;1.0;3.0;2.0;2020-06-19;;;12.727272727272727
setor oeste;3500.0;31.0;1110.0;149.0;4.0;3.0;2.0;2020-06-19;;;23.48993288590604
taguatinga norte;1750.0;21.0;;83.0;2.0;2.0;2.0;2020-06-19;;;21.08433734939759
ceilandia norte;1000.0;28.0;;120.0;1.0;3.0;2.0;2020-06-19;;;8.333333333333334
ceilandia norte;1800.0;38.0;;150.0;3.0;3.0;3.0;2020-06-19;;;12.0
taguatinga norte;4000.0;50.0;;200.0;1.0;3.0;3.0;2020-06-19;;;20.0
aguas sul;3000.0;0.0;638.0;110.0;4.0;3.0;3.0;2020-06-19;;;27.272727272727273
ceilandia sul;950.0;0.0;;130.0;1.0;3.0;2.0;2020-06-19;;;7.3076923076923075
ceilandia norte;950.0;0.0;;100.0;2.0;3.0;3.0;2020-06-19;;;9.5
guara ii;2000.0;8.0;;90.0;1.0;2.0;2.0;2020-06-19;;;22.22222222222222
alto da gloria;4500.0;0.0;700.0;154.0;3.0;3.0;2.0;2020-06-19;;;29.22077922077922
alto da gloria;4500.0;72.0;;154.0;4.0;3.0;2.0;2020-06-19;;;29.22077922077922
jardim goias;2600.0;64.0;485.0;111.0;4.0;3.0;2.0;2020-06-19;;;23.423423423423422
alto da gloria;1400.0;0.0;500.0;69.0;2.0;2.0;2.0;2020-06-19;;;20.28985507246377
setor aeroporto;2000.0;0.0;435.0;130.0;3.0;3.0;2.0;2020-06-19;;;15.384615384615385
setor marista;1900.0;0.0;410.0;66.0;2.0;2.0;2.0;2020-06-19;;;28.78787878787879
setor bueno;2200.0;0.0;330.0;95.0;3.0;2.0;2.0;2020-06-19;;;23.157894736842106
setor nova suica;2200.0;0.0;664.0;206.0;2.0;3.0;2.0;2020-06-19;;;10.679611650485437
setor leste vila nova;1400.0;0.0;240.0;63.0;2.0;2.0;2.0;2020-06-19;;;22.22222222222222
setor bueno;2400.0;0.0;355.0;142.0;2.0;3.0;2.0;2020-06-19;;;16.901408450704224
setor bueno;2100.0;0.0;700.0;169.0;3.0;3.0;2.0;2020-06-19;;;12.42603550295858
setor bueno;2200.0;0.0;570.0;195.0;4.0;3.0;2.0;2020-06-19;;;11.282051282051283
setor bueno;1750.0;0.0;500.0;86.0;1.0;3.0;2.0;2020-06-19;;;20.348837209302324
vila rosa;800.0;0.0;258.0;109.0;2.0;2.0;2.0;2020-06-19;;;7.339449541284404
parque amazonia;1500.0;0.0;;103.0;2.0;3.0;2.0;2020-06-19;;;14.563106796116505
asa norte;4100.0;0.0;1321.0;70.0;2.0;2.0;2.0;2020-06-19;;;58.57142857142857
setor bela vista;1200.0;83.0;550.0;70.0;2.0;2.0;2.0;2020-05-01;;;17.142857142857142
parque amazonia;1200.0;0.0;850.0;107.0;4.0;3.0;2.0;2020-05-01;;;11.214953271028037
setor oeste;1867.0;10.0;550.0;76.0;2.0;2.0;2.0;2020-05-01;;;24.56578947368421
centro;1420.0;6.0;260.0;79.0;2.0;3.0;2.0;2020-05-01;;;17.974683544303797
setor oeste;2300.0;48.0;900.0;170.0;3.0;3.0;2.0;2020-05-01;;;13.529411764705882
jardim goias;2400.0;62.0;600.0;75.0;2.0;2.0;2.0;2020-05-01;;;32.0
setor bueno;1500.0;63.0;870.0;186.0;2.0;3.0;2.0;2020-05-01;;;8.064516129032258
guara i;3000.0;0.0;;170.0;2.0;3.0;2.0;2020-05-01;;;17.647058823529413
jardim goias;4500.0;62.0;550.0;125.0;4.0;2.0;2.0;2020-05-01;;;36.0
centro;2106.0;50.0;;104.0;2.0;3.0;3.0;2020-05-01;;;20.25
setor oeste;2400.0;72.0;1600.0;150.0;3.0;3.0;2.0;2020-05-01;;;16.0
aguas norte;2200.0;0.0;390.0;62.0;2.0;2.0;2.0;2020-05-01;;;35.483870967741936
sudoeste;10000.0;49.0;2000.0;200.0;2.0;3.0;2.0;2020-05-01;;;50.0
park sul;4100.0;74.0;941.0;75.0;2.0;2.0;2.0;2020-05-01;;;54.666666666666664
setor sul;2400.0;36.0;;200.0;2.0;3.0;3.0;2020-05-01;;;12.0
noroeste;12500.0;20.0;1650.0;260.0;4.0;3.0;3.0;2020-05-01;;;48.07692307692308
setor marista;2700.0;57.0;;250.0;2.0;3.0;2.0;2020-05-01;;;10.8
zona industrial;4844.0;190.0;1170.0;96.0;3.0;3.0;2.0;2020-05-01;;;50.458333333333336
noroeste;5500.0;21.0;;101.0;3.0;3.0;2.0;2020-05-01;;;54.45544554455446
samambaia;2300.0;63.0;;120.0;2.0;3.0;3.0;2020-05-01;;;19.166666666666668
centro;1700.0;0.0;;67.0;2.0;3.0;2.0;2020-05-01;;;25.37313432835821
taguatinga norte;1250.0;0.0;;150.0;1.0;2.0;2.0;2020-05-01;;;8.333333333333334
taguatinga centro;1100.0;58.0;;80.0;2.0;2.0;2.0;2020-05-01;;;13.75
asa norte;4100.0;2.0;1321.0;70.0;2.0;2.0;2.0;2020-05-01;;;58.57142857142857
taguatinga norte;1500.0;0.0;280.0;78.0;1.0;2.0;2.0;2020-05-01;;;19.23076923076923
setor aeroporto;2800.0;16.0;500.0;106.0;3.0;3.0;2.0;2020-05-01;;;26.41509433962264
guara i;1550.0;1.0;;65.0;2.0;3.0;2.0;2020-05-01;;;23.846153846153847
sudoeste;4400.0;32.0;1560.0;138.0;4.0;2.0;2.0;2020-05-01;;;31.884057971014492
ceilandia centro;1036.0;61.0;1.0;120.0;2.0;3.0;2.0;2020-05-01;;;8.633333333333333
jardim atlantico;2450.0;3.0;170.0;96.0;2.0;3.0;2.0;2020-05-01;;;25.520833333333332
vila uniao;1000.0;16.0;;100.0;1.0;2.0;2.0;2020-05-01;;;10.0
aguas norte;2300.0;147.0;715.0;110.0;3.0;3.0;2.0;2020-05-01;;;20.90909090909091
sobradinho;4000.0;260.0;;235.0;2.0;3.0;2.0;2020-05-01;;;17.02127659574468
vila uniao;900.0;16.0;;80.0;1.0;2.0;2.0;2020-05-01;;;11.25
grande colorado;2600.0;96.0;360.0;200.0;2.0;3.0;2.0;2020-05-01;;;13.0
noroeste;16000.0;20.0;2296.0;255.0;4.0;3.0;2.0;2020-05-01;;;62.745098039215684
centro;2300.0;1.0;;120.0;3.0;3.0;2.0;2020-05-01;;;19.166666666666668
ceilandia norte;1400.0;2.0;;123.0;2.0;3.0;3.0;2020-05-01;;;11.382113821138212
setor oeste;1800.0;16.0;1500.0;220.0;2.0;3.0;2.0;2020-05-01;;;8.181818181818182
setor oeste;11000.0;16.0;;350.0;4.0;3.0;3.0;2020-05-01;;;31.428571428571427
vila uniao;900.0;16.0;;100.0;1.0;2.0;2.0;2020-05-01;;;9.0
serrinha;3000.0;16.0;520.0;120.0;4.0;3.0;2.0;2020-05-01;;;25.0
jardins mangueiral;1700.0;0.0;345.0;100.0;2.0;3.0;2.0;2020-05-01;;;17.0
jardins mangueiral;2500.0;0.0;1.0;80.0;3.0;3.0;2.0;2020-05-01;;;31.25
aguas sul;4100.0;13.0;1078.0;127.0;4.0;3.0;2.0;2020-05-01;;;32.28346456692913
jardim america;1200.0;16.0;;65.0;1.0;2.0;2.0;2020-05-01;;;18.46153846153846
jardim atlantico;1350.0;16.0;;100.0;2.0;3.0;2.0;2020-05-01;;;13.5
aguas norte;1700.0;14.0;465.0;75.0;1.0;2.0;2.0;2020-05-01;;;22.666666666666668
samambaia;1000.0;16.0;;112.0;2.0;3.0;2.0;2020-05-01;;;8.928571428571429
vila uniao;1000.0;16.0;;80.0;1.0;2.0;2.0;2020-05-01;;;12.5
asa norte;5100.0;0.0;;96.0;2.0;3.0;2.0;2020-05-01;;;53.125
santa genoveva;2300.0;83.0;;130.0;2.0;3.0;2.0;2020-05-01;;;17.692307692307693
setor habitacional jardim botanico;2950.0;0.0;590.0;120.0;4.0;3.0;3.0;2020-05-01;;;24.583333333333332
asa norte;5100.0;23.0;;98.0;3.0;3.0;2.0;2020-05-01;;;52.04081632653061
setor leste;1400.0;2.0;;150.0;2.0;3.0;3.0;2020-05-01;;;9.333333333333334
taguatinga centro;3000.0;16.0;;180.0;1.0;3.0;2.0;2020-05-01;;;16.666666666666668
samambaia;3000.0;46.0;65.0;347.0;4.0;3.0;2.0;2020-05-01;;;8.645533141210375
asa norte;6100.0;56.0;1100.0;128.0;3.0;3.0;2.0;2020-05-01;;;47.65625
ceilandia centro;850.0;9.0;;65.0;1.0;3.0;3.0;2020-05-01;;;13.076923076923077
samambaia norte;1000.0;155.0;;112.0;1.0;3.0;2.0;2020-05-01;;;8.928571428571429
asa norte;4700.0;2.0;862.0;106.0;2.0;3.0;2.0;2020-05-01;;;44.339622641509436
samambaia norte;1600.0;109.0;;120.0;2.0;3.0;3.0;2020-05-01;;;13.333333333333334
lago norte;8000.0;16.0;;250.0;4.0;3.0;3.0;2020-05-01;;;32.0
setor habitacional jardim botanico;3900.0;365.0;387.0;230.0;3.0;3.0;2.0;2020-05-01;;;16.956521739130434
parque amazonia;1250.0;16.0;;150.0;1.0;3.0;3.0;2020-05-01;;;8.333333333333334
asa norte;12500.0;45.0;2100.0;136.0;3.0;3.0;3.0;2020-05-01;;;91.91176470588235
asa norte;8000.0;45.0;;99.0;2.0;3.0;2.0;2020-05-01;;;80.8080808080808
aguas sul;2600.0;0.0;964.0;100.0;2.0;3.0;2.0;2020-05-01;;;26.0
setor aeroporto;2000.0;0.0;;100.0;2.0;3.0;3.0;2020-05-01;;;20.0
setor oeste;1200.0;25.0;;165.0;2.0;3.0;2.0;2020-05-01;;;7.2727272727272725
sudoeste;4000.0;1.0;890.0;96.0;2.0;3.0;2.0;2020-05-01;;;41.666666666666664
asa norte;7800.0;114.0;;201.0;3.0;3.0;2.0;2020-05-01;;;38.80597014925373
setor bueno;3500.0;0.0;1400.0;170.0;3.0;3.0;3.0;2020-05-01;;;20.58823529411765
alto da gloria;2500.0;0.0;700.0;119.0;3.0;3.0;2.0;2020-05-01;;;21.008403361344538
centro;4100.0;0.0;1078.0;127.0;4.0;3.0;2.0;2020-05-01;;;32.28346456692913
setor habitacional jardim botanico;2750.0;42.0;500.0;200.0;3.0;3.0;3.0;2020-05-01;;;13.75
samambaia norte;1600.0;15.0;;80.0;2.0;3.0;2.0;2020-05-01;;;20.0
sudoeste;6000.0;0.0;860.0;114.0;3.0;3.0;2.0;2020-05-01;;;52.63157894736842
