latitude;longitude;price_util
-16.9321203969996;-49.1565844429996;2250.0
-16.8295561229996;-49.2196054229996;60.0
-16.7913820959996;-49.2194005019997;1787.2272143774069
-16.7911970669996;-49.2193417979996;256.9593147751606
-16.7909103489996;-49.2194370659996;307.6923076923077
-16.7904894069996;-49.2196622999996;1937.5
-16.7904548109996;-49.2195520609996;2125.0
-16.7904023659996;-49.2195607179996;125.0
-16.7902454989996;-49.2197031659996;2000.0
-16.7899124189996;-49.2196743609996;1720.430107526882
-16.768064199999998;-47.61356360000002;23584.905660377357
-16.768064199999998;-47.6135636;1402.439024390244
-16.7574551879996;-49.2193543589996;1567.1641791044776
-16.7541158109996;-49.2055359489996;4289.428486822623
-16.7494561;-49.21521870000004;3097.950310559006
-16.7478838379996;-49.1959642409996;5889.799635701274
-16.7470904059996;-49.2099000829996;2500.0
-16.7455782969996;-49.2100037089996;2240.0
-16.7448696859996;-49.2116901829996;1273.5849056603774
-16.7447437969996;-49.1908759189996;2000.0
-16.7416745089996;-49.1875065099997;1024.9376571444168
-16.7401872269996;-49.1919281689996;1175.0
-16.7349750139996;-49.2063329329996;1772.7272727272727
-16.7348569659996;-49.2102136699996;2880.1843317972352
-16.7344722959996;-49.2096321829996;4024.390243902439
-16.7343532189996;-49.1998788149996;3123.0505767742684
-16.7342674679996;-49.1993732099996;3000.0
-16.7342285479996;-49.1992332779996;2932.6923076923076
-16.7326300289996;-49.1916433069997;2055.5555555555557
-16.7319620969996;-49.2105718449996;103146.38689884834
-16.7316168389996;-49.1926075969996;3818.181818181818
-16.7315735609996;-49.2094554039996;848384.8797250859
-16.7315437859996;-49.1952635659996;4364.077669902913
-16.7314015969996;-49.1927076949996;2528.0898876404494
-16.7313871939996;-49.1926957229996;2500.0
-16.7310759699996;-49.2161957139996;401.9208685666562
-16.7310754499996;-49.2161393569996;5384.615384615384
-16.7307092799996;-49.1934759479996;3571.428571428571
-16.7287172599996;-49.2179510749996;1451.6129032258061
-16.7285331;-49.2066103;846.5608465608466
-16.7270860209996;-49.2014790839996;7606.490872210953
-16.7258894289996;-49.2035278809996;1867.0297403069228
-16.7255120459996;-49.2037660649996;5565.217391304348
-16.724895800000002;-49.204824;907.3071428571428
-16.7232968279996;-49.1846743789996;4126.984126984127
-16.7220626949996;-49.1852476729997;2653.0530612244897
-16.7202740889996;-49.1831361899996;3227.6923076923076
-16.7195711249996;-49.1837341899996;4379.56204379562
-16.7194523009996;-49.1825280689996;3158.878504672897
-16.7191717219996;-49.1791972199997;4571.428571428572
-16.7188448239996;-49.1864289329996;3686.4406779661017
-16.7186552;-49.18481720000001;3.9568345323741005
-16.7184993469996;-49.1848302109996;4406.779661016949
-16.7183314609996;-49.1854490759996;4275.443112021059
-16.7182460749996;-49.1863630099996;2901.023890784983
-16.7180890939996;-49.1794318589996;4716.981132075472
-16.7176133989996;-49.1865228089996;3968.253968253968
-16.7172953389996;-49.1806842089997;4128.440366972477
-16.7172399769996;-49.1808226509996;3977.2727272727275
-16.7169107;-49.18311729999999;3793.103448275862
-16.7160212899996;-49.1869964999996;3861.6714697406346
-16.7160045619996;-49.1870024509996;1756.4102564102566
-16.7153208679996;-49.1814193559997;2500.0
-16.7145328859996;-49.2035624229996;1185.1015801354401
-16.7134878;-49.0804005;1794.871794871795
-16.7127686499996;-49.2005165679996;6829.268292682927
-16.7114158679996;-49.2025251349996;2500.70281124498
-16.7113369889996;-49.1987208889996;7291.666666666667
-16.7107241699996;-49.1998460549996;5232.558139534884
-16.7098542659996;-49.2184303789996;2777.777777777778
-16.7097382669996;-49.2030705879996;7467.297572421885
-16.7095665889996;-49.2014909409996;5232.558139534884
-16.7093454179996;-49.2004634489996;5232.558139534884
-16.7092454329996;-49.2005300559996;8809.52380952381
-16.7088537;-49.091845;357.9175704989154
-16.7087561439996;-49.2041269499996;12277.227722772277
-16.7085463149996;-49.2142188479996;2501.0048231511255
-16.7081209859996;-49.1988260609996;1958.635497274029
-16.7071290669996;-49.1993586249996;7636.363636363636
-16.7068628359996;-49.2017613839996;6651.376146788991
-16.7068503879996;-49.2070436809996;7953.340402969247
-16.7067017319996;-49.2167999489996;6300.0
-16.7066727999996;-49.2078292609996;14336.917562724015
-16.706609099999998;-49.21284149999998;7636.363636363636
-16.7065963439996;-49.2167683589996;5272.727272727273
-16.7065650549996;-49.1999045929997;5802.469135802469
-16.7065392769996;-49.2042491359996;9250.0
-16.7061520989996;-49.1993426429996;7042.633410498173
-16.7061237439996;-49.2057880529997;1708.766716196137
-16.7055598219996;-49.2169443469996;6550.802139037433
-16.7053811219996;-49.2122863619996;345.0
-16.7053339209996;-49.2033252689996;9025.270758122744
-16.7050336979996;-49.2106241659996;7203.389830508475
-16.7047050969996;-49.2131699279996;6573.705179282869
-16.7046902629996;-49.2130565029996;6808.510638297873
-16.7046241639996;-49.2131492439996;1503.0674846625766
-16.7045427379996;-49.2125819399996;3875.4241396025204
-16.7044564539996;-49.2072522159996;6121.267574920309
-16.7043868549996;-49.2052240409996;990.4153354632588
-16.7035655;-49.1073877;1888.888888888889
-16.7030288949996;-49.2036191329996;7509.881422924901
-16.7029836299996;-49.2096836089996;10050.0
-16.7028495899996;-49.2089775429996;7324.84076433121
-16.7028422859996;-49.2089943969996;7134.071340713407
-16.7028349829996;-49.2090112509996;5220.930232558139
-16.7025957389996;-49.2113960489996;4838.709677419355
-16.7025028349996;-49.2031850239997;7004.608294930876
-16.7023823949996;-49.2032649499996;5667.2760511883
-16.702199800000002;-49.104208200000016;1776.1904761904761
-16.7011868339996;-49.2041614919996;9031.746031746032
