;AP;num_employees;num_firms
946;3304904004005;1768.0;164
947;3304904004006;457.0;52
948;3304904004007;394.0;81
949;3304904004008;725.0;70
950;3304904005001;773.0;75
951;3304904005002;814.0;154
952;3304904005003;82.0;23
953;3304904005004;731.0;127
954;3305109999001;901.0;109
955;3305109999002;346.0;40
956;3305109999003;801.0;161
957;3305109999004;251.0;29
958;3305109999005;1194.0;186
959;3305109999006;1907.0;174
960;3305109999007;337.0;64
961;3305109999008;2187.0;421
962;3305109999009;1180.0;128
963;3305109999010;6702.0;1098
964;3305109999011;2161.0;415
965;3305109999012;4176.0;356
966;3305554001001;1189.0;166
967;3305554001002;317.0;37
968;3503901001001;6301.5;516
969;3505708001001;4635.5;387
970;3505708001002;2723.0;221
971;3505708001003;7893.5;583
972;3505708001004;39192.0;2343
973;3505708001005;5601.0;219
974;3505708004001;330.0;90
975;3505708004002;574.0;102
976;3505708501001;2645.0;215
977;3505708502001;6748.5;326
978;3509007001001;4784.0;335
979;3509205001001;9127.0;417
980;3510609001001;616.0;137
981;3510609001002;521.0;93
982;3510609001003;30.0;6
983;3510609001004;81.0;17
984;3510609001005;178.0;55
985;3510609001006;2187.5;230
986;3510609001007;154.0;24
987;3510609001008;723.0;141
988;3510609001009;465.0;106
989;3510609001010;2088.5;82
990;3510609001011;2439.5;270
991;3510609003001;433.0;55
992;3510609003002;182.0;37
993;3510609003003;259.0;59
994;3510609003004;227.0;53
995;3510609501001;650.0;124
996;3513009001001;4153.0;537
997;3513009001002;835.0;175
998;3513009001003;5037.0;209
999;3513009001004;4956.0;345
1000;3513009001005;7780.0;750
1001;3513009501001;1523.0;210
1002;3513801999001;1201.0;130
1003;3513801999002;4519.5;534
1004;3513801999003;3692.5;375
1005;3513801999004;9165.0;348
1006;3513801999005;7723.0;422
1007;3513801999006;6087.0;176
1008;3513801999007;6109.0;301
1009;3513801999008;1117.0;72
1010;3513801999009;630.0;136
1011;3513801999010;490.0;105
1012;3513801999011;1982.0;181
1013;3513801999012;1055.0;75
1014;3513801999013;6315.0;152
1015;3513801999014;1052.0;98
1016;3513801999015;140.0;43
1017;3513801999016;872.0;49
1018;3513801999017;5349.0;405
1019;3513801999018;757.0;82
1020;3515004001001;193.0;48
1021;3515004001002;317.0;71
1022;3515004001003;183.0;38
1023;3515004001004;197.0;43
1024;3515004001005;308.0;98
1025;3515004001006;326.0;36
1026;3515004001007;358.0;87
1027;3515004001008;1321.0;61
1028;3515004001009;5498.5;416
1029;3515004001010;4388.0;387
1030;3515103001005;2315.0;192
1031;3515103001099;222.0;36
1032;3515707001001;2553.0;74
1033;3515707001002;477.0;28
1034;3515707001003;199.0;15
1035;3515707001004;621.5;42
1036;3515707001005;2203.0;301
1037;3515707501001;709.0;40
1038;3515707502001;334.0;28
1039;3516309001001;251.0;20
1040;3516309001002;77.0;15
1041;3516309001003;98.0;18
1042;3516309001004;650.0;95
1043;3516309001005;324.0;29
1044;3516309001006;648.0;91
1045;3516408001001;109.0;27
1046;3516408001002;77.0;24
1047;3516408001003;1169.5;165
1048;3516408001004;1028.0;67
1049;3516408001005;1048.5;175
1050;3518305001001;1455.5;256
1051;3518800999001;13685.0;1853
1052;3518800999002;3648.0;282
1053;3518800999003;2424.0;228
1054;3518800999004;5034.0;79
1055;3518800999005;778.0;153
1056;3518800999006;1098.0;277
1057;3518800999007;477.0;114
1058;3518800999008;245.0;57
1059;3518800999009;787.0;54
1060;3518800999010;894.0;220
1061;3518800999011;307.0;80
1062;3518800999012;1737.0;93
1063;3518800999013;512.0;95
1064;3518800999014;359.0;58
1065;3518800999015;1874.0;133
1066;3518800999016;1665.0;242
1067;3518800999017;2388.0;419
1068;3518800999018;1297.0;126
1069;3518800999019;3303.5;364
1070;3518800999020;948.0;179
1071;3518800999021;862.0;127
1072;3518800999022;11035.5;436
1073;3518800999023;10864.0;554
1074;3518800999024;538.0;119
1075;3518800999025;236.0;71
1076;3518800999026;182.0;67
1077;3518800999027;176.0;28
1078;3518800999028;59.0;19
1079;3518800999029;901.5;66
1080;3518800999030;2737.0;102
1081;3518800999031;635.0;58
1082;3518800999032;246.0;43
1083;3518800999033;136.0;28
1084;3518800999034;6537.0;173
1085;3518800999035;4615.0;198
1086;3518800999036;451.0;26
1087;3518800999037;425.0;31
1088;3518800999038;108.0;25
1089;3518800999039;279.5;40
1090;3518800999040;2783.0;96
1091;3518800999041;3792.0;116
1092;3518800999042;2453.0;68
1093;3518800999043;389.0;36
1094;3518800999044;1059.0;129
1095;3518800999045;573.0;111
1096;3518800999046;3332.0;121
1097;3518800999047;1877.0;223
1098;3518800999048;2550.0;140
1099;3518800999049;13156.0;356
1100;3518800999050;15420.0;782
1101;3518800999051;2092.0;104
1102;3518800999052;731.0;66
1103;3518800999053;383.0;21
1104;3518800999054;466.0;55
1105;3518800999055;434.0;48
1106;3518800999056;228.0;26
1107;3518800999057;533.0;81
1108;3518800999058;1235.0;88
1109;3522208001001;1170.5;216
1110;3522208001002;592.0;97
1111;3522208001003;1675.0;179
1112;3522208001004;944.0;76
1113;3522208001005;2329.0;127
1114;3522208001006;230.0;49
1115;3522505001001;134.0;19
1116;3522505001002;116.0;35
1117;3522505001003;2898.5;440
1118;3522505001004;84.0;26
1119;3522505001005;777.0;38
1120;3522505001006;741.5;56
1121;3522505001007;1859.0;64
1122;3523107001001;1977.0;64
1123;3523107001002;1955.0;101
1124;3523107001003;4491.0;248
1125;3523107001004;460.0;55
1126;3523107001005;1013.0;54
1127;3523107001006;1074.0;49
1128;3523107001007;140.0;28
1129;3523107001008;666.5;51
1130;3523107001009;1700.0;47
1131;3523107001010;345.0;51
1132;3523107001011;168.0;37
1133;3523107001012;1711.0;247
1134;3524006001001;2.0;1
1135;3525003001001;690.0;42
1136;3525003001002;121.0;52
1137;3525003001003;2034.0;298
1138;3525003001004;3100.0;170
1139;3526209001001;1447.0;225
1140;3528502001001;3954.0;604
1141;3529401001001;175.0;39
1142;3529401001002;616.0;141
1143;3529401001003;504.0;102
1144;3529401001004;67.0;31
1145;3529401001005;5395.0;676
1146;3529401001006;1337.0;248
1147;3529401001007;86.0;18
1148;3529401001008;408.0;106
1149;3529401001009;7.0;5
1150;3529401001010;923.5;78
1151;3529401001011;684.0;137
1152;3529401001012;113.0;27
1153;3529401001013;29.0;13
1154;3529401001014;664.0;99
1155;3529401001015;2771.0;135
1156;3529401001016;13226.0;500
1157;3530607001001;446.0;77
1158;3530607001002;360.0;82
1159;3530607001003;5764.0;340
1160;3530607001004;428.0;58
1161;3530607001005;102.0;24
1162;3530607001006;1051.0;145
1163;3530607001007;63.0;25
1164;3530607001008;7370.0;876
1165;3530607001009;1134.0;110
1166;3530607001010;8431.5;1203
1167;3530607001011;1117.0;121
1168;3530607001012;141.0;12
1169;3530607001013;1112.0;136
1170;3530607001014;373.0;77
1171;3530607001015;2735.0;205
1172;3534401999001;1520.0;42
1173;3534401999002;139.0;25
1174;3534401999003;248.0;74
1175;3534401999004;248.0;44
1176;3534401999005;532.0;92
1177;3534401999006;142.0;31
1178;3534401999007;407.0;96
1179;3534401999008;192.0;46
1180;3534401999009;314.0;61
1181;3534401999010;1041.0;149
1182;3534401999011;386.0;124
1183;3534401999012;9844.0;284
1184;3534401999013;2095.0;427
1185;3534401999014;2021.5;299
1186;3534401999015;499.0;44
1187;3534401999016;515.0;65
1188;3534401999017;277.0;76
1189;3534401999018;164.0;42
1190;3534401999019;254.0;74
1191;3534401999020;355.0;91
1192;3534401999021;872.0;224
1193;3534401999022;711.0;151
1194;3534401999023;5283.5;326
1195;3534401999024;914.0;78
1196;3534401999025;16536.0;1797
1197;3534401999026;1294.0;200
1198;3534401999027;1719.0;240
1199;3534401999028;1825.0;150
1200;3534401999029;196.0;63
1201;3534401999030;4131.0;118
1202;3534401999031;60.0;22
1203;3534401999032;82.0;31
1204;3539103001001;575.0;55
1205;3539806001001;2779.0;219
1206;3539806001002;682.0;113
1207;3539806001003;3353.0;350
1208;3539806001004;5333.0;739
1209;3543303001005;7788.5;793
1210;3543303001099;1252.5;121
1211;3544103001001;1422.0;112
1212;3546801001001;3765.0;358
1213;3547304001001;18240.0;2194
1214;3547809999001;5030.0;308
1215;3547809999002;1125.0;119
1216;3547809999003;465.0;101
1217;3547809999004;966.0;159
1218;3547809999005;896.0;148
1219;3547809999006;913.0;121
1220;3547809999007;2356.0;248
1221;3547809999008;890.0;141
1222;3547809999009;1849.0;310
1223;3547809999010;2480.0;307
1224;3547809999011;3508.0;344
1225;3547809999012;399.0;67
1226;3547809999013;118.0;25
1227;3547809999014;464.0;72
1228;3547809999015;5663.5;439
1229;3547809999016;2340.0;131
1230;3547809999017;9371.5;1099
1231;3547809999018;1958.0;162
1232;3547809999019;1226.0;204
1233;3547809999020;4618.0;691
1234;3547809999021;21840.0;2099
1235;3547809999022;2989.5;263
1236;3547809999023;3778.0;424
1237;3547809999024;2103.0;269
1238;3547809999025;4175.0;342
1239;3547809999026;1075.0;148
1240;3547809999027;2052.0;136
1241;3547809999028;143.0;43
1242;3547809999029;516.0;100
1243;3547809999030;544.0;119
1244;3547809999031;693.0;124
1245;3547809999032;263.0;59
1246;3547809999033;239.0;59
1247;3547809999034;344.0;61
1248;3547809999035;129.0;44
1249;3547809999036;239.0;45
1250;3547809999037;84.0;31
1251;3547809999038;97.0;13
1252;3547809999039;739.0;114
1253;3547809999040;258.0;34
1254;3547809999041;378.0;55
1255;3547809999042;77.0;30
1256;3547809999043;688.0;38
1257;3548708999001;5371.0;146
1258;3548708999002;1322.0;109
1259;3548708999003;1441.0;78
1260;3548708999004;1092.0;100
1261;3548708999005;1230.0;121
1262;3548708999006;2774.0;145
1263;3548708999007;3775.0;363
1264;3548708999008;1197.0;145
1265;3548708999009;158.0;43
1266;3548708999010;720.0;92
1267;3548708999011;10189.5;413
1268;3548708999012;2506.0;218
1269;3548708999013;10455.5;1432
1270;3548708999014;7558.0;669
1271;3548708999015;6187.0;851
1272;3548708999016;265.0;51
1273;3548708999017;550.0;120
1274;3548708999018;2337.5;312
1275;3548708999019;1656.0;320
1276;3548708999020;836.0;144
1277;3548708999021;5772.0;221
1278;3548708999022;978.0;197
1279;3548708999023;834.0;136
1280;3548708999024;2637.5;365
1281;3548708999025;4600.0;274
1282;3548708999026;8312.0;590
1283;3548708999027;16439.0;399
1284;3548708999028;10010.0;478
1285;3548708999029;4465.0;210
1286;3548708999030;5013.0;338
1287;3548708999031;185.0;46
1288;3548708999032;591.0;90
1289;3548708999033;188.0;19
1290;3548708999034;128.0;39
1291;3548708999035;8.0;5
1292;3548708999036;1652.0;111
1293;3548708999037;1007.0;128
1294;3548807001001;3274.0;460
1295;3548807001002;1206.0;256
1296;3548807001003;5305.0;601
1297;3548807001004;22481.0;1647
1298;3548807001005;1617.0;283
1299;3548807001006;2892.0;426
1300;3548807001007;4544.0;577
1301;3549953001001;1349.0;269
1302;3550308999001;44376.5;5368
1303;3550308999002;9233.5;1201
1304;3550308999003;26129.0;3510
1305;3550308999004;14371.0;2193
1306;3550308999005;17523.0;2549
1307;3550308999006;14849.0;1354
1308;3550308999007;33356.0;4289
1309;3550308999008;18431.5;1383
1310;3550308999009;2821.0;380
1311;3550308999010;3740.5;532
1312;3550308999011;2507.0;365
1313;3550308999012;13806.0;978
1314;3550308999013;11658.0;482
1315;3550308999014;5975.0;538
1316;3550308999015;19391.5;1339
1317;3550308999016;27098.5;1560
1318;3550308999017;5584.0;709
1319;3550308999018;15221.0;1138
1320;3550308999019;14561.0;1374
1321;3550308999020;12814.0;1044
1322;3550308999021;12473.0;940
1323;3550308999022;7339.0;671
1324;3550308999023;16699.0;1739
1325;3550308999024;16731.5;1316
1326;3550308999025;6798.0;643
1327;3550308999026;10367.0;882
1328;3550308999027;6517.0;765
1329;3550308999028;17361.0;1384
1330;3550308999029;13982.0;1014
1331;3550308999030;13611.0;1133
1332;3550308999031;4781.0;520
1333;3550308999032;6445.0;1011
1334;3550308999033;10613.5;1194
1335;3550308999034;19574.0;1633
1336;3550308999035;21827.5;2267
1337;3550308999036;15815.5;1720
1338;3550308999037;15339.5;1686
1339;3550308999038;19675.0;789
1340;3550308999039;12974.0;1382
1341;3550308999040;4038.5;710
1342;3550308999041;6585.0;589
1343;3550308999042;12073.5;1071
1344;3550308999043;7119.0;1010
1345;3550308999044;29770.0;1668
1346;3550308999045;6669.5;692
1347;3550308999046;2457.0;401
1348;3550308999047;11279.0;1483
1349;3550308999048;17281.0;1602
1350;3550308999049;3451.5;535
1351;3550308999050;11528.0;1138
1352;3550308999051;2257.5;406
1353;3550308999052;2571.0;414
1354;3550308999053;3251.0;259
1355;3550308999054;8052.0;577
1356;3550308999055;5662.0;636
1357;3550308999056;5347.0;546
1358;3550308999057;7667.5;1220
1359;3550308999058;8467.0;1440
1360;3550308999059;3424.0;545
1361;3550308999060;3109.0;458
1362;3550308999061;2742.0;387
1363;3550308999062;8392.5;918
1364;3550308999063;2462.5;414
1365;3550308999064;2598.0;327
1366;3550308999065;4260.0;502
1367;3550308999066;5480.0;577
1368;3550308999067;6595.0;1109
1369;3550308999068;4731.0;421
1370;3550308999069;4230.0;567
1371;3550308999070;1751.0;373
1372;3550308999071;3538.0;488
1373;3550308999072;5393.0;640
1374;3550308999073;14300.0;1320
1375;3550308999074;7541.5;1029
1376;3550308999075;6104.0;602
1377;3550308999076;4683.0;622
1378;3550308999077;21587.5;1544
1379;3550308999078;31695.5;2832
1380;3550308999079;5408.0;547
1381;3550308999080;11370.0;1754
1382;3550308999081;47164.0;4445
1383;3550308999082;6314.0;1188
1384;3550308999083;2556.0;462
1385;3550308999084;3569.0;503
1386;3550308999085;4014.0;537
1387;3550308999086;2044.0;403
1388;3550308999087;3159.0;437
1389;3550308999088;6649.0;675
1390;3550308999089;10052.0;1357
1391;3550308999090;28397.5;1622
1392;3550308999091;10175.5;1281
1393;3550308999092;12055.0;542
1394;3550308999093;2131.0;228
1395;3550308999094;1120.5;191
1396;3550308999095;1338.0;214
1397;3550308999096;3773.0;281
1398;3550308999097;1488.0;275
1399;3550308999098;2165.0;204
1400;3550308999099;3356.0;655
1401;3550308999100;3941.0;566
1402;3550308999101;5248.5;685
1403;3550308999102;2590.5;463
1404;3550308999103;2213.0;451
1405;3550308999104;2498.0;452
1406;3550308999105;809.0;213
1407;3550308999106;1317.0;286
1408;3550308999107;1271.0;317
1409;3550308999108;3676.0;279
1410;3550308999109;757.0;153
1411;3550308999110;1766.0;255
1412;3550308999111;744.0;137
1413;3550308999112;8253.0;1267
1414;3550308999113;550.0;143
1415;3550308999114;1122.0;157
1416;3550308999115;1525.0;307
1417;3550308999116;2360.5;331
1418;3550308999117;1409.5;251
1419;3550308999118;2210.0;299
1420;3550308999119;1111.0;276
1421;3550308999120;3118.5;397
1422;3550308999121;4974.0;573
1423;3550308999122;3385.0;458
1424;3550308999123;2641.0;338
1425;3550308999124;3772.0;583
1426;3550308999125;2513.0;447
1427;3550308999126;2178.0;355
1428;3550308999127;689.0;118
1429;3550308999128;3104.0;352
1430;3550308999129;1364.0;187
1431;3550308999130;3401.0;470
1432;3550308999131;3144.0;368
1433;3550308999132;2736.0;387
1434;3550308999133;1154.5;168
1435;3550308999134;8297.0;404
1436;3550308999135;3329.0;378
1437;3550308999136;1220.0;127
1438;3550308999137;3037.0;345
1439;3550308999138;608.5;104
1440;3550308999139;2932.0;220
1441;3550308999140;5921.0;649
1442;3550308999141;672.0;148
1443;3550308999142;4771.0;214
1444;3550308999143;2542.0;227
1445;3550308999144;1756.5;274
1446;3550308999145;5548.0;755
1447;3550308999146;9887.0;643
1448;3550308999147;6018.0;751
1449;3550308999148;5153.5;666
1450;3550308999149;5108.5;505
1451;3550308999150;1889.0;253
1452;3550308999151;5653.0;742
1453;3550308999152;3634.0;416
1454;3550308999153;2072.0;255
1455;3550308999154;4523.0;361
1456;3550308999155;11043.0;1503
1457;3550308999156;7325.0;855
1458;3550308999157;2993.0;487
1459;3550308999158;12794.0;1730
1460;3550308999159;7259.0;1061
1461;3550308999160;8889.0;1158
1462;3550308999161;20137.0;2156
1463;3550308999162;33603.5;2674
1464;3550308999163;8679.0;1149
1465;3550308999164;10651.0;603
1466;3550308999165;11591.0;694
1467;3550308999166;24805.5;1075
1468;3550308999167;5125.0;539
1469;3550308999168;33237.0;2332
1470;3550308999169;9059.0;368
1471;3550308999170;4485.0;549
1472;3550308999171;8186.5;543
1473;3550308999172;1308.5;283
1474;3550308999173;4843.0;424
1475;3550308999174;5585.0;291
1476;3550308999175;733.0;133
1477;3550308999176;2594.0;471
1478;3550308999177;1133.0;161
1479;3550308999178;1608.0;200
1480;3550308999179;2029.0;351
1481;3550308999180;177.0;49
1482;3550308999181;999.0;188
1483;3550308999182;3750.0;406
1484;3550308999183;3263.0;437
1485;3550308999184;1837.5;367
1486;3550308999185;2192.0;354
1487;3550308999186;779.0;107
1488;3550308999187;988.0;154
1489;3550308999188;513.0;111
1490;3550308999189;1157.0;205
1491;3550308999190;514.0;142
1492;3550308999191;418.0;105
1493;3550308999192;1062.0;199
1494;3550308999193;90.0;29
1495;3550308999194;388.0;87
1496;3550308999195;158.0;28
1497;3550308999196;1564.0;256
1498;3550308999197;1238.0;192
1499;3550308999198;595.0;119
1500;3550308999199;1222.0;173
1501;3550308999200;628.0;108
1502;3550308999201;666.5;97
1503;3550308999202;1203.5;230
1504;3550308999203;918.0;158
1505;3550308999204;1271.0;235
1506;3550308999205;1365.0;274
1507;3550308999206;1914.0;195
1508;3550308999207;2519.0;441
1509;3550308999208;1208.0;221
1510;3550308999209;730.5;115
1511;3550308999210;1282.0;104
1512;3550308999211;2457.0;404
1513;3550308999212;1166.0;174
1514;3550308999213;1076.0;177
1515;3550308999214;4846.5;327
1516;3550308999215;3568.0;257
1517;3550308999216;1136.0;137
1518;3550308999217;1115.0;180
1519;3550308999218;668.0;138
1520;3550308999219;483.0;69
1521;3550308999220;1057.0;171
1522;3550308999221;750.0;149
1523;3550308999222;419.0;105
1524;3550308999223;1130.0;172
1525;3550308999224;1007.0;173
1526;3550308999225;1277.0;192
1527;3550308999226;940.0;200
1528;3550308999227;770.0;160
1529;3550308999228;568.0;131
1530;3550308999229;1293.0;169
1531;3550308999230;2704.0;292
1532;3550308999231;3719.0;477
1533;3550308999232;835.0;153
1534;3550308999233;832.0;176
1535;3550308999234;1255.0;188
1536;3550308999235;1379.0;232
1537;3550308999236;625.0;135
1538;3550308999237;1959.0;339
1539;3550308999238;498.0;100
1540;3550308999239;679.0;126
1541;3550308999240;1257.0;165
1542;3550308999241;1782.0;227
1543;3550308999242;4576.5;454
1544;3550308999243;1146.5;192
1545;3550308999244;5764.0;436
1546;3550308999245;3579.0;118
1547;3550308999246;662.0;195
1548;3550308999247;1241.0;150
1549;3550308999248;2116.0;218
1550;3550308999249;1030.0;206
1551;3550308999250;1102.0;185
1552;3550308999251;1152.0;214
1553;3550308999252;845.5;173
1554;3550308999253;1007.0;150
1555;3550308999254;544.0;96
1556;3550308999255;241.0;41
1557;3550308999256;2321.0;342
1558;3550308999257;2180.0;134
1559;3550308999258;423.0;98
1560;3550308999259;814.0;163
1561;3550308999260;455.0;78
1562;3550308999261;535.0;129
1563;3550308999262;1243.0;218
1564;3550308999263;2044.0;282
1565;3550308999264;783.5;108
1566;3550308999265;1912.0;311
1567;3550308999266;546.0;69
1568;3550308999267;932.0;158
1569;3550308999268;657.0;69
1570;3550308999269;3964.0;149
1571;3550308999270;537.0;101
1572;3550308999271;2758.0;468
1573;3550308999272;1108.0;132
1574;3550308999273;1624.0;271
1575;3550308999274;7429.0;615
1576;3550308999275;16369.0;741
1577;3550308999276;3190.0;195
1578;3550308999277;2502.5;293
1579;3550308999278;28485.0;2213
1580;3550308999279;45586.0;1446
1581;3550308999280;21691.5;2026
1582;3550308999281;824.0;111
1583;3550308999282;4614.0;478
1584;3550308999283;5089.0;403
1585;3550308999284;3244.0;419
1586;3550308999285;4913.5;579
1587;3550308999286;1827.0;303
1588;3550308999287;4112.0;585
1589;3550308999288;1817.0;186
1590;3550308999289;855.0;171
1591;3550308999290;1302.0;310
1592;3550308999291;2621.5;277
1593;3550308999292;910.0;91
1594;3550308999293;2372.0;234
1595;3550308999294;2991.0;291
1596;3550308999295;1942.0;34
1597;3550308999296;1421.0;158
1598;3550308999297;2204.5;252
1599;3550308999298;451.0;95
1600;3550308999299;187.0;18
1601;3550308999300;346.0;71
1602;3550308999301;5068.0;194
1603;3550308999302;1219.0;195
1604;3550308999303;1554.0;270
1605;3550308999304;596.0;87
1606;3550308999305;1000.5;135
1607;3550308999306;2004.0;126
1608;3550308999307;523.0;48
1609;3550308999308;759.0;155
1610;3550308999309;1730.0;117
1611;3550308999310;599.0;52
1612;3550308999311;3907.5;313
1613;3550308999312;3510.0;560
1614;3550308999313;651.0;129
1615;3550308999314;412.0;100
1616;3550308999315;278.0;32
1617;3550308999316;902.0;157
1618;3550308999317;836.0;158
1619;3550308999318;2685.0;200
1620;3550308999319;268.0;72
1621;3550308999320;221.0;67
1622;3550308999321;1209.0;201
1623;3550308999322;317.5;78
1624;3550308999323;4178.5;437
1625;3550308999324;1404.0;235
1626;3550308999325;644.0;155
1627;3550308999326;6871.0;161
1628;3550308999327;3667.0;176
1629;3550308999328;1055.0;183
1630;3550308999329;2641.0;497
1631;3550308999330;1371.5;228
1632;3550308999331;4858.5;241
1633;3550308999332;653.0;119
1634;3550308999333;309.0;58
1635;3550308999334;376.0;69
1636;3550308999335;818.0;147
1637;3550308999336;424.0;91
1638;3550308999337;821.0;70
1639;3550308999338;523.0;86
1640;3550308999339;149.0;55
1641;3550308999340;980.0;167
1642;3550308999341;3050.0;374
1643;3550308999342;453.0;72
1644;3550308999343;350.0;40
1645;3550308999344;289.0;71
1646;3550308999345;2744.0;308
1647;3550308999346;2434.0;276
1648;3550308999347;14210.0;867
1649;3550308999348;5435.0;476
1650;3550308999349;2934.0;177
1651;3550308999350;1662.0;119
1652;3550308999351;1765.5;156
1653;3550308999352;659.0;112
1654;3550308999353;182.0;51
1655;3550308999354;354.0;92
1656;3550308999355;990.0;104
1657;3550308999356;409.5;64
1658;3550308999357;2636.0;160
1659;3550308999358;767.0;113
1660;3550308999359;624.0;94
1661;3550308999360;650.0;83
1662;3550308999361;1926.0;215
1663;3550308999362;9112.0;464
1664;3550308999363;530.0;82
1665;3550308999364;1162.0;184
1666;3550308999365;985.0;128
1667;3550308999366;730.0;70
1668;3550308999367;725.0;125
1669;3550308999368;504.0;85
1670;3550308999369;1619.0;242
1671;3550308999370;1685.0;251
1672;3550308999371;453.0;83
1673;3550308999372;765.0;132
1674;3550308999373;1136.0;176
1675;3550308999374;396.0;84
1676;3550308999375;5301.0;304
1677;3550308999376;1061.0;123
1678;3550308999377;5999.0;258
1679;3550308999378;2317.0;127
1680;3550308999379;9442.0;731
1681;3550308999380;776.0;177
1682;3550308999381;1713.5;175
1683;3550308999382;320.0;71
1684;3550308999383;15.0;6
1685;3550308999384;385.0;75
1686;3550308999385;225.0;76
1687;3550308999386;694.5;113
1688;3550308999387;812.5;83
1689;3550308999388;302.0;59
1690;3550308999389;1578.0;267
1691;3550308999390;1083.0;123
1692;3550308999391;269.0;65
1693;3550308999392;1993.5;354
1694;3550308999393;227.0;74
1695;3550308999394;2992.0;104
1696;3550308999395;268.0;85
1697;3550308999396;402.0;60
1698;3550308999397;218.0;63
1699;3550308999398;196.0;34
1700;3550308999399;509.0;93
1701;3550308999400;195.0;45
1702;3550308999401;335.5;49
1703;3550308999402;423.0;42
1704;3550308999403;260.0;79
1705;3550308999404;364.0;24
1706;3550308999405;692.5;66
1707;3550308999406;223.0;10
1708;3550308999407;1124.0;185
1709;3550308999408;59.0;15
1710;3550308999409;762.0;126
1711;3550308999410;242.0;52
1712;3550308999411;360.0;60
1713;3550308999412;957.0;183
1714;3550308999413;1156.0;140
1715;3550308999414;276.0;45
1716;3550308999415;129.0;27
1717;3550308999416;2758.0;122
1718;3550308999417;560.0;69
1719;3550308999418;72.0;21
1720;3550308999419;39.0;10
1721;3550308999420;257.0;37
1722;3550308999421;76.0;18
1723;3550308999422;177.0;34
1724;3550308999423;118.5;22
1725;3550308999424;1056.0;213
1726;3550308999425;815.0;115
1727;3550308999426;547.0;51
1728;3550308999427;135.0;29
1729;3550308999428;282.5;62
1730;3550308999429;5830.0;432
1731;3550308999430;384.0;64
1732;3550308999431;682.0;89
1733;3550308999432;918.0;94
1734;3550308999433;167.0;40
1735;3550308999434;2141.5;247
1736;3550308999435;814.0;87
1737;3550308999436;103.0;23
1738;3550308999437;498.0;64
1739;3550308999438;564.0;108
1740;3550308999439;623.0;117
1741;3550308999440;743.0;125
1742;3550308999441;98.0;22
1743;3550308999442;638.0;66
1744;3550308999443;390.0;37
1745;3550308999444;244.0;29
1746;3550308999445;285.0;61
1747;3550308999446;684.0;109
1748;3550308999447;317.0;88
1749;3550308999448;1088.0;71
1750;3550308999449;679.0;133
1751;3550308999450;589.0;69
1752;3550308999451;361.0;46
1753;3550308999452;362.0;54
1754;3550308999453;397.0;62
1755;3550308999454;968.0;73
1756;3550308999455;334.5;54
1757;3550308999456;6998.5;789
1758;3552502001001;2707.0;84
1759;3552502001002;5283.5;276
1760;3552502001003;3834.0;610
1761;3552502001004;889.0;118
1762;3552502001005;3832.0;621
1763;3552502001006;957.0;139
1764;3552502002001;224.0;16
1765;3552502002002;182.0;30
1766;3552502002003;160.0;41
1767;3552502002004;252.0;15
1768;3552502501001;5408.0;148
1769;3552809001001;579.0;66
1770;3552809001002;2505.0;93
1771;3552809001003;2498.0;270
1772;3552809001004;208.0;27
1773;3552809001005;63.0;25
1774;3552809001006;1426.0;217
1775;3552809001007;9026.5;472
1776;3552809001008;866.0;148
1777;3552809001009;4980.0;428
1778;3556453001001;3890.5;332
1779;4100400001001;1420.5;195
1780;4100400001002;492.0;107
1781;4100400001003;1695.0;174
1782;4100400001004;474.0;66
1783;4101804001001;2959.0;562
1784;4101804001002;180.0;53
1785;4101804001003;3410.0;254
1786;4101804001004;4879.0;134
1787;4101804001005;4767.0;199
1788;4104006001001;1338.0;156
1789;4104204001005;11160.0;1241
1790;4104204001099;175.0;36
1791;4104253001001;509.0;100
1792;4105805001001;2811.0;335
1793;4105805001002;1155.0;221
1794;4105805001003;827.0;136
1795;4105805001004;450.0;99
1796;4105805001005;483.0;93
1797;4105805001006;2454.0;333
1798;4105805001007;1624.0;177
1799;4105805001008;2823.0;236
1800;4105805001009;1025.0;121
1801;4106902999001;57734.5;7774
1802;4106902999002;16057.0;1672
1803;4106902999003;10885.0;1625
1804;4106902999004;8376.0;1275
1805;4106902999005;8549.0;954
1806;4106902999006;5934.5;761
1807;4106902999007;2360.0;409
1808;4106902999008;1489.0;280
1809;4106902999009;9700.0;1484
1810;4106902999010;19688.0;378
1811;4106902999011;1603.0;264
1812;4106902999012;5299.0;821
1813;4106902999013;8073.0;789
1814;4106902999014;4371.0;823
1815;4106902999015;1850.0;275
1816;4106902999016;1000.0;128
1817;4106902999017;1237.0;215
1818;4106902999018;6066.0;783
1819;4106902999019;3700.0;596
1820;4106902999020;1227.0;266
1821;4106902999021;3689.0;657
1822;4106902999022;1497.0;368
1823;4106902999023;4522.0;667
1824;4106902999024;8932.0;461
1825;4106902999025;968.0;166
1826;4106902999026;8966.0;1214
1827;4106902999027;9022.0;1343
1828;4106902999028;7131.0;1214
1829;4106902999029;5496.0;763
1830;4106902999030;4073.0;647
1831;4106902999031;14173.0;1232
1832;4106902999032;6304.0;894
1833;4106902999033;6500.0;743
1834;4106902999034;6431.0;476
1835;4106902999035;3714.0;665
1836;4106902999036;1593.0;316
1837;4106902999037;1097.0;172
1838;4106902999038;2698.0;277
1839;4106902999039;2355.0;323
1840;4106902999040;9305.0;873
