AP;num_firms
1302603999001;6304
1302603999002;1793
1302603999003;407
1302603999004;510
1302603999005;475
1302603999006;1596
1302603999007;909
1302603999008;729
1302603999009;1124
1302603999010;631
1302603999011;790
1302603999012;390
1302603999013;352
1302603999014;362
1302603999015;1177
1302603999016;311
1302603999017;690
1302603999018;363
1302603999019;952
1302603999020;208
1302603999021;1896
1302603999022;2778
1302603999023;848
1302603999024;1604
1302603999025;1512
1302603999026;353
1302603999027;277
1302603999028;616
1302603999029;1789
1302603999030;323
1302603999031;679
1302603999032;1294
1302603999033;603
1302603999034;88
1302603999035;286
1302603999036;1113
1302603999037;311
1302603999038;160
1302603999039;84
1500800999001;308
1500800999002;208
1500800999003;344
1500800999004;938
1500800999005;559
1500800999006;297
1500800999007;1558
1500800999008;419
1500800999009;150
1500800999010;774
1500800999011;134
1500800999012;120
1500800999013;115
1500800999014;148
1500800999015;180
1501303001001;1362
1501303001002;148
1501402999001;5641
1501402999002;601
1501402999003;627
1501402999004;572
1501402999006;267
1501402999007;2575
1501402999008;1384
1501402999009;2834
1501402999010;1511
1501402999011;236
1501402999012;161
1501402999013;567
1501402999014;366
1501402999015;682
1501402999016;775
1501402999017;1088
1501402999018;461
1501402999019;109
1501402999020;59
1501402999021;126
1501402999022;316
1501402999023;246
1501402999024;65
1501402999025;684
1501402999026;1538
1501402999027;639
1501402999028;276
1501402999029;968
1501402999030;497
1501402999031;337
1501402999032;306
1501402999033;334
1501402999034;225
1501402999035;97
1501402999036;501
1501402999037;117
1501402999038;98
1501501001001;805
1504422001001;1067
1600303999001;2434
1600303999002;680
1600303999003;290
1600303999004;265
1600303999005;416
1600303999006;362
1600303999007;338
1600303999008;1033
1600303999009;450
1600303999010;1120
1600303999011;237
1600303999012;380
1600303999013;935
1600303999014;94
1600600001001;1565
2107506001001;1237
2109452001001;373
2111201001005;1242
2111201001010;968
2111300999001;889
2111300999002;803
2111300999003;411
2111300999004;1097
2111300999005;1579
2111300999006;505
2111300999007;326
2111300999008;439
2111300999009;578
2111300999010;363
2111300999011;897
2111300999012;1190
2111300999013;749
2111300999014;982
2111300999015;212
2111300999016;175
2111300999017;996
2111300999018;554
2111300999019;250
2111300999020;511
2111300999021;312
2111300999022;817
2111300999023;141
2111300999024;1064
2111300999025;136
2111300999026;92
2111300999027;399
2111300999028;11
2111300999029;1876
2111300999030;955
2111300999031;234
2111300999032;1127
2111300999033;954
2111300999034;3205
2111300999035;318
2111300999036;3543
2112209999001;691
2112209999002;893
2112209999003;153
2112209999004;195
2112209999005;252
2112209999006;3
2203305001001;177
2211001999001;825
2211001999002;861
2211001999003;489
2211001999004;214
2211001999005;315
2211001999006;73
2211001999007;635
2211001999008;701
2211001999009;289
2211001999010;336
2211001999011;655
2211001999012;5665
2211001999013;1144
2211001999014;1164
2211001999015;627
2211001999016;957
2211001999017;1474
2211001999018;187
2211001999019;172
2211001999020;710
2211001999021;239
2211001999022;1033
2211001999023;3846
2211001999024;877
2211001999025;338
2211001999026;409
2211001999027;375
2211001999028;226
2211001999029;506
2211001999030;173
2211001999031;60
2211001999032;44
2301000001005;1556
2301000001099;144
2301901001001;1042
2303709001001;1034
2303709001002;978
2303709001003;637
2303709001004;581
2303709005001;317
2303709005002;268
2303709005003;265
2303709005004;242
2303709005005;432
2303709501001;39
2304202001005;3243
2304202001099;6
2304285001001;2642
2304400999001;1515
2304400999002;1400
2304400999003;797
2304400999004;328
2304400999005;491
2304400999006;604
2304400999007;410
2304400999008;545
2304400999009;1419
2304400999010;1719
2304400999011;1123
