;AREAP;qual;perc_qual_AP
146;1302603999008;6;0.05353315109217681
147;1302603999008;7;0.05785259960235265
148;1302603999008;8;0.07984155759163025
149;1302603999008;9;0.03923142576996703
150;1302603999008;10;0.04136942659248575
151;1302603999008;11;0.1560856622171949
152;1302603999008;12;0.005833179400440454
153;1302603999008;13;0.006440370610694126
154;1302603999008;14;0.006221470549341293
155;1302603999008;15;0.012905982895963085
156;1302603999008;16;0.006947139849548043
157;1302603999008;17;0.001069212217032543
160;1302603999009;1;0.2230121187580416
162;1302603999009;2;0.029387493056293044
163;1302603999009;3;0.041519365317616706
164;1302603999009;4;0.07824645445664288
165;1302603999009;5;0.07352536930284316
166;1302603999009;6;0.04360924991291309
167;1302603999009;7;0.05937380845831258
168;1302603999009;8;0.07638490902498211
169;1302603999009;9;0.0392961611702465
170;1302603999009;10;0.04314979344325789
171;1302603999009;11;0.20321691638524228
172;1302603999009;12;0.015516399600420692
173;1302603999009;13;0.008544049007569745
174;1302603999009;14;0.012171748314572427
175;1302603999009;15;0.027392887299543235
176;1302603999009;16;0.01678995528611686
177;1302603999009;17;0.0088633212053853
180;1302603999010;1;0.2432093003322124
182;1302603999010;2;0.041296279343117664
183;1302603999010;3;0.053133959377100144
184;1302603999010;4;0.06676976811803294
185;1302603999010;5;0.09085116274801429
186;1302603999010;6;0.06891895195170347
187;1302603999010;7;0.056773865973883834
188;1302603999010;8;0.08999086109985036
189;1302603999010;9;0.04678997403982085
190;1302603999010;10;0.038749361276755025
191;1302603999010;11;0.17718351441517546
192;1302603999010;12;0.009291959501816915
193;1302603999010;13;0.0034520449057717814
194;1302603999010;14;0.0026298147942823424
195;1302603999010;15;0.006209102729011032
196;1302603999010;16;0.0035315103416871723
197;1302603999010;17;0.0012185690517642802
200;1302603999011;1;0.27833118361754905
202;1302603999011;2;0.03687415185458515
203;1302603999011;3;0.058973180179865754
204;1302603999011;4;0.07984887044067406
205;1302603999011;5;0.07861858791079569
206;1302603999011;6;0.05269114577982485
207;1302603999011;7;0.05906665393188911
208;1302603999011;8;0.09458336252436887
209;1302603999011;9;0.04836269939194227
210;1302603999011;10;0.03415672336890324
211;1302603999011;11;0.14883641453799096
212;1302603999011;12;0.0058071824771406075
213;1302603999011;13;0.004833392748700076
214;1302603999011;14;0.0032235136941794634
215;1302603999011;15;0.007954144348840132
216;1302603999011;16;0.004544046651024079
217;1302603999011;17;0.00329474654172688
220;1302603999012;1;0.2656718617889298
222;1302603999012;2;0.04912704779024408
223;1302603999012;3;0.05736826989236227
224;1302603999012;4;0.08524960317475161
225;1302603999012;5;0.09080432867056748
226;1302603999012;6;0.052386435846479854
227;1302603999012;7;0.06514652966110218
228;1302603999012;8;0.07952850646875866
229;1302603999012;9;0.033046455466261795
230;1302603999012;10;0.030501703297382575
231;1302603999012;11;0.1662109111354688
232;1302603999012;12;0.0074791377793585224
233;1302603999012;13;0.003953588726640021
234;1302603999012;14;0.0027966212066023737
235;1302603999012;15;0.008664037462403624
236;1302603999012;16;0.0006622232718765464
237;1302603999012;17;0.0014027383608098338
240;1302603999013;1;0.1943776353170375
242;1302603999013;2;0.03795874007620703
243;1302603999013;3;0.03840531713821733
244;1302603999013;4;0.08059036645754877
245;1302603999013;5;0.04668838601425773
246;1302603999013;6;0.046578305605084205
247;1302603999013;7;0.045847393366389495
248;1302603999013;8;0.07111438194580894
249;1302603999013;9;0.04367970508097307
250;1302603999013;10;0.04028125796306685
251;1302603999013;11;0.23536915137773382
252;1302603999013;12;0.018924203183918072
253;1302603999013;13;0.020583290691573868
254;1302603999013;14;0.01591240427065362
255;1302603999013;15;0.0390212671880539
256;1302603999013;16;0.016605680144369004
257;1302603999013;17;0.008062514179106755
260;1302603999014;1;0.24470464811145654
262;1302603999014;2;0.04457003261094134
263;1302603999014;3;0.054143675516540854
264;1302603999014;4;0.08732970825690367
265;1302603999014;5;0.08471844178843416
266;1302603999014;6;0.04939755632233076
267;1302603999014;7;0.0542571320762956
268;1302603999014;8;0.07438879051505981
269;1302603999014;9;0.038581232017333426
270;1302603999014;10;0.03337108015675575
271;1302603999014;11;0.18928022375915174
272;1302603999014;12;0.007589250956027729
273;1302603999014;13;0.00828259756943594
274;1302603999014;14;0.006357617507206456
275;1302603999014;15;0.012000556474283766
276;1302603999014;16;0.006266257439290792
277;1302603999014;17;0.0047611989225517775
279;1302603999015;1;0.2622318677674241
281;1302603999015;2;0.04820882073313626
282;1302603999015;3;0.055570683157585135
283;1302603999015;4;0.08465210434003975
284;1302603999015;5;0.0739041811685782
285;1302603999015;6;0.04499061451243443
286;1302603999015;7;0.058285218521058495
287;1302603999015;8;0.0842058292947891
288;1302603999015;9;0.04209599389537432
289;1302603999015;10;0.03617844950487986
290;1302603999015;11;0.17056273905713176
291;1302603999015;12;0.006614437104760094
292;1302603999015;13;0.004300803591576096
293;1302603999015;14;0.006875685197889596
294;1302603999015;15;0.011527477551730805
295;1302603999015;16;0.006027087367428923
296;1302603999015;17;0.003768007234183147
299;1302603999016;1;0.23676715033300744
301;1302603999016;2;0.034986627145925285
302;1302603999016;3;0.054222264364853424
303;1302603999016;4;0.07516326853339651
304;1302603999016;5;0.07029398769104922
305;1302603999016;6;0.050372093277637475
306;1302603999016;7;0.05698454369702956
307;1302603999016;8;0.08364200656981514
308;1302603999016;9;0.04764041256194535
309;1302603999016;10;0.035584731416609734
310;1302603999016;11;0.2100904929854754
311;1302603999016;12;0.008527466244758614
312;1302603999016;13;0.007819290905012355
313;1302603999016;14;0.004214269919373009
314;1302603999016;15;0.014503805517161149
315;1302603999016;16;0.004886755805475488
316;1302603999016;17;0.004300833031475087
319;1302603999017;1;0.29308741993333565
321;1302603999017;2;0.045007241169595334
322;1302603999017;3;0.05895533511306156
323;1302603999017;4;0.10617697268418656
324;1302603999017;5;0.07704087374429583
325;1302603999017;6;0.051444531914721384
326;1302603999017;7;0.05127364109007309
327;1302603999017;8;0.0836033005967623
328;1302603999017;9;0.037617802611323095
329;1302603999017;10;0.027892729027923512
330;1302603999017;11;0.14985044049214852
331;1302603999017;12;0.002007669702680095
332;1302603999017;13;0.004060818203883469
333;1302603999017;14;0.0024244249436278444
334;1302603999017;15;0.004173710333373551
335;1302603999017;16;0.003729308816407106
336;1302603999017;17;0.0016537796226011865
339;1302603999018;1;0.25097082239687757
341;1302603999018;2;0.045610085694086276
342;1302603999018;3;0.050433048018871884
343;1302603999018;4;0.09687008344463993
344;1302603999018;5;0.0801268097460181
345;1302603999018;6;0.06038574894567177
346;1302603999018;7;0.06324264487954001
347;1302603999018;8;0.07838760940448845
348;1302603999018;9;0.043512974502587155
349;1302603999018;10;0.03117461686834915
350;1302603999018;11;0.17485699678837183
351;1302603999018;12;0.005747623899206654
352;1302603999018;13;0.0030928749570155265
353;1302603999018;14;0.003445977485096786
354;1302603999018;15;0.0069449947218874555
355;1302603999018;16;0.0043097310227723585
356;1302603999018;17;0.0008873572245189301
359;1302603999019;1;0.37050819960728576
361;1302603999019;2;0.053892946679273475
362;1302603999019;3;0.07252244830944095
363;1302603999019;4;0.08791800105787961
364;1302603999019;5;0.07897487677455244
365;1302603999019;6;0.04651945447146883
366;1302603999019;7;0.05017834492066857
367;1302603999019;8;0.07052517888904106
368;1302603999019;9;0.030773630012115024
369;1302603999019;10;0.02074959794324098
370;1302603999019;11;0.09279513325540703
371;1302603999019;12;0.0011172735975162706
372;1302603999019;13;0.004423469198523473
373;1302603999019;14;0.009526011343620215
374;1302603999019;15;0.005250604073197741
375;1302603999019;16;0.003678826110239388
376;1302603999019;17;0.0006460037565289795
379;1302603999020;1;0.3971127521074325
381;1302603999020;2;0.07078690503092454
382;1302603999020;3;0.07764492037184768
383;1302603999020;4;0.10778978895611378
384;1302603999020;5;0.07386311623223506
385;1302603999020;6;0.04499657604415803
386;1302603999020;7;0.05177251082307234
387;1302603999020;8;0.056410513033164286
388;1302603999020;9;0.030362918688047722
389;1302603999020;10;0.019914448690536924
390;1302603999020;11;0.062434136188072434
391;1302603999020;12;0.0013290065880940795
392;1302603999020;13;0.0023434698034789135
393;1302603999020;14;0.00022363688054392354
394;1302603999020;15;0.002357697231350698
395;1302603999020;16;0.0003547459516901812
396;1302603999020;17;0.0003028573792368892
399;1302603999021;1;0.19137977154076868
401;1302603999021;2;0.03849335470514175
402;1302603999021;3;0.03801339729394508
403;1302603999021;4;0.05237557951283602
404;1302603999021;5;0.05195484438818128
405;1302603999021;6;0.04213409858859429
406;1302603999021;7;0.0414259198314706
407;1302603999021;8;0.07308263321688337
408;1302603999021;9;0.048669372716846036
409;1302603999021;10;0.03776723544943156
410;1302603999021;11;0.20820620191422384
411;1302603999021;12;0.02705428653772655
412;1302603999021;13;0.018759978593663865
413;1302603999021;14;0.02586462328584259
414;1302603999021;15;0.054274772307750685
415;1302603999021;16;0.03622800796313378
416;1302603999021;17;0.014315922153560298
419;1302603999022;1;0.16887417421965253
421;1302603999022;2;0.024913558866458244
422;1302603999022;3;0.039191793854892555
423;1302603999022;4;0.05500278935347824
424;1302603999022;5;0.04361842050040176
425;1302603999022;6;0.03517331870799603
426;1302603999022;7;0.04941262973414916
427;1302603999022;8;0.056956894608123795
428;1302603999022;9;0.039534772012221095
429;1302603999022;10;0.0312351778011957
430;1302603999022;11;0.2229902574020166
431;1302603999022;12;0.03040854136065942
432;1302603999022;13;0.019938555988886823
433;1302603999022;14;0.02971398844602876
434;1302603999022;15;0.06434062250360652
435;1302603999022;16;0.05781040706650406
436;1302603999022;17;0.030884097573728838
439;1302603999023;1;0.20610405005101864
441;1302603999023;2;0.032022027915058184
442;1302603999023;3;0.0390382880829559
443;1302603999023;4;0.061232834682986396
444;1302603999023;5;0.05960589757846415
445;1302603999023;6;0.04272074890333955
446;1302603999023;7;0.043899890077468987
447;1302603999023;8;0.09741004136832063
448;1302603999023;9;0.04358731153375545
449;1302603999023;10;0.03124959953938583
450;1302603999023;11;0.18765677103674758
451;1302603999023;12;0.01945727050164925
452;1302603999023;13;0.012873499070907415
453;1302603999023;14;0.017110212791913142
454;1302603999023;15;0.04855830519614321
455;1302603999023;16;0.034807356308843546
456;1302603999023;17;0.02266589536104209
459;1302603999024;1;0.17825878179853896
461;1302603999024;2;0.02728219888309814
462;1302603999024;3;0.04245796876921095
463;1302603999024;4;0.06469491955353321
464;1302603999024;5;0.04618777738054569
465;1302603999024;6;0.04171959234602668
466;1302603999024;7;0.0381224563546735
467;1302603999024;8;0.07360193321369825
468;1302603999024;9;0.034836397637289525
469;1302603999024;10;0.03984379792090918
470;1302603999024;11;0.23948335822539094
471;1302603999024;12;0.022043999198866394
472;1302603999024;13;0.02506526666446409
473;1302603999024;14;0.01997938260444922
474;1302603999024;15;0.048598548355614064
475;1302603999024;16;0.038061765229647736
476;1302603999024;17;0.019761855864043536
479;1302603999025;1;0.2779227954123766
481;1302603999025;2;0.034697217063328734
482;1302603999025;3;0.04065149854167985
483;1302603999025;4;0.06706835150660695
484;1302603999025;5;0.05280943925221961
485;1302603999025;6;0.0385558862334844
486;1302603999025;7;0.051048165190247755
487;1302603999025;8;0.06713387955278845
488;1302603999025;9;0.04069323464889258
489;1302603999025;10;0.032196723908961764
490;1302603999025;11;0.2085063407811038
491;1302603999025;12;0.013654533042026655
492;1302603999025;13;0.012748997983058192
493;1302603999025;14;0.013590646107862172
494;1302603999025;15;0.02399613786227411
495;1302603999025;16;0.015758639721127423
496;1302603999025;17;0.008967513191961232
499;1302603999026;1;0.3424402907567193
501;1302603999026;2;0.055708690993284786
502;1302603999026;3;0.0706615783857003
503;1302603999026;4;0.09799926274728837
504;1302603999026;5;0.08159315067392874
505;1302603999026;6;0.05454191581758621
506;1302603999026;7;0.06614989352237995
507;1302603999026;8;0.0752997632210986
508;1302603999026;9;0.02964013226417313
509;1302603999026;10;0.01926937815217188
510;1302603999026;11;0.09426316005356611
511;1302603999026;12;0.002388756746676037
512;1302603999026;13;0.0024832760025009495
513;1302603999026;14;0.0015864072797809724
514;1302603999026;15;0.003397053134497765
515;1302603999026;16;0.0014466460989324176
516;1302603999026;17;0.0011306441497143504
519;1302603999027;1;0.3672902573077999
521;1302603999027;2;0.05817009415378379
522;1302603999027;3;0.07120061123122319
523;1302603999027;4;0.09111380802177696
524;1302603999027;5;0.09039274658988161
525;1302603999027;6;0.0546095353598127
526;1302603999027;7;0.05499380546848885
527;1302603999027;8;0.07749255425973617
528;1302603999027;9;0.03360967749947526
529;1302603999027;10;0.02302911852675788
530;1302603999027;11;0.07423105120878783
531;1302603999027;12;0.0007994739611823414
532;1302603999027;13;0.0008083315600920458
533;1302603999027;14;0.0007702452869758523
534;1302603999027;15;0.0011262147992470491
535;1302603999027;16;0.0003624747649788549
537;1302603999028;1;0.4015986142882046
539;1302603999028;2;0.0633837556299625
540;1302603999028;3;0.06704823917915938
541;1302603999028;4;0.11033268948269792
542;1302603999028;5;0.09448035423372983
543;1302603999028;6;0.05490028579281851
544;1302603999028;7;0.048171656489128585
545;1302603999028;8;0.053794865131268986
546;1302603999028;9;0.025796655743032443
547;1302603999028;10;0.01608797567313851
548;1302603999028;11;0.05670769760110228
549;1302603999028;12;0.0008389396906105278
550;1302603999028;13;0.0017801910964146757
551;1302603999028;14;0.0023129119574772997
552;1302603999028;15;0.0013437518025046626
553;1302603999028;16;0.0014214162087495162
556;1302603999029;1;0.24129958938644333
558;1302603999029;2;0.03350298733713266
559;1302603999029;3;0.042026072135986435
560;1302603999029;4;0.06263341844015864
561;1302603999029;5;0.0666264951013791
562;1302603999029;6;0.04537566927947164
563;1302603999029;7;0.05587376517000927
564;1302603999029;8;0.08880378891967129
565;1302603999029;9;0.04464256182264758
566;1302603999029;10;0.037278925876142545
567;1302603999029;11;0.24134922147983237
568;1302603999029;12;0.006856535957330866
569;1302603999029;13;0.006314433948710858
570;1302603999029;14;0.00620994965806506
571;1302603999029;15;0.01343241902321723
572;1302603999029;16;0.005469691023052193
573;1302603999029;17;0.0023044754407488903
576;1302603999030;1;0.3343293104824645
578;1302603999030;2;0.05365638794492863
579;1302603999030;3;0.06234729848388272
580;1302603999030;4;0.09800288185233587
581;1302603999030;5;0.0881619478824928
582;1302603999030;6;0.06049387952677894
583;1302603999030;7;0.05933927505721423
584;1302603999030;8;0.07724879529792318
585;1302603999030;9;0.03774676177504268
586;1302603999030;10;0.024049901484175892
587;1302603999030;11;0.09891874989014401
588;1302603999030;12;0.0015034295848366797
589;1302603999030;13;0.0015306652632709444
590;1302603999030;14;0.0005689834581830923
591;1302603999030;15;0.0010991956908575921
592;1302603999030;16;0.0007189966702891455
593;1302603999030;17;0.00028353965517937324
596;1302603999031;1;0.3935082109812926
598;1302603999031;2;0.0531120400993355
599;1302603999031;3;0.06656255011164758
600;1302603999031;4;0.09452543267834554
601;1302603999031;5;0.078075008045158
602;1302603999031;6;0.051236353963713586
603;1302603999031;7;0.044112283720375685
604;1302603999031;8;0.07411921658721791
605;1302603999031;9;0.0295811360949147
606;1302603999031;10;0.017880992144179438
607;1302603999031;11;0.08952835120535606
608;1302603999031;12;0.0015692923276622395
609;1302603999031;13;0.0011289297487657504
610;1302603999031;14;0.0015392109259595229
611;1302603999031;15;0.0023045290065397475
612;1302603999031;16;0.0005209557556933862
613;1302603999031;17;0.0006955066038427514
616;1302603999032;1;0.3628271101722714
618;1302603999032;2;0.05951976159471614
619;1302603999032;3;0.061793651403917065
620;1302603999032;4;0.09671050022874843
621;1302603999032;5;0.06514855396091349
622;1302603999032;6;0.055872769493416595
623;1302603999032;7;0.06002280151589695
624;1302603999032;8;0.07108638348105253
625;1302603999032;9;0.03293435402361562
626;1302603999032;10;0.012620635845873257
627;1302603999032;11;0.06562713346295392
628;1302603999032;12;0.0027930540097325205
629;1302603999032;13;0.012873152570396932
630;1302603999032;14;0.00876179552850008
631;1302603999032;15;0.015916156110729045
632;1302603999032;16;0.004953536996186959
633;1302603999032;17;0.010538649601079168
636;1302603999033;1;0.40211255507749644
638;1302603999033;2;0.0645263260971299
639;1302603999033;3;0.07748503893065573
640;1302603999033;4;0.10364538153287384
641;1302603999033;5;0.07825747392326401
642;1302603999033;6;0.04952233811948871
643;1302603999033;7;0.05019177616971465
644;1302603999033;8;0.061859374914229236
645;1302603999033;9;0.024653247434221096
646;1302603999033;10;0.01692096782937778
647;1302603999033;11;0.06480381797268643
648;1302603999033;12;0.0008758116438135772
649;1302603999033;13;0.0007295112677752025
650;1302603999033;14;0.0010656719100804938
651;1302603999033;15;0.0021406408965369333
652;1302603999033;16;0.0010216478794685287
653;1302603999033;17;0.00018841840118756075
656;1302603999034;1;0.39343611400688355
658;1302603999034;2;0.055164019363442666
659;1302603999034;3;0.07974353202887229
660;1302603999034;4;0.10609605910736772
661;1302603999034;5;0.08392910370186905
662;1302603999034;6;0.07400863379040509
663;1302603999034;7;0.047041870313450654
664;1302603999034;8;0.055339675250118736
665;1302603999034;9;0.024748987399747523
666;1302603999034;10;0.022541512279002845
667;1302603999034;11;0.05307698547586447
668;1302603999034;12;0.0005877330422708898
669;1302603999034;13;0.00043722265831314886
670;1302603999034;14;0.0005659642122593912
671;1302603999034;15;0.0022235781115867172
672;1302603999034;16;0.0010590092585451283
675;1302603999035;1;0.37851641129620517
677;1302603999035;2;0.05287426779758715
678;1302603999035;3;0.07565892892562802
679;1302603999035;4;0.10729632802165744
680;1302603999035;5;0.09867098048641024
681;1302603999035;6;0.05551032521960056
682;1302603999035;7;0.052320349021168285
683;1302603999035;8;0.058568949190032894
684;1302603999035;9;0.0347404063614971
685;1302603999035;10;0.020378340713184555
686;1302603999035;11;0.06293981235145628
687;1302603999035;12;0.0004779537115634518
688;1302603999035;13;0.0013585758123710126
689;1302603999035;15;0.00032423823828783474
690;1302603999035;16;0.000364132853350006
693;1302603999036;1;0.3254211233686538
695;1302603999036;2;0.04379874789042459
696;1302603999036;3;0.06200720400728211
697;1302603999036;4;0.09956922816703379
698;1302603999036;5;0.08239618377535979
699;1302603999036;6;0.056151345412368214
700;1302603999036;7;0.06279208001403525
701;1302603999036;8;0.08278345016795398
702;1302603999036;9;0.039084987062948655
703;1302603999036;10;0.025902656658644916
704;1302603999036;11;0.1073231728482465
705;1302603999036;12;0.0016999803430138593
706;1302603999036;13;0.0029204372868047333
707;1302603999036;14;0.0028742558337329647
708;1302603999036;15;0.003058677406701773
709;1302603999036;16;0.0012472576532241745
710;1302603999036;17;0.0009692121035709258
713;1302603999037;1;0.36400557177389253
715;1302603999037;2;0.06559284308620514
716;1302603999037;3;0.07678359292871034
717;1302603999037;4;0.10793390717667417
718;1302603999037;5;0.08043454440289054
719;1302603999037;6;0.05017310766647003
720;1302603999037;7;0.05278268411888703
721;1302603999037;8;0.07449886291419107
722;1302603999037;9;0.032393204930659246
723;1302603999037;10;0.01798153008549566
724;1302603999037;11;0.07002758764781138
725;1302603999037;12;0.001334252259370611
726;1302603999037;13;0.00166093554919344
727;1302603999037;14;0.0024339205337053933
728;1302603999037;15;0.0016793424627615993
729;1302603999037;16;0.00028411246308204194
732;1302603999038;1;0.3135280928415797
734;1302603999038;2;0.06357106805861765
735;1302603999038;3;0.07125627027671119
736;1302603999038;4;0.10228043681451852
737;1302603999038;5;0.09353502430804297
738;1302603999038;6;0.0673769822149456
739;1302603999038;7;0.05132198712502171
740;1302603999038;8;0.06738273449503356
741;1302603999038;9;0.039846117699820466
742;1302603999038;10;0.018460136581821128
743;1302603999038;11;0.10336780785709879
744;1302603999038;12;0.0021513678218658757
745;1302603999038;13;0.0004908992862842593
746;1302603999038;14;0.0006231660535770115
747;1302603999038;15;0.004397021029077378
748;1302603999038;16;0.00041088753598457906
750;1302603999039;1;0.4696558121318456
752;1302603999039;2;0.09229339485468574
753;1302603999039;3;0.09693331548421252
754;1302603999039;4;0.11132583514655496
755;1302603999039;5;0.06427791237447411
756;1302603999039;6;0.03712976468354281
757;1302603999039;7;0.02929959318643854
758;1302603999039;8;0.03894002564633916
759;1302603999039;9;0.021827388151158218
760;1302603999039;10;0.007657418273686575
761;1302603999039;11;0.02658271509526817
762;1302603999039;12;0.002440342133666796
763;1302603999039;15;0.0005028552186572082
764;1302603999039;17;0.0011336276194694648
767;1500800999001;1;0.25462567839788586
769;1500800999001;2;0.056472554629762244
770;1500800999001;3;0.07555281727092146
771;1500800999001;4;0.07702854278047253
772;1500800999001;5;0.06243423578376406
773;1500800999001;6;0.05233949401187764
774;1500800999001;7;0.0553907263572873
775;1500800999001;8;0.09288499655133495
776;1500800999001;9;0.05497718743760883
777;1500800999001;10;0.05225896817997271
778;1500800999001;11;0.13817525476834475
779;1500800999001;12;0.0014896964162278232
780;1500800999001;13;0.0075347426470475905
781;1500800999001;14;0.005169514178419403
782;1500800999001;15;0.00839784338866891
783;1500800999001;16;0.004253090373546175
784;1500800999001;17;0.001014656826857787
787;1500800999002;1;0.30229252040635074
789;1500800999002;2;0.0646256244717932
790;1500800999002;3;0.06500460987098833
791;1500800999002;4;0.09182335543652649
792;1500800999002;5;0.08729058440413348
793;1500800999002;6;0.05342290498419882
794;1500800999002;7;0.05516459667407691
795;1500800999002;8;0.08254763990305594
796;1500800999002;9;0.04610210033723241
797;1500800999002;10;0.03564959779532058
798;1500800999002;11;0.09994470958559472
799;1500800999002;12;0.0007603055637782479
800;1500800999002;13;0.004503386576218997
801;1500800999002;14;0.0021244505614974934
802;1500800999002;15;0.002656030719847015
803;1500800999002;16;0.005071789339198555
804;1500800999002;17;0.001015793370187915
807;1500800999003;1;0.3320719285995146
809;1500800999003;2;0.06739118725542795
810;1500800999003;3;0.08787767611985825
811;1500800999003;4;0.09728618570094087
812;1500800999003;5;0.07860804475721501
813;1500800999003;6;0.0454245552340393
814;1500800999003;7;0.05626573357380097
815;1500800999003;8;0.07000653555888199
816;1500800999003;9;0.031027127029406455
817;1500800999003;10;0.03067075703548839
818;1500800999003;11;0.09023440531409598
819;1500800999003;13;0.0020194218619073996
820;1500800999003;14;0.0017639797971365002
821;1500800999003;15;0.002857039896196399
822;1500800999003;16;0.0036480657979442803
823;1500800999003;17;0.0028473564681459093
825;1500800999004;1;0.27196492457646576
827;1500800999004;2;0.062022031684083656
828;1500800999004;3;0.08241785915975564
829;1500800999004;4;0.10116134127011911
830;1500800999004;5;0.07773000472096421
831;1500800999004;6;0.05218975651569586
832;1500800999004;7;0.05533874985943097
833;1500800999004;8;0.08309056350433772
834;1500800999004;9;0.052801969228833984
835;1500800999004;10;0.0355990596672004
836;1500800999004;11;0.10394814224015873
837;1500800999004;12;0.0029393354690982467
838;1500800999004;13;0.002073816784046176
839;1500800999004;14;0.004283049086161025
840;1500800999004;15;0.005678927327303465
841;1500800999004;16;0.00438186104745614
842;1500800999004;17;0.002378607858888907
845;1500800999005;1;0.2395636316422706
847;1500800999005;2;0.0495688567686643
848;1500800999005;3;0.055243406014955275
849;1500800999005;4;0.08317614600596344
850;1500800999005;5;0.0630989757464658
851;1500800999005;6;0.04774963414840169
852;1500800999005;7;0.05447657858981151
853;1500800999005;8;0.08930609138997544
854;1500800999005;9;0.06173587748558434
