;AREAP;qual;perc_qual_AP
14594;3106200999021;5;0.07081618224440374
14595;3106200999021;6;0.05272676776799529
14596;3106200999021;7;0.04942056896261099
14597;3106200999021;8;0.08719049286998146
14598;3106200999021;9;0.040360523193390126
14599;3106200999021;10;0.03648270619213418
14600;3106200999021;11;0.155587754184396
14601;3106200999021;12;0.00602965104740642
14602;3106200999021;13;0.005936292915422917
14603;3106200999021;14;0.008184699427914223
14604;3106200999021;15;0.0199177044070474
14605;3106200999021;16;0.00956054247899133
14606;3106200999021;17;0.0034113685701832003
14609;3106200999022;1;0.13387876943644464
14611;3106200999022;2;0.024615978900946554
14612;3106200999022;3;0.036157467082726776
14613;3106200999022;4;0.08870392918821995
14614;3106200999022;5;0.034619479180411514
14615;3106200999022;6;0.03395674202158535
14616;3106200999022;7;0.03930800594722634
14617;3106200999022;8;0.08143129819770042
14618;3106200999022;9;0.03729140657647038
14619;3106200999022;10;0.0400298055540023
14620;3106200999022;11;0.22302793098494242
14621;3106200999022;12;0.02210110664825447
14622;3106200999022;13;0.025054202561553017
14623;3106200999022;14;0.02171810468924165
14624;3106200999022;15;0.08070891162679701
14625;3106200999022;16;0.060303892906081055
14626;3106200999022;17;0.01709296849739621
14629;3106200999023;1;0.1826299325270605
14631;3106200999023;2;0.023285177119750252
14632;3106200999023;3;0.029133811393198473
14633;3106200999023;4;0.04846206557361845
14634;3106200999023;5;0.02758480666690934
14635;3106200999023;6;0.026958417852243108
14636;3106200999023;7;0.02273495688269168
14637;3106200999023;8;0.04224041939730805
14638;3106200999023;9;0.026299092518571678
14639;3106200999023;10;0.023106748395636364
14640;3106200999023;11;0.16575846716416862
14641;3106200999023;12;0.021540864970033827
14642;3106200999023;13;0.027153182414160346
14643;3106200999023;14;0.03050474976717968
14644;3106200999023;15;0.12412958582072636
14645;3106200999023;16;0.12036170951575959
14646;3106200999023;17;0.05811601202098378
14648;3106200999024;1;0.1254900891569551
14650;3106200999024;2;0.019108579302463142
14651;3106200999024;3;0.02599875696638978
14652;3106200999024;4;0.08636775327086772
14653;3106200999024;5;0.02921401517211145
14654;3106200999024;6;0.027008367150949175
14655;3106200999024;7;0.03233438576459687
14656;3106200999024;8;0.07461649095217836
14657;3106200999024;9;0.03383833110186783
14658;3106200999024;10;0.03319851764243397
14659;3106200999024;11;0.24245508860713974
14660;3106200999024;12;0.028308267483331227
14661;3106200999024;13;0.01992595056057669
14662;3106200999024;14;0.03347166400881862
14663;3106200999024;15;0.09994667166978673
14664;3106200999024;16;0.06539331219839194
14665;3106200999024;17;0.02332375899114154
14667;3106200999025;1;0.20142133381937669
14669;3106200999025;2;0.040494240022007424
14670;3106200999025;3;0.054888755691114816
14671;3106200999025;4;0.14880367844130055
14672;3106200999025;5;0.06424859199719185
14673;3106200999025;6;0.05035010301416459
14674;3106200999025;7;0.055493649707020226
14675;3106200999025;8;0.10051714060515536
14676;3106200999025;9;0.03705022054524535
14677;3106200999025;10;0.04164613700472821
14678;3106200999025;11;0.16553098578988062
14679;3106200999025;12;0.0061603831668478656
14680;3106200999025;13;0.00422121228080835
14681;3106200999025;14;0.005760185756211683
14682;3106200999025;15;0.014015502590568028
14683;3106200999025;16;0.007655229369654478
14684;3106200999025;17;0.0017426501987239107
14687;3106200999026;1;0.1277382358418628
14689;3106200999026;2;0.026247039030806534
14690;3106200999026;3;0.026431019828561112
14691;3106200999026;4;0.11319414503134433
14692;3106200999026;5;0.034321998657660995
14693;3106200999026;6;0.032766732423128136
14694;3106200999026;7;0.04316780116060005
14695;3106200999026;8;0.07758903152600224
14696;3106200999026;9;0.03266373878639015
14697;3106200999026;10;0.04175566992652466
14698;3106200999026;11;0.24583714808527926
14699;3106200999026;12;0.021512112076406614
14700;3106200999026;13;0.017536686273858636
14701;3106200999026;14;0.018453455441055748
14702;3106200999026;15;0.07879276499026637
14703;3106200999026;16;0.04949187868210253
14704;3106200999026;17;0.012500542238149908
14707;3106200999027;1;0.2721531912588703
14709;3106200999027;2;0.0561857400156602
14710;3106200999027;3;0.0740119352083889
14711;3106200999027;4;0.15614757735935095
14712;3106200999027;5;0.09535009190128418
14713;3106200999027;6;0.05566130685076181
14714;3106200999027;7;0.06680681124791403
14715;3106200999027;8;0.07096506832511315
14716;3106200999027;9;0.03971504519461094
14717;3106200999027;10;0.030570951650224023
14718;3106200999027;11;0.07826006043230309
14719;3106200999027;12;0.0008131634348983154
14720;3106200999027;13;0.00035084921761697856
14721;3106200999027;15;0.0009592275286243939
14722;3106200999027;16;0.0007195017475826243
14723;3106200999027;17;0.0013294786267963564
14725;3106200999028;1;0.2521241979260015
14727;3106200999028;2;0.03880294920705058
14728;3106200999028;3;0.06113827206598443
14729;3106200999028;4;0.1519755142647092
14730;3106200999028;5;0.06476577981142627
14731;3106200999028;6;0.05061475432342606
14732;3106200999028;7;0.0595669896337482
14733;3106200999028;8;0.08711798219735367
14734;3106200999028;9;0.038910647070426733
14735;3106200999028;10;0.03931650402685266
14736;3106200999028;11;0.13287509115410695
14737;3106200999028;12;0.0035501304110299847
14738;3106200999028;13;0.004155774097586978
14739;3106200999028;14;0.0050030563225381556
14740;3106200999028;15;0.007084677431829954
14741;3106200999028;16;0.0029976800559287906
14744;3106200999029;1;0.17781413728434714
14746;3106200999029;2;0.03202785128121863
14747;3106200999029;3;0.04111934298465952
14748;3106200999029;4;0.10661149939703504
14749;3106200999029;5;0.040756068553231765
14750;3106200999029;6;0.0360332104701451
14751;3106200999029;7;0.03783328316181035
14752;3106200999029;8;0.07575272200514788
14753;3106200999029;9;0.03187352259157873
14754;3106200999029;10;0.03218844986990108
14755;3106200999029;11;0.19827063692735705
14756;3106200999029;12;0.019637291072331402
14757;3106200999029;13;0.014780046023445811
14758;3106200999029;14;0.019055255144544064
14759;3106200999029;15;0.06507666169555429
14760;3106200999029;16;0.04515457884694821
14761;3106200999029;17;0.026015442690743653
14764;3106200999030;1;0.18861675906235773
14766;3106200999030;2;0.0352802251725303
14767;3106200999030;3;0.03888008212246312
14768;3106200999030;4;0.1023769363162816
14769;3106200999030;5;0.05185839185747886
14770;3106200999030;6;0.04316623751882483
14771;3106200999030;7;0.04786035176877019
14772;3106200999030;8;0.08689494017749468
14773;3106200999030;9;0.03038123057684494
14774;3106200999030;10;0.03002629761880919
14775;3106200999030;11;0.1882945645261515
14776;3106200999030;12;0.015286993262267807
14777;3106200999030;13;0.017357689284458775
14778;3106200999030;14;0.016347801789090347
14779;3106200999030;15;0.056904735013852126
14780;3106200999030;16;0.03928621327689564
14781;3106200999030;17;0.011180550655428254
14784;3106200999031;1;0.20696932848927543
14786;3106200999031;2;0.03721479303484279
14787;3106200999031;3;0.04776450227162132
14788;3106200999031;4;0.17129945924246515
14789;3106200999031;5;0.0736871598584875
14790;3106200999031;6;0.04803567942789671
14791;3106200999031;7;0.06314131427475127
14792;3106200999031;8;0.11511030185758134
14793;3106200999031;9;0.03603551833428473
14794;3106200999031;10;0.030582361274248057
14795;3106200999031;11;0.14157214761496023
14796;3106200999031;12;0.005020648207813678
14797;3106200999031;13;0.0013552484168494788
14798;3106200999031;14;0.003089775736967582
14799;3106200999031;15;0.012770752432607
14800;3106200999031;16;0.00424035443456689
14801;3106200999031;17;0.002110655090780887
14804;3106200999032;1;0.24705516431048047
14806;3106200999032;2;0.04256051848065661
14807;3106200999032;3;0.06552667665994356
14808;3106200999032;4;0.16066316191303462
14809;3106200999032;5;0.08445206423017171
14810;3106200999032;6;0.046804756158694734
14811;3106200999032;7;0.06896248004021548
14812;3106200999032;8;0.08540494468808937
14813;3106200999032;9;0.03332864493059825
14814;3106200999032;10;0.03464299177529699
14815;3106200999032;11;0.10857029117117456
14816;3106200999032;12;0.004518252165811253
14817;3106200999032;13;0.002563074508734976
14818;3106200999032;14;0.0051978367796887285
14819;3106200999032;15;0.007350776246868051
14820;3106200999032;16;0.0018382596054731973
14821;3106200999032;17;0.0005601063350676528
14824;3106200999033;1;0.26156321987550185
14826;3106200999033;2;0.04639819011995154
14827;3106200999033;3;0.06384369403323432
14828;3106200999033;4;0.1533392662443083
14829;3106200999033;5;0.08808040266137517
14830;3106200999033;6;0.0652938086169043
14831;3106200999033;7;0.0695818010115529
14832;3106200999033;8;0.09051339344065706
14833;3106200999033;9;0.037121229765775934
14834;3106200999033;10;0.030200722399819732
14835;3106200999033;11;0.08420569261417314
14836;3106200999033;12;0.0009464336833249161
14837;3106200999033;13;0.001814819455573136
14838;3106200999033;14;0.001960191906082987
14839;3106200999033;15;0.002661082943546111
14840;3106200999033;16;0.0018836575603054253
14841;3106200999033;17;0.0005923936679133321
14844;3106200999034;1;0.21381238659156457
14846;3106200999034;2;0.04249484774382094
14847;3106200999034;3;0.061184643683056816
14848;3106200999034;4;0.1652737518726446
14849;3106200999034;5;0.06354783359764657
14850;3106200999034;6;0.05155587468656329
14851;3106200999034;7;0.052273804596322214
14852;3106200999034;8;0.11218885993366057
14853;3106200999034;9;0.04051826554581608
14854;3106200999034;10;0.037602987819371186
14855;3106200999034;11;0.13787225629615196
14856;3106200999034;12;0.003717795169993615
14857;3106200999034;13;0.002506910634351841
14858;3106200999034;14;0.0026265562572936655
14859;3106200999034;15;0.007322639449046448
14860;3106200999034;16;0.0036623878455293753
14861;3106200999034;17;0.0018381982771661005
14864;3106200999035;1;0.27034062187664104
14866;3106200999035;2;0.04718145439069981
14867;3106200999035;3;0.05934258411339339
14868;3106200999035;4;0.14119819043632192
14869;3106200999035;5;0.08002752832618762
14870;3106200999035;6;0.06038823807261559
14871;3106200999035;7;0.06595613724057328
14872;3106200999035;8;0.08991727924513453
14873;3106200999035;9;0.03784574833743279
14874;3106200999035;10;0.03319467763351329
14875;3106200999035;11;0.09998999222896429
14876;3106200999035;12;0.0024613410699883724
14877;3106200999035;13;0.00210874819112241
14878;3106200999035;14;0.002669139317601366
14879;3106200999035;15;0.004876267961161541
14880;3106200999035;16;0.0018494122905222008
14881;3106200999035;17;0.0006526392681266483
14884;3106200999036;1;0.32403653274943606
14886;3106200999036;2;0.056252852247872485
14887;3106200999036;3;0.07988651486484973
14888;3106200999036;4;0.14272082977784462
14889;3106200999036;5;0.08066100355863359
14890;3106200999036;6;0.06014533282074559
14891;3106200999036;7;0.05145105431561141
14892;3106200999036;8;0.06385279486417693
14893;3106200999036;9;0.029044976881765522
14894;3106200999036;10;0.022652331230919153
14895;3106200999036;11;0.06370579998953896
14896;3106200999036;12;0.0008970836613880276
14897;3106200999036;13;0.0044669551113346835
14898;3106200999036;14;0.0017850318053564634
14899;3106200999036;15;0.008848305632096395
14900;3106200999036;16;0.006447850249870454
14901;3106200999036;17;0.0031447502385599157
14904;3106200999037;1;0.2522035065445362
14906;3106200999037;2;0.050422952279144014
14907;3106200999037;3;0.06893815728766263
14908;3106200999037;4;0.15575803396548776
14909;3106200999037;5;0.07036402900525358
14910;3106200999037;6;0.050863443176477965
14911;3106200999037;7;0.051356224348435314
14912;3106200999037;8;0.09525411302573907
14913;3106200999037;9;0.037481579099984334
14914;3106200999037;10;0.03389517359485432
14915;3106200999037;11;0.11839281753498627
14916;3106200999037;12;0.001926777012512479
14917;3106200999037;13;0.002973540766357178
14918;3106200999037;14;0.0030392227406535583
14919;3106200999037;15;0.00373623259783839
14920;3106200999037;16;0.0029164344846997377
14921;3106200999037;17;0.0004777625353770275
14924;3106200999038;1;0.1257845956613191
14926;3106200999038;2;0.023580698119843646
14927;3106200999038;3;0.034732177572392414
14928;3106200999038;4;0.09917974947605365
14929;3106200999038;5;0.03493808830655657
14930;3106200999038;6;0.033220626601259906
14931;3106200999038;7;0.03677160083075255
14932;3106200999038;8;0.08689925024593434
14933;3106200999038;9;0.030360291061279486
14934;3106200999038;10;0.03461045683241313
14935;3106200999038;11;0.24529830460840926
14936;3106200999038;12;0.019929321496581488
14937;3106200999038;13;0.021519464885782564
14938;3106200999038;14;0.020337308861275324
14939;3106200999038;15;0.07796482146669906
14940;3106200999038;16;0.05607623413522579
14941;3106200999038;17;0.01879700983822172
14944;3106200999039;1;0.1591903232989534
14946;3106200999039;2;0.030257802109225008
14947;3106200999039;3;0.03708408150531444
14948;3106200999039;4;0.07774393064012129
14949;3106200999039;5;0.042095636574622265
14950;3106200999039;6;0.029572293678350098
14951;3106200999039;7;0.037139085257039975
14952;3106200999039;8;0.07847934849533116
14953;3106200999039;9;0.037421146068611945
14954;3106200999039;10;0.023673552691524467
14955;3106200999039;11;0.18143771775049433
14956;3106200999039;12;0.022166862778571744
14957;3106200999039;13;0.017538221293510833
14958;3106200999039;14;0.024616093255179224
14959;3106200999039;15;0.08293911636613031
14960;3106200999039;16;0.07221837379159748
14961;3106200999039;17;0.046426414445422046
14964;3106200999040;1;0.22997000921660354
14966;3106200999040;2;0.04360942476717529
14967;3106200999040;3;0.05194209019701127
14968;3106200999040;4;0.1441182769890936
14969;3106200999040;5;0.0695897409571408
14970;3106200999040;6;0.05986896037394192
14971;3106200999040;7;0.06700293348761906
14972;3106200999040;8;0.1022483782826807
14973;3106200999040;9;0.049827980775023914
14974;3106200999040;10;0.033598118829403015
14975;3106200999040;11;0.12614743663563754
14976;3106200999040;12;0.0018538090809700934
14977;3106200999040;13;0.0035969475673869934
14978;3106200999040;14;0.0028637222435222848
14979;3106200999040;15;0.008641178148003534
14980;3106200999040;16;0.0029382784222486795
14981;3106200999040;17;0.0021827140265376368
14984;3106200999041;1;0.14384674920667076
14986;3106200999041;2;0.03751181477617408
14987;3106200999041;3;0.03544315537373902
14988;3106200999041;4;0.0996042134171454
14989;3106200999041;5;0.047294983563896234
14990;3106200999041;6;0.03117397662583948
14991;3106200999041;7;0.04758349199090939
14992;3106200999041;8;0.08355455396041468
14993;3106200999041;9;0.04431819509513286
14994;3106200999041;10;0.04765667596926034
14995;3106200999041;11;0.24617901491205285
14996;3106200999041;12;0.018457954218068534
14997;3106200999041;13;0.017580892665349224
14998;3106200999041;14;0.017367241413927155
14999;3106200999041;15;0.047959066244608585
15000;3106200999041;16;0.027382995476365277
15001;3106200999041;17;0.00708502509044603
15003;3106200999042;1;0.15189234882630315
15005;3106200999042;2;0.03262382419349377
15006;3106200999042;3;0.03979427837872193
15007;3106200999042;4;0.13269316957033211
15008;3106200999042;5;0.04934683202810282
15009;3106200999042;6;0.04287785737686071
15010;3106200999042;7;0.058679183446712246
15011;3106200999042;8;0.10240452372975496
15012;3106200999042;9;0.03554631710530206
15013;3106200999042;10;0.04176034994272293
15014;3106200999042;11;0.21486755199938146
15015;3106200999042;12;0.011108369370810634
15016;3106200999042;13;0.009732437158547094
15017;3106200999042;14;0.012823149678684103
15018;3106200999042;15;0.03366152738531151
15019;3106200999042;16;0.025701217091877917
15020;3106200999042;17;0.004487062717080619
15023;3106200999043;1;0.20839191547238833
15025;3106200999043;2;0.037561153339121356
15026;3106200999043;3;0.051630717878560696
15027;3106200999043;4;0.16046785226953983
15028;3106200999043;5;0.0756158340496353
15029;3106200999043;6;0.05651514173203593
15030;3106200999043;7;0.0668049340711801
15031;3106200999043;8;0.09553403334783701
15032;3106200999043;9;0.03886757962337435
15033;3106200999043;10;0.03564244944169733
15034;3106200999043;11;0.1408252593850927
15035;3106200999043;12;0.0043973020081127
15036;3106200999043;13;0.0018657098072861662
15037;3106200999043;14;0.005720718378993159
15038;3106200999043;15;0.013720082148133843
15039;3106200999043;16;0.0045484721546298415
15040;3106200999043;17;0.0018908448923818072
15043;3106200999044;1;0.10174449329267751
15045;3106200999044;2;0.021949689966549054
15046;3106200999044;3;0.022996641585633817
15047;3106200999044;4;0.03513554412992563
15048;3106200999044;5;0.02553964301574813
15049;3106200999044;6;0.029905776661117135
15050;3106200999044;7;0.023405136888600627
15051;3106200999044;8;0.05195191385528031
15052;3106200999044;9;0.03219181215935093
15053;3106200999044;10;0.03041552031627445
15054;3106200999044;11;0.16334209481546338
15055;3106200999044;12;0.035277810062381225
15056;3106200999044;13;0.03574610296054609
15057;3106200999044;14;0.032473165563518924
15058;3106200999044;15;0.14290890092437425
15059;3106200999044;16;0.15222587469319715
15060;3106200999044;17;0.06278987910936151
15061;3106200999045;1;0.15463813597761641
15063;3106200999045;2;0.02946058803763928
15064;3106200999045;3;0.04498887214826422
15065;3106200999045;4;0.11550201096871573
15066;3106200999045;5;0.039147180037116626
15067;3106200999045;6;0.036285895797100315
15068;3106200999045;7;0.038737631832757316
15069;3106200999045;8;0.06334889757462744
15070;3106200999045;9;0.038774023821278786
15071;3106200999045;10;0.04440695562061825
15072;3106200999045;11;0.19801193202357126
15073;3106200999045;12;0.022928832176785173
15074;3106200999045;13;0.02028053533290658
15075;3106200999045;14;0.021769779001295456
15076;3106200999045;15;0.06695777155382777
15077;3106200999045;16;0.04718453676259711
15078;3106200999045;17;0.017576421333282306
15081;3106200999046;1;0.24778752943556637
15083;3106200999046;2;0.043915778790867936
15084;3106200999046;3;0.052420416847082284
15085;3106200999046;4;0.15115973420929102
15086;3106200999046;5;0.0716732212374116
15087;3106200999046;6;0.06760782100535424
15088;3106200999046;7;0.06875337451313608
15089;3106200999046;8;0.10920922955980865
15090;3106200999046;9;0.03583868577800287
15091;3106200999046;10;0.03700015143489046
15092;3106200999046;11;0.09798051762901627
15093;3106200999046;12;0.00203276585834471
15094;3106200999046;13;0.003720170495267255
15095;3106200999046;14;0.0011592136458129585
15096;3106200999046;15;0.008995519689325748
15097;3106200999046;16;0.0007458698708214273
15099;3106200999047;1;0.15513219200524772
15101;3106200999047;2;0.01926159466730223
15102;3106200999047;3;0.03265849921852431
15103;3106200999047;4;0.07422237311161065
15104;3106200999047;5;0.033362596979875155
15105;3106200999047;6;0.028592596778654347
15106;3106200999047;7;0.041866264296089015
15107;3106200999047;8;0.08926473262785536
15108;3106200999047;9;0.036143657944296255
15109;3106200999047;10;0.04419232731622587
15110;3106200999047;11;0.24515596153380714
15111;3106200999047;12;0.02149902294658777
15112;3106200999047;13;0.0190760753742431
15113;3106200999047;14;0.023948455475740683
15114;3106200999047;15;0.07037656873067794
15115;3106200999047;16;0.047385916693999934
15116;3106200999047;17;0.017861164299262423
15118;3106200999048;1;0.18939250585485892
15120;3106200999048;2;0.033477610989871516
15121;3106200999048;3;0.043464063260146645
15122;3106200999048;4;0.11103671797396499
15123;3106200999048;5;0.05125129821176168
15124;3106200999048;6;0.04513620880929069
15125;3106200999048;7;0.04739565878778554
15126;3106200999048;8;0.07984371800164275
15127;3106200999048;9;0.03350165289705518
15128;3106200999048;10;0.03728684615878597
15129;3106200999048;11;0.17064026634224747
15130;3106200999048;12;0.014066382634940705
15131;3106200999048;13;0.01505877382826536
15132;3106200999048;14;0.014418738934354466
15133;3106200999048;15;0.05715287947465195
15134;3106200999048;16;0.042375889907229077
15135;3106200999048;17;0.014500787933147284
15137;3106200999049;1;0.08317426283110486
15139;3106200999049;2;0.015313848601280556
15140;3106200999049;3;0.019367252860391364
15141;3106200999049;4;0.04067104648425596
15142;3106200999049;5;0.016550734281439414
15143;3106200999049;6;0.020883309488884748
15144;3106200999049;7;0.022542386509998867
15145;3106200999049;8;0.053154393983913
15146;3106200999049;9;0.02904055949638654
15147;3106200999049;10;0.028039541665088808
15148;3106200999049;11;0.1818173157460936
15149;3106200999049;12;0.0368953214047626
15150;3106200999049;13;0.031211573411708573
15151;3106200999049;14;0.04260619476969753
15152;3106200999049;15;0.14200453402318602
15153;3106200999049;16;0.16160257481855442
15154;3106200999049;17;0.07512514962325317
15157;3106200999050;1;0.21764808265739197
15159;3106200999050;2;0.0436358980952741
15160;3106200999050;3;0.05558743341487515
15161;3106200999050;4;0.09078494919467535
15162;3106200999050;5;0.051582861308048275
15163;3106200999050;6;0.03932314021723601
15164;3106200999050;7;0.03593802216621936
15165;3106200999050;8;0.05435127990891152
15166;3106200999050;9;0.026408345591543987
15167;3106200999050;10;0.02470901857810358
15168;3106200999050;11;0.0949979455519095
15169;3106200999050;12;0.023271649493511373
15170;3106200999050;13;0.02007447066637793
15171;3106200999050;14;0.0195861731287316
15172;3106200999050;15;0.06877353976426133
15173;3106200999050;16;0.1013790507961199
15174;3106200999050;17;0.03194813946680911
15176;3106200999051;1;0.2254269114178542
15178;3106200999051;2;0.043808560510939155
15179;3106200999051;3;0.051271412795873585
15180;3106200999051;4;0.14314655294193013
15181;3106200999051;5;0.07444468510138136
15182;3106200999051;6;0.05051780541665697
15183;3106200999051;7;0.06366947902393703
15184;3106200999051;8;0.0869690004705916
15185;3106200999051;9;0.030713270717457785
15186;3106200999051;10;0.030236222538905434
15187;3106200999051;11;0.14984467540309268
15188;3106200999051;12;0.007595470998483536
15189;3106200999051;13;0.004289813840387591
15190;3106200999051;14;0.006621217676125363
15191;3106200999051;15;0.02075837680459981
15192;3106200999051;16;0.007141939761244509
15193;3106200999051;17;0.003544604580539199
15195;3106200999052;1;0.2128531892595503
15197;3106200999052;2;0.04859120163440847
15198;3106200999052;3;0.056359483718618555
15199;3106200999052;4;0.14453571385592726
15200;3106200999052;5;0.07153981447741686
15201;3106200999052;6;0.05400039334209528
15202;3106200999052;7;0.06502027340923434
15203;3106200999052;8;0.10414111641885336
15204;3106200999052;9;0.03974293028089413
15205;3106200999052;10;0.035244681629187084
15206;3106200999052;11;0.13792677065038508
15207;3106200999052;12;0.003959486873227139
15208;3106200999052;13;0.001729148230166418
15209;3106200999052;14;0.003799165580825912
15210;3106200999052;15;0.011872394570238146
15211;3106200999052;16;0.007180366830779966
15212;3106200999052;17;0.001503869238191745
15215;3106200999053;1;0.205742257639509
15217;3106200999053;2;0.040126256927653245
15218;3106200999053;3;0.04969465195492394
15219;3106200999053;4;0.11397946067156954
15220;3106200999053;5;0.06842764687463004
15221;3106200999053;6;0.07060755931863263
15222;3106200999053;7;0.06664864143695909
15223;3106200999053;8;0.10566912931330812
15224;3106200999053;9;0.04014808610170019
15225;3106200999053;10;0.0295127946054714
15226;3106200999053;11;0.1491861918467922
15227;3106200999053;12;0.007290051350310579
15228;3106200999053;13;0.00501665415824112
15229;3106200999053;14;0.007967897284227607
15230;3106200999053;15;0.025107813952050546
15231;3106200999053;16;0.01107101558253487
15232;3106200999053;17;0.003803890981486014
15235;3106200999054;1;0.07830703946783056
15237;3106200999054;2;0.015585235524322238
15238;3106200999054;3;0.014230246437452593
15239;3106200999054;4;0.048043737037894746
15240;3106200999054;5;0.01574939384941405
15241;3106200999054;6;0.015025192338738402
15242;3106200999054;7;0.020496504531193022
15243;3106200999054;8;0.04996901214148177
15244;3106200999054;9;0.019219377178985746
15245;3106200999054;10;0.025325643188337646
15246;3106200999054;11;0.20868574739155307
15247;3106200999054;12;0.03592779044694456
15248;3106200999054;13;0.032807566000693275
15249;3106200999054;14;0.041153710499553894
15250;3106200999054;15;0.1491721228599028
15251;3106200999054;16;0.16386273731914677
15252;3106200999054;17;0.06643894378655496
15255;3106200999055;1;0.08811068201845011
15257;3106200999055;2;0.020947191006960627
15258;3106200999055;3;0.019940504539653
15259;3106200999055;4;0.049735693659651845
15260;3106200999055;5;0.017802803379446147
15261;3106200999055;6;0.02196085847117756
15262;3106200999055;7;0.02176667182322575
15263;3106200999055;8;0.05232937567660143
15264;3106200999055;9;0.025654010889092336
15265;3106200999055;10;0.03511228650247088
15266;3106200999055;11;0.19587089360593152
15267;3106200999055;12;0.029809821082038272
15268;3106200999055;13;0.03421372216219543
15269;3106200999055;14;0.03670141865565647
15270;3106200999055;15;0.1282221982106428
15271;3106200999055;16;0.16912630978572749
15272;3106200999055;17;0.05269555853107839
15274;3106200999056;1;0.20036354036105192
15276;3106200999056;2;0.04264601255712485
15277;3106200999056;3;0.054231219814342015
15278;3106200999056;4;0.15113086660680028
15279;3106200999056;5;0.07363789427160934
15280;3106200999056;6;0.06302951316483577
15281;3106200999056;7;0.06621227436777163
15282;3106200999056;8;0.10781152428698888
15283;3106200999056;9;0.05692139575430096
15284;3106200999056;10;0.027557194465482878
15285;3106200999056;11;0.1367711277437344
15286;3106200999056;12;0.0006394355720157631
15287;3106200999056;13;0.004579744924227626
15288;3106200999056;14;0.005203461032103346
15289;3106200999056;15;0.005962235591874977
15290;3106200999056;16;0.0028857389498727366
15291;3106200999056;17;0.00041682053586273183
15293;3106200999057;1;0.22864598747048048
15295;3106200999057;2;0.045022394698653344
15296;3106200999057;3;0.056027361103862555
15297;3106200999057;4;0.1403456284769128
15298;3106200999057;5;0.06794292966770925
15299;3106200999057;6;0.058120293285149165
15300;3106200999057;7;0.06311286572743177
15301;3106200999057;8;0.10757760021447108
15302;3106200999057;9;0.03558312341707428
15303;3106200999057;10;0.030723661557655074
15304;3106200999057;11;0.13379165102181825
15305;3106200999057;12;0.005120854259367867
15306;3106200999057;13;0.0030244232905849637
15307;3106200999057;14;0.0062845470034677935
15308;3106200999057;15;0.012467191640214224
15309;3106200999057;16;0.004486551717043793
15310;3106200999057;17;0.001722935448103356
15313;3106200999058;1;0.1918558682299631
15315;3106200999058;2;0.033610216555697264
15316;3106200999058;3;0.04145332245465512
15317;3106200999058;4;0.12521541326892643
15318;3106200999058;5;0.048684003000222166
15319;3106200999058;6;0.03887819194399035
15320;3106200999058;7;0.04337041932293143
15321;3106200999058;8;0.09963540094620944
15322;3106200999058;9;0.037241842079680315
15323;3106200999058;10;0.03930668006650463
15324;3106200999058;11;0.23426485104659572
15325;3106200999058;12;0.007099737660326504
15326;3106200999058;13;0.006101626698787883
15327;3106200999058;14;0.008760397391334529
15328;3106200999058;15;0.026286953606552844
15329;3106200999058;16;0.015060685760835267
15330;3106200999058;17;0.003174389966786946
15332;3106705001001;1;0.2878751174905186
15334;3106705001001;2;0.055367739885596366
15335;3106705001001;3;0.06322074140013104
15336;3106705001001;4;0.14555005276851743
15337;3106705001001;5;0.08789905248061496
15338;3106705001001;6;0.06759088171638161
15339;3106705001001;7;0.06338383916628451
15340;3106705001001;8;0.10475929379514026
15341;3106705001001;9;0.022840831251954314
15342;3106705001001;10;0.020681320904734946
15343;3106705001001;11;0.07724867507912929
15344;3106705001001;13;0.002554887214014408
15345;3106705001001;14;0.0005418026033621397
15346;3106705001001;16;0.0004857642436201495
15348;3106705001002;1;0.25070218857994897
15350;3106705001002;2;0.048011986575824284
15351;3106705001002;3;0.0690468232182962
15352;3106705001002;4;0.15607581398377143
15353;3106705001002;5;0.08137447459853973
15354;3106705001002;6;0.07102610101739322
15355;3106705001002;7;0.06616159963188145
15356;3106705001002;8;0.09146689046733117
15357;3106705001002;9;0.03829710809236872
15358;3106705001002;10;0.03404324498092277
15359;3106705001002;11;0.08447116654133506
15360;3106705001002;12;0.0011298576849091114
15361;3106705001002;13;0.00322983288009698
15362;3106705001002;14;0.0019852037996160375
15363;3106705001002;15;0.0026454860438715386
15364;3106705001002;17;0.000332221903893329
15367;3106705001003;1;0.2717175717354253
15369;3106705001003;2;0.048058785761017374
15370;3106705001003;3;0.059862238965236556
15371;3106705001003;4;0.12246186668440712
15372;3106705001003;5;0.08678409914164403
15373;3106705001003;6;0.06842646131927513
15374;3106705001003;7;0.06629550196837646
15375;3106705001003;8;0.09916959869246778
15376;3106705001003;9;0.03985231460205124
15377;3106705001003;10;0.01833632310566886
15378;3106705001003;11;0.10816840741602722
15379;3106705001003;12;0.0016523957450558825
15380;3106705001003;13;0.0007339180057277562
15381;3106705001003;14;0.0018209849561698866
15382;3106705001003;15;0.004879364669140855
15383;3106705001003;16;0.0014407833297024795
15384;3106705001003;17;0.0003393839026061197
15387;3106705001004;1;0.228225872621624
15389;3106705001004;2;0.054577791877380266
15390;3106705001004;3;0.04792485245682736
15391;3106705001004;4;0.12536681772231398
15392;3106705001004;5;0.06387780350739866
15393;3106705001004;6;0.05256004468159475
15394;3106705001004;7;0.06977535496936059
15395;3106705001004;8;0.11416774755382944
15396;3106705001004;9;0.050662881434991494
15397;3106705001004;10;0.038787789593097116
