cod_mun;num_est
5206206;573
5208004;994
5212501;1097
5213053;26
5215231;167
5215603;138
5217302;270
5217609;297
5219753;182
5221858;545
5222203;20
5222302;33
5200803;72
5203962;6
5206701;7
5208301;13
5207907;64
5209408;24
5209903;65
5212709;12
5218300;199
5219803;45
5220686;29
5220702;12
5201702;83
5202353;49
5203104;20
5203401;101
5207105;27
5213707;174
5217203;176
5202155;87
5202502;101
5203807;83
5207535;72
5208905;447
5211008;157
5212204;334
5212956;62
5219258;46
5206404;163
5214002;145
5214051;83
5214838;217
5215256;37
5220207;328
5221577;16
5200605;87
5204904;144
5205307;25
5205521;13
5213509;41
5214903;21
5220009;75
5221080;9
5200555;21
5200829;15
5203575;26
5204656;17
5204706;71
5204953;29
5207501;21
5208103;34
5212808;115
5213087;182
5213772;25
5214101;24
5214606;322
5214879;10
5218003;474
5219605;35
5219704;68
5221452;16
5221601;408
5201207;10
5204805;145
5205109;1454
5205901;186
5206602;67
5206909;21
5208509;96
5210109;491
5214804;34
5215504;43
5221304;50
5200209;21
5200506;11
5203500;309
5203906;129
5204250;86
5204508;1113
5206503;54
5209101;560
5209937;50
5211503;1669
5212105;102
5212600;37
5212907;15
5213806;735
5216007;51
5217104;476
5217708;310
5218052;35
5218391;32
5218789;59
5222054;123
5206305;68
5208152;9
5215306;251
5215801;32
5216304;119
5217401;545
5219209;94
5220264;78
5220603;405
5221809;51
5222005;249
5204102;195
5204300;246
5209150;40
5210802;189
5211305;200
5212253;7
5218508;677
5220405;150
5201454;57
5201504;79
5204409;303
5205059;25
5205471;132
5207253;145
5211909;1664
5213004;41
5213103;929
5213756;153
5215652;59
5216452;59
5218102;52
5218805;2390
5219308;389
5219407;94
5219712;24
5220504;166
5200134;280
5204607;25
5205455;112
5207352;50
5207402;139
5209952;157
5211701;104
5215702;276
5215900;37
5216403;225
5220058;27
5221551;51
5221908;71
5000252;70
5002605;444
5003306;582
5006408;158
5007406;376
5007695;555
5007935;184
5001508;212
5002704;10817
5003108;119
5004908;149
5007307;96
5007505;125
5007901;526
5008008;284
5002902;489
5002951;445
5003256;362
5000807;269
5001904;353
5002001;175
5006200;786
5007976;57
5001003;485
5004403;381
5006309;1022
5007802;161
5000203;459
5002308;328
5007109;600
5007554;209
5008305;1805
5000708;237
5001102;683
5003488;150
5005608;279
5003207;1268
5005202;64
5006903;179
5002100;237
5002159;103
5002209;409
5002803;98
5004106;115
5005004;352
5005806;186
5000609;589
5000906;63
5001243;80
5002407;381
5003504;45
5003702;3058
5003801;226
5004502;260
5005152;83
5005251;91
5005400;692
5006002;283
5006606;793
5007208;451
5008404;51
5000856;110
5003157;63
5003454;127
5003751;177
5004007;141
5004304;245
5004601;162
5004700;322
5004809;30
5005103;114
5005681;231
5005707;638
5006259;31
5006358;56
5007703;116
5007950;94
5101605;38
5102504;896
5103437;11
5106505;255
5100508;40
5101308;115
5106000;44
5108857;27
5107263;17
5103007;135
5103403;8338
5106109;58
5107800;193
5108402;1840
5100102;24
5104906;43
5107701;102
5100201;302
5102603;57
5102702;344
5106174;7
5106257;201
5106281;131
5107065;124
5107792;21
5101001;64
5101803;898
5103106;64
5100359;20
5101852;6
5102694;10
5103353;39
5105309;16
5106315;2
5106778;27
5107180;65
5107743;3
5107776;17
5107859;90
5107354;56
5108600;141
5100250;651
5100805;41
5102793;60
5106158;21
5108956;62
5106299;123
5105259;511
5105903;130
5106224;434
5106240;71
5107768;5
5107925;1114
5108006;224
5105101;321
5108907;35
5106273;11
5106802;110
5107305;176
5107941;74
5101407;178
5101902;117
5102850;43
5103254;38
5103379;50
5105150;383
5105176;82
5107578;7
5103205;325
5104104;269
5105606;146
5106216;83
5108808;22
5106265;32
5106422;100
5108055;94
5103858;28
5106208;30
5106307;200
5106455;12
5102637;425
5102686;65
5103304;197
5103502;305
5107875;209
5103056;186
5103700;109
5104559;102
5105580;189
5106190;9
5107248;47
5107909;1666
5108303;39
5108501;228
5100300;207
5100409;137
5100607;136
5102678;494
5107040;1047
5103601;140
5104609;208
5104807;405
5105200;139
5106372;250
5107602;2639
5107297;23
5107404;20
5101209;12
5103908;61
5104203;183
5106653;60
5106703;7
5107008;231
5107198;17
5108105;35
5108204;68
5103361;10
5106182;38
5106752;439
5108352;2
5105507;114
5101258;161
5103809;33
5103957;35
5104500;10
5105002;80
5105234;37
5105622;365
5106828;100
5107156;11
5107206;44
5107750;31
5107107;209
5101704;287
5103452;54
5106232;116
5106851;34
5107958;1074
3200102;240
3201159;42
3201704;100
3201902;368
3203163;41
3203346;243
3205069;368
3200300;121
3200409;256
3202405;2168
3202603;180
3204203;179
3204401;121
3202702;172
3202900;77
3204500;129
3204559;276
3204609;416
3204955;128
3201308;2557
3205002;3390
3205101;360
3205200;5988
3205309;10135
3200607;1015
3202207;266
3202504;298
3203130;225
3203205;2186
3204351;132
3205010;164
3203502;277
3203601;136
3204104;312
3204252;69
3201605;195
3203056;193
3204054;238
3204906;1182
3200169;48
3200904;449
3202108;298
3203304;60
3200359;43
3200805;373
3201506;2164
3202256;50
3203353;109
3204005;128
3204658;76
3200136;70
3201001;149
3203908;674
3204708;448
3205150;76
3205176;100
3200201;397
3201803;26
3202009;41
3202306;411
3202454;146
3202553;41
3202652;58
3203007;267
3203700;145
3200508;99
3200706;143
3201100;92
3201209;3073
3201407;583
3203106;116
3203403;308
3203809;140
3204807;161
3205036;204
3202801;261
3203320;287
3204302;103
3101631;82
3102902;209
3105608;2218
3105905;238
3112208;30
3113107;32
3113206;346
3121506;50
3129400;69
3154408;72
3157302;39
3166204;49
3114600;93
3130408;80
3130804;71
3134301;69
3134509;58
3138203;2041
3138708;83
3144607;531
3154705;49
3115201;29
3119708;49
3123007;138
3137403;132
3139102;76
3144508;84
3150307;68
3152709;99
3154200;155
3156106;62
3157336;58
3158706;27
3162500;1555
3165008;184
3168804;197
3103900;197
3107406;1137
3123205;382
3124708;93
3135308;35
3137205;625
3138302;63
3138807;430
3140506;312
3142403;72
3153707;72
3166600;19
3104809;75
3109204;108
3119104;426
3120904;1393
3125705;194
3131109;78
3136405;43
3142502;43
3143609;91
3153202;55
3160603;47
3100203;469
3107000;43
3115607;12
3143500;135
3146404;75
3152006;484
3169356;338
3101706;451
3105202;18
3122454;35
3125606;39
3134707;89
3135803;214
3136009;139
3136504;64
3140555;18
3143153;4
3146750;12
3155108;25
3156601;121
3157104;73
3158102;22
3160306;19
3103405;312
3113008;40
3119500;31
3134004;28
3145307;57
3146305;92
3152170;23
3171600;39
3102852;19
3104452;7
3106507;25
3112307;288
3113503;64
3116100;24
3126505;20
3132503;213
3135456;8
3136520;9
3138351;10
3141801;110
3169703;147
3171071;14
3120102;33
3121001;31
3121605;657
3125408;20
3127602;150
3153301;11
3125507;17
3165909;11
3102704;39
3117009;14
3133303;189
3141405;101
3148707;178
3106200;52721
3106705;2990
3109006;377
3110004;391
3117876;55
3118601;7398
3124104;578
3129806;581
3130101;294
3136652;172
3137601;555
3140159;58
3140704;346
3144805;1093
3149309;882
3153905;53
3154606;859
3154804;241
3156700;628
3157807;1003
3162922;141
3162955;121
3165537;101
3171204;539
3102407;20
3117504;124
3118106;14
3122603;24
3132800;16
3143708;31
3147501;11
3156007;50
3160207;26
3160504;9
3164803;9
3166501;15
3167103;240
3114907;32
3115409;22
3118007;585
3118304;1663
3120409;73
3121407;42
3123908;233
3133907;36
3145901;472
3153806;38
3159100;26
3160900;62
3102308;171
3105400;250
3106002;77
3107703;95
3115359;23
3121803;96
3125903;166
3131703;1680
3136207;1139
3144706;294
3136603;48
3155702;154
3157203;309
3158003;149
3161007;246
3161908;103
3163409;71
3168309;35
3106408;76
3108107;75
3120607;49
3132206;247
3133709;121
3135407;47
3142304;61
3150406;29
3155306;52
3121704;15
3131901;696
3140001;497
3146107;968
3126000;128
3145802;54
3147105;1678
3151404;413
3163102;84
3103207;46
3105004;87
3109600;60
3109907;126
3112505;103
3118908;110
3126406;63
3127206;68
3131000;110
3134608;204
3135704;124
3139706;136
3141108;459
3146909;317
3147402;463
3149606;59
3153608;120
3158508;53
3159001;45
3167202;3033
3108552;160
3128600;134
3136306;770
3137106;92
3137536;118
3147006;1407
3153400;328
3161700;106
3170750;61
3171006;291
3104502;156
3108206;91
3109303;301
3109451;41
3122470;16
3126208;68
3144375;7
3170404;1503
3170479;15
3107307;517
3123809;48
3126604;36
3128253;16
3145455;31
3108503;20
3120300;9
3127800;78
3132008;17
3136579;4
3146255;8
3115474;5
3124302;128
3127339;8
3135050;138
3135100;861
3139250;7
3141009;29
3142908;71
3145059;62
3146552;7
3152204;209
3154507;35
3166956;8
3108255;9
3116159;9
3117836;5
3130051;6
3132107;72
3135209;462
3136959;12
3139300;75
3140852;69
3142254;3
3142700;48
3149150;27
3150570;9
3161106;258
3162450;5
3170529;28
3108602;169
3111150;5
3112703;90
3116506;48
3118809;131
3126703;272
3127354;19
3129657;3
3135357;8
3136801;56
3138658;6
3138682;9
3142007;71
3143302;4807
3147956;9
3152131;3
3162252;17
3162401;69
3162658;5
3170008;20
3170909;38
3171030;26
3109402;219
3129608;22
3135605;48
3137304;12
3138104;63
3151206;704
3154457;27
3157609;4
3164209;35
3170800;377
3101003;32
3106655;9
3120870;16
3122355;27
3127073;6
3130655;9
3143450;12
3144656;8
3145372;6
3155603;89
3156502;26
3157005;361
3157377;6
3160454;2
3162708;73
3168002;275
3170651;3
3100807;65
3111200;1072
3111903;58
3112000;245
3120201;190
3149903;484
3158805;45
3114204;306
3116605;508
3117603;105
3122306;4680
3130200;160
3133808;1699
3145208;1087
3149705;148
3160405;493
3161809;166
3164605;106
3104205;674
3110400;20
3119955;130
3126109;1338
3133501;314
3146503;194
3148905;51
3150505;91
3108008;350
3114006;180
3114501;251
3130002;39
3145604;813
3147709;140
3150604;113
3159902;259
3161205;99
3105103;392
3119807;61
3123403;16
3130309;173
3141306;48
3151503;602
3164308;47
3168200;17
3170602;34
3101607;1488
3102001;164
3104304;252
3114402;460
3114709;40
3117108;109
3122405;78
3125200;57
3139003;778
3147204;406
3151701;216
3166907;112
3101201;138
3102803;263
3103603;31
3107208;65
3107505;105
3114808;43
3120805;303
3138500;130
3141900;71
3147808;39
3165305;169
3166402;26
3167004;29
3108909;223
3118502;15
3120508;151
3121100;135
3122801;29
3132404;1784
3139904;193
3140407;38
3147303;293
3150901;74
3151008;121
3171709;107
3172202;37
3101904;286
3107604;58
3112406;146
3112802;145
3115102;412
3116407;73
3121209;136
3126307;57
3129707;253
3133758;207
3147907;1999
3152907;174
3162203;135
3162948;61
3101409;43
3102605;917
3105301;41
3108404;269
3110301;249
3111002;265
3129905;41
3130606;142
3134905;775
3143401;931
3146008;690
3151800;3267
3159209;107
3107901;57
3108305;279
3109105;123
3110509;362
3110608;418
3117900;87
3119906;18
3124401;25
3124500;77
3125101;349
3127404;65
3131505;95
3133600;149
3143807;22
3152501;2663
3165404;93
3165578;28
3165800;8
3169059;19
3169109;14
3109709;131
3113602;132
3117207;48
3117801;134
3119005;55
3129202;91
3144409;82
3149101;202
3159605;801
3162005;476
3162302;33
3163201;45
3164407;87
3167400;130
3169802;87
3101300;13
3104908;407
3110707;300
3114105;294
3115508;560
3117702;274
3133006;208
3133105;277
3135902;90
3137809;351
3145505;46
3147600;270
3152600;153
3163706;1095
3164902;30
3167806;87
3104106;180
3109501;295
3128303;353
3128709;1150
3132909;154
3134806;106
3136900;128
3143005;121
3143203;513
3144102;424
3145109;139
3163904;56
3164704;1398
3165107;144
3107109;781
3110905;367
3111309;133
3111606;507
3113909;289
3118700;188
3123601;523
3128105;188
3130507;172
3142601;159
3158300;192
3160801;36
3165206;170
3169307;1325
3169406;1210
3170701;2790
3104007;1831
3111507;261
3129509;466
3145000;223
3149200;80
3149804;373
3153004;52
3156908;639
3157708;184
3168101;64
3111101;494
3114550;245
3116902;90
3127008;103
3127107;1061
3133402;218
3134400;617
3138625;141
3150703;66
3151602;105
3161304;151
3170438;106
3109808;40
3112604;299
3129103;248
3131406;86
3134202;1855
3159803;479
3103801;22
3114303;569
3128907;97
3137502;251
3141207;51
3148004;3107
3155504;244
3159704;27
3162104;519
3168903;98
3100104;72
3119302;528
3120706;43
3123502;14
3124807;101
3127909;13
3131604;71
3143104;893
3148103;1810
3156403;59
3166808;234
3100708;72
3111408;166
3117306;334
3118205;147
3121258;59
3170107;6101
3171105;113
3103504;2036
3103751;84
3111804;165
3115003;42
3115805;141
3130705;82
3142809;409
3152808;697
3169604;491
3170206;10222
3100906;133
3106606;20
3113701;465
3120151;55
3127057;17
3138906;37
3144300;616
3157658;8
3166709;60
3170305;34
3104700;125
3115458;21
3126752;10
3126802;51
3132305;38
3137007;39
3139201;89
3145356;33
3146206;17
3148509;97
3152402;67
3165552;12
3168606;2054
3101102;341
3102209;9
3117405;13
3118403;290
3120839;6
3127370;11
3131208;225
3134103;44
3144003;191
3151909;38
3154309;281
3159506;33
3168051;17
3107802;85
3109253;14
3113404;1308
3120003;30
3122504;54
3123858;26
3129301;119
3130556;19
3130903;222
3131158;73
3150158;31
3150539;24
3157252;30
3159357;46
3160959;29
3162609;56
3164472;10
3168408;110
3170057;77
3170578;18
3101805;89
3110806;53
3112653;19
3119203;54
3122108;28
3123700;131
3125804;35
3126901;124
3127305;113
3127701;4670
3132701;268
3133204;105
3135076;74
3140100;29
3171501;32
3144201;10
3144904;41
3150000;30
3161601;9
3161650;9
3163003;18
3163300;9
3167707;48
3169505;43
3171907;11
3108800;25
3113800;20
3116803;37
3122207;33
3123106;32
3127503;8
3128006;493
3140605;21
3148400;17
3156809;149
3157500;4
3162807;95
3165503;13
3166105;30
3171808;102
3100500;68
3103009;79
3106309;148
3119401;1379
3131307;3448
3135001;53
3136108;25
3140308;106
3141702;42
3144359;44
3149952;27
3158953;113
3168705;1153
3115706;50
3131802;37
3139607;347
3141504;54
3144672;13
3161056;9
3162575;30
3100609;75
3112059;16
3126950;3
3136553;10
3148608;134
3158201;116
3163508;16
3164100;26
3164506;12
3101508;646
3104403;66
3115300;1326
3122900;77
3124609;48
3132602;52
3138005;107
3138401;1234
3146701;103
3151107;144
3154101;168
3158409;45
3160009;38
3172103;104
3103306;15
3106101;76
3106804;46
3106903;364
3115904;55
3116209;33
3119609;45
3121308;93
3125002;46
3127388;58
3128501;73
3136702;10409
3138609;429
3139805;262
3140209;73
3140803;223
3145406;18
3145703;23
3146602;25
3149408;15
3149507;72
3150109;62
3155405;236
3155900;106
3156205;31
3157278;45
3159407;46
3159308;72
3158607;65
3160702;763
3162906;600
3165602;38
3167509;57
3100302;165
3102050;42
3153509;66
3112109;19
3112901;44
3116001;30
3123528;35
3137700;172
3138674;11
3139409;1253
3139508;358
3140530;28
3140902;148
3148756;4
3154150;55
3157906;61
3158904;36
3162559;53
3163607;8
3167608;74
3103108;14
3105509;84
3110103;28
3113305;618
3122009;145
3124203;228
3124906;130
3125309;60
3125952;51
3142106;122
3142205;212
3143906;2247
3145877;10
3148202;69
3149002;13
3156452;32
3161403;37
3164431;11
3169208;142
3171402;27
3100401;46
3105707;80
3122702;107
3128204;72
3135506;92
3145851;27
3150208;57
3152105;1335
3154002;296
3154903;317
3155009;40
3157401;71
3160108;58
3164001;142
3165560;17
3166303;28
3170503;105
3171154;11
3104601;215
3121902;41
3123304;29
3128402;200
3128808;122
3129004;116
3141603;123
3151305;204
3155801;358
3156304;110
3161502;131
3165701;64
3167301;33
3167905;85
3169000;242
3169901;1904
3172004;676
3102100;82
3102506;40
3103702;32
3108701;16
3110202;36
3111705;35
3116308;24
3116704;101
3124005;177
3137908;11
3148301;118
3148806;24
3150802;97
3152303;75
3153103;35
3155207;16
3163805;57
3166006;36
3168507;165
3171303;1597
3301306;352
3304524;542
3305604;273
3300209;1141
3300233;642
3300258;284
3300704;2558
3301876;158
3305208;513
3305505;668
3301108;451
3301207;273
3301504;339
3302452;113
3300506;383
3301603;157
3303401;3763
3305703;110
3304607;162
3305307;117
3305901;106
3300225;200
3300951;114
3303708;530
3305406;296
3306008;1190
3302007;882
3302601;291
3305554;246
3300803;617
3304300;1146
3300456;1233
3301702;5558
3301850;300
3301900;1230
3302270;161
3302502;1190
3302700;762
3302858;355
3303203;1181
3303302;10269
3303500;4808
3304144;523
3304557;103306
3304904;5466
3305109;2893
3305752;168
3303906;5225
3305158;258
3305802;2679
3301801;94
3302809;177
3302908;374
3303609;299
3303856;197
3306206;439
3300605;645
3302056;144
3302205;1617
3302304;94
3303104;219
3304102;205
3306156;47
3300159;102
3300902;142
3302106;284
3303005;344
3304706;734
3305133;47
3301009;5226
3301157;103
3304805;425
3304755;201
3305000;244
3300936;39
3301405;260
3302403;2539
3304151;122
3300100;1589
3303807;408
3300308;1028
3304508;122
3306107;1066
3300407;2137
3302254;362
3303955;150
3304003;273
3304110;126
3304128;134
3304201;1707
3304409;175
3306305;3316
3502101;1051
3511003;217
3517802;214
3520442;427
3523008;47
3530102;502
3532108;73
3533205;40
3537404;491
3552304;121
3552551;53
3502804;3723
3506201;56
3518206;539
3526506;134
3544400;42
3548054;148
3556305;277
3501103;85
3504404;133
3505104;79
3506409;144
3506508;1946
3507704;68
3507753;19
3508108;222
3511904;81
3512506;116
3516507;44
3517109;115
3527256;36
3527702;58
3537305;1177
3537701;69
3548401;56
3555208;60
3501707;287
3503208;3845
3506706;188
3507407;340
3514007;62
3516853;42
3519600;1122
3522703;1089
3529302;1309
3532058;51
3532900;100
3543709;153
3546900;63
3552700;286
3554755;20
3502002;100
3513702;720
3514304;167
3519303;246
3542909;268
3548906;4074
3504008;1854
3507209;25
3509809;80
3510005;528
3513306;66
3516101;67
3519501;92
3519907;148
3527900;95
3528809;226
3532157;39
3535309;428
3535507;688
3537156;55
3539707;59
3541703;174
3553955;162
3506300;193
3510153;22
3557204;196
3515194;60
3515400;275
3520905;193
3528601;147
3533809;42
3534708;1690
3538808;652
3543204;72
3545407;124
3546405;877
3550506;133
3551207;41
3553005;110
3554201;91
3554607;45
3500550;127
3503109;92
3504503;1527
3511409;298
3519253;31
3521804;318
3523503;247
3535804;292
3500709;425
3503406;183
3503604;71
3504305;105
3504701;31
3506003;5623
3507456;30
3508306;99
3514502;277
3518107;139
3519105;164
3526803;1003
3527504;65
3536570;32
3538907;421
3539400;237
3540101;71
3541109;77
3542503;93
3555505;96
3555901;37
3502309;97
3506904;162
3507506;2141
3512308;323
3536109;102
3541059;72
3550100;719
3505203;580
3505302;768
3506805;262
3507308;77
3514106;441
3520004;256
3522000;68
3522901;196
3525300;2539
3528007;210
3529807;183
3536703;757
3508801;365
3517000;191
3517208;124
3517307;92
3525805;51
3527108;1228
3541604;433
3544608;63
3500501;513
3501905;1424
3527009;138
3531209;120
3536802;68
3538204;103
3551603;951
3552106;666
3501608;4090
3509502;19446
3512803;601
3514908;210
3519055;394
3519071;903
3520509;2612
3524709;726
3531803;438
3533403;609
3536505;1108
3537107;847
3545803;2021
3552403;1630
3556206;1713
3556701;1007
3503802;533
3515152;131
3557303;82
3522604;1275
3530706;1858
3530805;1710
3548005;478
3500303;525
3539301;1277
3540705;978
3546306;444
3500402;103
3508702;281
3510807;616
3513900;183
3515186;883
3523800;117
3530508;1295
3548104;161
3549102;1906
3549706;1233
3550803;284
3553302;541
3553609;191
3556404;738
3502705;278
3505351;24
3510203;707
3517604;173
3521200;19
3522158;12
3522653;15
3542800;30
3543006;186
3543253;48
3500758;54
3502200;307
3509452;125
3518503;105
3522307;2075
3505005;18
3507159;31
3508009;261
3512605;51
3521705;170
3522406;1148
3522802;149
3523206;592
3532827;54
3543501;27
3553807;295
3553856;53
3507001;692
3511508;672
3511607;187
3526407;446
3537503;127
3540507;138
3541653;30
3554003;1554
3554656;13
3522109;838
3523305;155
3531100;434
3537206;67
3537602;699
3505401;33
3509254;269
3509908;111
3514809;202
3520301;281
3520426;74
3524600;294
3526100;280
3529906;247
3536208;220
3542602;959
3551801;220
3504107;2093
3507100;171
3507605;2354
3523404;1733
3525201;272
3525508;206
3532009;326
3532405;130
3538600;349
3554953;43
3556354;94
3509601;411
3524006;513
3525904;6075
3527306;431
3556503;550
3519709;725
3537800;693
3537909;450
3550209;485
3553500;101
3501152;97
3502754;171
3502903;335
3508405;433
3510302;141
3521002;164
3523909;2467
3528403;426
3540606;732
3545209;1214
3545308;278
3550605;1081
3551108;145
3552205;7727
3557006;601
3501400;58
3501509;44
3514700;134
3515657;35
3516606;193
3516705;1043
3527801;67
3529005;3996
3533700;104
3534104;80
3534500;66
3540002;421
3556602;207
3503356;45
3505807;483
3519006;159
3519204;131
3541802;48
3542008;103
3555000;1571
3509007;504
3516309;337
3516408;520
3528502;760
3503901;626
3518800;9927
3546801;531
3513009;2375
3515004;1428
3515103;355
3522208;793
3526209;287
3549953;312
3552809;1749
3556453;465
3506607;230
3515707;602
3518305;370
3523107;1146
3530607;4062
3539806;1631
3545001;223
3552502;2146
3505708;4433
3509205;641
3510609;1529
3522505;744
3525003;591
3534401;5533
3539103;98
3547304;2414
3506359;661
3513504;882
3518701;3685
3541000;3279
3548500;12410
3551009;2649
3513801;3708
3529401;2229
3543303;996
3544103;138
3547809;9036
3548708;9120
3548807;3993
3550308;188324
3503307;1872
3512209;410
3512407;340
3521408;325
3526704;1348
3526902;4340
3546207;133
3546702;203
3500600;94
3510401;855
3511706;222
3525854;44
3530904;71
3538709;6272
3542107;142
3544004;416
3545159;117
3547007;118
3550407;556
3554508;867
3507902;529
3512704;118
3521101;119
3523602;172
3543907;3077
3554706;203
3500105;748
3515806;36
3516002;177
3520806;58
3521606;99
3527405;315
3528908;54
3534609;630
3534906;211
3536000;221
3540853;22
3543808;182
3544707;51
3545100;43
3514403;945
3526001;321
3531605;85
3533106;26
3534807;102
3535408;282
3536406;96
3547106;52
3549300;34
3555109;328
3500808;49
3501301;302
3502408;83
3508900;37
3509106;67
3515129;57
3515301;38
3515350;62
3520608;91
3525607;73
3528700;100
3529203;365
3530201;273
3532207;44
3538303;84
3539202;372
3541208;283
3541307;563
3541406;4421
3541505;714
3542206;554
3542404;323
3543238;19
3544251;212
3545506;60
3547700;393
3548302;30
3552908;101
3553906;88
3554300;245
3505500;1951
3512001;288
3512100;132
3501004;400
3505906;1173
3509403;445
3510906;81
3546256;24
3547908;150
3513207;219
3516200;5898
3523701;127
3525409;60
3536307;332
3537008;410
3542701;112
3543105;104
3543600;73
3549508;126
3503000;58
3508207;93
3517703;253
3520103;403
3524105;759
3506102;1505
3510104;42
3515608;94
3518602;319
3524303;1392
3531308;892
3531506;517
3539004;249
3539509;347
3546504;47
3553104;103
3553203;116
3553658;38
3553708;988
3554409;101
3556800;254
3556909;96
3505609;174
3507803;329
3513108;490
3514601;100
3518859;130
3525102;623
3527603;150
3540200;307
3540903;119
3543402;12107
3547502;648
3547601;355
3550902;259
3551405;83
3551504;315
3551702;1720
3517406;613
3521309;239
3524204;92
3529708;287
3531902;424
3533601;179
3534302;703
3544905;184
3549409;755
3504206;283
3515905;73
3516804;54
3516903;236
3518909;76
3528304;58
3532868;33
3533304;23
3549250;22
3503703;138
3509304;147
3511102;2260
3511201;72
3514924;41
3514957;92
3533254;49
3535101;64
3535705;115
3538105;180
3545605;188
3551900;135
3552601;292
3515202;179
3515509;1231
3518008;32
3520707;54
3528205;74
3529609;82
3530003;48
3534757;67
3536901;49
3549201;58
3555307;35
3502606;64
3503950;26
3513850;28
3514205;31
3524808;952
3529104;30
3529658;35
3532843;17
3535200;135
3535903;63
3540259;44
3540408;66
3544509;32
3545704;77
3546108;41
3546603;502
3547403;39
3547650;13
3547205;22
3549003;33
3554904;58
3555802;155
3556958;8
3528106;129
3531001;29
3531407;372
3532504;168
3532603;250
3532702;67
3539905;92
3551306;51
3555703;30
3521507;110
3521903;319
3528858;57
3533502;689
3544806;87
3556008;213
3500204;45
3500907;66
3504602;214
3504800;136
3511300;189
3517505;250
3517901;138
3519402;187
3519808;94
3521150;60
3524501;105
3525706;608
3529500;51
3530300;895
3530409;56
3532801;105
3533007;299
3533908;1011
3534005;58
3534203;50
3535002;196
3536604;189
3539608;74
3540804;178
3549805;8047
3553401;449
3555356;42
3555604;164
3557154;69
3501202;87
3501806;70
3510708;200
3512902;139
3536257;29
3540309;30
3544202;142
3556107;193
3557105;1529
3503158;24
3503505;64
3504909;209
3549607;61
3552007;100
3509700;1156
3531704;142
3548203;134
3548609;114
3510500;1319
3520400;399
3550704;1185
3555406;1501
3502507;728
3508603;354
3509957;31
3513405;1001
3518404;2051
3526605;76
3527207;1189
3538501;109
3540754;55
3541901;116
3544301;81
3513603;249
3524907;69
3526308;54
3532306;80
3535606;329
3542305;69
3550001;231
3508504;1004
3520202;118
3524402;2301
3538006;1462
3546009;176
3549904;8168
3554102;3639
3554805;413
4101705;195
4102505;157
4104303;1671
4106555;41
4107504;248
4107553;34
4107702;49
4110805;105
4113734;129
4114005;281
4118808;215
4121109;88
4122503;149
4127205;260
4100459;30
4103008;83
4103909;183
4108601;494
4112207;75
4112959;83
4116109;127
4116802;88
4120655;57
4121356;27
4128005;305
4101606;418
4112009;452
4119400;318
4126306;246
4104659;414
4104907;1093
4117701;586
4119905;4766
4110078;97
4117305;294
4121703;207
4127106;837
4127502;292
4128534;83
4103958;28
4104428;154
4104451;116
4107546;23
4108452;42
4108650;30
4109401;2623
4110201;97
4113304;431
4115457;17
4117057;57
4119301;305
4120150;15
4120903;365
4121752;64
4122156;85
4127965;151
4128658;41
4105706;327
4106456;66
4109658;60
4114401;205
4117602;610
4103040;52
4113254;28
4115739;18
4117800;121
4119608;409
4123857;56
4100202;31
4105201;60
4128633;20
4100400;507
4101804;1112
4102307;134
4103107;94
4104006;310
4104204;1262
4104253;152
4105805;1560
4106209;139
4106902;37691
4107652;462
4111258;91
4114302;324
4119152;1596
4119509;271
4120804;263
4122206;224
4125506;2820
4127882;43
4113205;633
4120101;68
4101200;212
4109500;38
4109609;470
4115705;682
4116208;220
4118204;1753
4119954;258
4100301;59
4104105;73
4119103;86
4121208;102
4122305;512
4127601;112
4105508;1625
4105607;173
4109104;42
4110409;62
4112405;121
4113007;90
4122602;171
4125555;16
4126108;73
4126801;227
4127908;106
4100608;238
4100905;59
4106704;86
4107108;89
4108908;107
4110300;46
4111308;40
4112603;24
4113502;477
4115002;69
4115903;34
4116505;30
4117107;240
4118006;165
4118105;108
4118303;32
4118402;1593
4119707;96
4120200;51
4121000;150
4123303;131
4123709;200
4123956;52
4124202;49
4124608;99
4124905;90
4125902;60
4126702;74
4127304;281
4128625;64
4100707;132
4100509;212
4103370;32
4103479;65
4106605;290
4107256;110
4107520;18
4108320;90
4109906;129
4110607;256
4111555;68
4114708;88
4115101;79
4117206;66
4118857;44
4118907;174
4125357;68
4126900;95
4128104;2084
4128807;96
4101408;2162
4101507;1656
4103503;103
4103800;106
4112108;457
4114906;129
4115754;90
4117297;23
4122701;125
4101150;39
4102109;491
4102208;66
4103404;38
4105102;195
4105904;389
4108106;43
4109203;98
4110003;78
4110904;65
4111902;257
4113601;79
4113809;73
4114104;295
4116307;53
4116406;46
4116901;483
4120408;77
4123402;191
4123600;35
4124509;112
4128302;30
4103206;100
4103305;128
4106852;19
4107603;302
4113106;63
4115507;67
4122107;59
4107306;65
4107801;109
4107900;98
4111100;123
4111605;45
4117404;58
4125308;162
4101655;14
4101853;14
4104402;130
4108551;16
4108700;101
4111506;556
4112504;131
4113429;35
4113759;54
4114500;165
4117271;49
4122172;32
4122651;72
4125001;153
4125803;147
4103701;1223
4109807;562
4113700;10740
4119657;37
4122404;1068
4126678;130
4114203;597
4114807;616
4115200;8909
4117503;235
4126256;651
4100806;146
4102802;255
4108007;111
4116000;34
4120002;192
4120333;62
4120507;160
4126504;395
4101903;311
4112702;147
4117214;16
4121307;53
4123204;42
4124707;112
4126009;100
4128401;264
4100103;120
