AP;num_firms
3300100003001;101
3300100003002;548
3300100003003;928
3300100003004;207
3300100003005;150
3300100003006;309
3300100003007;272
3300159001001;172
3300209003001;3
3300209003002;53
3300209003003;968
3300209003004;98
3300209003005;161
3300209003006;358
3300225001001;227
3300233003001;386
3300233003002;971
3300258003001;468
3300308003001;57
3300308003002;59
3300308003003;82
3300308003004;143
3300308003005;144
3300308003006;828
3300407003001;119
3300407003002;86
3300407003003;54
3300407003004;101
3300407003005;323
3300407003006;791
3300407003007;734
3300407003008;263
3300407003009;184
3300456005001;973
3300456005002;175
3300456005003;265
3300456005004;220
3300456005005;399
3300506003001;645
3300605003001;119
3300605003002;693
3300704003001;34
3300704003002;311
3300704003003;1106
3300704003004;142
3300704003005;116
3300704003006;1030
3300704003007;804
3300704003008;206
3300704003009;625
3300803003001;116
3300803003002;653
3300902001001;178
3300936001001;112
3300951001001;112
3301009005001;1356
3301009005002;4818
3301009005003;1063
3301009005004;424
3301009005005;3
3301009005006;3
3301009005008;43
3301009005009;7
3301108001001;479
3301157001001;177
3301207001001;386
3301306003001;374
3301306003002;146
3301405001001;286
3301504001001;458
3301603001001;223
3301702005000;1778
3301702005001;242
3301702005002;152
3301702005003;107
3301702005004;259
3301702005005;140
3301702005006;325
3301702005007;149
3301702005008;1113
3301702005009;1385
3301702005010;490
3301702005011;308
3301702005012;74
3301702005013;86
3301702005014;108
3301702005015;146
3301702005016;150
3301702005017;298
3301702005018;85
3301702005019;558
3301702005020;223
3301702005021;189
3301702005022;137
3301801001001;130
3301850003001;53
3301850003002;436
3301876001001;163
3301900005001;162
3301900005002;60
3301900005003;84
3301900005004;928
3301900005005;152
3301900005006;10
3301900005007;51
3301900005008;42
3301900005009;73
3301900005010;180
3301900005011;151
3301900005012;75
3302007003001;80
3302007003002;208
3302007003003;421
3302007003004;69
3302007003005;409
3302007003006;106
3302056001001;204
3302106001001;471
3302205003001;121
3302205003002;113
3302205003003;940
3302205003004;260
3302205003005;1010
3302254003001;603
3302270003001;19
3302270003002;86
3302270003003;68
3302270003004;93
3302270003005;94
3302304001001;79
3302403005001;84
3302403005002;5
3302403005003;167
3302403005004;70
3302403005005;103
3302403005006;966
3302403005007;1813
3302403005008;484
3302403005009;358
3302403005010;90
3302403005011;87
3302403005012;13
3302452001001;116
3302502005001;59
3302502005002;598
3302502005003;97
3302502005004;39
3302502005005;30
3302502005006;52
3302502005007;917
3302601003001;117
3302601003002;302
3302700003001;220
3302700003002;55
3302700003003;28
3302700003004;621
3302700003005;224
3302700003006;20
3302700003007;300
3302809001001;174
3302858003001;128
3302858003002;94
3302858003003;68
3302858003004;116
3302858003005;25
3302858003006;108
3302858003007;209
3302858003008;138
3302858003009;63
3302908003001;440
3303005001001;457
3303104001001;262
3303203003001;80
3303203003002;24
3303203003003;64
3303203003004;87
3303203003005;45
3303203003006;150
3303203003007;119
3303203003008;729
3303203003009;152
3303302005001;510
3303302005002;399
3303302005003;127
3303302005004;234
3303302005005;471
3303302005006;296
3303302005007;90
3303302005008;163
3303302005009;184
3303302005010;686
3303302005011;208
3303302005012;3895
3303302005013;447
3303302005014;759
3303302005015;2992
3303302005016;247
3303302005017;522
3303302005018;310
3303401003001;125
3303401003002;649
3303401003003;296
3303401003004;331
3303401003005;115
3303401003006;1980
3303401003007;267
3303401003008;269
3303401003009;1124
3303500005001;316
3303500005002;4153
3303500005003;788
3303500005004;303
3303500005005;532
3303500005006;240
3303500005007;235
3303500005008;163
3303500005009;84
3303609003001;359
3303609003002;76
3303708003001;422
3303708003002;286
3303807003001;464
3303807003002;469
3303856001001;302
3303906005001;1615
3303906005002;85
3303906005003;253
3303906005004;170
3303906005005;361
3303906005006;182
3303906005007;130
3303906005008;880
3303906005009;142
3303906005010;138
3303906005011;570
3303906005012;230
3303906005013;258
3303906005014;538
3303906005015;929
3303955001001;270
3304003001001;364
3304102001001;263
3304110001001;245
3304128001001;183
3304144003001;83
3304144003002;32
3304144003003;43
3304144003004;129
3304144003005;62
3304144003006;213
3304144003007;308
3304151001001;225
3304201003001;81
3304201003002;187
3304201003003;135
3304201003004;336
3304201003005;1230
3304201003006;468
3304300003001;1026
3304300003002;63
3304300003003;198
3304409001001;255
3304508001001;145
3304524003001;100
3304524003002;108
3304524003003;788
3304524003004;359
3304524003005;98
3304524003006;147
3304524003007;393
3304557005001;871
3304557005002;615
3304557005003;625
3304557005004;176
3304557005005;91
3304557005006;90
3304557005007;117
3304557005008;149
3304557005009;149
3304557005010;160
3304557005011;102
3304557005012;272
3304557005013;216
3304557005014;560
3304557005015;91
3304557005016;226
3304557005017;104
3304557005018;285
3304557005019;201
3304557005020;101
3304557005021;173
3304557005022;207
3304557005023;189
3304557005024;282
3304557005025;29
3304557005026;63
3304557005027;169
3304557005028;27
3304557005029;343
3304557005030;1663
3304557005031;99
3304557005032;76
3304557005033;57
3304557005034;447
3304557005035;1159
3304557005036;884
3304557005037;1221
3304557005038;518
3304557005039;1260
3304557005040;647
3304557005041;1510
3304557005042;383
3304557005043;734
3304557005044;936
3304557005045;822
3304557005046;1395
3304557005047;3514
3304557005048;1670
3304557005049;1148
3304557005050;665
3304557005051;1543
3304557005052;501
3304557005053;11814
3304557005054;608
3304557005055;246
3304557005056;911
3304557005057;146
3304557005058;2364
3304557005059;786
3304557005060;1037
3304557005061;833
3304557005062;625
3304557005063;127
3304557005064;965
3304557005065;472
3304557005066;530
3304557005067;511
3304557005068;168
3304557005069;611
3304557005070;1499
3304557005071;133
3304557005072;692
3304557005073;31
3304557005074;1204
3304557005075;1494
3304557005076;750
3304557005077;447
3304557005078;228
3304557005079;267
3304557005080;283
3304557005081;367
3304557005082;362
3304557005083;1240
3304557005084;449
3304557005085;149
3304557005086;105
3304557005087;914
3304557005088;2507
3304557005089;427
3304557005090;294
3304557005091;1661
3304557005092;411
3304557005093;336
3304557005094;581
3304557005095;1072
3304557005096;431
3304557005097;395
3304557005098;334
3304557005099;1723
3304557005100;433
3304557005101;265
3304557005102;402
3304557005103;595
3304557005104;191
3304557005105;485
3304557005106;138
3304557005107;306
3304557005108;418
3304557005109;198
3304557005110;1295
3304557005111;742
3304557005112;240
3304557005113;414
3304557005114;131
3304557005115;820
3304557005116;321
3304557005117;315
3304557005118;361
3304557005119;503
3304557005120;241
3304557005121;751
3304557005122;199
3304557005123;211
3304557005124;935
3304557005125;347
3304557005126;27
3304557005127;422
3304557005128;106
3304557005129;77
3304557005130;140
3304557005131;133
3304557005132;149
3304557005133;177
3304557005134;171
3304557005135;331
3304557005136;65
3304557005137;179
3304557005138;38
