cod_mun;2000;2010
1501303;0.4389;0.3635
1501402;0.9936;0.9914
1501451;0.3512;0.4199
1501501;0.5883;0.5598
1501576;0.4715;0.5333
1501600;0.2631;0.2808
1501709;0.6032;0.6414
1501725;0.2542;0.4397
1501758;0.5701;0.5888
1501782;0.4916;0.5583
1501808;0.5026;0.5014
1501907;0.3273;0.3152
1501956;0.155;0.2089
1502004;0.3695;0.3598
1502103;0.414;0.4371
1502152;0.3593;0.7758
1502202;0.8111;0.7972
1502301;0.4244;0.4132
1502400;0.9015;0.8858
1502509;0.0711;0.1195
1502608;0.3046;0.3217
1502707;0.6769;0.7126
1502756;0.5177;0.5347
1502764;0.2298;0.259
1502772;0.68;0.6851
1502806;0.2698;0.3829
1502855;0.318;0.4718
1502905;0.3801;0.355
1502939;0.6021;0.6336
1502954;0.4766;0.5216
1503002;0.49;0.7494
1503044;0.3412;0.4904
1503077;0.2897;0.3438
1503093;0.6559;0.6927
1503101;0.2854;0.3296
1503200;0.6015;0.5909
1503309;0.4749;0.4512
1503408;0.2651;0.2761
1503457;0.1985;0.2383
1503507;0.1909;0.208
1503606;0.6806;0.725
1503705;0.2971;0.4
1503754;0.236;0.3496
1503804;0.8513;0.8895
1503903;0.3455;0.3367
1504000;0.1927;0.2477
1504059;0.7391;0.8261
1504109;0.5171;0.4677
1504208;0.7997;0.7972
1504307;0.4248;0.4108
1504406;0.3839;0.4399
1504422;0.8718;0.9896
1504455;0.3162;0.3498
1504505;0.151;0.2218
1504604;0.7088;0.6838
1504703;0.3329;0.3594
1504802;0.3411;0.4429
1504901;0.2999;0.4245
1504950;0.2781;0.3951
1504976;0.4388;0.5276
1505007;0.4371;0.4038
1505031;0.3859;0.7052
1505064;0.3712;0.4504
1505106;0.4943;0.5162
1505205;0.3432;0.3998
1505304;0.6038;0.6393
1505403;0.4526;0.456
1505437;0.4976;0.7278
1505486;0.2632;0.3439
1505494;0.509;0.6082
1505502;0.7618;0.7822
1505536;0.828;0.9011
1505551;0.4509;0.6035
1505601;0.5027;0.5308
1505635;0.2174;0.282
1505650;0.2638;0.2028
1505700;0.4622;0.4779
1505809;0.4554;0.4763
1505908;0.4345;0.4295
1506005;0.2619;0.3053
1506104;0.6554;0.6224
1506112;0.3979;0.4281
1506138;0.9425;0.9273
1506161;0.7338;0.7635
1506187;0.754;0.7388
1506195;0.3414;0.381
1506203;0.9094;0.8923
1506302;0.5722;0.6279
1506351;0.3523;0.3184
1506401;0.4272;0.4898
1506500;0.7652;0.7231
1506559;0.4352;0.4475
1506583;0.133;0.3695
1506609;0.5616;0.5788
1506708;0.555;0.5283
1506807;0.7096;0.7325
1506906;0.2738;0.2946
1507003;0.5237;0.5575
1507102;0.42;0.4119
1507151;0.5438;0.6595
1507201;0.2144;0.2208
1507300;0.3619;0.4939
1507409;0.3445;0.3395
1507458;0.4316;0.5311
1507466;0.2605;0.1958
1507474;0.5623;0.5079
1507508;0.197;0.1966
1507607;0.5912;0.6183
1507706;0.4065;0.4323
1507755;0.7065;0.6588
1507805;0.3391;0.496
1507904;0.867;0.9137
1507953;0.7318;0.7404
1507961;0.4469;0.4223
1507979;0.7514;0.6098
1508001;0.5778;0.5585
1508035;0.2056;0.2643
1508050;0.2142;0.3365
1508084;0.6518;0.7987
1508100;0.8255;0.9518
1508126;0.6185;0.6582
1508159;0.2913;0.5454
1508209;0.6971;0.6756
1508308;0.3225;0.3244
1508357;0.3529;0.3992
1508407;0.7457;0.7762
1600055;0.3693;0.5879
1600105;0.8316;0.8624
1600154;0.3402;0.5536
1600204;0.7832;0.8119
1600212;0.4396;0.52
1600238;0.7083;0.7196
1600253;0.3994;0.4113
1600279;0.9396;0.949
1600303;0.9552;0.9573
1600402;0.4982;0.4857
1600501;0.6086;0.6754
1600535;0.6678;0.643
1600550;0.4239;0.4959
1600600;0.9429;0.9788
1600709;0.4891;0.5187
1600808;0.8037;0.8289
1700251;0.4902;0.6173
1700301;0.7326;0.8024
1700350;0.8289;0.8387
1700400;0.6581;0.7921
1700707;0.9217;0.9273
1701002;0.7987;0.8255
1701051;0.5673;0.6104
1701101;0.7361;0.7864
1701309;0.3856;0.3791
1701903;0.56;0.463
1702000;0.6695;0.6695
1702109;0.9358;0.9498
1702158;0.6222;0.6732
1702208;0.607;0.6427
1702307;0.7833;0.8091
1702406;0.5586;0.6924
1702554;0.7889;0.8261
1702703;0.6321;0.7203
1702901;0.8565;0.8217
1703008;0.41;0.4729
1703057;0.4613;0.5397
1703073;0.3906;0.5302
1703107;0.8241;0.8374
1703206;0.4381;0.4908
1703305;0.4864;0.75
1703602;0.6303;0.6957
1703701;0.7847;0.8091
1703800;0.7799;0.7631
1703826;0.8725;0.8059
1703842;0.3918;0.5921
1703867;0.6495;0.5572
1703883;0.7719;0.7876
1703891;0.4888;0.5334
1703909;0.724;0.5949
1704105;0.3518;0.5861
1704600;0.4323;0.561
1705102;0.379;0.5053
1705508;0.9531;0.9601
1705557;0.8267;0.8567
1705607;0.5335;0.6961
1706001;0.4233;0.3761
1706100;0.9173;0.8189
1706258;0.5607;0.5575
1706506;0.5551;0.6617
1707009;0.8068;0.8604
1707108;0.6903;0.7019
1707207;0.3285;0.3878
1707306;0.6493;0.6653
1707405;0.466;0.4869
1707553;0.8563;0.8239
1707652;0.7763;0.7592
1707702;0.492;0.6511
1708205;0.7046;0.7236
1708254;0.7163;0.8136
1708304;0.4664;0.5569
1709005;0.3843;0.4102
1709302;0.8786;0.9107
1709500;0.9762;0.9771
1709807;0.5026;0.5845
1710508;0.5322;0.6015
1710706;0.5121;0.5633
1710904;0.3546;0.5419
1711100;0.6154;0.6393
1711506;0.3194;0.3735
1711803;0.4895;0.463
1711902;0.5506;0.6202
1711951;0.6447;0.72
1712009;0.6753;0.7811
1712157;0.5203;0.6374
1712405;0.3824;0.6934
1712454;0.6566;0.6388
1712504;0.5906;0.5476
1712702;0.3888;0.6374
1712801;0.5533;0.6395
1713205;0.836;0.8672
1713304;0.9068;0.8743
1713601;0.4479;0.429
1713700;0.2039;0.2158
1713809;0.5402;0.5631
1713957;0.6437;0.5711
1714203;0.7217;0.7994
1714302;0.3889;0.4539
1714880;0.653;0.6986
1715002;0.7633;0.6546
1715101;0.6438;0.8195
1715150;0.7942;0.7432
1715259;0.6383;0.7228
1715507;0.7286;0.7878
1715705;0.3607;0.3888
1715754;0.7847;0.815
1716109;0.9515;0.9562
1716208;0.272;0.4566
1716307;0.636;0.6321
1716505;0.8117;0.868
1716604;0.419;0.5041
1716653;0.4995;0.4729
1716703;0.6799;0.7398
1717008;0.4961;0.654
1717206;0.4996;0.3842
1717503;0.5765;0.5645
1717800;0.5387;0.5504
1717909;0.5308;0.6305
1718006;0.5758;0.6863
1718204;0.8616;0.8634
1718303;0.5125;0.5834
1718402;0.8297;0.8767
1718451;0.7873;0.8459
1718501;0.4003;0.5281
1718550;0.427;0.4324
1718659;0.8394;0.9183
1718709;0.5068;0.4004
1718758;0.3073;0.3849
1718808;0.8172;0.9099
1718840;0.4247;0.5304
1718865;0.6116;0.6628
1718881;0.4645;0.5961
1718899;0.3936;0.4314
1718907;0.538;0.6451
1719004;0.6339;0.6405
1720002;0.565;0.6443
1720101;0.5222;0.5894
1720150;0.4184;0.6479
1720200;0.2251;0.243
1720259;0.3956;0.5457
1720309;0.7661;0.7665
1720499;0.4428;0.6213
1720655;0.7088;0.8013
1720804;0.5013;0.5329
1720853;0.5854;0.6349
1720903;0.6196;0.7061
1720937;0.6439;0.8005
1720978;0.425;0.532
1721000;0.9769;0.9711
1721109;0.5149;0.4387
1721208;0.8288;0.8099
1721257;0.3673;0.5909
1721307;0.5341;0.5079
1722081;0.5133;0.5344
1722107;0.7973;0.848
2100055;0.7265;0.7519
2100105;0.4818;0.5477
2100154;0.2831;0.2705
2100204;0.2661;0.2928
2100303;0.3917;0.5692
2100402;0.3265;0.2851
2100436;0.6446;0.7876
2100477;0.2621;0.3165
2100501;0.5935;0.6528
2100550;0.7326;0.7528
2100600;0.3457;0.3955
2100709;0.2608;0.2774
2100808;0.4476;0.514
2100832;0.5003;0.6125
2100873;0.4274;0.3848
2100907;0.2617;0.2834
2100956;0.384;0.3959
2101004;0.5861;0.6137
2101103;0.1185;0.4123
2101202;0.7777;0.7785
2101251;0.1799;0.2227
2101301;0.4925;0.5231
2101350;0.2438;0.269
2101400;0.8335;0.8712
2101509;0.5138;0.5795
2101608;0.5555;0.6235
2101707;0.333;0.4015
2101731;0.3482;0.5002
2101772;0.3499;0.4291
2101806;0.4221;0.5144
2101905;0.2613;0.3247
2101939;0.2951;0.3876
2101970;0.8198;0.7069
2102002;0.3517;0.4196
2102036;0.4815;0.4719
2102077;0.1672;0.2822
2102101;0.3873;0.3699
2102150;0.1981;0.5116
2102200;0.2982;0.3109
2102309;0.6941;0.743
2102325;0.5095;0.5486
2102358;0.2738;0.2804
2102374;0.3863;0.449
2102408;0.2965;0.3668
2102507;0.28;0.2336
2102556;0.7457;0.7944
2102606;0.5527;0.6437
2102705;0.4813;0.6338
2102754;0.3817;0.5244
2102804;0.5986;0.6777
2102903;0.7045;0.7373
2103000;0.7405;0.7641
2103109;0.2018;0.2328
2103125;0.4603;0.5181
2103158;0.5528;0.5628
2103174;0.2149;0.3134
2103208;0.6071;0.721
2103257;0.3912;0.4412
2103307;0.6756;0.6866
2103406;0.8231;0.8284
2103505;0.5815;0.6536
2103554;0.4875;0.4758
2103604;0.6002;0.6976
2103703;0.6361;0.682
2103752;0.8335;0.8337
2103802;0.6393;0.6729
2103901;0.4433;0.5015
2104008;0.4628;0.5438
2104057;0.6911;0.7194
2104073;0.1366;0.2371
2104081;0.1516;0.163
2104099;0.1588;0.3331
2104107;0.5243;0.6027
2104206;0.6254;0.6295
2104305;0.6207;0.6322
2104404;0.4483;0.4445
2104503;0.6437;0.6497
2104552;0.3551;0.4377
2104602;0.2902;0.2933
2104628;0.6653;0.707
2104651;0.2269;0.36
2104677;0.544;0.6277
2104701;0.4931;0.4743
2104800;0.5622;0.5965
2104909;0.416;0.5719
2105005;0.2934;0.4012
2105104;0.2919;0.3108
2105153;0.3975;0.4946
2105203;0.6193;0.6036
2105302;0.9484;0.9476
2105351;0.0843;0.3005
2105401;0.6467;0.5582
2105427;0.7524;0.7095
2105450;0.4077;0.4387
2105476;0.2151;0.1631
2105500;0.6223;0.7525
2105609;0.3023;0.3862
2105658;0.469;0.7012
2105708;0.5952;0.652
2105807;0.2888;0.3647
2105906;0.3615;0.3278
2105922;0.2853;0.4073
2105948;0.5306;0.6221
2105963;0.3379;0.5229
2105989;0.346;0.4614
2106003;0.5701;0.5947
2106102;0.4828;0.5584
2106201;0.8199;0.8453
2106300;0.4822;0.5096
2106326;0.8537;0.8264
2106359;0.1012;0.1438
2106375;0.6056;0.6413
2106409;0.4437;0.4708
2106508;0.3591;0.4059
2106607;0.3586;0.4396
2106631;0.2924;0.3392
2106672;0.2717;0.2168
2106706;0.3513;0.4583
2106755;0.8442;0.7991
2106805;0.6007;0.6352
2106904;0.3457;0.3705
2107001;0.4663;0.5446
2107100;0.3389;0.3779
2107209;0.4057;0.3561
2107258;0.4193;0.4524
2107308;0.5716;0.6266
2107357;0.6001;0.6199
2107407;0.5871;0.5157
2107456;0.3372;0.4538
2107506;0.0156;0.7497
2107605;0.1858;0.1843
2107704;0.7184;0.7833
2107803;0.339;0.3912
2107902;0.4732;0.5958
2108009;0.5925;0.6812
2108058;0.2961;0.3205
2108108;0.4472;0.5391
2108207;0.7967;0.8349
2108256;0.1636;0.2591
2108306;0.4166;0.4842
2108405;0.2412;0.2657
2108454;0.3765;0.3656
2108504;0.761;0.7196
2108603;0.5613;0.5948
2108702;0.4556;0.5659
2108801;0.5651;0.6413
2108900;0.4408;0.4251
2109007;0.7493;0.7834
2109056;0.3984;0.3998
2109106;0.6956;0.7154
2109205;0.2539;0.357
2109239;0.6601;0.6125
2109270;0.2363;0.2498
2109304;0.3571;0.4275
2109403;0.3411;0.3074
2109452;0.6654;0.6334
2109502;0.4611;0.505
2109551;0.4229;0.5025
2109601;0.6465;0.5875
2109700;0.4362;0.5169
2109759;0.3478;0.3247
2109809;0.4895;0.5006
2109908;0.9226;0.9471
2110005;0.307;0.3483
2110039;0.5323;0.556
2110104;0.4085;0.4844
2110203;0.3879;0.4608
2110237;0.1224;0.158
2110278;0.2887;0.2627
2110302;0.3744;0.4012
2110401;0.5579;0.6208
2110500;0.5267;0.5771
2110609;0.3857;0.4457
2110658;0.6486;0.7104
2110708;0.4835;0.5152
2110807;0.2494;0.3462
2110856;0.5428;0.4713
2110906;0.2493;0.3379
2111003;0.1876;0.2683
2111029;0.2338;0.5137
2111052;0.3694;0.4879
2111078;0.2994;0.3855
2111102;0.8117;0.8251
2111201;0.2537;0.2313
2111250;0.365;0.401
2111300;0.9627;0.9445
2111409;0.3391;0.3918
2111508;0.745;0.7345
2111532;0.8657;0.8906
2111573;0.4205;0.5507
2111607;0.6537;0.7172
2111631;0.2228;0.2842
2111672;0.5598;0.4776
2111706;0.2161;0.2603
2111722;0.2092;0.3031
2111748;0.5768;0.601
2111763;0.4904;0.4856
2111789;0.32;0.3864
2111805;0.2811;0.3023
2111904;0.3692;0.4734
2111953;0.4976;0.6204
2112001;0.4746;0.5962
2112100;0.5285;0.624
2112209;0.8718;0.8692
2112233;0.8736;0.8532
2112274;0.3707;0.4882
2112308;0.4638;0.4575
2112407;0.2713;0.3221
2112456;0.4021;0.4532
2112506;0.3072;0.3539
2112605;0.6196;0.707
2112704;0.4932;0.5401
2112803;0.5204;0.5438
2112852;0.4635;0.5497
2112902;0.4504;0.4745
2113009;0.495;0.511
2114007;0.6304;0.6152
2200053;0.1311;0.1335
2200103;0.7382;0.7066
2200202;0.9007;0.8838
2200251;0.2836;0.3636
2200277;0.5648;0.5506
2200301;0.467;0.492
2200400;0.6697;0.7055
2200459;0.3512;0.3661
2200509;0.5281;0.5119
2200608;0.7462;0.7815
2200707;0.4672;0.4949
2200806;0.672;0.7318
2200905;0.5263;0.5935
2200954;0.0;0.0975
2201002;0.5083;0.519
2201051;0.4085;0.4502
2201101;0.5317;0.6067
2201150;0.47;0.6169
2201176;0.3932;0.5275
2201200;0.46;0.4933
2201309;0.5107;0.5798
2201408;0.741;0.7248
2201507;0.3287;0.3727
2201556;0.2558;0.329
2201572;0.3619;0.4881
2201606;0.5369;0.6317
2201705;0.6912;0.7321
2201739;0.1191;0.279
2201770;0.1979;0.2421
2201804;0.3548;0.3996
2201903;0.6883;0.7788
2201919;0.2629;0.3118
2201929;0.2375;0.3032
2201945;0.3372;0.4305
2201960;0.3972;0.4372
2201988;0.2995;0.3704
2202000;0.5018;0.5397
2202026;0.2533;0.3036
2202059;0.1635;0.1669
2202075;0.3247;0.3326
2202083;0.3595;0.3768
2202091;0.2392;0.2931
2202109;0.3003;0.3341
2202117;0.0921;0.2608
2202133;0.2417;0.2806
2202174;0.1818;0.2102
2202208;0.7403;0.742
2202251;0.4507;0.4433
2202307;0.5527;0.5559
2202406;0.5621;0.5795
2202455;0.1043;0.2996
2202505;0.3748;0.3944
2202539;0.132;0.1759
2202554;0.2686;0.3272
2202604;0.504;0.626
2202653;0.1828;0.1917
2202703;0.4409;0.4617
2202711;0.5259;0.5894
2202729;0.2588;0.3198
2202737;0.2495;0.3078
2202752;0.7753;0.8035
2202778;0.3655;0.3557
2202802;0.5292;0.528
2202851;0.2294;0.3283
2202901;0.5404;0.6177
2203008;0.3556;0.3761
2203107;0.6657;0.7276
2203206;0.5534;0.6583
2203230;0.1656;0.1964
2203255;0.2189;0.3182
2203271;0.2488;0.2832
2203305;0.821;0.8189
2203354;0.3058;0.3549
2203404;0.5601;0.5438
2203420;0.2218;0.2247
2203453;0.0961;0.2183
2203503;0.6754;0.6976
2203602;0.6688;0.8191
2203701;0.6086;0.6132
2203750;0.191;0.2633
2203800;0.401;0.4551
2203859;0.2425;0.3469
2203909;0.8552;0.8662
2204006;0.5942;0.6256
2204105;0.4536;0.4811
2204154;0.2734;0.4026
2204204;0.4762;0.4631
2204303;0.5739;0.6556
2204352;0.1752;0.2221
2204402;0.442;0.5759
2204501;0.9309;0.9585
2204550;0.1865;0.2897
2204600;0.7953;0.8215
2204659;0.8245;0.8352
2204709;0.4585;0.4903
2204808;0.5841;0.6161
2204907;0.2211;0.2269
2205003;0.2478;0.2277
2205102;0.4953;0.5571
2205151;0.1496;0.179
2205201;0.465;0.4717
2205250;0.293;0.2745
2205276;0.1523;0.1907
2205300;0.5745;0.5624
2205359;0.1498;0.2368
2205409;0.2807;0.308
2205458;0.2732;0.3288
2205508;0.5512;0.5825
2205516;0.2145;0.3109
2205524;0.1924;0.3011
2205532;0.1231;0.1917
2205540;0.463;0.5956
2205557;0.3412;0.3799
2205565;0.1892;0.2198
2205573;0.2906;0.3258
2205581;0.2692;0.4328
2205599;0.3842;0.3553
2205607;0.6931;0.7493
2205706;0.4246;0.4452
2205805;0.5596;0.5367
2205854;0.3757;0.4304
2205904;0.4982;0.6359
2205953;0.7685;0.8586
2206001;0.7137;0.8629
2206050;0.1288;0.1505
2206100;0.4328;0.4579
2206209;0.3219;0.3317
2206308;0.5467;0.6879
2206357;0.2332;0.2513
2206407;0.4731;0.5138
2206506;0.3888;0.4715
2206605;0.2612;0.2882
2206654;0.1591;0.3451
2206670;0.2879;0.3536
2206696;0.1572;0.1996
2206704;0.4268;0.4785
2206720;0.0;0.2048
2206753;0.2799;0.2992
2206803;0.375;0.45
2206902;0.493;0.5048
2206951;0.0973;0.281
2207009;0.5789;0.6172
2207108;0.4131;0.4052
2207207;0.3557;0.3533
2207306;0.5554;0.5854
2207355;0.4095;0.424
2207405;0.272;0.3533
2207504;0.3605;0.3887
2207553;0.1135;0.1343
2207603;0.4336;0.5196
2207702;0.9449;0.9436
2207751;0.5516;0.546
2207777;0.213;0.2767
2207793;0.0;0.148
2207801;0.5408;0.5386
2207850;0.4113;0.4895
2207900;0.5778;0.6045
2207934;0.2238;0.3403
2207959;0.0969;0.1681
2208007;0.7618;0.7942
2208106;0.3672;0.4087
2208205;0.2592;0.2994
2208304;0.7214;0.6985
2208403;0.7238;0.7203
2208502;0.6332;0.6307
2208551;0.4961;0.7042
2208601;0.7668;0.8272
2208650;0.0875;0.1352
2208700;0.6013;0.6351
2208809;0.7579;0.7863
2208858;0.3763;0.5239
2208874;0.1348;0.2416
2208908;0.5225;0.65
2209005;0.647;0.6526
2209104;0.6672;0.6748
2209153;0.521;0.5606
2209203;0.418;0.5814
2209302;0.54;0.5639
2209351;0.3815;0.3943
2209377;0.6609;0.7098
2209401;0.6527;0.6526
2209450;0.3316;0.3919
2209500;0.5524;0.6297
2209559;0.223;0.2367
2209609;0.5187;0.5347
2209658;0.1852;0.2567
2209708;0.2812;0.3149
2209757;0.376;0.4315
2209807;0.7687;0.6958
2209856;0.2936;0.2774
2209872;0.3301;0.4051
2209906;0.4739;0.5599
2209955;0.2411;0.2986
2209971;0.4053;0.5045
2210003;0.6425;0.6891
2210052;0.4497;0.5264
2210102;0.4944;0.5105
2210201;0.283;0.2927
2210300;0.3744;0.4102
2210359;0.1617;0.2514
2210375;0.2387;0.3178
2210383;0.6143;0.6436
2210391;0.3119;0.3646
2210409;0.3506;0.3681
2210508;0.5678;0.6009
2210607;0.6397;0.6578
2210623;0.1028;0.3124
2210631;0.3671;0.467
2210656;0.2549;0.3302
2210706;0.3335;0.4012
2210805;0.6085;0.5931
2210904;0.3245;0.3605
2210938;0.2362;0.254
2210953;0.4285;0.5492
2210979;0.4689;0.4729
2211001;0.947;0.9427
2211100;0.4042;0.4915
2211209;0.6532;0.7695
2211308;0.7095;0.7772
2211357;0.1824;0.2335
2211407;0.5915;0.5952
2211506;0.2016;0.3235
2211605;0.1721;0.2467
2211704;0.2449;0.2724
2300101;0.3826;0.4337
2300150;0.5434;0.5204
2300200;0.502;0.4907
2300309;0.4716;0.4931
2300408;0.2188;0.2438
2300507;0.2893;0.3201
2300606;0.6659;0.723
2300705;0.3538;0.4915
2300754;0.365;0.4065
2300804;0.6804;0.7158
2300903;0.4348;0.4145
2301000;0.9043;0.9237
2301109;0.6403;0.6367
2301208;0.5072;0.541
2301257;0.4072;0.4676
2301307;0.5177;0.6156
2301406;0.1745;0.3269
2301505;0.2847;0.5071
2301604;0.4515;0.5325
2301703;0.3999;0.4814
2301802;0.4516;0.5483
2301851;0.4713;0.5055
2301901;0.6521;0.6873
2301950;0.3745;0.4152
2302008;0.5431;0.6117
2302057;0.6534;0.6749
2302107;0.6981;0.7334
2302206;0.4652;0.4383
2302305;0.4085;0.4209
2302404;0.4139;0.5068
2302503;0.5893;0.6208
2302602;0.7337;0.7423
2302701;0.6702;0.7199
2302800;0.5686;0.6294
2302909;0.3318;0.3641
2303006;0.5371;0.5756
2303105;0.2932;0.4524
2303204;0.4126;0.5316
2303303;0.3887;0.4476
2303402;0.4547;0.4753
2303501;0.8306;0.849
2303600;0.4158;0.4656
2303659;0.4381;0.5421
2303709;0.9026;0.8918
2303808;0.5611;0.6181
2303907;0.6986;0.7268
2303931;0.2374;0.2952
2303956;0.5062;0.6041
2304004;0.5637;0.6479
2304103;0.6707;0.723
2304202;0.8019;0.8311
2304236;0.4543;0.5295
2304251;0.4155;0.4257
2304269;0.3245;0.4544
2304277;0.3589;0.5056
2304285;1.0;1.0
2304301;0.4295;0.4667
2304350;0.6644;0.7102
2304400;1.0;1.0
2304459;0.7136;0.6484
2304509;0.5459;0.5878
2304608;0.476;0.5867
2304657;0.3266;0.3864
2304707;0.4654;0.4918
2304806;0.2331;0.296
2304905;0.6393;0.6918
2304954;0.7851;0.7836
2305001;0.4232;0.4607
2305100;0.4078;0.5992
2305209;0.5157;0.572
2305233;0.8323;0.925
2305266;0.268;0.3441
2305308;0.3715;0.4512
2305332;0.465;0.5066
2305357;0.2904;0.3146
2305407;0.4166;0.4654
2305506;0.7284;0.7734
2305605;0.4063;0.4486
2305654;0.2848;0.3646
2305704;0.5372;0.594
2305803;0.5733;0.6348
2305902;0.4128;0.4849
2306009;0.6293;0.7156
2306108;0.5559;0.6425
2306207;0.5581;0.5849
2306256;0.9086;0.993
2306306;0.6682;0.703
2306405;0.5137;0.5765
2306504;0.4721;0.4735
2306553;0.3263;0.4253
2306603;0.388;0.504
2306702;0.4047;0.4741
2306801;0.4054;0.6935
2306900;0.6004;0.6762
2307007;0.5576;0.5936
2307106;0.2786;0.337
2307205;0.4151;0.586
2307254;0.2841;0.3268
2307304;0.9533;0.9607
2307403;0.5239;0.5944
2307502;0.5362;0.5832
2307601;0.5686;0.5773
2307635;0.3673;0.4929
2307650;0.9969;0.9932
2307700;0.7405;0.76
2307809;0.5721;0.6248
2307908;0.7541;0.7839
2308005;0.6483;0.6815
2308104;0.4264;0.5263
2308203;0.4963;0.5419
2308302;0.4188;0.4787
2308351;0.3879;0.4561
2308377;0.418;0.5349
2308401;0.3923;0.4499
2308500;0.3895;0.4408
2308609;0.4786;0.5604
2308708;0.5259;0.5704
2308807;0.4757;0.4466
2308906;0.4321;0.4643
2309003;0.5484;0.6429
2309102;0.4176;0.3655
2309201;0.5294;0.6801
