;AP;num_employees_clt;num_firms
1055;3301702999005;1913;504
1056;3301702999006;1649;291
1057;3301702999007;5760;858
1058;3301702999008;11665;1955
1059;3301702999009;7112;289
1060;3301702999010;988;201
1061;3301702999011;3440;532
1062;3301702999012;429;182
1063;3301702999013;1920;91
1064;3301702999014;264;136
1065;3301702999015;334;178
1066;3301702999016;207;149
1067;3301702999017;558;153
1068;3301702999018;1106;231
1069;3301702999019;858;202
1070;3301702999020;332;166
1071;3301702999021;603;244
1072;3301702999022;1568;373
1073;3301702999023;590;232
1074;3301702999024;4376;386
1075;3301702999025;1407;414
1076;3301702999026;1365;154
1077;3301702999027;406;157
1078;3301702999028;853;256
1079;3301702999029;5637;817
1080;3301702999030;3945;328
1081;3301702999031;1450;294
1082;3301702999032;712;226
1083;3301702999033;1080;226
1084;3301702999034;1240;219
1085;3301702999035;4865;603
1086;3301702999036;1973;287
1087;3301702999037;1201;136
1088;3301702999038;6945;456
1089;3301702999039;3329;479
1090;3301702999040;1537;276
1091;3301702999041;209;121
1092;3301702999042;792;256
1093;3301702999043;1112;325
1094;3301702999044;412;177
1095;3301702999045;3183;243
1096;3301702999046;148;93
1097;3301702999047;449;131
1098;3301702999048;11563;483
1099;3301702999049;473;216
1100;3301702999050;2220;453
1101;3301850001001;3491;1711
1102;3301900001001;2430;558
1103;3301900001002;730;118
1104;3301900001003;25462;1937
1105;3301900001004;4618;341
1106;3301900001005;2253;200
1107;3301900001006;2156;330
1108;3301900001007;2013;397
1109;3301900001008;205;86
1110;3301900001009;462;119
1111;3302007001001;12444;385
1112;3302007001002;2887;560
1113;3302007001003;9150;1333
1114;3302007001004;4762;686
1115;3302270001001;1328;217
1116;3302270001002;270;121
1117;3302270001003;841;335
1118;3302270001004;517;164
1119;3302502001001;1679;326
1120;3302502001002;7885;1969
1121;3302502001003;883;233
1122;3302502001004;6710;1409
1123;3302502001005;587;222
1124;3302502001006;1475;322
1125;3302502001007;188;42
1126;3302502001008;362;130
1127;3302502001009;295;114
1128;3302502001010;231;103
1129;3302502001011;597;283
1130;3302601001001;7808;947
1131;3302700001001;3106;729
1132;3302700001002;2563;1011
1133;3302700001003;777;397
1134;3302700001004;3178;759
1135;3302700001005;432;212
1136;3303203001001;1236;326
1137;3303203001002;3642;447
1138;3303203001003;7592;1306
1139;3303203001004;1314;371
1140;3303203001005;520;224
1141;3303203002001;1285;327
1142;3303203002002;368;194
1143;3303203002003;504;190
1144;3303302999001;6806;1275
1145;3303302999002;4000;841
1146;3303302999003;4010;658
1147;3303302999004;1811;317
1148;3303302999005;3350;709
1149;3303302999006;2683;590
1150;3303302999007;17706;3321
1151;3303302999008;6541;1166
1152;3303302999009;3671;466
1153;3303302999010;7316;1272
1154;3303302999011;343;127
1155;3303302999012;1995;407
1156;3303302999013;2929;389
1157;3303302999014;6246;1131
1158;3303302999015;1297;257
1159;3303302999016;3960;467
1160;3303302999017;62664;7341
1161;3303302999018;5066;827
1162;3303302999019;18832;1375
1163;3303500999001;3395;416
1164;3303500999002;4385;576
1165;3303500999003;2262;279
1166;3303500999004;1229;214
1167;3303500999005;5461;414
1168;3303500999006;782;155
1169;3303500999007;23569;4088
1170;3303500999008;1752;392
1171;3303500999009;3448;475
1172;3303500999010;6774;624
1173;3303500999011;1044;201
1174;3303500999012;822;247
1175;3303500999013;531;131
1176;3303500999014;1083;205
1177;3303500999015;721;182
1178;3303500999016;1849;235
1179;3303500999017;1311;142
1180;3303500999018;1122;249
1181;3303500999019;758;258
1182;3303500999020;356;177
1183;3303500999021;3436;714
1184;3303500999022;746;243
1185;3303500999023;8651;858
1186;3303500999024;1676;330
1187;3303500999025;243;141
1188;3303500999026;1190;161
1189;3303500999027;1053;308
1190;3303500999028;673;201
1191;3303500999029;707;214
1192;3303500999030;237;148
1193;3303500999031;1612;336
1194;3303500999032;270;110
1195;3303500999033;379;100
1196;3303500999034;865;230
1197;3303500999035;1081;305
1198;3303500999036;71;48
1199;3303500999037;195;84
1200;3303500999038;271;141
1201;3303500999039;386;150
1202;3303500999040;864;172
1203;3303500999041;1383;261
1204;3303500999042;367;183
1205;3303500999043;1031;280
1206;3303500999044;3888;336
1207;3303609001001;3729;1205
1208;3303906001001;1440;418
1209;3303906001002;3886;783
1210;3303906001003;4638;1031
1211;3303906001004;5484;739
1212;3303906001005;3275;502
1213;3303906001006;8564;1240
1214;3303906001007;631;265
1215;3303906001008;14238;2990
1216;3303906001009;1342;345
1217;3303906002001;3594;751
1218;3303906002002;2325;491
1219;3303906002003;3579;1238
1220;3303906501001;5017;1272
1221;3303906502001;7949;1426
1222;3303906503001;601;152
1223;3303955001001;2865;618
1224;3304003001001;4383;731
1225;3304144501001;3619;585
1226;3304144502001;17306;787
1227;3304144503001;3089;466
1228;3304557999001;1614;373
1229;3304557999002;9757;381
1230;3304557999003;3785;597
1231;3304557999004;1941;565
1232;3304557999005;8554;1303
1233;3304557999006;7801;892
1234;3304557999007;10388;1246
1235;3304557999008;2213;525
1236;3304557999009;1844;423
1237;3304557999010;1765;487
1238;3304557999011;4974;663
1239;3304557999012;8707;1379
1240;3304557999013;156425;20091
1241;3304557999014;2399;177
1242;3304557999015;17208;1482
1243;3304557999016;3355;788
1244;3304557999017;46209;2415
1245;3304557999018;28372;2951
1246;3304557999019;41882;3246
1247;3304557999020;14309;1772
1248;3304557999021;7838;924
1249;3304557999022;6555;1575
1250;3304557999023;5198;1278
1251;3304557999024;9311;408
1252;3304557999025;8753;1040
1253;3304557999026;6668;1318
1254;3304557999027;8095;1209
1255;3304557999028;9270;2204
1256;3304557999029;1147;224
1257;3304557999030;2242;585
1258;3304557999031;350154;37685
1259;3304557999032;55170;5808
1260;3304557999033;1420;400
1261;3304557999034;1908;603
1262;3304557999035;2841;429
1263;3304557999036;3101;281
1264;3304557999037;10090;902
1265;3304557999038;12747;2471
1266;3304557999039;5506;1532
1267;3304557999040;9982;2804
1268;3304557999041;13405;3126
1269;3304557999042;11719;2474
1270;3304557999043;8119;758
1271;3304557999044;9849;750
1272;3304557999045;7850;895
1273;3304557999046;16028;1142
1274;3304557999047;6220;1056
1275;3304557999048;1912;525
1276;3304557999049;3699;761
1277;3304557999050;1318;486
1278;3304557999051;4250;746
1279;3304557999052;20586;2856
1280;3304557999053;2582;602
1281;3304557999054;2281;385
1282;3304557999055;5014;790
1283;3304557999056;6689;750
1284;3304557999057;8940;964
1285;3304557999058;2804;357
1286;3304557999059;17636;1859
1287;3304557999060;10031;1162
1288;3304557999061;13007;1888
1289;3304557999062;671;346
1290;3304557999063;24791;3234
1291;3304557999064;22520;1590
1292;3304557999065;2060;426
1293;3304557999066;20759;849
1294;3304557999067;7760;1179
1295;3304557999068;6391;1027
1296;3304557999069;13169;1687
1297;3304557999070;10872;1820
1298;3304557999071;4309;789
1299;3304557999072;582;180
1300;3304557999073;6947;1219
1301;3304557999074;191;59
1302;3304557999075;8814;1071
1303;3304557999076;5043;493
1304;3304557999077;17970;4499
1305;3304557999078;9717;2226
1306;3304557999079;15032;1173
1307;3304557999080;4878;1008
1308;3304557999081;4696;1109
1309;3304557999082;3967;800
1310;3304557999083;33727;2453
1311;3304557999084;1656;325
1312;3304557999085;18457;1279
1313;3304557999086;4313;797
1314;3304557999087;12104;2050
1315;3304557999088;1184;415
1316;3304557999089;3072;1383
1317;3304557999090;5383;1462
1318;3304557999091;11268;2234
1319;3304557999092;24657;5549
1320;3304557999093;2968;693
1321;3304557999094;1952;776
1322;3304557999095;26815;3907
1323;3304557999096;4072;468
1324;3304557999097;22318;335
1325;3304557999098;2660;405
1326;3304557999099;17561;1362
1327;3304557999100;3909;834
1328;3304557999101;12124;1191
1329;3304557999102;1243;121
1330;3304557999103;7622;831
1331;3304557999104;7922;164
1332;3304557999105;2212;276
1333;3304557999106;3783;786
1334;3304557999107;18539;4024
1335;3304557999108;16911;1974
1336;3304557999109;6620;756
1337;3304557999110;7945;1089
1338;3304557999111;8760;1042
1339;3304557999112;5341;498
1340;3304557999113;1173;373
1341;3304557999114;22187;1423
1342;3304557999115;5126;944
1343;3304557999116;12679;1519
1344;3304557999117;4459;1137
1345;3304557999118;6212;1130
1346;3304557999119;21679;1947
1347;3304557999120;6469;1008
1348;3304557999121;3576;734
1349;3304557999122;4918;1376
1350;3304557999123;3567;781
1351;3304557999124;21216;1953
1352;3304557999125;4812;502
1353;3304557999126;2347;569
1354;3304557999127;633;153
1355;3304557999128;584;224
1356;3304557999129;1214;354
1357;3304557999130;3508;418
1358;3304557999131;727;236
1359;3304557999132;29900;6246
1360;3304557999133;3511;501
1361;3304557999134;2709;483
1362;3304557999135;1284;420
1363;3304557999136;27797;1616
1364;3304557999137;4488;1106
1365;3304557999138;1053;89
1366;3304557999139;5611;1361
1367;3304557999140;4471;487
1368;3304557999141;37922;1923
1369;3304557999142;1807;303
1370;3304557999143;6499;905
1371;3304557999144;1033;221
1372;3304557999145;3914;481
1373;3304557999146;5342;961
1374;3304557999147;5934;899
1375;3304557999148;6409;1126
1376;3304557999149;847;205
1377;3304557999150;5860;1327
1378;3304557999151;11091;372
1379;3304557999152;6238;700
1380;3304557999153;52649;3235
1381;3304557999154;7855;1013
1382;3304557999155;39406;4409
1383;3304557999156;2387;529
1384;3304557999157;12226;2324
1385;3304557999158;44204;3131
1386;3304557999159;22994;4149
1387;3304557999160;5396;1321
1388;3304557999161;3613;839
1389;3304557999162;1429;261
1390;3304557999163;1301;235
1391;3304557999164;2524;463
1392;3304557999165;6556;1275
1393;3304557999166;11100;757
1394;3304557999167;15174;3197
1395;3304557999168;1549;358
1396;3304557999169;5027;1113
1397;3304557999170;879;290
1398;3304904001001;964;348
1399;3304904001002;701;190
1400;3304904001003;905;311
1401;3304904001004;2627;110
1402;3304904001005;1727;353
1403;3304904001006;928;205
1404;3304904001007;1343;210
1405;3304904001008;9384;1279
1406;3304904001009;876;184
1407;3304904001010;10641;1745
1408;3304904001011;2803;287
1409;3304904001012;84;65
1410;3304904001013;4617;641
1411;3304904001014;6759;496
1412;3304904001015;6973;1142
1413;3304904001016;972;192
1414;3304904001017;431;92
1415;3304904001018;1189;156
1416;3304904002001;659;214
1417;3304904002002;2270;400
1418;3304904002003;1713;336
1419;3304904002004;385;141
1420;3304904002005;1141;192
1421;3304904002006;1938;289
1422;3304904002007;336;108
1423;3304904002008;2921;515
1424;3304904003001;1618;266
1425;3304904003002;755;279
1426;3304904003003;3460;499
1427;3304904003004;1862;390
1428;3304904003005;1753;208
1429;3304904003006;74;29
1430;3304904003007;3392;274
1431;3304904003008;557;204
1432;3304904003009;435;183
1433;3304904004001;3476;603
1434;3304904004002;2683;429
1435;3304904004003;1028;319
1436;3304904004004;3768;698
1437;3304904004005;2187;357
1438;3304904004006;747;133
1439;3304904004007;1240;349
1440;3304904004008;856;192
1441;3304904005001;1497;280
1442;3304904005002;1236;342
1443;3304904005003;195;91
1444;3304904005004;1011;362
1445;3305109999001;2344;279
1446;3305109999002;603;133
1447;3305109999003;1465;373
1448;3305109999004;331;112
1449;3305109999005;2524;569
1450;3305109999006;1804;429
1451;3305109999007;683;195
1452;3305109999008;3988;1027
1453;3305109999009;4895;309
1454;3305109999010;19679;2491
1455;3305109999011;7581;1206
1456;3305109999012;5675;878
1457;3305554001001;5959;944
1458;3305554001002;1095;143
1459;3306305999001;5244;562
1460;3306305999002;1043;342
1461;3306305999003;1285;358
1462;3306305999004;3377;296
1463;3306305999005;34378;3052
1464;3306305999006;905;334
1465;3306305999007;5211;709
1466;3306305999008;901;196
1467;3306305999009;2925;629
1468;3306305999010;4355;1138
1469;3306305999011;12000;1986
1470;3306305999012;788;194
1471;3501152001001;6961;414
1472;3501608001001;9274;1880
1473;3501608001002;7541;1031
1474;3501608001003;11398;1929
1475;3501608001004;12691;1933
1476;3501608001005;6203;1586
1477;3501608001006;1034;480
1478;3501608001007;15340;3361
1479;3501608001008;3443;1119
1480;3501608001009;9216;955
1481;3502754001001;7333;989
1482;3502903001001;4962;1415
1483;3503901001001;20474;2863
1484;3504107001001;35498;8193
1485;3504107001002;3121;246
1486;3504602001001;2765;1155
1487;3505708001001;10367;1048
1488;3505708001002;5820;858
1489;3505708001003;42857;4655
1490;3505708001004;130970;7274
1491;3505708001005;13945;825
1492;3505708004001;1369;811
1493;3505708004002;2786;619
1494;3505708501001;6756;1113
1495;3505708502001;15355;1318
1496;3506359001001;10534;2410
1497;3507001001001;17370;2798
1498;3507100001001;3394;793
1499;3508405001001;14200;1813
1500;3508504001001;11406;1996
1501;3508504001002;6096;643
1502;3508504001003;3478;192
1503;3509007001001;21542;2638
1504;3509205001001;38805;2703
1505;3509502001001;1091;444
1506;3509502001002;5253;873
1507;3509502001003;2903;1165
1508;3509502001004;5517;860
1509;3509502001005;14628;1963
1510;3509502001006;10947;2012
1511;3509502001007;366;194
1512;3509502001008;4793;740
1513;3509502001009;2841;638
1514;3509502001010;8587;1816
1515;3509502001011;8841;2089
1516;3509502001012;3140;1129
1517;3509502001013;7288;1938
1518;3509502001014;4712;892
1519;3509502001015;4274;535
1520;3509502001016;822;249
1521;3509502001017;375;295
1522;3509502001018;11996;2692
1523;3509502001019;9700;1954
1524;3509502001020;1215;662
1525;3509502001021;637;477
1526;3509502001022;4901;1186
1527;3509502001023;14861;3336
1528;3509502001024;20396;3928
1529;3509502001025;3889;697
1530;3509502001026;752;531
1531;3509502001027;325;305
1532;3509502001028;6797;1532
1533;3509502001029;5404;818
1534;3509502001030;12208;2380
1535;3509502001031;11775;646
1536;3509502001032;4864;545
1537;3509502001033;2704;337
1538;3509502001034;8025;1779
1539;3509502001035;8786;1406
1540;3509502001036;11196;1951
1541;3509502001037;9510;2103
1542;3509502001038;13037;1602
1543;3509502001039;27366;2351
1544;3509502001040;11228;2381
1545;3509502001041;1470;682
1546;3509502001042;2523;1019
1547;3509502001043;20651;4104
1548;3509502001044;23703;4051
1549;3509502001045;18681;1752
1550;3509502001046;1583;495
1551;3509502001047;10048;1249
1552;3509502001048;15467;981
1553;3509502001049;4432;1139
1554;3509601001001;11422;1941
1555;3510609001001;1438;548
1556;3510609001002;1961;438
1557;3510609001003;46;51
1558;3510609001004;600;167
1559;3510609001005;1077;400
1560;3510609001006;5122;789
1561;3510609001007;245;154
1562;3510609001008;1703;615
1563;3510609001009;1003;359
1564;3510609001010;2546;405
1565;3510609001011;20298;2480
1566;3510609003001;876;337
1567;3510609003002;768;320
1568;3510609003003;596;371
1569;3510609003004;551;392
1570;3510609501001;2468;731
1571;3511300001001;1978;790
1572;3512803001001;10293;3293
1573;3513009001001;21163;3585
1574;3513009001002;2427;866
1575;3513009001003;10287;910
1576;3513009001004;13661;1469
1577;3513009001005;24885;3102
1578;3513009501001;3085;853
1579;3513504001001;1441;144
1580;3513504001002;630;45
1581;3513504001003;5812;692
1582;3513504001004;946;408
1583;3513504001005;26922;1997
1584;3513801999001;1735;474
1585;3513801999002;9741;1512
1586;3513801999003;19712;2412
1587;3513801999004;13756;1015
1588;3513801999005;11466;976
1589;3513801999006;5895;495
1590;3513801999007;8497;718
1591;3513801999008;2436;352
1592;3513801999009;1529;579
1593;3513801999010;1434;489
1594;3513801999011;3689;551
1595;3513801999012;2300;219
1596;3513801999013;9344;378
1597;3513801999014;1303;313
1598;3513801999015;463;288
1599;3513801999016;1943;234
1600;3513801999017;8282;999
1601;3513801999018;1158;394
1602;3515004001001;430;262
1603;3515004001002;412;255
1604;3515004001003;226;168
1605;3515004001004;576;312
1606;3515004001005;1125;554
1607;3515004001006;581;267
1608;3515004001007;1005;423
1609;3515004001008;4832;354
1610;3515004001009;10900;1133
1611;3515004001010;7025;1332
1612;3515103001005;6523;1453
1613;3515103001099;420;182
1614;3515707001001;4150;306
1615;3515707001002;941;203
1616;3515707001003;217;136
1617;3515707001004;1906;288
1618;3515707001005;9210;1956
1619;3515707501001;591;239
1620;3515707502001;1030;163
1621;3516309001001;519;149
1622;3516309001002;206;168
1623;3516309001003;253;161
1624;3516309001004;3711;990
1625;3516309001005;485;202
1626;3516309001006;1390;361
1627;3516408001001;315;175
1628;3516408001002;977;214
1629;3516408001003;6366;1187
1630;3516408001004;2357;361
1631;3516408001005;2861;501
1632;3517505001001;2297;1190
1633;3518305001001;6452;1579
1634;3518701001001;4425;1053
1635;3518701001002;3236;546
1636;3518701001003;2425;505
1637;3518701001004;2806;531
1638;3518701001005;836;291
1639;3518701001006;4889;1652
1640;3518701001007;12229;2264
1641;3518701002001;764;370
1642;3518701002002;7595;623
1643;3518701002003;1694;384
1644;3518701002004;2998;729
1645;3518701002005;6321;796
1646;3518800999001;72443;9047
1647;3518800999002;5330;1170
1648;3518800999003;6488;710
1649;3518800999004;8203;337
1650;3518800999005;2595;756
1651;3518800999006;3160;1184
1652;3518800999007;1085;611
1653;3518800999008;577;400
1654;3518800999009;3496;473
1655;3518800999010;2896;805
1656;3518800999011;737;444
1657;3518800999012;2335;365
1658;3518800999013;1663;542
1659;3518800999014;1889;464
1660;3518800999015;1748;481
1661;3518800999016;2854;1109
1662;3518800999017;5674;1380
1663;3518800999018;1780;597
1664;3518800999019;6440;1193
1665;3518800999020;2122;665
1666;3518800999021;1421;545
1667;3518800999022;17217;1189
1668;3518800999023;17613;1318
1669;3518800999024;2086;674
1670;3518800999025;776;402
1671;3518800999026;1038;378
1672;3518800999027;345;255
1673;3518800999028;466;191
1674;3518800999029;2648;454
1675;3518800999030;7834;548
1676;3518800999031;1367;284
1677;3518800999032;928;381
1678;3518800999033;498;269
1679;3518800999034;13375;666
1680;3518800999035;14777;740
1681;3518800999036;799;245
1682;3518800999037;707;283
1683;3518800999038;334;185
1684;3518800999039;861;334
1685;3518800999040;6972;485
1686;3518800999041;7387;586
1687;3518800999042;1578;458
1688;3518800999043;1538;290
1689;3518800999044;2263;623
1690;3518800999045;1782;464
1691;3518800999046;6226;479
1692;3518800999047;7285;764
1693;3518800999048;4249;632
1694;3518800999049;19656;993
1695;3518800999050;22670;1477
1696;3518800999051;3232;409
1697;3518800999052;2855;503
1698;3518800999053;584;282
1699;3518800999054;2246;357
1700;3518800999055;1038;319
1701;3518800999056;507;198
1702;3518800999057;968;401
1703;3518800999058;2914;519
1704;3519071001001;6539;1209
1705;3519071001002;1631;727
1706;3519071001003;15808;1005
1707;3519071001004;1541;655
1708;3519071001005;262;209
1709;3519071001006;2044;258
1710;3519071001007;2883;874
1711;3519071001008;8996;1632
1712;3520509001001;3923;846
1713;3520509001002;874;414
1714;3520509001003;21393;4327
1715;3520509001004;3437;1008
1716;3520509001005;3973;930
1717;3520509001006;29054;3399
1718;3520509001007;2047;712
1719;3521002001001;6259;813
1720;3522109001001;4306;1407
1721;3522109001002;647;233
1722;3522109001003;3455;729
1723;3522109001004;1401;801
1724;3522208001001;5323;752
1725;3522208001002;5563;1026
1726;3522208001003;4950;806
1727;3522208001004;1305;348
1728;3522208001005;4903;455
1729;3522208001006;452;317
1730;3522505001001;820;182
1731;3522505001002;458;236
1732;3522505001003;24606;2551
1733;3522505001004;759;217
1734;3522505001005;465;208
1735;3522505001006;2427;374
1736;3522505001007;4006;404
1737;3523107001001;2725;449
1738;3523107001002;3395;324
1739;3523107001003;9140;1116
1740;3523107001004;877;354
1741;3523107001005;2196;252
1742;3523107001006;2339;435
1743;3523107001007;421;309
1744;3523107001008;1223;440
1745;3523107001009;2407;370
1746;3523107001010;924;373
1747;3523107001011;831;399
1748;3523107001012;11408;2158
1749;3523404001001;15323;3050
1750;3523404001002;4815;789
1751;3523404001003;17286;1912
1752;3523909001001;8990;1170
1753;3523909001002;7351;1181
1754;3523909001003;8488;1702
1755;3523909001004;2626;649
1756;3523909001005;16371;3743
1757;3523909001006;7287;640
1758;3523909001007;1001;482
1759;3524006001001;21329;2182
1760;3524402001001;714;326
1761;3524402001002;2545;652
1762;3524402001003;14108;3638
1763;3524402001004;11397;1529
1764;3524402001005;934;358
1765;3524402001006;4969;1065
1766;3524402001007;941;286
1767;3524402001008;5622;359
1768;3524402501001;4182;349
1769;3524709001001;28853;2757
1770;3525003001001;1730;255
1771;3525003001002;771;562
1772;3525003001003;8249;1833
1773;3525003001004;6940;562
1774;3525102001001;8537;2168
1775;3525904999001;713;551
1776;3525904999002;7165;1690
1777;3525904999003;3490;622
1778;3525904999004;2570;504
1779;3525904999005;7621;1869
1780;3525904999006;3007;292
1781;3525904999007;5266;876
1782;3525904999008;830;560
1783;3525904999009;2480;714
1784;3525904999010;2686;855
1785;3525904999011;29727;3899
1786;3525904999012;23418;2140
1787;3525904999013;16408;2094
1788;3525904999014;2964;742
1789;3525904999015;19025;1781
1790;3525904999016;1468;358
1791;3525904999017;35189;1369
1792;3525904999018;6243;1228
1793;3526209001001;5679;1563
1794;3527306001001;17445;1655
1795;3528403001001;9300;1616
1796;3528502001001;12438;3440
1797;3529401001001;848;214
1798;3529401001002;2533;584
1799;3529401001003;1049;361
1800;3529401001004;427;162
1801;3529401001005;21130;2723
1802;3529401001006;2244;844
1803;3529401001007;392;94
1804;3529401001008;746;451
1805;3529401001009;171;86
1806;3529401001010;1241;361
1807;3529401001011;1797;578
1808;3529401001012;520;160
1809;3529401001013;139;129
1810;3529401001014;1833;385
1811;3529401001015;3251;359
1812;3529401001016;22462;1430
1813;3530300001001;14347;3314
1814;3530607001001;719;455
1815;3530607001002;1491;429
1816;3530607001003;12691;1226
1817;3530607001004;1232;447
1818;3530607001005;627;242
1819;3530607001006;2168;604
1820;3530607001007;297;202
1821;3530607001008;19198;2980
1822;3530607001009;1991;435
1823;3530607001010;40564;6326
1824;3530607001011;3234;437
1825;3530607001012;351;70
1826;3530607001013;2627;667
1827;3530607001014;895;222
1828;3530607001015;7173;1006
1829;3531100001001;5617;1754
1830;3531803001001;10428;1857
1831;3532009001001;12106;896
1832;3532405001001;1998;679
1833;3533403001001;18587;2445
1834;3534401999001;1097;421
1835;3534401999002;1953;252
1836;3534401999003;497;406
1837;3534401999004;447;326
1838;3534401999005;1000;436
1839;3534401999006;311;281
1840;3534401999007;1229;599
1841;3534401999008;499;325
1842;3534401999009;941;327
1843;3534401999010;2144;596
1844;3534401999011;6847;767
1845;3534401999012;13276;767
1846;3534401999013;5275;1307
1847;3534401999014;34623;5104
1848;3534401999015;431;248
1849;3534401999016;1222;367
1850;3534401999017;843;398
1851;3534401999018;1733;307
1852;3534401999019;730;371
1853;3534401999020;938;499
1854;3534401999021;2343;1018
1855;3534401999022;1861;618
1856;3534401999023;11353;1173
1857;3534401999024;1451;363
1858;3534401999025;38996;4541
1859;3534401999026;2383;740
1860;3534401999027;4720;846
1861;3534401999028;7489;495
1862;3534401999029;396;359
1863;3534401999030;12082;482
1864;3534401999031;283;172
1865;3534401999032;161;170
1866;3536505001001;43858;4458
1867;3537107001001;12354;2594
1868;3538006001001;8563;2449
1869;3538006001002;5967;889
1870;3538006001003;10064;1860
1871;3538006501001;8082;766
1872;3538600001001;4140;1413
1873;3539103001001;2708;1564
1874;3539806001001;13004;2947
1875;3539806001002;1050;822
1876;3539806001003;8754;1395
1877;3539806001004;14257;5599
1878;3540606001001;11157;2733
1879;3541000001001;511;351
1880;3541000001002;1353;426
1881;3541000001003;1346;508
1882;3541000001004;4569;748
1883;3541000001005;8996;2404
1884;3541000001006;6168;2005
1885;3541000001007;8684;2450
1886;3541000002001;2532;1262
1887;3541000002002;763;421
1888;3543303001005;19410;3997
1889;3543303001099;2029;566
1890;3543402999001;18725;1831
1891;3543402999002;4785;1129
1892;3543402999003;6760;1882
1893;3543402999004;1002;396
1894;3543402999005;8159;1432
1895;3543402999006;9243;2052
1896;3543402999007;28215;5406
1897;3543402999008;23417;2603
1898;3543402999009;5343;1431
1899;3543402999010;3683;1125
1900;3543402999011;9323;1773
1901;3543402999012;2705;940
1902;3543402999013;1713;835
1903;3543402999014;907;677
1904;3543402999015;8503;2417
1905;3543402999016;1469;824
1906;3543402999017;34933;6574
1907;3543402999018;1479;736
1908;3543402999019;5351;1631
1909;3543402999020;3963;1139
1910;3543402999021;8386;2199
1911;3543402999022;1121;494
1912;3543402999023;1175;406
1913;3543402999024;1773;573
1914;3543402999025;14054;2679
1915;3543402999026;3914;896
1916;3544103001001;3066;933
1917;3545209001001;6417;943
1918;3545209001002;4146;624
1919;3545209001003;6560;1521
1920;3545209001004;7361;1294
1921;3545209001005;5318;891
1922;3545308001001;4951;1172
1923;3545803001001;19391;2221
1924;3545803001002;1475;609
1925;3545803001003;1001;501
1926;3545803001004;2036;678
1927;3545803001005;507;260
1928;3545803001006;767;445
1929;3545803001007;19864;2615
1930;3546801001001;10711;2076
1931;3547304001001;57273;19460
1932;3547809999001;8296;1038
1933;3547809999002;589;467
1934;3547809999003;1046;479
1935;3547809999004;1463;578
1936;3547809999005;2072;571
1937;3547809999006;1641;440
1938;3547809999007;3725;823
1939;3547809999008;1945;562
1940;3547809999009;3332;964
1941;3547809999010;3404;1006
1942;3547809999011;7224;1185
1943;3547809999012;760;309
1944;3547809999013;462;177
1945;3547809999014;835;337
1946;3547809999015;22730;1263
1947;3547809999016;9011;496
1948;3547809999017;20521;2838
1949;3547809999018;3034;610
1950;3547809999019;2368;845
1951;3547809999020;8168;1938
1952;3547809999021;41078;4553
1953;3547809999022;17295;2690
1954;3547809999023;6486;1213
1955;3547809999024;4657;991
1956;3547809999025;7629;1154
1957;3547809999026;2502;553
1958;3547809999027;3446;552
1959;3547809999028;326;224
1960;3547809999029;991;405
1961;3547809999030;1326;665
1962;3547809999031;1411;575
1963;3547809999032;381;278
1964;3547809999033;495;358
1965;3547809999034;386;333
1966;3547809999035;508;256
1967;3547809999036;697;288
1968;3547809999037;158;179
1969;3547809999038;105;63
1970;3547809999039;1168;484
1971;3547809999040;558;167
1972;3547809999041;1095;243
1973;3547809999042;404;144
1974;3547809999043;630;259
1975;3548500999001;20346;2490
1976;3548500999002;13916;1807
1977;3548500999003;1941;609
1978;3548500999004;538;246
1979;3548500999005;17057;2050
1980;3548500999006;5334;1507
1981;3548500999007;1478;596
1982;3548500999008;45131;5761
1983;3548500999009;330;116
1984;3548500999010;2068;288
1985;3548500999011;9512;472
1986;3548500999012;911;303
1987;3548500999013;2499;485
1988;3548500999014;18592;3563
1989;3548500999015;5691;1661
1990;3548500999016;6417;1893
1991;3548500999017;3070;799
1992;3548500999018;1649;615
1993;3548500999019;208;128
1994;3548500999020;1024;510
1995;3548500999021;5339;1222
1996;3548500999022;1651;335
1997;3548500999023;2951;685
1998;3548500999024;1021;473
1999;3548500999025;1800;987
2000;3548500999026;1368;566
2001;3548500999027;3053;965
2002;3548708999001;11708;502
2003;3548708999002;658;347
2004;3548708999003;2141;361
2005;3548708999004;1102;342
2006;3548708999005;2867;646
2007;3548708999006;3568;471
2008;3548708999007;14765;1628
2009;3548708999008;2311;610
2010;3548708999009;1445;321
2011;3548708999010;4298;798
2012;3548708999011;41191;4579
2013;3548708999012;4193;933
2014;3548708999013;22309;3696
2015;3548708999014;16108;2279
2016;3548708999015;11377;2203
2017;3548708999016;425;205
2018;3548708999017;1659;557
2019;3548708999018;3805;1034
2020;3548708999019;12941;1406
2021;3548708999020;1238;675
2022;3548708999021;8781;806
2023;3548708999022;1861;814
2024;3548708999023;1969;528
2025;3548708999024;8751;1295
2026;3548708999025;4922;970
2027;3548708999026;10232;1636
2028;3548708999027;26001;1435
2029;3548708999028;15965;1417
2030;3548708999029;7843;875
2031;3548708999030;7410;1317
2032;3548708999031;419;204
2033;3548708999032;1317;78
2034;3548708999033;515;169
2035;3548708999034;2526;185
2036;3548708999035;71;25
2037;3548708999036;4718;405
2038;3548708999037;2445;437
2039;3548807001001;11254;1385
2040;3548807001002;2558;994
2041;3548807001003;11060;1844
2042;3548807001004;52596;3873
2043;3548807001005;8103;1147
2044;3548807001006;5376;1570
2045;3548807001007;28019;3258
