codmun
1301159
1301852
1301902
1302504
1302603
1303205
1303536
1303569
1500800
1501402
1501501
1504422
1506351
1506500
1600303
1600600
2100204
2107506
2109452
2111201
2111300
2102358
2103752
2104552
2105302
2105500
2107001
2109551
2111763
2301901
2303204
2304202
2304301
2307106
2307304
2308401
2309201
2312106
2301000
2303501
2303709
2303956
2304285
2304400
2304954
2305233
2306256
2307650
2307700
2309607
2309706
2310852
2312403
2402600
2403608
2407104
2407807
2408102
2408201
2403251
2412005
2412203
2414803
2500403
2501203
2501302
2501575
2502151
2502508
2504009
2504355
2506004
2506103
2506251
2506806
2507200
2508307
2509206
2509339
2509503
2512002
2512408
2512507
2512754
2515104
2515807
2500601
2501807
2503001
2503209
2504603
2504900
2507507
2508604
2508901
2511202
2511905
2512903
2513703
2600054
2601052
2602902
2603454
2606804
2607604
2607208
2607752
2607901
2609402
2609600
2610707
2611606
2613701
2700300
2700805
2701506
2702009
2702355
2702553
2702603
2702900
2703106
2703700
2704005
2704104
2704203
2705903
2706307
2708204
2708808
2709004
2709103
2709202
2700508
2700607
2702207
2704302
2704708
2705200
2706448
2706901
2707701
2707909
2708907
2800308
2800605
2804805
2806701
2905701
2906501
2910057
2916104
2919207
2919926
2921005
2925204
2927408
2929206
2929503
2930709
2933208
3105004
3105400
3106200
3106408
3106705
3108107
3109006
3110004
3112505
3117876
3118601
3124104
3126000
3126406
3127206
3129806
3130101
3131000
3131901
3132206
3133709
3133808
3134608
3136652
3137601
3140159
3140704
3141108
3142304
3144805
3136603
3147105
3149309
3153608
3153905
3154606
3154804
3155306
3156700
3157203
3157807
3162922
3162955
3163102
3165537
3167202
3168309
3171204
3100500
3103009
3106309
3108800
3109253
3119401
3120003
3121803
3122504
3123858
3129301
3131158
3131307
3135001
3136108
3140308
3141702
3144359
3149952
3150539
3158953
3162609
3163409
3167707
3168705
3170578
3201308
3202207
3202405
3205002
3205101
3205200
3205309
3300456
3301702
3301850
3301900
3302007
3302270
3302502
3302700
3302858
3303203
3303302
3303500
3303609
3304144
3304557
3304904
3305109
3305554
3305752
3506359
3513504
3518701
3522109
3531100
3537602
3541000
3548500
3551009
3501608
3503802
3509502
3512803
3515152
3519055
3519071
3520509
3523404
3524709
3531803
3533403
3536505
3537107
3545803
3548005
3552403
3556206
3556701
3503901
3505708
3506607
3509007
3509205
3510609
3513009
3513801
3515004
3515103
3515707
3516309
3516408
3518305
3518800
3522208
3522505
3523107
3525003
3526209
3528502
3529401
3530607
3534401
3539103
3539806
3543303
3544103
3545001
3546801
3547304
3547809
3548708
3548807
3549953
3550308
3552502
3552809
3556453
4100202
4100301
4100400
4101804
4102307
4103107
4104006
4104204
4104253
4105201
4105805
4106209
4106902
4128633
4107652
4111258
4113205
4114302
4119152
4119509
4120804
4121208
4122206
4125506
4127601
4127882
4102802
4103701
4109807
4112702
4113700
4122404
4126504
4126678
4101150
4102109
4107306
4107900
4110003
4111100
4111605
4114104
4114203
4114807
4115200
4117503
4126256
4201406
4201950
4202073
4204251
4204608
4205191
4205456
4207007
4208708
4209607
4210407
4210803
4211207
4211256
4211603
4212254
4213807
4215653
4216404
4217600
4217709
4218103
4218350
4218806
4219002
4200507
4200556
4201653
4204103
4204202
4204400
4204756
4205308
4206652
4208005
4210555
4211405
4211454
4211876
4212106
4212908
4213153
4214201
4216008
4217303
4217501
4218855
4219507
4219606
4219705
4200606
4200705
4200903
4201109
4201208
4202305
4203709
4205407
4205704
4206009
4209805
4210209
4211504
4211900
4212304
4214300
4215703
4215901
4216305
4216602
4217253
4218004
4202008
4212809
4202453
4203204
4208203
4208302
4211306
4212502
4213500
4201000
4202438
4202503
4202602
4203402
4203253
4204178
4204558
4204806
4205555
4209300
4211751
4211892
4212056
4213302
4213351
4215059
4215505
4216057
4216503
4216800
4218905
4218954
4201307
4202057
4202107
4203303
4204509
4205803
4206504
4208104
4208450
4208906
4209102
4210100
4210605
4211108
4212205
4215000
4215802
4216206
4216354
4217402
4201505
4202800
4203956
4206108
4206207
4207205
4207304
4208807
4209409
4211702
4212403
4214904
4215455
4215604
4217006
4217105
4218400
4218707
4201257
4201703
4202206
4202404
4202701
4202909
4205159
4205902
4206306
4207106
4207502
4210001
4213203
4214706
4215109
4218202
4300604
4300877
4301107
4303103
4303905
4304606
4304689
4305355
4306403
4306767
4307609
4307708
4309050
4309209
4309308
4310801
4312401
4313060
4313375
4313409
4314050
4314803
4314902
4317608
4318408
4318705
4319901
4320008
4321204
4322004
4323002
5103403
5106109
5107800
5108402
5200050
5201405
5201801
5203302
5203559
5203609
5204557
5205208
5208400
5208707
5208806
5209200
5209705
5210000
5214507
5215009
5219738
5220454
5221197
5221403
2608750
2609808
2611101
2612604
2907202
2909901
2918407
2930774
2112209
2200400
2201606
2202737
2203255
2203305
2205508
2205557
2205581
2206308
2206407
2206720
2211001
2211100
3109303
3170404
5200100
5200175
5200258
5200308
5204003
5205497
5205513
5205802
5206206
5208004
5212501
5213053
5215231
5215603
5217302
5217609
5219753
5221858
5222203
5300108
