AREAP;num_employees_clt;num_firms
2515302003001;58;19
2515302003002;3191;251
2515401001001;579;7
2515500001001;782;66
2515609001001;305;10
2515708001001;171;4
2515807001001;609;9
2515906001001;357;15
2515930001001;447;9
2515971001001;450;17
2516003001001;1352;131
2516102001001;1107;86
2516151001001;293;6
2516201003001;4870;454
2516201003002;1702;254
2516201003003;756;54
2516300001001;8333533578;119
2516409001001;19;6
2516508001001;933;55
2516607001001;752;39
2516706001001;801;47
2516755001001;338;9
2516805001001;426;21
2516904001001;857;93
2517001001001;496;19
2517100001001;361;14
2517209001001;292;5
2517407001001;130;3
2600054003001;2884;163
2600054003002;153;32
2600054003003;226;33
2600054003004;5665;286
2600054003005;924;79
2600104003001;2808;339
2600104003002;15;5
2600203001001;1015;78
2600302001001;1259;78
2600401001001;1798;96
2600500003001;341;68
2600500003002;1522;54
2600609001001;733;28
2600708003001;2896;182
2600708003002;495;53
2600807001001;1124;66
2600906001001;1880;93
2601003001001;773;33
2601052001001;785;43
2601102003001;8791362926;427
2601102003002;3058;148
2601102003003;5;1
2601201003001;650;50
2601201003002;3994;598
2601201003003;2940;175
2601300001001;4430;51
2601409003001;1122;127
2601409003002;8196697746;190
2601508001001;595;26
2601607001001;2039;68
2601706003001;4122;293
2601706003002;3216;176
2601706003003;1514;75
2601805001001;712;19
2601904003001;1860;128
2601904003002;1030;188
2601904003003;5503;113
2602001003001;1777;71
2602001003002;7;1
2602100003001;1633;83
2602100003002;776;97
2602209003002;1948;120
2602308003001;1288;81
2602308003002;730;96
2602407001001;748;25
2602506001001;391;9
2602605003001;534;99
2602605003002;1926;18
2602704001001;812;51
2602803003001;616;104
2602803003002;96;3
2602902003001;376;51
2602902003002;504;49
2602902003003;413;54
2602902003004;8627;253
2602902003005;12125;266
2602902003006;3052;80
2602902003007;1481;110
2602902003008;6932;555
2603009001001;2078;167
2603108001001;1094;82
2603207001001;706;49
2603306001001;510;20
2603405001001;367;12
2603454003001;124;29
2603454003002;766;97
2603454003003;2164;261
2603454003004;102;16
2603454003005;203;50
2603454003006;8192528119;283
2603454003007;4227;171
2603504001001;815;66
2603603001001;5078;27
2603702001001;1258;85
2603801001001;1093;45
2603900001001;738;55
2603926001001;480;6
2604007003001;40;12
2604007003002;5304;481
2604007003003;3518;340
2604106003001;5779;669
2604106003002;5938;718
2604106003003;8137253797;2280
2604106003004;3;2
2604106003005;1100;40
2604106003006;9;2
2604106003007;606;91
2604106003008;8090;768
2604106003009;852;127
2604106003010;420;65
2604106003011;3603;282
2604106003012;10832;292
2604155001001;791;9
2604205003001;375;93
2604205003002;4067;44
2604304001001;471;20
2604403001001;664;33
2604502001001;1909;119
2604601001001;1445;116
2604700001001;931;49
2604809001001;3694;42
2604908002001;708;37
2604908002002;10;5
2605004001001;1409;129
2605103003001;2502;148
2605103003002;100;36
2605152001001;1112;66
2605202003001;4989;174
2605202003002;4823;241
2605301003001;1848;61
2605301003002;94;32
2605400001001;1056;96
2605459001001;1049;163
2605509001001;934;79
2605608001001;736;39
2605707001001;2765;102
2605806002001;660;17
2605806002002;6;3
2605905001001;1223;73
2606002003001;590;65
2606002003002;8405;907
2606002003003;3718;101
2606002003004;264;38
2606002003005;1422;209
2606002003006;1001;128
2606002003007;756;80
2606101003001;1313;98
2606200003002;10134;530
2606200003003;2073;179
2606309001001;401;8
2606408003001;1943;197
2606408003002;165;39
2606408003003;627;91
2606408003004;6013;597
2606507001001;825;35
2606606001001;1682;80
2606705001001;478;14
2606804003001;5500;170
2606804003002;6199;95
2606804003003;517;90
2606804003004;4326;147
2606804003005;1783;126
2606903001001;436;21
2607000001001;635;51
2607109001001;316;13
2607208003001;312;48
2607208003002;8135165448;769
2607208003003;2050;191
2607307001001;2388;92
2607406001001;411;12
2607505001001;1048;46
2607604001001;1365;131
2607653003001;38;6
2607653003002;3177;271
2607703001001;639;38
2607752001001;3447;90
2607802001001;2271;64
2607901005001;1455;189
2607901005002;4267;288
2607901005003;5985;597
2607901005004;1947;248
2607901005005;1744;221
2607901005006;894;152
2607901005007;937;115
2607901005008;5037;323
2607901005009;2303;196
2607901005010;6548;298
2607901005011;2423;128
2607901005012;13864;352
2607901005013;6315;473
2607901005014;14873;412
2607901005015;23473;744
2607901005016;2448;78
2607901005017;8132143307;53
2607950001001;777;29
2608008001001;957;43
2608057001001;1061;63
2608107003001;716;101
2608107003002;1223;48
2608206001001;4873;32
2608255001001;482;16
2608305001001;747;55
2608404001001;638;32
2608453001001;1170;88
2608503001001;6652;83
2608602001001;561;23
2608701001001;395;30
2608750001001;2523;129
2608800003001;716;88
2608800003002;2384;199
2608909003001;4592;551
2608909003002;296;66
2609006001001;1623;157
2609105001001;859;39
2609154001001;468;16
2609204001001;2848;37
2609303001001;707;41
2609402003001;603;68
2609402003002;5137;258
2609501003001;2210;165
2609501003002;1183;95
2609600005001;955;162
2609600005002;633;74
2609600005003;3794;188
2609600005004;688;62
2609600005005;5315;179
2609600005006;7948;172
2609600005007;1387;130
2609600005008;755;144
2609600005009;10579;284
2609600005010;18448;1068
2609600005011;2407;254
2609600005012;12982;294
2609600005013;4572;162
2609600005014;7529;121
2609600005015;2786;315
2609709001001;1610;75
2609808001001;551;30
2609907003001;92;11
2609907003002;3475;273
2610004003001;24409841636;505
2610004003002;8136611375;43
2610103001001;458;22
2610202001001;1674;49
2610301001001;562;20
2610400001001;1124;46
2610509003001;1178;106
2610608003001;3605;259
2610608003002;1827;15
2610707003001;2047;173
2610707003002;128;33
2610707003003;4869;201
2610707003004;8132749386;224
2610707003005;8186966208;131
2610707003006;3683;211
2610707003007;574;65
2610707003008;1444;90
2610707003009;4071;125
2610707003010;8133271739;168
2610707003011;1644;213
2610707003012;1034;109
2610707003013;935;72
2610806001001;889;51
2610905003001;17;1
2610905003002;4257;446
2610905003003;283;68
2611002003002;3243;195
2611101003001;1742;129
2611101003002;18724;1443
2611101003003;50;9
2611101003004;6061;516
2611101003005;416;83
2611101003006;326;45
2611101003007;8922;912
2611101003008;24;1
2611101003009;16;6
2611101003010;465;39
2611101003011;7771;284
2611101003012;465;107
2611101003013;1346;156
2611101003014;4651;536
2611200001001;767;42
2611309001001;1908;132
2611408001001;687;65
2611507001001;1219;56
2611533001001;407;5
2611606005001;16320938398;3277
2611606005002;8131073070;4448
2611606005003;23829;1396
2611606005004;3457;197
2611606005005;1469;207
2611606005006;1393;189
2611606005007;785;114
2611606005008;2191;75
2611606005009;50109;2269
2611606005010;14732;1025
2611606005011;8426;700
2611606005012;10912;576
2611606005013;663;129
2611606005014;1852;102
2611606005015;557;90
2611606005016;3750;138
2611606005017;3768;199
2611606005018;14796;1031
2611606005019;12450;674
2611606005020;9054;610
2611606005021;58470;303
2611606005022;8132761205;529
2611606005023;8131824991;615
2611606005024;2976;148
2611606005025;11290;737
2611606005026;6060;356
2611606005027;8132256671;494
2611606005028;2735;270
2611606005029;5701;303
2611606005030;6656;273
2611606005031;13069;954
2611606005032;27553;2154
2611606005033;36478;2311
2611606005034;10792;793
2611606005035;19045;954
2611606005036;14135;918
2611606005037;7395;466
2611606005038;3790;201
2611606005039;1441;183
2611606005040;268;51
2611705001001;1271;99
2611804003001;1;1
2611804003002;3262;247
2611903001001;7535;90
2612000001001;975;56
2612109001001;311;17
2612208003001;3948;311
2612208003002;10205;224
2612307001001;994;40
2612406001001;1152;78
2612455001001;669;27
2612471001001;449;24
2612505003001;906;118
2612505003002;1919;298
2612505003003;6349;638
2612505003004;1180;108
2612554001001;345;17
2612604003001;1883;135
2612604003002;25;8
2612703001001;523;21
2612802001001;633;30
2612901001001;727;32
2613008003001;972;43
2613008003002;2948;157
2613107003001;1610;97
2613107003002;634;41
2613206001001;989;44
2613305001001;1228;36
2613404001001;1316;116
2613503003001;2127;110
2613602003001;2213;223
2613602003002;2;2
2613701003001;826;68
2613701003002;290;29
2613701003003;190;15
2613701003004;2095;75
2613701003005;8133417502;249
2613800001001;1298;68
2613909003001;3;2
2613909003002;2381;186
2613909003003;6311;575
2614006001001;746;33
2614105003001;599;26
2614105003002;1641;142
2614204003001;7115;88
2614204003002;29;9
2614303001001;651;15
2614402001001;27;7
2614501003001;119;27
2614501003002;449;42
2614501003003;4394;479
2614600001001;1948;143
2614709001001;996;38
2614808001001;1050;35
2614857001001;4089;150
2615003001001;2049;126
2615102001001;302;9
2615201001001;401;22
2615300003001;286;29
2615300003002;10674;501
2615409003001;4415;479
2615409003002;569;96
2615508001001;689;41
2615607001001;2804;266
2615706001001;960;84
2615805001001;1063;23
2615904001001;134;43
2616001001001;906;63
2616100001001;541;15
2616183001001;748;19
2616209001001;1032;78
2616308001001;5544;152
2616407003001;1835;213
2616407003002;109;21
2616407003003;106;23
2616407003004;8135235893;277
2616407003005;5836;109
2616407003006;4351;414
2616506001001;1129;39
2700102001001;941;38
2700201001001;1234;73
2700300004001;253;46
2700300004002;702;131
2700300004003;8656;1030
2700300004004;1286;173
2700300004005;5499;179
2700300004006;1924;198
2700300004007;1789;186
2700300004008;1861;69
2700300004009;435;38
2700300004010;125;9
2700300004011;2981;171
2700300004012;1226;87
2700409003001;6216;152
2700409003002;222;29
2700508001001;980;48
2700607001001;1089;84
2700706001001;990;65
2700805001001;454;13
2700904001001;333;8
2701001001001;5252;130
2701100001001;582;26
2701209001001;95;22
2701308001001;3256;74
2701357001001;626;22
2701407003001;5121;84
2701407003002;89;23
2701506001001;68;26
2701605001001;457;19
2701704001001;1391;136
2701803001001;398;12
2701902001001;508;25
2702009001001;570;26
2702108001001;5425;59
2702207001001;464;17
2702306003001;16863;411
2702306003002;89;15
2702355001001;893;44
2702405003001;116;48
2702405003002;4539;338
2702504001001;553;17
2702553001001;473;17
2702603001001;772;36
2702702001001;531;16
2702801001001;981;49
2702900003002;1342;57
2703007001001;811;46
2703106001001;916;40
2703205001001;3660;66
2703304001001;56;22
2703403001001;270;9
2703502001001;681;29
2703601001001;576;45
2703700001001;402;11
2703759001001;5138;41
2703809001001;1083;77
2703908001001;55;19
2704005001001;2043;132
2704104001001;894;46
2704203001001;1145;49
2704302004001;6595;435
2704302004002;2652;242
2704302004003;18051;912
2704302004004;688;96
2704302004005;306;54
2704302004006;1732;97
2704302004007;16602;1024
2704302004008;1030;119
2704302004009;831;119
2704302004010;19369;982
2704302004011;14728;1011
2704302004012;4233;313
2704302004013;2848;258
2704302004014;4261;341
2704302004015;4152;221
2704302004016;91022;3083
2704302004017;18959;1032
2704302004018;4288;370
2704302004019;2869;179
2704302004020;3006;245
2704302004021;2250;235
2704302004022;10889;752
2704401001001;825;51
2704500001001;2902;200
2704609001001;407;19
2704708003001;8362;298
2704708003002;1001;66
2704807001001;728;55
2704906001001;384;8
2705002001001;850;47
2705101001001;3883;130
2705200001001;887;78
2705309001001;342;10
2705408001001;464;7
2705507001001;2166;146
2705606001001;1867;62
2705705001001;1318;94
2705804001001;627;16
2705903001001;251;6
2706000001001;583;16
2706109001001;450;22
2706208001001;299;5
2706307003001;174;27
2706307003002;1124;59
2706307003003;5094;448
2706406001001;1138;67
2706422001001;513;18
2706448001001;1108;85
2706505001001;934;61
2706604001001;433;25
2706703003001;676;103
2706703003002;7067;408
2706802001001;732;37
2706901003001;499;40
2706901003002;3031;188
2707008001001;401;14
2707107001001;1449;79
2707206001001;487;13
2707305001001;5815;183
2707404001001;698;26
2707503001001;1007;48
2707602001001;745;27
2707701003001;986;64
2707701003002;2970;97
2707701003003;6318;282
2707800001001;500;12
2707909001001;744;33
2708006003002;3220;242
2708105001001;559;25
2708204001001;430;10
2708303001001;5209;99
2708402001001;1410;36
2708501001001;8712;142
2708600003001;2598;32
2708600003002;9676;415
2708709001001;733;40
2708808003001;1852;152
2708907001001;6179;68
2708956001001;588;9
2709004001001;289;12
2709103001001;889;54
2709152003001;5453;169
2709152003002;158;34
2709202001001;851;22
2709301003001;3797;327
2709301003002;3121;38
2709301003003;356;65
2709400001001;1790;144
2800100001001;43;14
2800209001001;1413;107
2800308005001;7932138102;301
2800308005002;1004;64
2800308005003;1467;140
2800308005004;6303;338
2800308005005;11730;843
2800308005006;28811;402
2800308005007;36123;2612
2800308005008;8677;421
2800308005009;20309;931
2800308005010;7932199697;2868
2800308005011;4527;274
2800308005012;6837;483
2800308005013;726;65
2800308005014;4596;382
2800308005015;579;60
2800308005016;13245;541
2800407001001;1110;56
2800506001001;837;52
2800605001001;2730;144
2800670001001;1885;213
2800704001001;394;14
2801009001001;1648;181
2801108001001;355;16
2801207001001;2249;118
2801306003001;4960;153
2801405001001;2286;164
2801504001001;4396;129
2801603001001;385;30
2801702001001;968;88
2801900001001;323;35
2802007001001;846;37
2802106003001;375;25
2802106003002;5367;435
2802106003003;2974;185
2802205001001;401;31
2802304001001;3504;142
2802403001001;605;24
2802502001001;39;14
2802601001001;489;21
2802700001001;564;16
2802809001001;994;63
2802908003001;7999694657;246
2802908003002;883;114
2802908003003;3139;424
2802908003004;4290;373
2803005003001;336;67
2803005003002;2811;126
2803104001001;7932225380;14
2803203003001;2727;44
2803203003002;3398;190
2803302001001;2842;94
2803401001001;1609;48
2803500003002;1202;129
2803500003003;1578;108
2803500003004;1475;244
2803500003005;5200;333
2803609001001;5428;151
2803708001001;507;41
2803807001001;493;23
2803906001001;1193;34
2804003001001;2682;88
2804102001001;501;42
2804201001001;668;28
2804300001001;976;57
2804409001001;2089;122
2804458001001;653;36
2804508003001;3054;233
2804607001001;4240;203
2804706001001;291;26
2804805003001;78;10
2804805003002;62;9
2804805003003;82;12
2804805003004;121;10
2804805003005;442;70
2804805003006;1677;132
2804805003007;4993;213
2804805003008;7753;344
2804904001001;881;34
2805000001001;323;18
2805109001001;372;30
2805208001001;331;34
2805307001001;695;37
2805406001001;1398;37
2805505001001;1256;99
2805604001001;1493;65
2805703001001;3760;302
2805802001001;1683;58
2805901001001;1212;46
2806008001001;2105;110
2806107001001;2083;64
2806206001001;1473;124
2806305001001;918;50
2806404001001;574;22
2806503001001;360;20
2806602001001;901;59
2806701003001;418;65
2806701003002;1393;120
2806701003003;7655;333
2806701003004;2345;68
2806800001001;736;44
2806909001001;318;20
2807006001001;430;21
2807105003001;118;19
2807105003002;3679;219
2807204001001;786;41
2807303001001;454;14
2807402003001;543;63
2807402003002;3195;332
2807501001001;805;45
2807600001001;1618;148
2900108001001;586;20
2900207001001;1055;24
2900306001001;728;48
2900355001001;593;31
2900405001001;863;43
2900504001001;680;18
2900603001001;7335253139;34
2900702003001;543;24
2900702003002;446;55
2900702003003;300;30
2900702003004;365;34
2900702003005;15640;979
2900702003006;1437;167
2900702003007;2086;187
2900801001001;1416;140
2900900001001;402;49
2901007003001;47;12
2901007003002;3387;317
2901106001001;3165;156
2901155001001;1420;48
2901205001001;1064;89
2901304001001;974;51
2901353001001;1790;65
2901403001001;947;34
2901502001001;598;24
2901601001001;624;38
2901700001001;630;34
2901809001001;74;27
2901908002001;955;28
2901908002002;49;14
2901957001001;417;18
2902005001001;1088;53
2902054001001;659;47
2902104003002;2531;161
2902203001001;596;31
2902252001001;769;71
2902302001001;442;34
2902401001001;826;70
2902500001001;599;44
2902609001001;878;68
2902658001001;710;25
2902708003001;313;70
2902708003002;1807;73
2902807001001;1455;222
2902906003002;1976;330
2903003001001;607;30
2903102001001;555;41
2903201003001;2237;278
2903201003002;2798;325
2903201003003;11957;1284
2903201003004;487;54
2903201003006;1570;92
2903201003007;5665;378
2903235001001;551;26
2903276001001;1299;57
2903409001001;1622;152
2903508001001;57;24
2903607001001;767;44
2903706001001;654;44
2903805001001;1176;71
2903904003001;2291;389
2903904003002;3539;258
2903953001001;566;13
2904001001001;510;36
2904050001001;739;54
2904100001001;1078;81
2904209001001;379;34
2904308001001;806;78
2904407001001;405;16
2904506001001;482;27
2904605003002;7734418049;639
2904605003003;3509;358
2904704001001;1824;172
2904753001001;887;17
2904803001001;916;89
2904852001001;846;69
2904902003001;909;25
2904902003002;2355;253
2905008001001;2123;243
2905107001001;628;22
2905156001001;313;15
2905206003001;5298;440
2905206003002;131;37
2905305001001;147;26
2905404001001;1733;223
2905503001001;705;11
2905602003001;1477;206
2905602003002;1745;176
2905701005001;3316;274
2905701005003;20384;226
2905701005004;1949;68
2905701005005;7130157778;136
2905701005006;7136811532;1322
2905701005007;6473;289
2905701005008;1120;141
2905701005009;6905;157
2905701005010;654;115
2905701005011;7134168052;114
2905701005012;81;16
2905800003001;2659;227
2905909001001;1390;55
2906006003001;748;155
2906105001001;555;23
2906204001001;1105;53
2906303003001;2368;243
2906303003002;289;66
2906402001001;470;27
2906501003001;140;35
2906501003002;32;11
2906501003003;5306;219
2906501003004;9750;561
2906600001001;615;57
2906709001001;1015;103
2906808003001;26;10
2906808003002;1579;116
2906824001001;682;34
2906857001001;853;47
2906873003001;2279;273
2906873003002;95;12
2906899001001;86;36
2906907001001;2490;180
2907004001001;491;23
2907103001001;1201;69
2907202003002;6629;281
2907301001001;2894;189
2907400001001;300;15
2907509003001;7439;427
2907509003002;69;21
2907558001001;148;12
2907608001001;849;25
2907707001001;415;20
2907806003001;1;1
2907806003002;2118;182
2907905001001;736;50
2908002001001;1619;223
2908101001001;1633;58
2908200001001;1946;136
2908309001001;1259;125
2908408003001;5202;432
2908408003002;135;29
2908408003003;376;43
2908507003001;6163;434
2908606001001;7534272582;95
2908705001001;1040;52
2908804001001;279;14
2908903001001;1628;109
2909000001001;488;21
2909109001001;756;33
2909208001001;995;24
2909307003001;3805;271
2909307003002;601;45
2909406001001;823;24
2909505001001;323;15
2909604001001;1178;52
2909703001001;577;20
2909802003001;244;32
2909802003002;2034;162
2909802003003;8298;703
2909901003001;1557;118
2910008001001;720;46
2910057003001;5403;122
2910057003002;6558;318
2910057003003;4097;268
2910107001001;599;78
2910206001001;312;19
2910305001001;435;35
2910404001001;1521;166
2910503003001;4230;296
2910503003002;66;18
2910602003001;7534274477;142
2910602003002;449;91
2910701003001;479;111
2910701003002;2610;219
2910727003001;1072;102
2910727003002;854;114
2910727003003;2020;93
2910727003004;417;58
2910727003005;15117;1514
2910750001001;809;25
2910776001001;328;15
2910800004001;1615;233
2910800004002;6969;800
2910800004003;11945;623
2910800004004;2383;87
2910800004005;5020;638
2910800004006;7532255742;361
2910800004007;7532237971;247
2910800004008;3787;300
2910800004009;2766;115
2910800004010;2220;234
2910800004011;7536236792;232
2910800004012;5986;350
2910800004013;4067;467
2910800004014;48256;4339
2910859001001;847;67
2910909001001;1085;44
2911006001001;767;79
2911105001001;3178;296
2911204003001;1014;27
2911204003002;1753;360
2911253001001;332;10
2911303001001;489;18
2911402001001;709;32
2911501001001;522;41
2911600001001;2087;133
2911659001001;535;13
2911709003001;49;5
2911709003002;157;49
2911709003003;1522;264
2911709003004;6775;992
2911808001001;1277;142
2911857001001;618;27
2911907001001;1972;153
2912004001001;794;54
2912103001001;3545;307
2912202002001;1895;112
2912202002002;5;2
2912301001001;1651;148
2912400001001;721;24
2912509001001;624;45
2912608001001;213;14
2912707001001;1001;94
2912806001001;1769;130
2912905001001;1909;172
2913002001001;604;22
2913101001001;1004;32
2913200001001;1896;260
2913309001001;395;20
2913408001001;682;60
2913457001001;1830;63
2913507001001;1846;168
2913606003002;1278;173
2913606003003;1739;84
2913606003004;312;53
2913606003005;1000;109
2913606003006;803;166
2913606003007;2622;194
2913606003008;3672;317
2913606003009;19407;1668
2913705003001;2916;169
2913804001001;893;20
2913903003001;4315;587
2913903003002;422;62
2914000003003;4540;407
2914109001001;561;53
2914208001001;434;19
2914307001001;613;40
2914406001001;863;51
2914505001001;1944;127
2914604003001;5589;663
2914604003002;1350;207
2914604003003;730;59
2914653001001;3313;364
2914703003001;3926;87
2914703003002;2154;441
2914703003003;668;90
2914802005001;1377;143
2914802005002;1407;159
2914802005003;168;42
2914802005004;65;29
2914802005005;2925;390
2914802005006;168;25
2914802005007;621;74
2914802005008;291;66
2914802005009;1427;157
2914802005010;14134;1611
2914802005011;6965;340
2914802005012;4309;379
2914802005013;2645;321
2914802005014;2008;163
2914901001001;2539;366
2915007001001;538;40
2915106001001;783;65
2915205001001;2126;110
2915304001001;603;61
2915353001001;1000;18
2915403001001;614;71
2915502001001;2198;208
2915601003001;247;70
2915601003002;7056;947
2915700001001;489;31
2915809001001;2523;220
2915908001001;487;35
2916005001001;1568;188
2916104001001;1714;105
2916203001001;975;142
2916302001001;873;74
2916401003001;223;50
2916401003002;15074;372
2916401003003;6739;619
2916500003002;1458;68
2916609001001;814;76
2916708001001;583;33
2916807001001;1901;266
2916856001001;1022;93
2916906001001;865;55
2917003003001;1804;107
2917102001001;3260;245
2917201001001;1233;77
2917300001001;2159;253
2917334001001;599;41
2917359001001;1018;75
2917409001001;538;27
2917508003002;7856;855
2917508003003;523;60
2917508003004;439;57
2917607003001;198;65
2917607003002;2537;308
2917706003002;3334;199
2917805001001;894;54
2917904001001;888;30
2918001003001;329;60
2918001003002;1662;271
2918001003003;710;53
2918001003004;3092;114
2918001003005;2460;85
2918001003006;7000;551
2918001003007;6833;1021
2918100003001;152;49
2918100003002;1733;83
2918209001001;707;56
2918308001001;901;120
2918357001001;1298;64
2918407005001;7867;851
2918407005002;4898;312
2918407005003;2589;258
2918407005004;125;38
2918407005005;1259;115
2918407005006;1913;179
2918407005007;7970;262
2918407005008;2032;203
2918456001001;578;43
2918506001001;340;34
2918555001001;719;62
2918605001001;537;27
2918704001001;285;24
2918753001001;510;28
2918803001001;1084;99
2918902001001;907;51
2919009001001;278;15
2919058001001;619;30
2919108001001;474;12
2919157001001;1196;67
2919207003001;4039;380
2919207003002;656;79
2919207003003;879;130
2919207003004;2739;113
2919207003005;3168;246
2919207003006;4422;156
2919207003007;2869;190
2919207003008;21399845705;3058
2919306001001;723;78
2919405001001;891;67
2919504003001;7734442215;62
2919504003002;2824;485
2919553003001;2927;383
2919553003002;7736286776;637
2919553003003;5933;490
2919603001001;365;20
2919702001001;2070;177
2919801003001;1;1
2919801003002;2083;202
2919900001001;474;13
2919926001001;3992;126
2919959001001;356;20
2920007001001;733;81
2920106001001;906;70
2920205001001;691;55
2920304001001;471;45
2920403001001;744;54
2920452001001;677;5
2920502001001;1554;149
2920601003001;2;2
2920601003002;4245;126
2920700001001;1429;145
2920809001001;451;32
2920908001001;958;89
2921005003001;6766;505
2921005003002;3546;45
2921054001001;395;18
2921104001001;2354;262
2921203001001;1577;162
2921302001001;1020;62
2921401001001;711;28
2921450001001;331;19
2921500003001;1999;91
2921609001001;265;24
2921708003001;11;3
2921708003002;2042;126
2921807001001;428;60
2921906001001;2446;76
2922003003001;6297;301
2922003003002;1843;189
2922052001001;849;10
2922102001001;987;99
2922201001001;349;29
2922250001001;409;27
2922300003001;1856;192
2922409001001;1382;172
2922508001001;2836;277
2922607001001;632;46
2922656001001;453;23
2922706001001;888;130
2922730001001;509;33
2922755001001;391;22
2922805001001;313;22
2922854001001;373;18
2922904001001;1307;54
2923001003001;5714;307
2923001003002;1343;108
2923035001001;384;15
2923050001001;598;12
2923100001001;1166;73
2923209001001;968;69
2923308001001;700;19
2923357001001;1136;54
2923407001001;913;97
2923506001001;469;43
2923605001001;839;169
2923704001001;1362;70
2923803001001;1244;97
2923902001001;817;49
2924009003001;2551;407
2924009003002;38;4
2924009003003;7403;278
2924009003004;1824;186
2924009003005;1741;118
2924058001001;509;43
2924108001001;230;18
2924207001001;837;25
2924306001001;766;40
2924405003001;1128;39
2924504001001;439;34
2924603001001;1045;44
2924652001001;554;36
2924678001001;412;23
2924702001001;318;19
2924801001001;912;87
2924900001001;535;27
2925006001001;1632;155
2925105003001;683;181
2925105003002;1834;157
2925204003001;1501;85
2925204003002;5985;244
2925253001001;1307;50
2925303003001;7381336126;1677
2925303003002;37;5
2925303003004;28;5
2925303003005;2346;262
2925303003006;851;166
2925303003007;2139;248
2925402001001;1139;90
2925501001001;3002;368
2925600001001;3144;192
2925709001001;334;23
2925758001001;1130;109
2925808001001;1423;116
2925907001001;872;35
2925931001001;583;10
2925956001001;1611;75
2926004003001;822;192
2926004003002;1628;49
2926103001001;1079;63
2926202001001;2006;107
2926301003001;4;1
2926301003002;2236;280
2926400001001;1055;123
2926509001001;1173;21
2926608003001;3577;322
2926608003002;199;46
2926657001001;700;82
2926707001001;678;76
2926806001001;619;41
2926905001001;510;30
2927002003001;134;28
2927002003002;2515;166
2927101001001;468;16
2927200003001;2645;240
2927309001001;659;40
2927408005001;781;127
2927408005002;1734;99
2927408005003;12722;1242
2927408005004;30898;1986
2927408005005;5900;313
2927408005006;7131157952;544
2927408005007;996;191
2927408005008;10167;434
2927408005009;14266057238;2416
2927408005010;13694;340
2927408005011;11558;449
2927408005012;2031;276
2927408005013;31673;1288
2927408005014;17978;696
2927408005015;400;91
2927408005016;13813;676
2927408005017;21465769079;2157
2927408005018;48972;2858
2927408005019;1763;220
2927408005020;22926;1048
2927408005021;751;165
2927408005022;1051;110
2927408005023;680;109
2927408005024;7188749929;209
2927408005025;2651;313
2927408005026;7789;347
2927408005027;422;35
2927408005028;6295;355
2927408005029;7133229034;1231
2927408005030;1061;139
2927408005031;7181136251;209
2927408005032;11390;211
2927408005033;333;68
2927408005034;10793;382
2927408005035;35887;1674
2927408005036;2310;279
2927408005037;4901;293
2927408005038;7805;384
2927408005039;1514;143
2927408005040;7130157137;254
2927408005041;5415;553
2927408005042;6122;174
2927408005043;10748;468
2927408005044;1774;165
2927408005045;14664657880;6851
2927408005046;7134096680;254
2927408005047;21673;1355
2927408005048;1125;160
2927408005049;7132151133;406
2927408005050;2580;233
2927408005051;1254;211
2927408005052;7132433756;150
2927408005053;8583;318
2927408005054;2063;82
2927408005055;155;32
2927408005056;1549;282
2927408005057;7132411113;100
2927408005058;1820;158
2927408005059;13638;1200
2927408005060;7123;634
2927408005061;546;83
2927408005062;5435;495
2927507001001;966;83
2927606001001;807;33
2927705001001;2742;193
2927804001001;553;65
2927903001001;579;45
2928000003001;71;24
2928000003002;1926;141
2928059001001;931;81
2928109003001;2877;319
2928109003002;62;7
2928208001001;1247;136
2928307001001;361;18
2928406001001;1371;60
2928505001001;451;54
2928604003001;4513;408
2928604003002;152;10
2928604003003;435;54
2928703003001;5671;567
2928703003002;1103;66
2928703003003;6236;585
2928703003004;4155;239
2928802003001;294;88
2928802003002;5514;250
2928901001001;7438;480
2928950001001;527;48
2929008001001;1390;71
2929057001001;1232;119
2929107001001;1237;145
2929206003001;3581;25
2929206003002;11366;148
2929255001001;743;36
2929305003001;2568;48
2929305003002;1609;177
2929354001001;727;38
2929370001001;565;23
2929404001001;847;47
2929503003001;280;23
2929503003002;4758;290
2929602001001;965;101
2929701001001;1247;53
2929750001001;826;47
2929800001001;543;28
2929909003001;2352;258
2929909003002;280;30
2930006001001;638;34
2930105003001;20;10
2930105003002;193;33
2930105003003;6755;768
2930105003004;787;78
2930154003001;1791;85
2930204003001;1604;86
2930303001001;909;50
2930402001001;1007;50
2930501003001;330;49
2930501003002;5026;388
2930501003003;1011;29
2930501003004;1965;272
2930600001001;902;55
2930709003001;3999;139
2930709003002;4;3
2930709003003;547;53
2930709003004;687;79
2930709003005;7133014227;1028
2930709003006;1760;142
2930758001001;754;25
2930766001001;976;12
2930774001001;1546;121
2930808001001;583;10
2930907001001;935;20
2931004001001;1188;106
2931053001001;912;134
2931103001001;490;53
2931202001001;988;70
2931301001001;942;45
2931350003001;3400;366
2931350003002;592;47
2931350003003;3066;307
2931350003004;575;78
2931350003005;8695;720
2931350003006;6683;666
2931400001001;446;52
2931509001001;1095;78
2931608001001;777;41
2931707001001;1082;50
2931806001001;946;35
2931905003001;116;50
2931905003002;2497;154
2932002001001;1745;102
2932101001001;1292;102
2932200001001;1554;265
2932309001001;1828;159
2932408001001;759;24
2932457001001;383;14
2932507001001;2991;272
2932606001001;1105;114
2932705001001;1365;202
2932804001001;601;72
