AREAP;num_employees_clt;num_firms
3202454001001;1695;279
3202504001001;4261;281
3202553001001;745;66
3202603001001;4045;316
3202652001001;955;102
3202702001001;1507;214
3202801003001;379;106
3202801003002;4616;286
3202900001001;931;148
3203007003001;2537;355
3203007003002;15;7
3203056001001;3150;396
3203106001001;1080;162
3203130001001;2745;306
3203163001001;876;96
3203205003001;365;10
3203205003002;1842;174
3203205003003;5520309710;78
3203205003004;399;62
3203205003005;2733731997;1558
3203205003006;2853;250
3203205003007;12965;1090
3203304001001;950;119
3203320003001;94;27
3203320003002;3258;371
3203346001001;3218;381
3203353001001;1454;206
3203403003001;2824;418
3203502001001;2650;424
3203601001001;1024;207
3203700001001;1504;214
3203809001001;1399;198
3203908003001;2363;269
3203908003002;4964;620
3204005001001;1397;181
3204054001001;2418;302
3204104001001;3912;467
3204203001001;2063;329
3204252001001;648;49
3204302001001;1530;151
3204351001001;1563;304
3204401001001;1420;152
3204500001001;2733294235;164
3204559003001;11;1
3204559003002;4709;578
3204609001001;4141;574
3204658001001;977;115
3204708003001;5445;461
3204708003002;2345;234
3204807001001;900;203
3204906003001;840;143
3204906003002;2236;196
3204906003003;8392;615
3204906003004;5413;279
3204906003005;168;35
3204906003006;3509;462
3204955001001;1958;210
3205002005001;870;88
3205002005002;2339;159
3205002005003;1147;181
3205002005004;6306;252
3205002005005;1895;229
3205002005006;8764;76
3205002005007;583;96
3205002005008;21428;722
3205002005009;20203;1156
3205002005010;14182;582
3205002005011;8645;411
3205002005012;1122;68
3205002005013;2593;264
3205002005014;1758;273
3205002005015;1434;136
3205002005016;428;65
3205002005017;1101;81
3205002005018;2992;179
3205002005019;3751;264
3205002005020;1821;171
3205002005021;7046;345
3205010001001;3839;342
3205036001001;3035;333
3205069001001;5026;604
3205101003001;2733450453;327
3205101003002;2715;235
3205101003003;1231;89
3205150001001;760;130
3205176001001;1267;209
3205200005001;2733313078;1167
3205200005002;7257;866
3205200005003;4520;520
3205200005004;3988;393
3205200005005;9065;1262
3205200005006;1407;197
3205200005007;1870;137
3205200005008;3814;322
3205200005009;3204;310
3205200005010;1280;166
3205200005011;2669;298
3205200005012;3709;225
3205200005013;1310;129
3205200005014;1703;139
3205200005015;5214;156
3205200005016;8385;686
3205200005017;4913;345
3205200005018;1567;174
3205200005019;7372;601
3205309005001;85210;1962
3205309005002;5285;160
3205309005003;1863;115
3205309005004;24454;1419
3205309005005;2733149641;274
3205309005006;2070;123
3205309005007;2732233882;273
3205309005008;6601425703;3469
3205309005009;8944;1079
3205309005010;18902;1424
3205309005011;15618;587
3205309005012;2373;111
3205309005013;3545;139
3205309005014;2732433725;985
3300100003001;513;63
3300100003002;5137;495
3300100003003;2433687984;868
3300100003004;2679;202
3300100003005;1139;131
3300100003006;12115;275
3300100003007;1889;212
3300159001001;1826;138
3300209003002;2226670616;44
3300209003003;11921;870
3300209003004;1976;93
3300209003005;726;104
3300209003006;2288271830;302
3300225001001;2122578566;215
3300233003001;1975;305
3300233003002;7868;852
3300258003001;2299472838;370
3300308003001;409;50
3300308003002;2424422642;48
3300308003003;683;90
3300308003004;2412;192
3300308003005;3560;152
3300308003006;9154;693
3300407003001;1760;110
3300407003002;730;91
3300407003003;424;48
3300407003004;426;84
3300407003005;2592;337
3300407003006;8450;817
3300407003007;11174;677
3300407003008;3209;222
3300407003009;2498154757;191
3300456005001;10714924177;829
3300456005002;2127586142;142
3300456005003;4274185643;249
3300456005004;8508336340;231
3300456005005;6400775476;340
3300506003001;4538;514
3300605003001;610;86
3300605003002;5066;648
3300704003001;110;19
3300704003002;2299164322;201
3300704003003;2288044196;1000
3300704003004;628;122
3300704003005;1096;90
3300704003006;4526067100;877
3300704003007;2226467222;684
3300704003008;1319;175
3300704003009;5326;508
3300803003001;680;100
3300803003002;7568;627
3300902001001;1697;191
3300936001001;2301;76
3300951001001;2702;110
3301009005001;2227358065;1101
3301009005002;42497;4308
3301009005003;13143;942
3301009005004;3586;396
3301009005005;8;1
3301009005009;163;3
3301108001001;4507;479
3301157001001;1457;137
3301207001001;2886;367
3301306003001;2227789058;345
3301306003002;718;127
3301405001001;2270;313
3301504001001;3770;445
3301603001001;1667;208
3301702005000;6435904925;1373
3301702005001;2573;243
3301702005002;2779;136
3301702005003;2136550375;80
3301702005004;7262;246
3301702005005;1068;120
3301702005006;6557;326
3301702005007;3766;169
3301702005008;14817;1144
3301702005009;56521;1125
3301702005010;5991;413
3301702005011;3166;309
3301702005012;2067;80
3301702005013;446;73
3301702005014;698;84
3301702005015;802;118
3301702005016;1189;136
3301702005017;2137745915;267
3301702005018;535;59
3301702005019;6008;536
3301702005020;3371;179
3301702005021;5817;186
3301702005022;2127765500;160
3301801001001;1373;124
3301850003001;308;31
3301850003002;5312;392
3301876001001;2001;146
3301900005001;1795;183
3301900005002;1829;39
3301900005003;1217;73
3301900005004;16218;747
3301900005005;1944;160
3301900005006;113;10
3301900005007;350;40
3301900005008;519;45
3301900005009;1859;147
3301900005010;1185;56
3301900005011;2126234720;119
3301900005012;911;128
3302007003001;2104;70
3302007003002;1882;224
3302007003003;5562;334
3302007003004;1140;78
3302007003005;19362;433
3302007003006;1395;118
3302056001001;1547;192
3302106001001;2970;396
3302205003001;1510;110
3302205003002;2238242067;92
3302205003003;4476489745;930
3302205003004;1606;232
3302205003005;2238249517;834
3302254003001;2433532444;515
3302270003001;86;12
3302270003002;299;70
3302270003003;2136989532;43
3302270003004;1380;60
3302270003005;3381;64
3302304001001;873;82
3302403005001;4235;87
3302403005002;7;3
3302403005003;1061;96
3302403005004;409;26
3302403005005;2000;40
3302403005006;45140;825
3302403005007;34109;1992
3302403005008;4240;311
3302403005009;5789;299
3302403005010;3100;102
3302403005011;4813;90
3302452001001;605;106
3302502005001;278;48
3302502005002;7687;471
3302502005003;571;94
3302502005004;136;36
3302502005005;166;23
3302502005006;611;53
3302502005007;2185742132;812
3302601003001;536;104
3302601003002;9243;280
3302700003001;1361;190
3302700003002;2126293760;37
3302700003003;134;27
3302700003004;4264453717;385
3302700003005;5755;212
3302700003006;203;25
3302700003007;2473;344
3302809001001;2292;187
3302858003001;2624;127
3302858003002;1042;58
3302858003003;701;66
3302858003004;4303;103
3302858003005;98;15
3302858003006;945;83
3302858003007;2191;149
3302858003008;4315755356;120
3302858003009;578;49
3302908003001;4020;417
3303005001001;3331;408
3303104001001;2099;241
3303203003001;680;88
3303203003002;284;23
3303203003003;472;62
3303203003004;613;82
3303203003005;475;36
3303203003006;1869;132
3303203003007;2127930407;141
3303203003008;9820;691
3303203003009;1881;151
3303302005001;4020;407
3303302005002;4140;402
3303302005003;2127134389;75
3303302005004;3113;217
3303302005005;3402;273
3303302005006;1981;244
3303302005007;1241;94
3303302005008;1912;142
3303302005009;2500;136
3303302005010;2198108856;802
3303302005011;2217;193
3303302005012;2126277820;3849
3303302005013;4810;438
3303302005014;29046;786
3303302005015;30095;2762
3303302005016;4570;226
3303302005017;7424;533
3303302005018;3387;323
3303401003001;1227;115
3303401003002;5491;663
3303401003003;2837;282
3303401003004;6029;295
3303401003005;416;92
3303401003006;4523782611;1843
3303401003007;3548;217
3303401003008;3005;226
3303401003009;10292;1216
3303500005001;4373937282;235
3303500005002;6387507906;3644
3303500005003;12770133959;626
3303500005004;4265331470;238
3303500005005;7640;448
3303500005006;4278987743;196
3303500005007;4258671524;143
3303500005008;1128;131
3303500005009;3477;144
3303609003001;3612;315
3303609003002;702;66
3303708003001;3474;346
3303708003002;3447;272
3303807003001;2701;366
3303807003002;3393;320
3303856001001;3166;268
3303906005001;20408;1625
3303906005002;700;69
3303906005003;2928;335
3303906005004;2479;151
3303906005005;4477;311
3303906005006;2249;113
3303906005007;1388;134
3303906005008;12179;868
3303906005009;1171;146
3303906005010;1685;128
3303906005011;4297;597
3303906005012;2097;220
3303906005013;2163;200
3303906005014;5576;641
3303906005015;7381;742
3303955001001;3256;260
3304003001001;5911;355
3304102001001;1941;232
3304110001001;5412;195
3304128001001;2342;176
3304144003001;591;52
3304144003002;420;31
3304144003003;342;26
3304144003004;3020;68
3304144003005;2137789007;46
3304144003006;1563;173
3304144003007;7782;235
3304151001001;3356;223
3304201003001;2433608651;59
3304201003002;2438;190
3304201003003;865;127
3304201003004;2211;270
3304201003005;2433560237;1236
3304201003006;11380;337
3304300003001;20613;1221
3304300003002;1754;70
3304300003003;1649;124
3304409001001;2083;235
3304508001001;3727;150
3304524003001;366;63
3304524003002;453;72
3304524003003;10811;569
3304524003004;3302;268
3304524003005;421;68
3304524003006;564;94
3304524003007;3549;361
3304557005001;49686;1054
3304557005002;12024;618
3304557005003;5288;453
3304557005004;3734;168
3304557005005;737;63
3304557005006;3745;100
3304557005007;2361;109
3304557005008;4244;120
3304557005009;2656;141
3304557005010;3823;148
3304557005011;2124061376;74
3304557005012;14586;242
3304557005013;7496;208
3304557005014;6536;524
3304557005015;695;74
3304557005016;4529;210
3304557005017;2491;103
3304557005018;2133;336
3304557005019;3290;181
3304557005020;718;96
3304557005021;1672;139
3304557005022;2124178415;125
3304557005023;2133169306;118
3304557005024;5326;204
3304557005025;32;6
3304557005026;664;23
3304557005027;1494;157
3304557005028;43;10
3304557005029;10534;406
3304557005030;22188;1595
3304557005031;2130;102
3304557005032;1538;74
3304557005033;4469;45
3304557005034;2138694312;447
3304557005035;24069;1195
3304557005036;10678;885
3304557005037;2125184323;1185
3304557005038;9331;523
3304557005039;22685;1175
3304557005040;7678;694
3304557005041;15184;1663
3304557005042;2656;389
3304557005043;3570;598
3304557005044;6962;937
3304557005045;5430;901
3304557005046;14133;1649
3304557005047;27569;3648
3304557005048;13492;1641
3304557005049;10343;1120
3304557005050;6110;733
3304557005051;2122519192;1514
3304557005052;6725;475
3304557005053;8568110043;13414
3304557005054;4261160271;638
3304557005055;2835;261
3304557005056;23649;925
3304557005057;1481;141
3304557005058;46000;2665
3304557005059;8319;800
3304557005060;10428;1049
3304557005061;3640;462
3304557005062;13291;704
3304557005063;1539;137
3304557005064;6611;895
3304557005065;4873;497
3304557005066;2131866300;627
3304557005067;4873;528
3304557005068;7839;171
3304557005069;2122639132;626
3304557005070;56778;1593
3304557005071;1021;148
3304557005072;13315;750
3304557005073;261;30
3304557005074;20385;1225
3304557005075;24738;1417
3304557005076;6431918831;768
3304557005077;3580;428
3304557005078;1942;213
3304557005079;6392;261
3304557005080;2131381244;275
3304557005081;12426;358
3304557005082;3296;346
3304557005083;2124138353;889
3304557005084;8210;456
3304557005085;2132720408;136
3304557005086;1266;103
3304557005087;2122274542;936
3304557005088;4265180285;1845
3304557005089;7567;392
3304557005090;4098;281
3304557005091;14508;1666
3304557005092;2568;390
3304557005093;3025;368
3304557005094;5986;565
3304557005095;15179;934
3304557005096;2133568171;425
3304557005097;16575;402
3304557005098;3703;295
3304557005099;54714;1793
3304557005100;4699;464
3304557005101;3021;278
3304557005102;4671;282
3304557005103;2137574354;523
3304557005104;1700;178
3304557005105;4812;402
3304557005106;2710;125
3304557005107;3837;284
3304557005108;4724;397
3304557005109;2536;212
3304557005110;2187577010;1436
3304557005111;9328;720
3304557005112;2395;225
3304557005113;3649;391
3304557005114;1098;118
3304557005115;2122199131;752
3304557005116;7400;337
3304557005117;3071;255
3304557005118;5717;296
3304557005119;2130236668;468
3304557005120;4809;253
3304557005121;2797;717
3304557005122;967;162
3304557005123;2339;214
3304557005124;33298;826
3304557005125;3958;312
3304557005126;176;31
3304557005127;4300794667;308
3304557005128;1060;96
3304557005129;1454;75
3304557005130;987;131
3304557005131;1144;132
3304557005132;2133598866;179
3304557005133;9448;147
3304557005134;11112;439
3304557005135;15851;303
3304557005136;459;50
3304557005137;2186931469;184
3304557005138;56;8
3304557005139;171;38
3304557005140;2178588895;350
3304557005141;7873;319
3304557005142;9102;209
3304557005143;2131819831;441
3304557005144;3043;388
3304557005145;980;103
3304557005146;4966;306
3304557005147;2124272689;957
3304557005148;2134403350;452
3304557005149;4694;361
3304557005150;3135177518;858
3304557005151;2124478609;458
3304557005152;7696;598
3304557005153;4254520255;408
3304557005154;2124643544;284
3304557005155;2094;274
3304557005156;2191280421;504
3304557005157;3463;275
3304557005158;2130701841;916
3304557005159;6511618862;2241
3304557005160;5814;378
3304557005161;3232305836;1853
3304557005162;20489;1533
3304557005163;4646;359
3304557005164;5811;507
3304557005165;6654;406
3304557005166;4263631482;576
3304557005167;8977;1552
3304557005168;2183219355;797
3304557005169;2192150988;261
3304557005170;3932;172
3304557005171;2368;141
3304557005172;2941;288
3304557005173;3384;180
3304557005174;520;40
3304557005175;717;80
3304557005176;1556;179
3304557005177;3242;168
3304557005178;4283;291
3304557005179;7691;406
3304557005180;2196;136
3304557005181;1209;117
3304557005182;458;61
3304557005183;6400717314;309
3304557005184;6670;570
3304557005185;5890;420
3304557005186;6046;291
3304557005187;2268;126
3304557005188;2123943265;66
3304557005189;3181;190
3304557005190;12902;417
3304557005191;3557;246
3304557005192;1183;114
3304557005193;865;108
3304557005194;87264;208
3304557005195;2134045573;164
3304557005196;2124158219;177
3304557005197;6613;521
3304557005198;3509;307
3304557005199;2131569306;1277
3304557005200;2124096723;162
3304607001001;1797;183
3304706003001;547;111
3304706003002;7103;807
3304755003001;2373;313
3304755003002;30;11
3304805003001;2963;258
3304805003002;1838;220
3304904005001;6507836299;3798
3304904005002;14961630865;842
3304904005003;34359980921;875
3304904005004;16097;1149
3304904005005;3154;396
3305000003001;7397;368
3305109005001;4264058970;1139
3305109005002;2582;225
3305109005003;2130930574;298
3305109005004;18566;1282
3305109005005;4253079036;513
3305133001001;940;119
3305158001001;3685;338
3305208003001;11131354884;417
3305208003002;4847;151
3305208003003;1196;133
3305208003004;2755;90
3305307001001;1426;134
3305406001001;3336;370
3305505003001;2127349236;305
3305505003002;1693;226
3305505003003;1372;199
3305505003004;2192;202
3305554003001;176;31
3305554003002;631;51
3305554003003;1932;126
3305554003004;8015;221
3305604001001;3116;298
3305703001001;1677;170
3305752003001;3765;240
3305802003001;2126;239
3305802003002;1715;82
3305802003003;2369;315
3305802003004;1709;284
3305802003005;247;44
3305802003006;9631;691
3305802003007;2213;170
3305802003008;3640;288
3305802003009;7997;1044
3305901001001;1160;118
3306008003001;6309;439
3306008003002;4845042411;616
3306008003003;2422520342;318
3306008003004;2441;177
3306107003001;1512;154
3306107003002;9789;973
3306107003003;225;25
3306156001001;1116;74
3306206003001;2424723452;456
3306206003002;203;44
3306305005001;11623;429
3306305005002;2498187906;2018
3306305005003;4159;273
3306305005004;2596;95
3306305005005;1540;161
3306305005006;2499859473;219
3306305005007;2203;200
3306305005008;1314;220
3306305005009;642;73
3306305005010;3655;426
3500105003001;3102;463
3500105003002;5675;499
3500204001001;761;63
3500303003001;5778;711
3500402001001;388;35
3500501001001;4536;583
3500550001001;1224;139
3500600001001;1231;116
3500709003001;3310;83
3500709003002;4318;511
3500758001001;641;72
3500808001001;521;73
3500907001001;700;83
3501004001001;3534;489
3501103001001;595;99
3501152001001;6979;137
3501202001001;1103;99
3501301001001;2818;405
3501400001001;440;52
3501509001001;379;53
3501608005001;23987;1630
3501608005002;6589;288
3501608005003;1102;94
3501608005004;8661;733
3501608005005;16766;867
3501608005006;2503;339
3501608005007;4034;250
3501608005008;6444;678
3501608005009;8715;483
3501608005010;1882;285
3501707003001;7827;476
3501707003002;1;1
3501806001001;537;106
3501905003001;803;135
3501905003002;5657;230
3501905003003;17081;1328
3502002001001;1062;112
3502101003001;4054;294
3502101003002;4522;518
3502101003003;5604;554
3502200001001;3739;446
3502309001001;870;130
3502408001001;548;102
3502507003001;2943;433
3502507003002;5958;688
3502606001001;501;100
3502705001001;4404;425
3502754001001;6624;304
3502804003001;1263;121
3502804003002;468;72
3502804003003;1439;136
3502804003004;922;160
3502804003005;1194;130
3502804003006;5779;252
3502804003007;2894;230
3502804003008;3106;439
3502804003009;2852;296
3502804003010;5716;626
3502804003011;1888157779;2390
3502903003001;6898;463
3503000001001;626;110
3503109001001;1446;122
3503158001001;456;39
3503208005001;9054;379
3503208005002;189;53
3503208005003;4025;472
3503208005004;15862;1218
3503208005005;11489;926
3503208005006;4252;256
3503208005007;5606;288
3503208005008;580;82
3503208005009;2587;273
3503208005010;3260;289
3503208005011;797;120
3503208005012;368;97
3503208005013;88;27
3503208005014;3211;296
3503208005015;5737;334
3503307003001;5531;482
3503307003002;389;61
3503307003003;1023;106
3503307003004;2506;140
3503307003005;11739;484
3503307003006;1978;150
3503307003007;12835;1231
3503356001001;267;51
3503406001001;1367;241
3503505001001;500;72
3503604001001;1235;132
3503703001001;3864;150
3503802003001;2747;102
3503802003002;6629;772
3503901003001;8414;430
3503901003002;3595;318
3503901003003;1112347849;355
3503950001001;222;31
3504008003001;4543;321
3504008003002;1468;296
3504008003003;5361;881
3504008003004;10308;920
3504107003001;3368;368
3504107003002;6535;909
3504107003003;3015;276
3504107003004;9106;581
3504107003005;2459;248
3504107003006;4586;164
3504107003007;5963;532
3504206001001;3258;440
3504305001001;716;88
3504404001001;1177;161
3504503003001;759;152
3504503003002;1176;109
3504503003003;8569;500
3504503003004;9267;1208
3504602001001;3310;321
3504701001001;364;39
3504800001001;1321;194
3504909001001;2034;258
3505005001001;363;36
3505104001001;754;106
3505203003001;1436627387;528
3505203003002;6952;191
3505302003001;2872640256;812
3505302003002;1435;148
3505351001001;480;41
3505401001001;559;53
3505500003001;3198;268
3505500003002;7354;377
3505500003003;10723;1188
3505500003004;3052;236
3505500003005;3931;525
3505500003006;3218;280
3505609003001;399;82
3505609003002;2803;253
3505708005001;31085;764
3505708005002;3744;219
3505708005003;2387;68
3505708005004;287;53
3505708005005;860;113
3505708005006;384;105
3505708005007;2395;165
3505708005008;18383;463
3505708005009;13996;500
3505708005010;1451;156
3505708005011;7626;372
3505708005012;110691;2658
3505708005013;2781;160
3505807001001;5818;503
3505906003001;1615;134
3505906003002;10499;893
3505906003003;2499;373
3506003005001;31761;2049
3506003005002;7190;494
3506003005003;4508;276
3506003005004;26779;1297
3506003005005;2712;253
3506003005006;1198;86
3506003005007;4801;487
3506003005008;450;68
3506003005009;1779;256
3506003005010;3762;353
3506003005011;4610;351
3506003005012;1150335405;93
3506003005013;2259;218
3506003005014;904;191
3506003005015;12942;438
3506003005016;1399;151
3506003005017;7210;571
3506102003001;1446;148
3506102003002;5333;618
3506102003003;9826;818
3506102003004;3135;339
3506201001001;1245;60
3506300001001;2297;245
3506359003001;7939;734
3506359003002;3128;410
3506409001001;1443;194
3506508003001;4417;272
3506508003002;1829;153
3506508003003;1040;95
3506508003004;4851;289
3506508003005;16639;1620
3506508003006;7286;430
3506607003001;4220;310
3506706001001;2503;288
3506805001001;4107;340
3506904001001;1488;190
3507001003001;14282;728
3507001003002;2196;268
3507100001001;4024;270
3507159001001;529;47
3507209001001;16;9
3507308001001;1165;104
3507407001001;2432;472
3507456001001;1496218070;39
3507506003001;1438127862;932
3507506003002;522;65
3507506003003;824;126
3507506003004;8235;176
3507506003005;2478;244
3507506003006;7277;794
3507506003007;8912;380
3507605003001;838;94
3507605003002;5919;355
3507605003003;6779;915
3507605003004;1650;111
3507605003005;5183;525
3507605003006;4480;200
3507605003007;2253;79
3507605003008;800;123
3507605003009;10690;921
3507704001001;462;77
3507753001001;2588;45
3507803001001;3793;445
3507902001001;6454;669
3508009001001;4284;366
3508108001001;1836913804;345
3508207001001;1715;128
3508306001001;978;114
3508405003001;8537;402
3508405003002;3110;242
3508504003001;5400;153
3508504003002;7775;815
3508504003003;3185;159
3508504003004;2475;122
3508603003001;5058;461
3508702001001;1935715004;367
3508801001001;1497031074;425
3508900001001;332;53
3509007003001;1901;62
3509007003002;838;96
3509007003003;13595;569
3509007003004;6245;155
3509106001001;512;79
3509205003001;2024;184
3509205003002;34290;563
3509205003003;4844;239
3509254003001;5073;380
3509304001001;1144;175
3509403001001;3985;586
3509452001001;1115;119
3509502005001;1932675234;30
3509502005002;5194;319
3509502005003;10453;675
3509502005004;36665;998
3509502005005;7731470251;1597
3509502005006;1932580641;937
3509502005007;1941421390;693
3509502005008;1932970911;622
3509502005009;3135173077;708
3509502005010;5798375498;2266
3509502005011;13503;1113
3509502005012;3865230536;2591
3509502005013;29523402502;2933
3509502005014;9724199053;2010
3509502005015;1932679054;470
3509502005016;9664153293;415
3509502005017;3865586276;401
3509502005018;1851;188
3509502005019;14053;987
3509502005020;9666690522;1203
3509502005021;1154;248
3509502005022;8861;872
3509502005023;1932681572;735
3509502005024;1932680709;302
3509502005025;3921905387;287
3509502005026;665;109
3509502005027;894;132
3509502005028;9850898578;387
3509502005029;1597;123
3509502005030;1932678840;165
3509502005031;5916254863;98
3509502005032;1932679612;113
3509502005033;3847;148
3509502005034;1932826974;320
3509502005035;4347;344
3509502005036;11255;398
3509601003001;560;72
3509601003002;8118;297
3509601003003;1341;116
3509601003004;2700;134
3509700003001;10045;1284
3509700003002;1262;128
3509809001001;539;91
3509908001001;1241;145
3509957001001;704;69
3510005003001;4126;622
3510104001001;607;69
3510153001001;1451;38
3510203003001;1540;244
3510203003002;5334;590
3510302001001;4269;228
3510401003001;2727;137
3510401003002;11603;990
3510500003001;1090;171
3510500003002;12268;922
3510500003003;1239213951;354
3510500003004;732;111
3510500003005;1238873087;263
3510500003006;1571;162
3510609005001;15018;746
3510609005002;861;74
3510609005003;3234;177
3510609005004;11519;454
3510609005005;1141847086;466
3510609005006;1120943195;389
3510609005007;1326;226
3510708001001;1231;240
3510807003001;1083;226
3510807003002;4900;484
3510906001001;446;101
3511003001001;3117;249
3511102003001;366;55
3511102003002;252;35
3511102003003;7403;303
3511102003004;1735246292;891
3511102003005;3696;329
3511102003006;13178;1323
3511102003007;2297;239
3511201001001;952;136
3511300001001;1670;220
3511409001001;3692;362
3511508003001;2535;98
3511508003002;9154;850
3511607001001;3087;282
3511706001001;2744;282
3511904001001;3199;120
3512001001001;3248;452
3512100001001;3641;156
3512209001001;5010;611
3512308001001;3070;438
3512407001001;8805;484
3512506001001;846;122
3512605001001;618;65
3512704001001;988;136
3512803003001;726;42
3512803003002;801;117
3512803003003;8642;682
3512902001001;1609;185
3513009003001;1141694635;386
3513009003002;13219;630
3513009003003;3446;203
3513009003004;4016;126
3513009003005;4398;253
3513009003006;5877;268
3513009003007;1146138132;680
3513009003008;12184;442
3513009003009;5622;247
3513009003010;2288540477;347
3513108003001;4918549369;632
3513108003002;529;78
3513207001001;1267;269
3513306001001;322;49
3513405003001;14864;835
3513405003002;898;98
3513405003003;899;118
3513405003004;1570;204
3513504003001;19750;544
3513504003002;2335;223
3513504003003;921;31
3513504003004;14513;350
3513504003005;189;50
3513603001001;1710;477
3513702003001;1935834781;342
3513702003002;5170;604
3513801005001;2709;58
3513801005002;6520;141
3513801005003;10817;388
3513801005004;1527;122
3513801005005;9213;187
3513801005006;19311;723
3513801005007;5034;350
3513801005008;3620;412
3513801005009;7448;373
3513801005010;3278;283
3513801005011;235;31
3513801005012;1561;97
3513801005013;431;85
3513801005014;3430;171
3513801005015;1073;133
3513801005016;15142;527
3513801005017;9964;418
3513801005018;2842;135
3513801005019;1301;85
3513801005020;747;94
3513801005021;4058;219
3513801005022;1989;119
3513850001001;280;20
3513900001001;1565;227
3514007001001;670;94
3514106001001;5462;596
3514205001001;319;37
3514304001001;1605;247
3514403003001;3506;449
3514403003002;7063;849
3514502001001;2109;321
3514601001001;1518;148
3514700001001;693;148
3514809001001;2053;272
3514908001001;4532;301
3514924001001;468;64
3514957001001;352;61
3515004005001;185;28
3515004005002;1013;169
3515004005003;671;66
3515004005004;420;66
3515004005005;958;117
3515004005006;1147871970;76
3515004005007;455;79
3515004005008;3612;113
3515004005009;6568;87
3515004005010;12721;601
3515004005011;7764;220
3515004005012;9478;133
3515103003001;1078;64
3515103003002;5952;397
3515103003003;869;72
3515129001001;339;61
3515152001001;3480;238
3515186003001;7159;917
3515186003002;5133;144
3515194001001;1836;82
3515202001001;2390;238
3515301001001;367;48
3515350001001;679;81
3515400001001;3066;386
3515509003001;960;113
3515509003002;482;55
3515509003003;8309;988
3515509003004;5009;607
3515608001001;937;151
3515657001001;318;49
3515707003001;203;30
3515707003002;250;33
3515707003003;1367;161
3515707003004;50;19
3515707003005;724;42
3515707003006;295;45
3515707003007;6943;168
3515707003008;9628;496
3515806001001;286;49
3515905001001;428;89
3516002001001;3658;246
3516101001001;471;69
3516200005001;1637272108;101
3516200005002;684;114
3516200005003;846;137
3516200005004;4716;385
3516200005005;1911;293
3516200005006;3403;312
3516200005007;1850;313
3516200005008;7682;583
3516200005009;1596;247
3516200005010;5058;596
3516200005011;399;108
3516200005012;315;89
3516200005013;1029;191
3516200005014;2212;192
3516200005015;3998;571
3516200005016;4448;516
3516200005017;608;110
3516200005018;1700005244;658
3516200005019;3282;516
3516200005020;14188;1826
3516200005021;6515;720
3516309003001;1238;46
3516309003002;6505;442
3516309003003;212;51
3516309003004;120;18
3516309003005;386;69
3516408003001;79;16
3516408003002;151;29
3516408003003;149;37
3516408003004;2234;87
3516408003005;3433298808;379
3516408003006;1144438887;277
3516507001001;887;56
3516606001001;1365;201
3516705003001;3937;268
3516705003002;7322;946
3516804001001;367;72
3516853001001;3098;77
3516903001001;1348;318
3517000001001;1123;178
3517109001001;989;139
3517208001001;1963;152
3517307001001;512;97
3517406003001;1504;239
3517406003002;9078;535
3517505001001;2314;274
3517604001001;1793;228
3517703001001;2838;352
3517802001001;1146;238
3517901001001;2047;162
3518008001001;286;41
3518107001001;1358;146
3518206003001;3653;494
3518206003002;1424;129
3518305001001;6324;503
3518404003001;491;63
3518404003002;8652;470
3518404003003;6666;478
3518404003004;9075;1253
3518503001001;1903;180
3518602003001;2858;37
3518602003002;4842;501
3518701005001;9865;1231
3518701005002;3761;320
3518701005003;759;90
3518701005004;1333527945;1146
3518701005005;1027;171
3518701005006;1967;147
3518701005007;3350;315
3518701005008;3505;336
3518701005009;438;70
3518701005010;6900;209
3518701005011;1748;74
3518701005012;2336;153
3518701005013;430;29
3518701005014;3811;121
3518701005015;1333514742;44
3518800005001;1123087746;2875
3518800005002;1124099609;395
3518800005003;15189;673
3518800005004;23186;417
3518800005005;1550;265
3518800005006;1128;121
3518800005007;1197259765;539
3518800005008;3119;278
3518800005009;10423;852
3518800005010;1147492170;576
3518800005011;7529;704
3518800005012;35713;1116
3518800005013;3068;211
3518800005014;1190;176
3518800005015;2077;221
3518800005016;1260;95
3518800005017;1784;170
3518800005018;1383;163
3518800005019;14300;457
3518800005020;1974;161
3518800005021;1124814734;481
3518800005022;32020;871
3518800005023;1111117905;333
3518800005024;53680;1629
3518800005025;2969;268
3518800005026;1177;87
3518800005027;8031;537
3518800005028;455;82
3518800005029;8589;357
3518800005030;4354;160
3518859001001;1124020250;124
3518909001001;493;91
3519006001001;1051;193
3519055001001;7001;539
3519071005001;13553;456
3519071005002;387;53
3519071005003;1938985218;198
3519071005004;1938974039;186
3519071005005;2693;192
3519071005006;347;58
3519071005007;1932676240;144
3519071005008;1932677137;181
3519071005009;4117;340
3519105001001;2613;244
3519204001001;777;148
3519253001001;1552;48
3519303003001;5178;490
3519402001001;1646;231
3519501001001;2401;120
3519600003001;5116;575
3519600003002;9977;1034
3519709003002;217;41
3519709003003;10103;1054
3519808001001;1342;105
3519907001001;1071;174
3520004001001;2352;356
3520103003001;5408;551
3520202001001;1344;130
3520301003001;2270;294
3520400003001;1238968836;615
3520426001001;1170;125
3520442001001;5320;531
3520509005001;1917;391
3520509005002;1975;257
3520509005003;5133986764;3476
3520608001001;636;113
3520707001001;433;58
3520806001001;782;67
3520905001001;3275;237
3521002001001;6372;278
3521101001001;2003;120
3521150001001;575;80
3521200001001;446;39
3521309001001;3101;324
3521408001001;6420;448
3521507001001;929;144
3521606001001;698;119
3521705001001;2268;275
3521804001001;4313;427
3521903001001;2355;372
