AP;num_firms
3301900001009;116
3302007001001;269
3302007001002;424
3302007001003;936
3302007001004;520
3302270001001;123
3302270001002;81
3302270001003;326
3302270001004;88
3302502001001;261
3302502001002;1577
3302502001003;142
3302502001004;1789
3302502001005;173
3302502001006;234
3302502001007;30
3302502001008;95
3302502001009;92
3302502001010;81
3302502001011;201
3302601001001;754
3302700001001;497
3302700001002;621
3302700001003;308
3302700001004;542
3302700001005;160
3303203001001;321
3303203001002;436
3303203001003;1188
3303203001004;326
3303203001005;206
3303203002001;301
3303203002002;145
3303203002003;162
3303302999001;823
3303302999002;543
3303302999003;431
3303302999004;139
3303302999005;485
3303302999006;425
3303302999007;2803
3303302999008;942
3303302999009;390
3303302999010;1038
3303302999011;76
3303302999012;351
3303302999013;342
3303302999014;1017
3303302999015;211
3303302999016;371
3303302999017;6691
3303302999018;634
3303302999019;1036
3303500999001;392
3303500999002;411
3303500999003;211
3303500999004;177
3303500999005;312
3303500999006;86
3303500999007;4019
3303500999008;352
3303500999009;417
3303500999010;480
3303500999011;173
3303500999012;200
3303500999013;107
3303500999014;167
3303500999015;124
3303500999016;147
3303500999017;96
3303500999018;212
3303500999019;202
3303500999020;102
3303500999021;271
3303500999022;188
3303500999023;558
3303500999024;151
3303500999025;101
3303500999026;37
3303500999027;151
3303500999028;112
3303500999029;127
3303500999030;74
3303500999031;189
3303500999032;94
3303500999033;81
3303500999034;199
3303500999035;299
3303500999036;39
3303500999037;45
3303500999038;77
3303500999039;114
3303500999040;142
3303500999041;176
3303500999042;148
3303500999043;130
3303500999044;281
3303609001001;902
3303906001001;332
3303906001002;751
3303906001003;875
3303906001004;511
3303906001005;387
3303906001006;1085
3303906001007;160
3303906001008;2736
3303906001009;243
3303906002001;523
3303906002002;321
3303906002003;885
3303906501001;1124
3303906502001;1070
3303906503001;94
3303955001001;506
3304003001001;654
3304144501001;346
3304144502001;648
3304144503001;393
3304557999001;353
3304557999002;302
3304557999003;527
3304557999004;438
3304557999005;1091
3304557999006;540
3304557999007;620
3304557999008;462
3304557999009;384
3304557999010;472
3304557999011;344
3304557999012;1095
3304557999013;11046
3304557999014;156
3304557999015;1244
3304557999016;675
3304557999017;2310
3304557999018;2543
3304557999019;2668
3304557999020;1379
3304557999021;711
3304557999022;1375
3304557999023;1099
3304557999024;414
3304557999025;388
3304557999026;881
3304557999027;1236
3304557999028;1783
3304557999029;227
3304557999030;563
3304557999031;34099
3304557999032;3796
3304557999033;249
3304557999034;520
3304557999035;429
3304557999036;223
3304557999037;738
3304557999038;2568
3304557999039;1179
3304557999040;2111
3304557999041;2685
3304557999042;2037
3304557999043;644
3304557999044;472
3304557999045;555
3304557999046;711
3304557999047;858
3304557999048;366
3304557999049;581
3304557999050;298
3304557999051;497
3304557999052;2198
3304557999053;495
3304557999054;247
3304557999055;465
3304557999056;640
3304557999057;899
3304557999058;215
3304557999059;1479
3304557999060;1132
3304557999061;1527
3304557999062;340
3304557999063;2290
3304557999064;1274
3304557999065;226
3304557999066;857
3304557999067;1034
3304557999068;719
3304557999069;1021
3304557999070;1273
3304557999071;819
3304557999072;170
3304557999073;835
3304557999074;74
3304557999075;875
3304557999076;330
3304557999077;3828
3304557999078;1795
3304557999079;1036
3304557999080;795
3304557999081;983
3304557999082;406
3304557999083;1178
3304557999084;295
3304557999085;1347
3304557999086;713
3304557999087;1512
3304557999088;336
3304557999089;1199
3304557999090;1070
3304557999091;1701
3304557999092;3863
3304557999093;514
3304557999094;698
3304557999095;3661
3304557999096;355
3304557999097;318
3304557999098;377
3304557999099;1223
3304557999100;699
3304557999101;882
3304557999102;96
3304557999103;728
3304557999104;65
3304557999105;179
3304557999106;613
3304557999107;3537
3304557999108;1829
3304557999109;717
3304557999110;826
3304557999111;849
3304557999112;509
3304557999113;340
3304557999114;1228
3304557999115;612
3304557999116;1396
3304557999117;944
3304557999118;1030
3304557999119;1790
3304557999120;974
3304557999121;647
3304557999122;1084
3304557999123;637
3304557999124;1833
3304557999125;439
3304557999126;497
3304557999127;121
3304557999128;221
3304557999129;334
3304557999130;344
3304557999131;177
3304557999132;2770
3304557999133;471
3304557999134;488
3304557999135;346
3304557999136;1528
3304557999137;970
3304557999138;37
3304557999139;1146
3304557999140;367
3304557999141;1895
3304557999142;238
3304557999143;816
3304557999144;121
3304557999145;378
3304557999146;725
3304557999147;759
3304557999148;886
3304557999149;174
3304557999150;1282
3304557999151;216
3304557999152;537
3304557999153;2913
3304557999154;798
3304557999155;3080
3304557999156;478
3304557999157;2088
3304557999158;2677
3304557999159;3640
3304557999160;1157
3304557999161;637
3304557999162;261
3304557999163;229
3304557999164;294
3304557999165;965
3304557999166;710
3304557999167;2846
3304557999168;293
3304557999169;1213
3304557999170;213
3304904001001;279
3304904001002;184
3304904001003;221
3304904001004;100
3304904001005;296
3304904001006;160
3304904001007;214
3304904001008;951
3304904001009;185
3304904001010;1635
3304904001011;231
3304904001012;48
3304904001013;634
3304904001014;374
3304904001015;983
3304904001016;144
3304904001017;70
3304904001018;127
3304904002001;196
3304904002002;269
3304904002003;290
3304904002004;97
3304904002005;122
3304904002006;162
3304904002007;57
3304904002008;391
3304904003001;171
3304904003002;193
3304904003003;402
3304904003004;300
3304904003005;124
3304904003006;9
3304904003007;152
3304904003008;133
3304904003009;152
3304904004001;506
3304904004002;210
3304904004003;289
3304904004004;620
3304904004005;378
3304904004006;105
3304904004007;246
3304904004008;197
3304904005001;207
3304904005002;357
3304904005003;71
3304904005004;362
3305109999001;260
3305109999002;132
3305109999003;379
3305109999004;100
3305109999005;569
3305109999006;452
3305109999007;204
3305109999008;1162
3305109999009;302
3305109999010;2387
3305109999011;1190
3305109999012;890
3305554001001;530
3305554001002;71
3306305999001;297
3306305999002;186
3306305999003;208
3306305999004;109
3306305999005;2655
3306305999006;293
3306305999007;682
3306305999008;216
3306305999009;591
3306305999010;781
3306305999011;1362
3306305999012;121
3501152001001;360
3501608001001;1350
3501608001002;535
3501608001003;1544
3501608001004;1523
3501608001005;992
3501608001006;399
3501608001007;3039
3501608001008;671
3501608001009;409
3502754001001;617
3502903001001;1004
3503901001001;1812
3504107001001;5759
3504107001002;142
3504602001001;820
3505708001001;1013
3505708001002;669
3505708001003;3265
3505708001004;6121
3505708001005;662
3505708004001;549
3505708004002;501
3505708501001;832
3505708502001;1033
3506359001001;1631
3507001001001;1895
3507100001001;638
3508405001001;1252
3508504001001;2074
3508504001002;509
3508504001003;101
3509007001001;1599
3509205001001;2024
3509502001001;304
3509502001002;524
3509502001003;840
3509502001004;504
3509502001005;1669
3509502001006;1762
3509502001007;112
3509502001008;542
3509502001009;319
3509502001010;1353
3509502001011;1537
3509502001012;990
3509502001013;1276
3509502001014;772
3509502001015;241
3509502001016;136
3509502001017;126
3509502001018;1905
3509502001019;1641
3509502001020;516
3509502001021;302
3509502001022;987
3509502001023;2638
3509502001024;3105
3509502001025;541
3509502001026;233
3509502001027;220
3509502001028;1071
3509502001029;361
3509502001030;1334
3509502001031;343
3509502001032;394
3509502001033;152
3509502001034;1254
3509502001035;1194
3509502001036;1570
3509502001037;1905
3509502001038;987
3509502001039;1168
3509502001040;1183
3509502001041;497
3509502001042;439
3509502001043;3597
3509502001044;3644
3509502001045;705
3509502001046;271
3509502001047;963
3509502001048;650
3509502001049;475
3509601001001;1625
3510609001001;571
3510609001002;395
3510609001003;55
3510609001004;168
3510609001005;362
3510609001006;717
3510609001007;133
3510609001008;530
3510609001009;359
3510609001010;395
3510609001011;2362
3510609003001;263
3510609003002;200
3510609003003;362
3510609003004;330
3510609501001;515
3511300001001;481
3512803001001;2226
3513009001001;3077
3513009001002;794
3513009001003;636
3513009001004;1058
3513009001005;2285
3513009501001;1005
3513504001001;93
3513504001002;30
3513504001003;410
3513504001004;272
3513504001005;1567
3513801999001;357
3513801999002;1170
3513801999003;1791
3513801999004;786
3513801999005;826
3513801999006;470
3513801999007;594
3513801999008;243
3513801999009;498
3513801999010;438
3513801999011;447
3513801999012;199
3513801999013;292
3513801999014;282
3513801999015;214
3513801999016;163
3513801999017;824
3513801999018;247
3515004001001;259
3515004001002;302
3515004001003;149
3515004001004;178
3515004001005;503
3515004001006;221
3515004001007;372
3515004001008;234
3515004001009;1235
3515004001010;1317
3515103001005;949
3515103001099;134
3515707001001;187
3515707001002;129
3515707001003;70
3515707001004;157
3515707001005;1437
3515707501001;121
3515707502001;127
3516309001001;130
3516309001002;206
3516309001003;194
3516309001004;920
3516309001005;148
3516309001006;289
3516408001001;111
3516408001002;124
3516408001003;744
3516408001004;172
3516408001005;418
3517505001001;840
3518305001001;1559
3518701001001;901
3518701001002;416
3518701001003;371
3518701001004;322
3518701001005;282
3518701001006;1393
3518701001007;2019
3518701002001;321
3518701002002;558
3518701002003;368
3518701002004;690
3518701002005;582
3518800999001;6339
3518800999002;861
3518800999003;639
3518800999004;198
3518800999005;586
3518800999006;906
3518800999007;473
3518800999008;256
3518800999009;258
3518800999010;627
3518800999011;312
3518800999012;283
3518800999013;403
3518800999014;273
3518800999015;399
3518800999016;890
3518800999017;1047
3518800999018;438
3518800999019;939
3518800999020;612
3518800999021;444
3518800999022;992
3518800999023;1174
3518800999024;530
3518800999025;311
3518800999026;243
3518800999027;143
3518800999028;91
3518800999029;247
3518800999030;275
3518800999031;165
3518800999032;183
3518800999033;133
3518800999034;394
3518800999035;553
3518800999036;122
3518800999037;167
3518800999038;131
3518800999039;159
3518800999040;298
3518800999041;313
3518800999042;228
3518800999043;108
3518800999044;354
3518800999045;315
3518800999046;367
3518800999047;459
3518800999048;379
3518800999049;760
3518800999050;1220
3518800999051;303
3518800999052;288
3518800999053;96
3518800999054;213
3518800999055;192
3518800999056;82
3518800999057;310
