code,1,2,3,4,5
1300029001001,0.8322978067386488,0.910778166345536,0.9786349256236252,0.9925816348515322,1.0
1300060001001,0.7841047402246677,0.8664632193234979,0.9803158952999372,0.9954391137981048,1.0
1300086001001,0.703689536925262,0.8214427213895723,0.9597216755318936,0.9806273423147204,1.0000000000000002
1300102001001,0.7717712382541505,0.8992692508819289,0.9825826056141131,1.0,1.0
1300144001001,0.731278236830048,0.8568779236532753,0.9692585646173396,0.9913928170878002,1.0
1300201001001,0.8686806238742905,0.933251924862689,0.9887757998145262,0.9996748224863696,1.0
1300300001001,0.7865050031194362,0.8951140828225314,0.9748334149821783,0.9912253386001796,1.0
1300409001001,0.819091919442021,0.914110531048854,0.9801769264425756,0.9961764147993905,1.0
1300508001001,0.7506178221759896,0.8909562695077534,0.9848028952799169,0.997696346978002,1.0
1300607001001,0.7725758592483611,0.8780692124323822,0.9821303843947838,0.9972405247930074,0.9999999999999998
1300631001001,0.8654531883372424,0.9249714958022588,0.9869615879008744,0.995278525463448,1.0000000000000002
1300680001001,0.7712837552254862,0.9005395688731087,0.9861373063610476,0.998977173527876,1.0
1300706001001,0.7732278876614775,0.8789053265232352,0.9689267038566116,0.9969520414353732,1.0
1300805001001,0.7955600620192871,0.8879272749082632,0.9782482820881936,0.9902714436984956,1.0000000000000002
1300839001001,0.7919823520053606,0.8684546855980741,0.9771131005863699,0.9948724438205121,1.0
1300904001001,0.7947909914747524,0.8988761751666378,0.9855725780942588,0.9996964622253064,1.0000000000000002
1301001001001,0.7969923653575608,0.8995154903313866,0.975401254827395,0.9953103050628352,1.0
1301100001001,0.7651082987810415,0.8994269684634983,0.9844789846304449,0.9967875053823244,1.0
1301159001001,0.7670026226245606,0.8768865427666925,0.978534877444982,0.9946647788102329,1.0
1301209003001,0.8591173552206371,0.9438730908225104,0.9868418060371008,0.9959387024252324,1.0
1301209003002,0.6626678730526577,0.7904842746139342,0.9586111161669532,0.9967663334236956,1.0
1301308001001,0.7807271486528887,0.8715968581484587,0.9832097244135181,0.9992823578850886,1.0
1301407001001,0.8066128314506021,0.8829517516056684,0.9760424563287808,0.9983624379205308,1.0
1301506001001,0.8391369300853374,0.9085010530581036,0.9782971051233088,0.9968078834550574,1.0
1301605001001,0.8215394054817259,0.906676755571744,0.9850009607129636,0.9979671287252652,1.0
1301654001001,0.8338088425167178,0.9100093612664636,0.98284275415935,0.99801984500569,1.0000000000000002
1301704003001,0.6534483588276714,0.7605630938637461,0.9433675494285934,0.9916346209534947,0.9999999999999998
