mun_code
1501501
1504422
1600600
2107506
2109452
2203305
2301901
2304285
2306256
2309706
2403608
2408201
2412203
2503209
2504900
2508307
2605202
2607604
2607752
2609402
2610608
2702207
2707701
2707909
2708907
2800605
2803609
2804003
2806701
2906501
2910057
2916104
2919926
2921005
2929206
2929503
3109006
3110004
3112505
3115904
3117876
3124104
3130101
3131158
3136652
3137601
3140159
3140704
3140803
3141108
3144805
3149309
3153608
3153905
3154804
3158953
3162922
3162955
3165537
3168705
3171204
3205101
3301850
3302601
3303609
3303955
3304003
3501152
3502754
3502903
3503901
3504602
3506359
3507001
3507100
3508405
3509007
3509205
3509601
3511300
3512803
3517505
3518305
3521002
3524006
3524709
3525102
3526209
3527306
3528403
3528502
3530300
3531100
3531803
3532009
3532405
3533403
3536505
3537107
3538600
3539103
3540606
3544103
3545308
3546801
3547304
3549953
3551504
3554805
3556453
3556701
4104006
4104253
4107652
4107900
4109807
4111258
4114203
4114807
4117503
4120804
4122206
4122404
4201307
4202305
4205803
4206009
4206504
4212304
4215703
4217402
4300877
4303905
4304689
4306403
4306767
4307609
4307906
4310801
4311627
4312476
4313375
4314803
5200050
5205497
5208806
5214507
5215231
5215603
5217609
5219753
5220454
