;AP;num_employees_clt;num_firms
1078;3301702999028;433;224
1079;3301702999029;3254;640
1080;3301702999030;3049;247
1081;3301702999031;1100;175
1082;3301702999032;310;165
1083;3301702999033;2001;161
1084;3301702999034;212;182
1085;3301702999035;5196;364
1086;3301702999036;1337;194
1087;3301702999037;600;83
1088;3301702999038;2858;277
1089;3301702999039;1633;327
1090;3301702999040;874;151
1091;3301702999041;78;73
1092;3301702999042;342;186
1093;3301702999043;759;275
1094;3301702999044;246;168
1095;3301702999045;1210;123
1096;3301702999046;203;77
1097;3301702999047;157;87
1098;3301702999048;3251;456
1099;3301702999049;306;107
1100;3301702999050;1201;278
1101;3301850001001;3387;1516
1102;3301900001001;2269;428
1103;3301900001002;258;90
1104;3301900001003;5382;1338
1105;3301900001004;1047;236
1106;3301900001005;360;129
1107;3301900001006;2634;247
1108;3301900001007;994;228
1109;3301900001008;280;64
1110;3301900001009;306;116
1111;3302007001001;1368;269
1112;3302007001002;1442;424
1113;3302007001003;8235;936
1114;3302007001004;1370;520
1115;3302270001001;287;123
1116;3302270001002;98;81
1117;3302270001003;476;326
1118;3302270001004;1944;88
1119;3302502001001;1192;261
1120;3302502001002;5748;1577
1121;3302502001003;203;142
1122;3302502001004;7111;1789
1123;3302502001005;701;173
1124;3302502001006;1596;234
1125;3302502001007;192;30
1126;3302502001008;316;95
1127;3302502001009;149;92
1128;3302502001010;213;81
1129;3302502001011;340;201
1130;3302601001001;4944;754
1131;3302700001001;2534;497
1132;3302700001002;1383;621
1133;3302700001003;369;308
1134;3302700001004;1245;542
1135;3302700001005;245;160
1136;3303203001001;1034;321
1137;3303203001002;2843;436
1138;3303203001003;5057;1188
1139;3303203001004;649;326
1140;3303203001005;307;206
1141;3303203002001;1128;301
1142;3303203002002;198;145
1143;3303203002003;340;162
1144;3303302999001;2751;823
1145;3303302999002;1922;543
1146;3303302999003;2800;431
1147;3303302999004;462;139
1148;3303302999005;1420;485
1149;3303302999006;1547;425
1150;3303302999007;11868;2803
1151;3303302999008;3912;942
1152;3303302999009;1550;390
1153;3303302999010;5994;1038
1154;3303302999011;1014;76
1155;3303302999012;2052;351
1156;3303302999013;1589;342
1157;3303302999014;6705;1017
1158;3303302999015;700;211
1159;3303302999016;2758;371
1160;3303302999017;40221;6691
1161;3303302999018;3973;634
1162;3303302999019;11635;1036
1163;3303500999001;2649;392
1164;3303500999002;3317;411
1165;3303500999003;1819;211
1166;3303500999004;1726;177
1167;3303500999005;3409;312
1168;3303500999006;255;86
1169;3303500999007;20508;4019
1170;3303500999008;1370;352
1171;3303500999009;3386;417
1172;3303500999010;2525;480
1173;3303500999011;539;173
1174;3303500999012;513;200
1175;3303500999013;676;107
1176;3303500999014;1094;167
1177;3303500999015;255;124
1178;3303500999016;824;147
1179;3303500999017;1093;96
1180;3303500999018;763;212
1181;3303500999019;436;202
1182;3303500999020;105;102
1183;3303500999021;801;271
1184;3303500999022;326;188
1185;3303500999023;3377;558
1186;3303500999024;263;151
1187;3303500999025;74;101
1188;3303500999026;109;37
1189;3303500999027;433;151
1190;3303500999028;101;112
1191;3303500999029;266;127
1192;3303500999030;607;74
1193;3303500999031;699;189
1194;3303500999032;179;94
1195;3303500999033;157;81
1196;3303500999034;737;199
1197;3303500999035;1136;299
1198;3303500999036;40;39
1199;3303500999037;404;45
1200;3303500999038;96;77
1201;3303500999039;987;114
1202;3303500999040;321;142
1203;3303500999041;1102;176
1204;3303500999042;299;148
1205;3303500999043;218;130
1206;3303500999044;2750;281
1207;3303609001001;3199;902
1208;3303906001001;918;332
1209;3303906001002;2757;751
1210;3303906001003;4627;875
1211;3303906001004;3347;511
1212;3303906001005;2681;387
1213;3303906001006;5436;1085
1214;3303906001007;271;160
1215;3303906001008;10221;2736
1216;3303906001009;536;243
1217;3303906002001;2156;523
1218;3303906002002;1720;321
1219;3303906002003;2850;885
1220;3303906501001;4677;1124
1221;3303906502001;3017;1070
1222;3303906503001;383;94
1223;3303955001001;1381;506
1224;3304003001001;2431;654
1225;3304144501001;2196;346
1226;3304144502001;2358;648
1227;3304144503001;1591;393
1228;3304557999001;1089;353
1229;3304557999002;6272;302
1230;3304557999003;2396;527
1231;3304557999004;1022;438
1232;3304557999005;8020;1091
1233;3304557999006;4122;540
1234;3304557999007;1662;620
1235;3304557999008;1487;462
1236;3304557999009;1558;384
1237;3304557999010;1229;472
1238;3304557999011;1418;344
1239;3304557999012;4920;1095
1240;3304557999013;63241;11046
1241;3304557999014;1547;156
1242;3304557999015;10620;1244
1243;3304557999016;2449;675
1244;3304557999017;17828;2310
1245;3304557999018;17710;2543
1246;3304557999019;29646;2668
1247;3304557999020;10580;1379
1248;3304557999021;6089;711
1249;3304557999022;4523;1375
1250;3304557999023;7313;1099
1251;3304557999024;7560;414
1252;3304557999025;2879;388
1253;3304557999026;3444;881
1254;3304557999027;5460;1236
1255;3304557999028;7535;1783
1256;3304557999029;1203;227
1257;3304557999030;1810;563
1258;3304557999031;241525;34099
1259;3304557999032;48354;3796
1260;3304557999033;540;249
1261;3304557999034;1891;520
1262;3304557999035;3001;429
1263;3304557999036;2144;223
1264;3304557999037;7453;738
1265;3304557999038;12435;2568
1266;3304557999039;4506;1179
1267;3304557999040;7249;2111
1268;3304557999041;10752;2685
1269;3304557999042;9378;2037
1270;3304557999043;4083;644
1271;3304557999044;2816;472
1272;3304557999045;6639;555
1273;3304557999046;7946;711
1274;3304557999047;3439;858
1275;3304557999048;3236;366
1276;3304557999049;3167;581
1277;3304557999050;766;298
1278;3304557999051;1923;497
1279;3304557999052;12557;2198
1280;3304557999053;1585;495
1281;3304557999054;987;247
1282;3304557999055;3189;465
1283;3304557999056;2749;640
1284;3304557999057;5011;899
1285;3304557999058;3546;215
1286;3304557999059;9904;1479
1287;3304557999060;6659;1132
1288;3304557999061;7177;1527
1289;3304557999062;694;340
1290;3304557999063;13008;2290
1291;3304557999064;18022;1274
1292;3304557999065;1627;226
1293;3304557999066;6779;857
1294;3304557999067;4400;1034
1295;3304557999068;4377;719
1296;3304557999069;5031;1021
1297;3304557999070;8177;1273
1298;3304557999071;5000;819
1299;3304557999072;414;170
1300;3304557999073;6457;835
1301;3304557999074;167;74
1302;3304557999075;6110;875
1303;3304557999076;1178;330
1304;3304557999077;15324;3828
1305;3304557999078;8119;1795
1306;3304557999079;7092;1036
1307;3304557999080;3678;795
1308;3304557999081;3294;983
1309;3304557999082;2318;406
1310;3304557999083;13304;1178
1311;3304557999084;1811;295
1312;3304557999085;12088;1347
1313;3304557999086;2728;713
1314;3304557999087;13080;1512
1315;3304557999088;857;336
1316;3304557999089;3148;1199
1317;3304557999090;5241;1070
1318;3304557999091;7871;1701
1319;3304557999092;16333;3863
1320;3304557999093;2816;514
1321;3304557999094;2316;698
1322;3304557999095;21328;3661
1323;3304557999096;1337;355
1324;3304557999097;3854;318
1325;3304557999098;2802;377
1326;3304557999099;12923;1223
1327;3304557999100;3214;699
1328;3304557999101;6976;882
1329;3304557999102;887;96
1330;3304557999103;6240;728
1331;3304557999104;314;65
1332;3304557999105;1396;179
1333;3304557999106;2119;613
1334;3304557999107;15426;3537
1335;3304557999108;10638;1829
1336;3304557999109;4797;717
1337;3304557999110;6504;826
1338;3304557999111;5456;849
1339;3304557999112;3259;509
1340;3304557999113;680;340
1341;3304557999114;12185;1228
1342;3304557999115;2529;612
1343;3304557999116;11112;1396
1344;3304557999117;2780;944
1345;3304557999118;4936;1030
1346;3304557999119;19134;1790
1347;3304557999120;9597;974
1348;3304557999121;2762;647
1349;3304557999122;4297;1084
1350;3304557999123;2088;637
1351;3304557999124;17276;1833
1352;3304557999125;3276;439
1353;3304557999126;1485;497
1354;3304557999127;342;121
1355;3304557999128;429;221
1356;3304557999129;692;334
1357;3304557999130;2244;344
1358;3304557999131;469;177
1359;3304557999132;8735;2770
1360;3304557999133;2941;471
1361;3304557999134;2161;488
1362;3304557999135;1008;346
1363;3304557999136;21821;1528
1364;3304557999137;2998;970
1365;3304557999138;572;37
1366;3304557999139;5534;1146
1367;3304557999140;1918;367
1368;3304557999141;28213;1895
1369;3304557999142;1172;238
1370;3304557999143;5218;816
1371;3304557999144;576;121
1372;3304557999145;5855;378
1373;3304557999146;11132;725
1374;3304557999147;5801;759
1375;3304557999148;5388;886
1376;3304557999149;968;174
1377;3304557999150;3173;1282
1378;3304557999151;4901;216
1379;3304557999152;2317;537
1380;3304557999153;33202;2913
1381;3304557999154;3057;798
1382;3304557999155;20393;3080
1383;3304557999156;1801;478
1384;3304557999157;9965;2088
1385;3304557999158;27829;2677
1386;3304557999159;20735;3640
1387;3304557999160;5137;1157
1388;3304557999161;2464;637
1389;3304557999162;1049;261
1390;3304557999163;1058;229
1391;3304557999164;1600;294
1392;3304557999165;6437;965
1393;3304557999166;8186;710
1394;3304557999167;12641;2846
1395;3304557999168;912;293
1396;3304557999169;4983;1213
1397;3304557999170;522;213
1398;3304904001001;809;279
1399;3304904001002;606;184
1400;3304904001003;666;221
1401;3304904001004;1723;100
1402;3304904001005;1358;296
1403;3304904001006;360;160
1404;3304904001007;1051;214
1405;3304904001008;3296;951
1406;3304904001009;718;185
1407;3304904001010;7911;1635
1408;3304904001011;1861;231
1409;3304904001012;85;48
1410;3304904001013;3935;634
1411;3304904001014;4218;374
1412;3304904001015;3062;983
1413;3304904001016;652;144
1414;3304904001017;117;70
1415;3304904001018;985;127
1416;3304904002001;436;196
1417;3304904002002;1047;269
1418;3304904002003;1801;290
1419;3304904002004;94;97
1420;3304904002005;1026;122
1421;3304904002006;837;162
1422;3304904002007;266;57
1423;3304904002008;1788;391
1424;3304904003001;805;171
1425;3304904003002;384;193
1426;3304904003003;1487;402
1427;3304904003004;1436;300
1428;3304904003005;643;124
1429;3304904003006;5;9
1430;3304904003007;411;152
1431;3304904003008;505;133
1432;3304904003009;1210;152
1433;3304904004001;3766;506
1434;3304904004002;1085;210
1435;3304904004003;817;289
1436;3304904004004;6580;620
1437;3304904004005;1959;378
1438;3304904004006;825;105
1439;3304904004007;482;246
1440;3304904004008;736;197
1441;3304904005001;771;207
1442;3304904005002;830;357
1443;3304904005003;82;71
1444;3304904005004;750;362
1445;3305109999001;913;260
1446;3305109999002;845;132
1447;3305109999003;986;379
1448;3305109999004;250;100
1449;3305109999005;1408;569
1450;3305109999006;2006;452
1451;3305109999007;351;204
1452;3305109999008;5658;1162
1453;3305109999009;2259;302
1454;3305109999010;10293;2387
1455;3305109999011;2921;1190
1456;3305109999012;5191;890
1457;3305554001001;2636;530
1458;3305554001002;316;71
1459;3306305999001;2254;297
1460;3306305999002;560;186
1461;3306305999003;322;208
1462;3306305999004;461;109
1463;3306305999005;25452;2655
1464;3306305999006;1216;293
1465;3306305999007;2608;682
1466;3306305999008;931;216
1467;3306305999009;3804;591
1468;3306305999010;3174;781
1469;3306305999011;7111;1362
1470;3306305999012;261;121
1471;3501152001001;5604;360
1472;3501608001001;7202;1350
1473;3501608001002;4332;535
1474;3501608001003;8543;1544
1475;3501608001004;9181;1523
1476;3501608001005;3416;992
1477;3501608001006;656;399
1478;3501608001007;15251;3039
1479;3501608001008;1601;671
1480;3501608001009;3041;409
1481;3502754001001;2747;617
1482;3502903001001;2932;1004
1483;3503901001001;8912;1812
1484;3504107001001;19874;5759
1485;3504107001002;1140;142
1486;3504602001001;1327;820
1487;3505708001001;6855;1013
1488;3505708001002;2965;669
1489;3505708001003;28840;3265
1490;3505708001004;78371;6121
1491;3505708001005;7000;662
1492;3505708004001;362;549
1493;3505708004002;1248;501
1494;3505708501001;3759;832
1495;3505708502001;7549;1033
1496;3506359001001;4471;1631
1497;3507001001001;11299;1895
1498;3507100001001;2201;638
1499;3508405001001;6453;1252
1500;3508504001001;8165;2074
1501;3508504001002;3269;509
1502;3508504001003;1098;101
1503;3509007001001;10272;1599
1504;3509205001001;42205;2024
1505;3509502001001;1797;304
1506;3509502001002;5503;524
1507;3509502001003;1796;840
1508;3509502001004;2564;504
1509;3509502001005;12939;1669
1510;3509502001006;7176;1762
1511;3509502001007;157;112
1512;3509502001008;3500;542
1513;3509502001009;1191;319
1514;3509502001010;5892;1353
1515;3509502001011;5485;1537
1516;3509502001012;3602;990
1517;3509502001013;3359;1276
1518;3509502001014;3946;772
1519;3509502001015;1012;241
1520;3509502001016;155;136
1521;3509502001017;138;126
1522;3509502001018;7228;1905
1523;3509502001019;5623;1641
1524;3509502001020;1391;516
1525;3509502001021;453;302
1526;3509502001022;3279;987
1527;3509502001023;9023;2638
1528;3509502001024;8746;3105
1529;3509502001025;2912;541
1530;3509502001026;245;233
1531;3509502001027;153;220
1532;3509502001028;3658;1071
1533;3509502001029;1326;361
1534;3509502001030;4095;1334
1535;3509502001031;6563;343
1536;3509502001032;3432;394
1537;3509502001033;1340;152
1538;3509502001034;6942;1254
1539;3509502001035;5768;1194
1540;3509502001036;7073;1570
1541;3509502001037;7319;1905
1542;3509502001038;10984;987
1543;3509502001039;8638;1168
1544;3509502001040;5955;1183
1545;3509502001041;625;497
1546;3509502001042;1151;439
1547;3509502001043;15734;3597
1548;3509502001044;21241;3644
1549;3509502001045;5719;705
1550;3509502001046;1667;271
1551;3509502001047;3749;963
1552;3509502001048;3808;650
1553;3509502001049;3038;475
1554;3509601001001;7299;1625
1555;3510609001001;976;571
1556;3510609001002;907;395
1557;3510609001003;80;55
1558;3510609001004;87;168
1559;3510609001005;701;362
1560;3510609001006;3550;717
1561;3510609001007;177;133
1562;3510609001008;758;530
1563;3510609001009;477;359
1564;3510609001010;2172;395
1565;3510609001011;6120;2362
1566;3510609003001;444;263
1567;3510609003002;216;200
1568;3510609003003;310;362
1569;3510609003004;256;330
1570;3510609501001;1382;515
1571;3511300001001;807;481
1572;3512803001001;6322;2226
1573;3513009001001;10302;3077
1574;3513009001002;885;794
1575;3513009001003;5785;636
1576;3513009001004;6666;1058
1577;3513009001005;10662;2285
1578;3513009501001;1708;1005
1579;3513504001001;118;93
1580;3513504001002;70;30
1581;3513504001003;6769;410
1582;3513504001004;729;272
1583;3513504001005;17228;1567
1584;3513801999001;1214;357
1585;3513801999002;7260;1170
1586;3513801999003;8258;1791
1587;3513801999004;10359;786
1588;3513801999005;7861;826
1589;3513801999006;6412;470
1590;3513801999007;6305;594
1591;3513801999008;1115;243
1592;3513801999009;916;498
1593;3513801999010;507;438
1594;3513801999011;1984;447
1595;3513801999012;1098;199
1596;3513801999013;6454;292
1597;3513801999014;1061;282
1598;3513801999015;202;214
1599;3513801999016;889;163
1600;3513801999017;5630;824
1601;3513801999018;765;247
1602;3515004001001;454;259
1603;3515004001002;430;302
1604;3515004001003;2804;149
1605;3515004001004;244;178
1606;3515004001005;368;503
1607;3515004001006;2432;221
1608;3515004001007;4385;372
1609;3515004001008;1432;234
1610;3515004001009;17459;1235
1611;3515004001010;9045;1317
1612;3515103001005;5883;949
1613;3515103001099;500;134
1614;3515707001001;2565;187
1615;3515707001002;495;129
1616;3515707001003;198;70
1617;3515707001004;1319;157
1618;3515707001005;6238;1437
1619;3515707501001;717;121
1620;3515707502001;331;127
1621;3516309001001;249;130
1622;3516309001002;401;206
1623;3516309001003;98;194
1624;3516309001004;1106;920
1625;3516309001005;326;148
1626;3516309001006;697;289
1627;3516408001001;116;111
1628;3516408001002;78;124
1629;3516408001003;3489;744
1630;3516408001004;1047;172
1631;3516408001005;1194;418
1632;3517505001001;2843;840
1633;3518305001001;3181;1559
1634;3518701001001;3089;901
1635;3518701001002;1249;416
1636;3518701001003;882;371
1637;3518701001004;999;322
1638;3518701001005;327;282
1639;3518701001006;3999;1393
1640;3518701001007;12427;2019
1641;3518701002001;474;321
1642;3518701002002;1852;558
1643;3518701002003;1091;368
1644;3518701002004;1559;690
1645;3518701002005;2188;582
1646;3518800999001;40311;6339
1647;3518800999002;4088;861
1648;3518800999003;2511;639
1649;3518800999004;6116;198
1650;3518800999005;883;586
1651;3518800999006;2020;906
1652;3518800999007;536;473
1653;3518800999008;333;256
1654;3518800999009;791;258
1655;3518800999010;969;627
1656;3518800999011;372;312
1657;3518800999012;1736;283
1658;3518800999013;542;403
1659;3518800999014;358;273
1660;3518800999015;1953;399
1661;3518800999016;1957;890
1662;3518800999017;2523;1047
1663;3518800999018;1805;438
1664;3518800999019;3973;939
1665;3518800999020;968;612
1666;3518800999021;873;444
1667;3518800999022;14734;992
1668;3518800999023;12863;1174
1669;3518800999024;1596;530
1670;3518800999025;232;311
1671;3518800999026;216;243
1672;3518800999027;175;143
1673;3518800999028;57;91
1674;3518800999029;1545;247
1675;3518800999030;5569;275
1676;3518800999031;632;165
1677;3518800999032;246;183
1678;3518800999033;136;133
1679;3518800999034;6630;394
1680;3518800999035;6519;553
1681;3518800999036;465;122
1682;3518800999037;425;167
1683;3518800999038;107;131
1684;3518800999039;313;159
1685;3518800999040;2911;298
1686;3518800999041;3808;313
1687;3518800999042;2458;228
1688;3518800999043;507;108
1689;3518800999044;1126;354
1690;3518800999045;638;315
1691;3518800999046;4143;367
1692;3518800999047;3403;459
1693;3518800999048;2564;379
1694;3518800999049;14688;760
1695;3518800999050;17898;1220
1696;3518800999051;2140;303
1697;3518800999052;754;288
1698;3518800999053;383;96
1699;3518800999054;522;213
1700;3518800999055;431;192
1701;3518800999056;233;82
1702;3518800999057;1490;310
1703;3518800999058;1251;321
1704;3519071001001;1588;697
1705;3519071001002;377;427
1706;3519071001003;3742;572
1707;3519071001004;2037;719
1708;3519071001005;87;168
1709;3519071001006;425;114
1710;3519071001007;1167;639
1711;3519071001008;3447;1209
1712;3520509001001;971;463
1713;3520509001002;239;205
1714;3520509001003;16535;3242
1715;3520509001004;2246;590
1716;3520509001005;2221;683
1717;3520509001006;9060;1450
1718;3520509001007;878;164
1719;3521002001001;1859;458
1720;3522109001001;2111;1086
1721;3522109001002;442;222
1722;3522109001003;3391;575
1723;3522109001004;1007;714
1724;3522208001001;2915;644
1725;3522208001002;3102;808
1726;3522208001003;2526;578
1727;3522208001004;978;268
1728;3522208001005;2387;350
1729;3522208001006;228;253
1730;3522505001001;385;114
1731;3522505001002;123;113
1732;3522505001003;7487;2034
1733;3522505001004;499;154
1734;3522505001005;1303;141
1735;3522505001006;878;280
1736;3522505001007;2582;284
1737;3523107001001;1983;218
1738;3523107001002;2575;254
1739;3523107001003;4644;624
1740;3523107001004;1324;205
1741;3523107001005;1051;165
1742;3523107001006;1432;187
1743;3523107001007;146;178
1744;3523107001008;726;212
1745;3523107001009;1700;144
1746;3523107001010;342;166
1747;3523107001011;166;147
1748;3523107001012;5180;1280
1749;3523404001001;12181;2489
1750;3523404001002;2772;483
1751;3523404001003;10462;1456
1752;3523909001001;4331;560
1753;3523909001002;6252;643
1754;3523909001003;4337;803
1755;3523909001004;1487;327
1756;3523909001005;11547;2970
1757;3523909001006;3848;425
1758;3523909001007;530;220
1759;3524006001001;7166;1223
1760;3524402001001;582;220
1761;3524402001002;197;296
1762;3524402001003;11632;3849
1763;3524402001004;6154;1093
1764;3524402001005;424;333
1765;3524402001006;4183;901
1766;3524402001007;854;249
1767;3524402001008;2827;297
1768;3524402501001;10309;279
1769;3524709001001;14903;1793
1770;3525003001001;981;199
1771;3525003001002;215;364
1772;3525003001003;3824;1393
1773;3525003001004;3413;494
1774;3525102001001;5987;2272
1775;3525904999001;460;440
1776;3525904999002;3633;1178
1777;3525904999003;1789;397
1778;3525904999004;1094;365
1779;3525904999005;4840;1502
1780;3525904999006;825;182
1781;3525904999007;2825;665
1782;3525904999008;571;391
1783;3525904999009;1634;563
1784;3525904999010;5472;976
1785;3525904999011;20802;3249
1786;3525904999012;9143;1255
1787;3525904999013;7053;1725
1788;3525904999014;1270;549
1789;3525904999015;6431;636
1790;3525904999016;452;192
1791;3525904999017;12176;531
1792;3525904999018;5111;837
1793;3526209001001;11398;2522
1794;3527306001001;5380;1161
1795;3528403001001;5419;1276
1796;3528502001001;8376;2770
1797;3529401001001;172;160
1798;3529401001002;1630;435
1799;3529401001003;506;309
1800;3529401001004;67;103
1801;3529401001005;9408;1984
1802;3529401001006;1361;689
1803;3529401001007;87;61
1804;3529401001008;409;389
1805;3529401001009;7;52
1806;3529401001010;1094;264
1807;3529401001011;751;470
1808;3529401001012;107;87
1809;3529401001013;29;48
1810;3529401001014;831;316
1811;3529401001015;3342;320
1812;3529401001016;13747;1117
1813;3530300001001;8248;2672
1814;3530607001001;521;300
1815;3530607001002;380;300
1816;3530607001003;7771;897
1817;3530607001004;449;260
1818;3530607001005;102;158
1819;3530607001006;1342;448
1820;3530607001007;65;138
1821;3530607001008;10218;1950
1822;3530607001009;1144;303
1823;3530607001010;20480;4758
1824;3530607001011;1200;290
1825;3530607001012;141;35
1826;3530607001013;1208;571
1827;3530607001014;373;154
1828;3530607001015;2825;567
1829;3531100001001;2893;1373
1830;3531803001001;5611;1318
1831;3532009001001;22462;898
1832;3532405001001;3030;434
1833;3533403001001;10617;1706
1834;3534401999001;1534;165
1835;3534401999002;154;176
1836;3534401999003;249;317
1837;3534401999004;257;202
1838;3534401999005;558;371
1839;3534401999006;140;154
1840;3534401999007;418;445
1841;3534401999008;198;209
1842;3534401999009;305;264
1843;3534401999010;1297;451
1844;3534401999011;439;548
1845;3534401999012;10237;638
1846;3534401999013;2259;1132
1847;3534401999014;27229;3224
1848;3534401999015;512;165
1849;3534401999016;514;289
1850;3534401999017;282;326
1851;3534401999018;179;203
1852;3534401999019;250;295
1853;3534401999020;358;354
1854;3534401999021;907;834
1855;3534401999022;699;483
1856;3534401999023;6173;882
1857;3534401999024;1347;317
1858;3534401999025;22090;3788
1859;3534401999026;1513;598
1860;3534401999027;2298;703
1861;3534401999028;4289;451
1862;3534401999029;225;330
1863;3534401999030;5044;256
1864;3534401999031;54;87
1865;3534401999032;72;179
1866;3536505001001;20540;3137
1867;3537107001001;8460;1862
1868;3538006001001;8336;1953
1869;3538006001002;2767;535
1870;3538006001003;4948;1401
1871;3538006501001;1416;473
1872;3538600001001;2060;1187
1873;3539103001001;1183;1304
1874;3539806001001;16846;5437
1875;3539806001002;1322;1170
1876;3539806001003;6911;2160
1877;3539806001004;19628;10201
1878;3540606001001;6577;2094
1879;3541000001001;143;176
1880;3541000001002;1436;222
1881;3541000001003;750;275
1882;3541000001004;2286;396
1883;3541000001005;4683;1835
1884;3541000001006;2837;1376
1885;3541000001007;4281;1790
1886;3541000002001;1973;904
1887;3541000002002;306;240
1888;3543303001005;11941;2928
1889;3543303001099;1368;444
1890;3543402999001;9874;1339
1891;3543402999002;3006;680
1892;3543402999003;3268;1123
1893;3543402999004;193;169
1894;3543402999005;3771;1159
1895;3543402999006;3499;888
1896;3543402999007;9748;3485
1897;3543402999008;13896;1450
1898;3543402999009;3772;1332
1899;3543402999010;3170;1037
1900;3543402999011;7078;1738
1901;3543402999012;1559;858
1902;3543402999013;1043;736
1903;3543402999014;744;650
1904;3543402999015;5430;2048
1905;3543402999016;966;769
1906;3543402999017;24622;6238
1907;3543402999018;676;566
1908;3543402999019;2929;1489
1909;3543402999020;2790;928
1910;3543402999021;2157;845
1911;3543402999022;727;304
1912;3543402999023;543;326
1913;3543402999024;1651;397
1914;3543402999025;4605;1203
1915;3543402999026;1044;416
1916;3544103001001;1757;869
1917;3545209001001;4149;557
1918;3545209001002;1865;389
1919;3545209001003;3315;1262
1920;3545209001004;5747;1166
1921;3545209001005;1583;570
1922;3545308001001;2709;902
1923;3545803001001;9818;1416
1924;3545803001002;992;493
1925;3545803001003;433;376
1926;3545803001004;1046;569
1927;3545803001005;496;158
1928;3545803001006;396;265
1929;3545803001007;12916;2232
1930;3546801001001;8263;1993
1931;3547304001001;41426;18324
1932;3547809999001;5563;768
1933;3547809999002;1162;448
1934;3547809999003;490;383
1935;3547809999004;1410;512
1936;3547809999005;916;457
1937;3547809999006;952;359
1938;3547809999007;2655;641
1939;3547809999008;917;453
1940;3547809999009;2126;838
1941;3547809999010;2709;794
1942;3547809999011;4189;904
1943;3547809999012;404;234
1944;3547809999013;230;110
1945;3547809999014;468;257
1946;3547809999015;7094;998
1947;3547809999016;2383;394
1948;3547809999017;10884;1998
1949;3547809999018;2047;441
1950;3547809999019;1540;584
1951;3547809999020;4984;1444
1952;3547809999021;29169;3881
1953;3547809999022;9504;1420
1954;3547809999023;4003;809
1955;3547809999024;2834;731
1956;3547809999025;5095;834
1957;3547809999026;1558;441
1958;3547809999027;2079;329
1959;3547809999028;140;139
1960;3547809999029;531;283
1961;3547809999030;600;495
1962;3547809999031;743;422
1963;3547809999032;264;211
1964;3547809999033;734;240
1965;3547809999034;346;287
1966;3547809999035;128;183
1967;3547809999036;302;162
1968;3547809999037;83;149
1969;3547809999038;103;36
1970;3547809999039;737;369
1971;3547809999040;257;99
1972;3547809999041;378;181
1973;3547809999042;82;108
1974;3547809999043;814;153
1975;3548500999001;13930;2262
1976;3548500999002;7658;1601
1977;3548500999003;733;573
1978;3548500999004;302;214
1979;3548500999005;6696;1798
1980;3548500999006;2518;1351
1981;3548500999007;1242;510
1982;3548500999008;32781;5317
1983;3548500999009;124;132
1984;3548500999010;1251;275
1985;3548500999011;4503;456
1986;3548500999012;566;309
1987;3548500999013;1459;481
1988;3548500999014;11198;2848
1989;3548500999015;4777;1548
1990;3548500999016;5377;1592
1991;3548500999017;1777;643
1992;3548500999018;1100;539
1993;3548500999019;193;115
1994;3548500999020;634;361
1995;3548500999021;3300;1084
1996;3548500999022;926;307
1997;3548500999023;1088;569
1998;3548500999024;1082;407
1999;3548500999025;1224;831
2000;3548500999026;1158;501
2001;3548500999027;2456;860
2002;3548708999001;5592;342
2003;3548708999002;2239;324
2004;3548708999003;1528;220
2005;3548708999004;1266;324
2006;3548708999005;1306;504
2007;3548708999006;3325;343
2008;3548708999007;5358;1066
2009;3548708999008;1230;433
2010;3548708999009;191;171
2011;3548708999010;727;333
2012;3548708999011;38311;3031
2013;3548708999012;2664;720
2014;3548708999013;15732;3020
2015;3548708999014;12455;1579
2016;3548708999015;9234;1714
2017;3548708999016;271;176
2018;3548708999017;602;496
2019;3548708999018;2437;863
2020;3548708999019;4856;886
2021;3548708999020;813;475
2022;3548708999021;5829;617
2023;3548708999022;1006;666
2024;3548708999023;921;400
2025;3548708999024;4046;1021
2026;3548708999025;5208;818
2027;3548708999026;8734;1410
2028;3548708999027;19083;1258
2029;3548708999028;11148;1278
2030;3548708999029;7421;684
2031;3548708999030;5415;1088
2032;3548708999031;215;134
2033;3548708999032;665;219
2034;3548708999033;273;125
2035;3548708999034;141;152
2036;3548708999035;8;13
2037;3548708999036;2465;371
2038;3548708999037;974;357
2039;3548807001001;7746;1254
2040;3548807001002;1930;813
2041;3548807001003;9384;1290
2042;3548807001004;60498;3757
2043;3548807001005;2241;972
2044;3548807001006;6003;1513
2045;3548807001007;18651;2294
2046;3549805001001;2279;1433
2047;3549805001002;4637;1661
2048;3549805001003;220;291
2049;3549805001004;175;411
2050;3549805001005;2612;927
2051;3549805001006;4732;2278
2052;3549805001007;824;661
2053;3549805001008;751;920
2054;3549805001009;731;359
2055;3549805001010;10850;2165
2056;3549805001011;2131;1039
2057;3549805001012;1612;496
2058;3549805001013;1656;796
2059;3549805001014;1634;928
2060;3549805001015;3246;792
2061;3549805001016;524;392
2062;3549805001017;9743;2342
2063;3549805001018;5557;1534
2064;3549805001019;14966;3427
2065;3549805001020;2220;471
2066;3549805501001;1764;526
2067;3549904001001;6177;619
2068;3549904001002;220;137
2069;3549904001003;809;271
2070;3549904001004;4055;442
2071;3549904001005;116;112
2072;3549904001006;11563;883
2073;3549904001007;2470;657
2074;3549904001008;12393;2702
2075;3549904001009;1022;458
2076;3549904001010;6650;1667
2077;3549904001011;795;642
2078;3549904001012;1436;350
2079;3549904001013;561;238
2080;3549904001014;100;65
2081;3549904001015;4296;887
2082;3549904001016;1828;840
