;cod_mun;1;2;4;6;8;10;11;12;13;14;15;9
193;1502772;0,1876;0,3611;0,1361;0,1864;0,0414;0,0317;0,0397;0,001;0,0007;0,001;0,0022;0,0111
194;1502806;0,3371;0,3968;0,1225;0,0781;0,0216;0,0234;0,0113;0,0008;0;0;0;0,0083
195;1502855;0,1159;0,5048;0,1759;0,1428;0,0156;0,0214;0,0201;0;0;0;0;0,0035
196;1502905;0,0946;0,3226;0,1731;0,2106;0,0699;0,0537;0,0675;0,0015;0,0005;0;0,0022;0,0037
197;1502939;0,2151;0,3564;0,1173;0,1738;0,0367;0,0378;0,0446;0,0015;0,0011;0,0017;0,0018;0,0122
198;1502954;0;0;0;0;0;0;0;0;0;0;0;0
199;1503002;0,1292;0,3213;0,1823;0,1901;0,0643;0,0352;0,0609;0,0003;0;0,0009;0,0044;0,0111
200;1503044;0,1921;0,3942;0,1631;0,1448;0,0462;0,0243;0,024;0,0005;0,0009;0;0,0022;0,0077
201;1503077;0,2731;0,4442;0,0942;0,0861;0,0255;0,0221;0,0143;0;0;0;0,0006;0,0399
202;1503093;0,2224;0,3714;0,1239;0,1657;0,0419;0,0235;0,0338;0,0024;0;0;0,0015;0,0135
203;1503101;0,3548;0,3592;0,1148;0,0889;0,0257;0,0211;0,0254;0;0;0;0,0019;0,0083
204;1503200;0,1403;0,3647;0,1357;0,1592;0,0642;0,0477;0,0695;0,0033;0,0005;0;0,0049;0,01
205;1503309;0,2017;0,4271;0,1194;0,1208;0,0401;0,0283;0,0474;0,0011;0,0011;0,0014;0,0023;0,0093
206;1503408;0,1682;0,3717;0,1378;0,1632;0,0408;0,0335;0,065;0,0017;0,0009;0,0013;0,0035;0,0125
207;1503457;0,3258;0,3865;0,1096;0,1227;0,0189;0,0125;0,0152;0;0,0004;0;0,0015;0,0069
208;1503507;0,1927;0,4263;0,1351;0,131;0,0284;0,03;0,0447;0,0018;0;0,0007;0,0009;0,0083
209;1503606;0,1843;0,2911;0,1472;0,1704;0,0787;0,0477;0,0607;0,0019;0,0022;0,0016;0,0066;0,0076
210;1503705;0,2423;0,3942;0,1384;0,1362;0,0243;0,0237;0,0263;0,0007;0,0005;0,0003;0,0014;0,0116
211;1503754;0,3897;0,2576;0,085;0,1846;0,0385;0,0217;0,0169;0;0;0;0,0013;0,0048
212;1503804;0,2146;0,3026;0,132;0,1839;0,0619;0,0389;0,049;0,0003;0,0006;0,001;0,0014;0,0138
213;1503903;0,1232;0,4461;0,1803;0,1323;0,0462;0,0206;0,0343;0;0,0003;0,0011;0,001;0,0146
214;1504000;0,1766;0,4608;0,1632;0,116;0,0224;0,0155;0,0374;0,0021;0,0015;0;0;0,0046
215;1504059;0,1699;0,353;0,1283;0,1623;0,0528;0,0428;0,0677;0,0005;0;0,0003;0,0024;0,02
216;1504109;0,0877;0,3705;0,1172;0,2705;0,0564;0,0369;0,0472;0;0;0;0,0059;0,0076
217;1504208;0,1442;0,2415;0,119;0,2012;0,0847;0,0674;0,1082;0,0034;0,0035;0,0027;0,0136;0,0106
218;1504307;0,137;0,3861;0,165;0,1766;0,0443;0,032;0,0451;0;0,0002;0,0005;0,0015;0,0117
219;1504406;0,0936;0,3794;0,1596;0,206;0,058;0,0444;0,0511;0,0004;0,0015;0,0005;0,0018;0,0037
220;1504422;0,0743;0,2514;0,1398;0,2401;0,097;0,0726;0,1073;0,0017;0,0017;0,0015;0,0064;0,0061
221;1504455;0,199;0,3151;0,1553;0,1758;0,0642;0,0298;0,0449;0;0;0;0,0035;0,0124
222;1504505;0,443;0,4237;0,0631;0,0276;0,0163;0,0131;0,0044;0,0012;0;0;0,0016;0,006
223;1504604;0,113;0,361;0,1741;0,1765;0,0538;0,0346;0,07;0,0005;0,0012;0,001;0,0049;0,0092
