,Unnamed: 0.1,uf,ano,fpm,cod
52,52,RS,2016,6346063.96,4305439
53,53,RS,2017,2301888.28,4305439
54,54,RS,2000,4844838.1,4310207
55,55,RS,2001,5489125.78,4310207
56,56,RS,2002,6757446.56,4310207
57,57,RS,2003,6912429.44,4310207
58,58,RS,2004,7501048.34,4310207
59,59,RS,2005,9198223.9,4310207
60,60,RS,2006,10001008.95,4310207
61,61,RS,2007,11325413.54,4310207
62,62,RS,2008,14911564.89,4310207
63,63,RS,2009,13976662.39,4310207
64,64,RS,2010,15010239.07,4310207
65,65,RS,2011,18544718.46,4310207
66,66,RS,2012,19145276.81,4310207
67,67,RS,2013,20563668.92,4310207
68,68,RS,2014,23817031.09,4310207
69,69,RS,2015,25369990.44,4310207
70,70,RS,2016,29614963.98,4310207
71,71,RS,2017,10742144.97,4310207
72,72,RS,2000,1416620.5,4310330
73,73,RS,2001,1592776.29,4310330
74,74,RS,2002,1971821.29,4310330
75,75,RS,2003,2057297.15,4310330
76,76,RS,2004,2852231.03,4310330
77,77,RS,2005,3566140.17,4310330
78,78,RS,2006,3962331.1,4310330
79,79,RS,2007,4590085.65,4310330
80,80,RS,2008,5735217.44,4310330
81,81,RS,2009,5375639.56,4310330
82,82,RS,2010,5773169.06,4310330
83,83,RS,2011,8559101.03,4310330
84,84,RS,2012,8836281.76,4310330
85,85,RS,2013,9490924.3,4310330
86,86,RS,2014,10207299.22,4310330
87,87,RS,2015,10872853.27,4310330
88,88,RS,2016,12692127.59,4310330
89,89,RS,2017,4603776.49,4310330
90,90,RS,2000,1432980.75,4310504
91,91,RS,2001,1639512.04,4310504
92,92,RS,2002,1998933.13,4310504
93,93,RS,2003,1975094.08,4310504
94,94,RS,2004,2065506.52,4310504
95,95,RS,2005,2436019.9,4310504
96,96,RS,2006,2538394.98,4310504
97,97,RS,2007,2745598.89,4310504
98,98,RS,2008,3441130.64,4310504
99,99,RS,2009,3225383.91,4310504
100,100,RS,2010,3463901.55,4310504
101,101,RS,2011,4279550.66,4310504
102,102,RS,2012,4418141.04,4310504
103,103,RS,2013,4745462.25,4310504
104,104,RS,2014,5103649.71,4310504
105,105,RS,2015,5436426.79,4310504
106,106,RS,2016,6346063.96,4310504
107,107,RS,2017,2301888.28,4310504
108,108,RS,2000,1062465.51,4311130
109,109,RS,2001,1194582.31,4311130
110,110,RS,2002,1478866.14,4311130
111,111,RS,2003,1542973.07,4311130
112,112,RS,2004,1711338.86,4311130
113,113,RS,2005,2140962.53,4311130
114,114,RS,2006,2377973.62,4311130
115,115,RS,2007,2754051.54,4311130
116,116,RS,2008,3441130.64,4311130
117,117,RS,2009,3225383.91,4311130
118,118,RS,2010,3463901.55,4311130
119,119,RS,2011,4279550.66,4311130
120,120,RS,2012,4418141.04,4311130
121,121,RS,2013,4745462.25,4311130
122,122,RS,2014,5103649.71,4311130
123,123,RS,2015,5436426.79,4311130
124,124,RS,2016,6346063.96,4311130
125,125,RS,2017,2301888.28,4311130
126,126,RS,2000,1062465.51,4311155
127,127,RS,2001,1194582.31,4311155
128,128,RS,2002,1478866.14,4311155
129,129,RS,2003,1542973.07,4311155
130,130,RS,2004,1711338.86,4311155
131,131,RS,2005,2140962.53,4311155
132,132,RS,2006,2377973.62,4311155
133,133,RS,2007,2754051.54,4311155
134,134,RS,2008,3441130.64,4311155
135,135,RS,2009,3225383.91,4311155
136,136,RS,2010,3463901.55,4311155
137,137,RS,2011,4279550.66,4311155
138,138,RS,2012,4418141.04,4311155
139,139,RS,2013,4745462.25,4311155
140,140,RS,2014,5103649.71,4311155
141,141,RS,2015,5436426.79,4311155
142,142,RS,2016,6346063.96,4311155
143,143,RS,2017,2301888.28,4311155
144,144,RS,2000,1062465.51,4312104
145,145,RS,2001,1194582.31,4312104
146,146,RS,2002,1478866.14,4312104
147,147,RS,2003,1542973.07,4312104
148,148,RS,2004,1711338.86,4312104
149,149,RS,2005,2140962.53,4312104
150,150,RS,2006,2377973.62,4312104
151,151,RS,2007,2754051.54,4312104
152,152,RS,2008,3441130.64,4312104
153,153,RS,2009,3225383.91,4312104
154,154,RS,2010,3463901.55,4312104
155,155,RS,2011,4279550.66,4312104
156,156,RS,2012,4418141.04,4312104
157,157,RS,2013,4745462.25,4312104
158,158,RS,2014,5103649.71,4312104
159,159,RS,2015,5436426.79,4312104
160,160,RS,2016,6346063.96,4312104
161,161,RS,2017,2301888.28,4312104
162,162,RS,2000,1910640.77,4300109
163,163,RS,2001,2255714.69,4300109
164,164,RS,2002,2957052.76,4300109
165,165,RS,2003,3085720.04,4300109
166,166,RS,2004,3422677.17,4300109
167,167,RS,2005,4281924.39,4300109
168,168,RS,2006,4755946.75,4300109
169,169,RS,2007,5508102.54,4300109
170,170,RS,2008,5735217.44,4300109
171,171,RS,2009,6450767.48,4300109
172,172,RS,2010,6927802.81,4300109
173,173,RS,2011,7132584.2,4300109
174,174,RS,2012,7363568.22,4300109
175,175,RS,2013,7909103.6,4300109
176,176,RS,2014,10207299.22,4300109
177,177,RS,2015,10872853.27,4300109
178,178,RS,2016,12692127.59,4300109
179,179,RS,2017,4603776.49,4300109
180,180,RS,2000,1062465.51,4301651
181,181,RS,2001,1194582.31,4301651
182,182,RS,2002,1478866.14,4301651
183,183,RS,2003,1542973.07,4301651
184,184,RS,2004,1711338.86,4301651
185,185,RS,2005,2140962.53,4301651
186,186,RS,2006,2377973.62,4301651
187,187,RS,2007,2754051.54,4301651
188,188,RS,2008,3441130.64,4301651
189,189,RS,2009,3225383.91,4301651
190,190,RS,2010,3463901.55,4301651
191,191,RS,2011,4279550.66,4301651
192,192,RS,2012,4418141.04,4301651
193,193,RS,2013,4745462.25,4301651
194,194,RS,2014,5103649.71,4301651
195,195,RS,2015,5436426.79,4301651
196,196,RS,2016,6346063.96,4301651
197,197,RS,2017,2301888.28,4301651
198,198,RS,2000,1062465.51,4302600
199,199,RS,2001,1194582.31,4302600
200,200,RS,2002,1478866.14,4302600
201,201,RS,2003,1542973.07,4302600
202,202,RS,2004,1711338.86,4302600
203,203,RS,2005,2140962.53,4302600
204,204,RS,2006,2377973.62,4302600
205,205,RS,2007,2754051.54,4302600
206,206,RS,2008,3441130.64,4302600
207,207,RS,2009,3225383.91,4302600
208,208,RS,2010,3463901.55,4302600
209,209,RS,2011,4279550.66,4302600
210,210,RS,2012,4418141.04,4302600
211,211,RS,2013,4745462.25,4302600
212,212,RS,2014,5103649.71,4302600
213,213,RS,2015,5436426.79,4302600
214,214,RS,2016,6346063.96,4302600
215,215,RS,2017,2301888.28,4302600
216,216,RS,2000,2456537.88,4302709
217,217,RS,2001,2794396.16,4302709
218,218,RS,2002,3426487.15,4302709
219,219,RS,2003,3456294.64,4302709
220,220,RS,2004,3696169.02,4302709
221,221,RS,2005,4464681.16,4302709
222,222,RS,2006,4777179.1,4302709
223,223,RS,2007,5319543.22,4302709
224,224,RS,2008,6882260.97,4302709
225,225,RS,2009,6450767.48,4302709
226,226,RS,2010,6927802.81,4302709
227,227,RS,2011,8559101.03,4302709
228,228,RS,2012,8836281.76,4302709
229,229,RS,2013,9490924.3,4302709
230,230,RS,2014,10207299.22,4302709
231,231,RS,2015,10872853.27,4302709
232,232,RS,2016,12692127.59,4302709
233,233,RS,2017,4603776.49,4302709
234,234,RS,2000,1062465.51,4304713
235,235,RS,2001,1194582.31,4304713
236,236,RS,2002,1478866.14,4304713
237,237,RS,2003,1542973.07,4304713
238,238,RS,2004,1711338.86,4304713
239,239,RS,2005,2140962.53,4304713
240,240,RS,2006,2377973.62,4304713
241,241,RS,2007,2754051.54,4304713
242,242,RS,2008,3441130.64,4304713
243,243,RS,2009,3225383.91,4304713
244,244,RS,2010,3463901.55,4304713
245,245,RS,2011,4279550.66,4304713
246,246,RS,2012,4418141.04,4304713
247,247,RS,2013,4745462.25,4304713
248,248,RS,2014,5103649.71,4304713
249,249,RS,2015,5436426.79,4304713
250,250,RS,2016,6346063.96,4304713
251,251,RS,2017,2301888.28,4304713
252,252,RS,2000,1228269.23,4304903
253,253,RS,2001,1397198.36,4304903
254,254,RS,2002,1713243.88,4304903
255,255,RS,2003,1728147.58,4304903
256,256,RS,2004,1848084.82,4304903
257,257,RS,2005,2232340.87,4304903
258,258,RS,2006,2388589.88,4304903
259,259,RS,2007,2659771.92,4304903
260,260,RS,2008,3441130.64,4304903
261,261,RS,2009,3225383.91,4304903
262,262,RS,2010,3463901.55,4304903
263,263,RS,2011,4279550.66,4304903
264,264,RS,2012,4418141.04,4304903
265,265,RS,2013,4745462.25,4304903
266,266,RS,2014,5103649.71,4304903
267,267,RS,2015,5436426.79,4304903
268,268,RS,2016,6346063.96,4304903
269,269,RS,2017,2301888.28,4304903
270,270,RS,2000,1774166.48,4308102
271,271,RS,2001,2024473.46,4308102
272,272,RS,2002,2474784.49,4308102
273,273,RS,2003,2468827.63,4308102
274,274,RS,2004,2609060.79,4308102
275,275,RS,2005,3112240.35,4308102
276,276,RS,2006,3284656.49,4308102
277,277,RS,2007,3603580.41,4308102
278,278,RS,2008,4588174.14,4308102
279,279,RS,2009,4300511.76,4308102
280,280,RS,2010,4618535.33,4308102
281,281,RS,2011,5706067.49,4308102
282,282,RS,2012,5890854.59,4308102
283,283,RS,2013,6327282.91,4308102
284,284,RS,2014,6804866.23,4308102
285,285,RS,2015,7248568.96,4308102
286,286,RS,2016,8461418.48,4308102
287,287,RS,2017,3069184.37,4308102
288,288,RS,2000,2661249.42,4309001
289,289,RS,2001,3036709.87,4309001
290,290,RS,2002,3712176.44,4309001
291,291,RS,2003,3703241.06,4309001
292,292,RS,2004,3913590.87,4309001
293,293,RS,2005,4668360.15,4309001
294,294,RS,2006,4926984.39,4309001
295,295,RS,2007,5405370.16,4309001
296,296,RS,2008,6882260.97,4309001
297,297,RS,2009,6450767.48,4309001
298,298,RS,2010,6927802.81,4309001
299,299,RS,2011,8559101.03,4309001
300,300,RS,2012,7363568.22,4309001
301,301,RS,2013,7909103.6,4309001
302,302,RS,2014,10207299.22,4309001
303,303,RS,2015,10872853.27,4309001
304,304,RS,2016,12692127.59,4309001
305,305,RS,2017,4603776.49,4309001
306,306,RS,2001,1194582.31,4310652
307,307,RS,2002,1475500.6,4310652
308,308,RS,2003,1541855.15,4310652
309,309,RS,2004,1711338.86,4310652
310,310,RS,2005,2140962.53,4310652
311,311,RS,2006,2377973.62,4310652
312,312,RS,2007,2754051.54,4310652
313,313,RS,2008,3441130.64,4310652
314,314,RS,2009,3225383.91,4310652
315,315,RS,2010,3463901.55,4310652
316,316,RS,2011,4279550.66,4310652
317,317,RS,2012,4418141.04,4310652
318,318,RS,2013,4745462.25,4310652
319,319,RS,2014,5103649.71,4310652
320,320,RS,2015,5436426.79,4310652
321,321,RS,2016,6346063.96,4310652
322,322,RS,2017,2301888.28,4310652
323,323,RS,2000,1062465.51,4310751
324,324,RS,2001,1194582.31,4310751
325,325,RS,2002,1478866.14,4310751
326,326,RS,2003,1542973.07,4310751
327,327,RS,2004,1711338.86,4310751
328,328,RS,2005,2140962.53,4310751
329,329,RS,2006,2377973.62,4310751
330,330,RS,2007,2754051.54,4310751
331,331,RS,2008,3441130.64,4310751
332,332,RS,2009,3225383.91,4310751
333,333,RS,2010,3463901.55,4310751
334,334,RS,2011,4279550.66,4310751
335,335,RS,2012,4418141.04,4310751
336,336,RS,2013,4745462.25,4310751
337,337,RS,2014,5103649.71,4310751
338,338,RS,2015,5436426.79,4310751
339,339,RS,2016,6346063.96,4310751
340,340,RS,2017,2301888.28,4310751
341,341,RS,2000,1770775.58,4310801
342,342,RS,2001,1990970.13,4310801
343,343,RS,2002,2464776.39,4310801
344,344,RS,2003,2571621.3,4310801
345,345,RS,2004,2852231.03,4310801
346,346,RS,2005,4275555.07,4310801
347,347,RS,2006,4753729.71,4310801
348,348,RS,2007,5508102.54,4310801
349,349,RS,2008,6882260.97,4310801
350,350,RS,2009,6450767.48,4310801
351,351,RS,2010,6927802.81,4310801
352,352,RS,2011,8559101.03,4310801
353,353,RS,2012,8836281.76,4310801
354,354,RS,2013,9490924.3,4310801
355,355,RS,2014,10207299.22,4310801
356,356,RS,2015,10872853.27,4310801
357,357,RS,2016,12692127.59,4310801
358,358,RS,2017,4603776.49,4310801
359,359,RS,2000,2479085.51,4311809
360,360,RS,2001,2787357.92,4311809
361,361,RS,2002,3450686.83,4311809
362,362,RS,2003,3600269.68,4311809
363,363,RS,2004,3993123.25,4311809
364,364,RS,2005,5702863.04,4311809
365,365,RS,2006,6339045.02,4311809
366,366,RS,2007,7344136.61,4311809
367,367,RS,2008,9176347.78,4311809
368,368,RS,2009,8601023.15,4311809
369,369,RS,2010,9237070.27,4311809
370,370,RS,2011,11412134.59,4311809
371,371,RS,2012,11781708.9,4311809
372,372,RS,2013,14236386.26,4311809
373,373,RS,2014,15310948.67,4311809
374,374,RS,2015,16309279.65,4311809
375,375,RS,2016,19038191.22,4311809
376,376,RS,2017,6905664.65,4311809
377,377,RS,2000,1062465.51,4312609
378,378,RS,2001,1194582.31,4312609
379,379,RS,2002,1478866.14,4312609
380,380,RS,2003,1542973.07,4312609
381,381,RS,2004,1711338.86,4312609
382,382,RS,2005,2140962.53,4312609
383,383,RS,2006,2377973.62,4312609
384,384,RS,2007,2754051.54,4312609
385,385,RS,2008,3441130.64,4312609
386,386,RS,2009,3225383.91,4312609
387,387,RS,2010,3463901.55,4312609
388,388,RS,2011,4279550.66,4312609
389,389,RS,2012,4418141.04,4312609
390,390,RS,2013,4745462.25,4312609
391,391,RS,2014,5103649.71,4312609
392,392,RS,2015,5436426.79,4312609
393,393,RS,2016,6346063.96,4312609
394,394,RS,2017,2301888.28,4312609
395,395,RS,2000,1062465.51,4314001
396,396,RS,2001,1194582.31,4314001
397,397,RS,2002,1478866.14,4314001
398,398,RS,2003,1542973.07,4314001
399,399,RS,2004,1711338.86,4314001
400,400,RS,2005,2140962.53,4314001
401,401,RS,2006,2377973.62,4314001
402,402,RS,2007,2754051.54,4314001
403,403,RS,2008,3441130.64,4314001
404,404,RS,2009,3225383.91,4314001
405,405,RS,2010,3463901.55,4314001
406,406,RS,2011,4279550.66,4314001
407,407,RS,2012,4418141.04,4314001
408,408,RS,2013,4745462.25,4314001
409,409,RS,2014,5103649.71,4314001
410,410,RS,2015,5436426.79,4314001
411,411,RS,2016,6346063.96,4314001
412,412,RS,2017,2301888.28,4314001
413,413,RS,2000,1062465.51,4320453
414,414,RS,2001,1194582.31,4320453
415,415,RS,2002,1478866.14,4320453
416,416,RS,2003,1542973.07,4320453
417,417,RS,2004,1711338.86,4320453
418,418,RS,2005,2140962.53,4320453
419,419,RS,2006,2377973.62,4320453
420,420,RS,2007,2754051.54,4320453
421,421,RS,2008,3441130.64,4320453
422,422,RS,2009,3225383.91,4320453
423,423,RS,2010,3463901.55,4320453
424,424,RS,2011,4279550.66,4320453
425,425,RS,2012,4418141.04,4320453
426,426,RS,2013,4745462.25,4320453
427,427,RS,2014,5103649.71,4320453
428,428,RS,2015,5436426.79,4320453
429,429,RS,2016,6346063.96,4320453
430,430,RS,2017,2301888.28,4320453
431,431,RS,2000,1062465.51,4320859
432,432,RS,2001,1194582.31,4320859
433,433,RS,2002,1478866.14,4320859
434,434,RS,2003,1542973.07,4320859
435,435,RS,2004,1711338.86,4320859
436,436,RS,2005,2140962.53,4320859
437,437,RS,2006,2377973.62,4320859
438,438,RS,2007,2754051.54,4320859
439,439,RS,2008,3441130.64,4320859
440,440,RS,2009,3225383.91,4320859
441,441,RS,2010,3463901.55,4320859
442,442,RS,2011,4279550.66,4320859
443,443,RS,2012,4418141.04,4320859
444,444,RS,2013,4745462.25,4320859
445,445,RS,2014,5103649.71,4320859
446,446,RS,2015,5436426.79,4320859
447,447,RS,2016,6346063.96,4320859
448,448,RS,2017,2301888.28,4320859
449,449,RS,2000,1910640.77,4321105
450,450,RS,2001,2167121.14,4321105
451,451,RS,2002,2664946.57,4321105
452,452,RS,2003,2715614.76,4321105
453,453,RS,2004,3422677.17,4321105
454,454,RS,2005,4280390.12,4321105
455,455,RS,2006,4755256.85,4321105
456,456,RS,2007,5508102.54,4321105
457,457,RS,2008,5735217.44,4321105
458,458,RS,2009,6450767.48,4321105
459,459,RS,2010,6927802.81,4321105
460,460,RS,2011,7132584.2,4321105
461,461,RS,2012,7363568.22,4321105
462,462,RS,2013,7909103.6,4321105
463,463,RS,2014,10207299.22,4321105
464,464,RS,2015,10872853.27,4321105
465,465,RS,2016,12692127.59,4321105
466,466,RS,2017,4603776.49,4321105
467,467,RS,2000,1062465.51,4322152
468,468,RS,2001,1194582.31,4322152
469,469,RS,2002,1478866.14,4322152
470,470,RS,2003,1542973.07,4322152
471,471,RS,2004,1711338.86,4322152
472,472,RS,2005,2140962.53,4322152
473,473,RS,2006,2377973.62,4322152
474,474,RS,2007,2754051.54,4322152
475,475,RS,2008,3441130.64,4322152
476,476,RS,2009,3225383.91,4322152
477,477,RS,2010,3463901.55,4322152
478,478,RS,2011,4279550.66,4322152
479,479,RS,2012,4418141.04,4322152
480,480,RS,2013,4745462.25,4322152
481,481,RS,2014,5103649.71,4322152
482,482,RS,2015,5436426.79,4322152
483,483,RS,2016,6346063.96,4322152
484,484,RS,2017,2301888.28,4322152
485,485,RS,2000,1062465.51,4301552
486,486,RS,2001,1194582.31,4301552
487,487,RS,2002,1478866.14,4301552
488,488,RS,2003,1542973.07,4301552
489,489,RS,2004,1711338.86,4301552
490,490,RS,2005,2140962.53,4301552
491,491,RS,2006,2377973.62,4301552
492,492,RS,2007,2754051.54,4301552
493,493,RS,2008,3441130.64,4301552
494,494,RS,2009,3225383.91,4301552
495,495,RS,2010,3463901.55,4301552
496,496,RS,2011,4279550.66,4301552
497,497,RS,2012,4418141.04,4301552
498,498,RS,2013,4745462.25,4301552
499,499,RS,2014,5103649.71,4301552
500,500,RS,2015,5436426.79,4301552
501,501,RS,2016,6346063.96,4301552
502,502,RS,2017,2301888.28,4301552
503,503,RS,2001,1194582.31,4302584
504,504,RS,2002,1475500.6,4302584
505,505,RS,2003,1541855.15,4302584
506,506,RS,2004,1711338.86,4302584
507,507,RS,2005,2140962.53,4302584
508,508,RS,2006,2377973.62,4302584
509,509,RS,2007,2754051.54,4302584
510,510,RS,2008,3441130.64,4302584
511,511,RS,2009,3225383.91,4302584
512,512,RS,2010,3463901.55,4302584
513,513,RS,2011,4279550.66,4302584
514,514,RS,2012,4418141.04,4302584
515,515,RS,2013,4745462.25,4302584
516,516,RS,2014,5103649.71,4302584
517,517,RS,2015,5436426.79,4302584
518,518,RS,2016,6346063.96,4302584
519,519,RS,2017,2301888.28,4302584
520,520,RS,2000,2833240.53,4304408
521,521,RS,2001,3185551.9,4304408
522,522,RS,2002,3943641.97,4304408
523,523,RS,2003,4114593.75,4304408
524,524,RS,2004,4563569.37,4304408
525,525,RS,2005,6416517.1,4304408
526,526,RS,2006,7131702.73,4304408
527,527,RS,2007,8262153.58,4304408
528,528,RS,2008,10323391.21,4304408
529,529,RS,2009,9676150.88,4304408
530,530,RS,2010,10391704.05,4304408
531,531,RS,2011,12838651.37,4304408
532,532,RS,2012,13254422.5,4304408
533,533,RS,2013,14236386.26,4304408
534,534,RS,2014,15310948.67,4304408
535,535,RS,2015,16309279.65,4304408
536,536,RS,2016,19038191.22,4304408
537,537,RS,2017,6905664.65,4304408
538,538,RS,2000,9794409.82,4304606
539,539,RS,2001,11084995.13,4304606
540,540,RS,2002,13750445.89,4304606
541,541,RS,2003,14268333.06,4304606
542,542,RS,2004,15400206.0,4304606
543,543,RS,2005,19252101.3,4304606
544,544,RS,2006,20401801.08,4304606
545,545,RS,2007,23185568.64,4304606
546,546,RS,2008,31527387.15,4304606
547,547,RS,2009,29222861.72,4304606
548,548,RS,2010,31276803.53,4304606
549,549,RS,2011,38293982.74,4304606
550,550,RS,2012,39455951.19,4304606
551,551,RS,2013,41118797.99,4304606
552,552,RS,2014,45277408.16,4304606
553,553,RS,2015,47922036.97,4304606
554,554,RS,2016,55880397.27,4304606
555,555,RS,2017,20289005.5,4304606
556,556,RS,2000,1062465.51,4305702
557,557,RS,2001,1194582.31,4305702
558,558,RS,2002,1545115.96,4305702
559,559,RS,2003,1542973.07,4305702
560,560,RS,2004,1711338.86,4305702
561,561,RS,2005,2140962.53,4305702
562,562,RS,2006,2377973.62,4305702
563,563,RS,2007,2754051.54,4305702
564,564,RS,2008,3441130.64,4305702
565,565,RS,2009,3225383.91,4305702
566,566,RS,2010,3463901.55,4305702
567,567,RS,2011,4279550.66,4305702
568,568,RS,2012,4418141.04,4305702
569,569,RS,2013,4745462.25,4305702
570,570,RS,2014,5103649.71,4305702
571,571,RS,2015,5436426.79,4305702
572,572,RS,2016,6346063.96,4305702
573,573,RS,2017,2301888.28,4305702
574,574,RS,2000,4604015.5,4307708
575,575,RS,2001,5378344.72,4307708
576,576,RS,2002,6408417.72,4307708
577,577,RS,2003,7199941.67,4307708
578,578,RS,2004,7986246.06,4307708
579,579,RS,2005,9991156.17,4307708
580,580,RS,2006,11097208.33,4307708
581,581,RS,2007,12852238.64,4307708
582,582,RS,2008,14911564.89,4307708
583,583,RS,2009,13976662.39,4307708
584,584,RS,2010,15010239.07,4307708
585,585,RS,2011,18544718.46,4307708
586,586,RS,2012,19145276.81,4307708
587,587,RS,2013,20563668.92,4307708
588,588,RS,2014,23817031.09,4307708
589,589,RS,2015,25369990.44,4307708
590,590,RS,2016,29614963.98,4307708
591,591,RS,2017,10742144.97,4307708
592,592,RS,2000,1062465.51,4308854
593,593,RS,2001,1194582.31,4308854
594,594,RS,2002,1478866.14,4308854
595,595,RS,2003,1542973.07,4308854
596,596,RS,2004,1711338.86,4308854
597,597,RS,2005,2140962.53,4308854
598,598,RS,2006,2377973.62,4308854
599,599,RS,2007,2754051.54,4308854
600,600,RS,2008,3441130.64,4308854
601,601,RS,2009,3225383.91,4308854
602,602,RS,2010,3463901.55,4308854
603,603,RS,2011,4279550.66,4308854
604,604,RS,2012,4418141.04,4308854
605,605,RS,2013,4745462.25,4308854
606,606,RS,2014,5103649.71,4308854
607,607,RS,2015,5436426.79,4308854
608,608,RS,2016,6346063.96,4308854
609,609,RS,2017,2301888.28,4308854
610,610,RS,2000,5312325.57,4309308
611,611,RS,2001,5972909.44,4309308
612,612,RS,2002,7394328.14,4309308
613,613,RS,2003,7714862.78,4309308
614,614,RS,2004,8556692.12,4309308
615,615,RS,2005,11412094.93,4309308
616,616,RS,2006,12680306.59,4309308
617,617,RS,2007,14688272.64,4309308
618,618,RS,2008,17205651.74,4309308
619,619,RS,2009,16126917.99,4309308
620,620,RS,2010,17319506.56,4309308
621,621,RS,2011,21397752.0,4309308
622,622,RS,2012,22090703.93,4309308
623,623,RS,2013,23727310.22,4309308
624,624,RS,2014,25518247.58,4309308
625,625,RS,2015,27182132.63,4309308
626,626,RS,2016,31730318.4,4309308
627,627,RS,2017,11509441.04,4309308
628,628,RS,2000,1062465.51,4307104
629,629,RS,2001,1194582.31,4307104
630,630,RS,2002,1478866.14,4307104
631,631,RS,2003,1542973.07,4307104
632,632,RS,2004,1711338.86,4307104
633,633,RS,2005,2140962.53,4307104
634,634,RS,2006,2377973.62,4307104
635,635,RS,2007,2754051.54,4307104
636,636,RS,2008,3441130.64,4307104
637,637,RS,2009,3225383.91,4307104
638,638,RS,2010,3463901.55,4307104
639,639,RS,2011,4279550.66,4307104
640,640,RS,2012,4418141.04,4307104
641,641,RS,2013,4745462.25,4307104
642,642,RS,2014,5103649.71,4307104
643,643,RS,2015,5436426.79,4307104
644,644,RS,2016,6346063.96,4307104
645,645,RS,2017,2301888.28,4307104
646,646,RS,2000,1062465.51,4309803
647,647,RS,2001,1194582.31,4309803
648,648,RS,2002,1478866.14,4309803
649,649,RS,2003,1542973.07,4309803
650,650,RS,2004,1711338.86,4309803
651,651,RS,2005,2140962.53,4309803
652,652,RS,2006,2377973.62,4309803
653,653,RS,2007,2754051.54,4309803
654,654,RS,2008,3441130.64,4309803
655,655,RS,2009,3225383.91,4309803
656,656,RS,2010,3463901.55,4309803
657,657,RS,2011,4279550.66,4309803
658,658,RS,2012,4418141.04,4309803
659,659,RS,2013,4745462.25,4309803
660,660,RS,2014,5103649.71,4309803
661,661,RS,2015,5436426.79,4309803
662,662,RS,2016,6346063.96,4309803
663,663,RS,2017,2301888.28,4309803
664,664,RS,2000,1062465.51,4310538
665,665,RS,2001,1194582.31,4310538
666,666,RS,2002,1478866.14,4310538
667,667,RS,2003,1542973.07,4310538
668,668,RS,2004,1711338.86,4310538
669,669,RS,2005,2140962.53,4310538
670,670,RS,2006,2377973.62,4310538
671,671,RS,2007,2754051.54,4310538
672,672,RS,2008,3441130.64,4310538
673,673,RS,2009,3225383.91,4310538
674,674,RS,2010,3463901.55,4310538
675,675,RS,2011,4279550.66,4310538
676,676,RS,2012,4418141.04,4310538
677,677,RS,2013,4745462.25,4310538
678,678,RS,2014,5103649.71,4310538
679,679,RS,2015,5436426.79,4310538
680,680,RS,2016,6346063.96,4310538
681,681,RS,2017,2301888.28,4310538
682,682,RS,2000,3275383.63,4310603
683,683,RS,2001,3706966.52,4310603
684,684,RS,2002,4568351.89,4310603
685,685,RS,2003,4690548.96,4310603
686,686,RS,2004,5109409.99,4310603
687,687,RS,2005,6289663.38,4310603
688,688,RS,2006,6866158.36,4310603
689,689,RS,2007,7807660.82,4310603
690,690,RS,2008,9176347.78,4310603
691,691,RS,2009,8601023.15,4310603
692,692,RS,2010,9237070.27,4310603
693,693,RS,2011,12838651.37,4310603
694,694,RS,2012,13254422.5,4310603
695,695,RS,2013,14236386.26,4310603
696,696,RS,2014,15310948.67,4310603
