,Unnamed: 0.1,uf,ano,fpm,cod
90,90,MG,2000,1153305.11,3150109
91,91,MG,2001,1341509.09,3150109
92,92,MG,2002,1655339.23,3150109
93,93,MG,2003,1731266.39,3150109
94,94,MG,2004,1919648.45,3150109
95,95,MG,2005,2399569.9,3150109
96,96,MG,2006,2662869.81,3150109
97,97,MG,2007,3075013.42,3150109
98,98,MG,2008,3791311.49,3150109
99,99,MG,2009,3561872.88,3150109
100,100,MG,2010,3826711.99,3150109
101,101,MG,2011,4702971.28,3150109
102,102,MG,2012,4845568.39,3150109
103,103,MG,2013,5204949.18,3150109
104,104,MG,2014,5613685.14,3150109
105,105,MG,2015,5969119.52,3150109
106,106,MG,2016,6960523.89,3150109
107,107,MG,2017,2523301.65,3150109
108,108,MG,2000,2068925.61,3152402
109,109,MG,2001,2432014.59,3152402
110,110,MG,2002,2986721.81,3152402
111,111,MG,2003,3047177.0,3152402
112,112,MG,2004,3290724.85,3152402
113,113,MG,2005,4025482.05,3152402
114,114,MG,2006,4357384.74,3152402
115,115,MG,2007,4905292.2,3152402
116,116,MG,2008,6318852.18,3152402
117,117,MG,2009,5936454.55,3152402
118,118,MG,2010,6377853.05,3152402
119,119,MG,2011,7838285.27,3152402
120,120,MG,2012,8075947.06,3152402
121,121,MG,2013,8674915.04,3152402
122,122,MG,2014,9356141.73,3152402
123,123,MG,2015,9948532.32,3152402
124,124,MG,2016,11600872.94,3152402
125,125,MG,2017,4205502.71,3152402
126,126,MG,2000,1699474.65,3170008
127,127,MG,2001,1999991.08,3170008
128,128,MG,2002,2453414.51,3170008
129,129,MG,2003,2493160.94,3170008
130,130,MG,2004,2681331.43,3170008
131,131,MG,2005,3266129.29,3170008
132,132,MG,2006,3519545.55,3170008
133,133,MG,2007,3943476.69,3170008
134,134,MG,2008,5055081.82,3170008
135,135,MG,2009,4749163.7,3170008
136,136,MG,2010,5102282.57,3170008
137,137,MG,2011,6270628.25,3170008
138,138,MG,2012,6460757.67,3170008
139,139,MG,2013,6939932.07,3170008
140,140,MG,2014,7484913.48,3170008
141,141,MG,2015,7958825.87,3170008
142,142,MG,2016,9280698.42,3170008
143,143,MG,2017,3364402.19,3170008
144,144,MG,2000,5098422.7,3170404
145,145,MG,2001,5999971.83,3170404
146,146,MG,2002,7360242.03,3170404
147,147,MG,2003,7756172.48,3170404
148,148,MG,2004,8409629.02,3170404
149,149,MG,2005,10329021.69,3170404
150,150,MG,2006,11228286.33,3170404
151,151,MG,2007,12696030.25,3170404
152,152,MG,2008,16429015.03,3170404
153,153,MG,2009,15434781.17,3170404
154,154,MG,2010,16582417.55,3170404
155,155,MG,2011,20379541.06,3170404
156,156,MG,2012,20997461.8,3170404
157,157,MG,2013,22554778.67,3170404
158,158,MG,2014,26197196.26,3170404
159,159,MG,2015,27855889.84,3170404
160,160,MG,2016,32482443.74,3170404
161,161,MG,2017,11775407.4,3170404
162,162,MG,2000,4997653.57,3104007
163,163,MG,2001,5813204.35,3104007
164,164,MG,2002,7173135.2,3104007
165,165,MG,2003,7502152.19,3104007
166,166,MG,2004,8958357.33,3104007
167,167,MG,2005,11195600.7,3104007
168,168,MG,2006,12425648.88,3104007
169,169,MG,2007,14350060.24,3104007
170,170,MG,2008,17692785.28,3104007
171,171,MG,2009,17809362.78,3104007
172,172,MG,2010,19133558.6,3104007
173,173,MG,2011,23514855.0,3104007
174,174,MG,2012,24227840.5,3104007
175,175,MG,2013,26024744.57,3104007
176,176,MG,2014,28068424.59,3104007
177,177,MG,2015,29845596.25,3104007
178,178,MG,2016,37122792.77,3104007
179,179,MG,2017,13457608.42,3104007
180,180,MG,2000,3075479.35,3104205
181,181,MG,2001,3577356.72,3104205
182,182,MG,2002,4414237.23,3104205
183,183,MG,2003,4616709.25,3104205
184,184,MG,2004,5119061.54,3104205
185,185,MG,2005,6398852.31,3104205
186,186,MG,2006,7100985.24,3104205
187,187,MG,2007,8200034.56,3104205
188,188,MG,2008,10110163.23,3104205
189,189,MG,2009,9498326.96,3104205
190,190,MG,2010,10204564.74,3104205
191,191,MG,2011,12541256.15,3104205
192,192,MG,2012,12921515.07,3104205
193,193,MG,2013,13879863.89,3104205
194,194,MG,2014,16841054.88,3104205
195,195,MG,2015,17907357.92,3104205
196,196,MG,2016,20881571.07,3104205
197,197,MG,2017,7569904.8,3104205
198,198,MG,2000,11077834.08,3106705
199,199,MG,2001,12844788.84,3106705
200,200,MG,2002,15899763.98,3106705
201,201,MG,2003,16519073.97,3106705
202,202,MG,2004,18784570.16,3106705
203,203,MG,2005,23461539.39,3106705
204,204,MG,2006,26122012.86,3106705
205,205,MG,2007,29563034.05,3106705
206,206,MG,2008,36724098.35,3106705
207,207,MG,2009,34039555.92,3106705
208,208,MG,2010,36423582.27,3106705
209,209,MG,2011,44371335.51,3106705
210,210,MG,2012,45639359.58,3106705
211,211,MG,2013,48923236.1,3106705
212,212,MG,2014,52428670.01,3106705
213,213,MG,2015,55366386.28,3106705
214,214,MG,2016,64501232.22,3106705
215,215,MG,2017,23412789.34,3106705
216,216,MG,2000,1537739.94,3106903
217,217,MG,2001,1788678.58,3106903
218,218,MG,2002,2207118.85,3106903
219,219,MG,2003,2308354.86,3106903
220,220,MG,2004,2559531.03,3106903
221,221,MG,2005,3992137.55,3106903
222,222,MG,2006,4435628.74,3106903
223,223,MG,2007,5125021.89,3106903
224,224,MG,2008,6318852.18,3106903
225,225,MG,2009,5936454.55,3106903
226,226,MG,2010,6377853.05,3106903
227,227,MG,2011,7838285.27,3106903
228,228,MG,2012,8075947.06,3106903
229,229,MG,2013,8674915.04,3106903
230,230,MG,2014,9356141.73,3106903
231,231,MG,2015,9948532.32,3106903
232,232,MG,2016,11600872.94,3106903
233,233,MG,2017,4205502.71,3106903
234,234,MG,2000,1153305.11,3109253
235,235,MG,2001,1341509.09,3109253
236,236,MG,2002,1655339.23,3109253
237,237,MG,2003,1731266.39,3109253
238,238,MG,2004,1919648.45,3109253
239,239,MG,2005,2399569.9,3109253
240,240,MG,2006,2662869.81,3109253
241,241,MG,2007,3075013.42,3109253
242,242,MG,2008,3791311.49,3109253
243,243,MG,2009,3561872.88,3109253
244,244,MG,2010,3826711.99,3109253
245,245,MG,2011,4702971.28,3109253
246,246,MG,2012,4845568.39,3109253
247,247,MG,2013,5204949.18,3109253
248,248,MG,2014,5613685.14,3109253
249,249,MG,2015,5969119.52,3109253
250,250,MG,2016,6960523.89,3109253
251,251,MG,2017,2523301.65,3109253
252,252,MG,2000,3177278.19,3110004
253,253,MG,2001,3728085.22,3110004
254,254,MG,2002,4586643.88,3110004
255,255,MG,2003,4709225.21,3110004
256,256,MG,2004,5118904.9,3110004
257,257,MG,2005,7191944.91,3110004
258,258,MG,2006,7986292.8,3110004
259,259,MG,2007,9225038.92,3110004
260,260,MG,2008,11373933.56,3110004
261,261,MG,2009,10685617.83,3110004
262,262,MG,2010,11480135.26,3110004
263,263,MG,2011,14108913.19,3110004
264,264,MG,2012,14536704.43,3110004
265,265,MG,2013,15614846.85,3110004
266,266,MG,2014,16841054.88,3110004
267,267,MG,2015,17907357.92,3110004
268,268,MG,2016,20881571.07,3110004
269,269,MG,2017,7569904.8,3110004
270,270,MG,2000,1153305.11,3111705
271,271,MG,2001,1341509.09,3111705
272,272,MG,2002,1655339.23,3111705
273,273,MG,2003,1731266.39,3111705
274,274,MG,2004,1919648.45,3111705
275,275,MG,2005,2399569.9,3111705
276,276,MG,2006,2662869.81,3111705
277,277,MG,2007,3075013.42,3111705
278,278,MG,2008,3791311.49,3111705
279,279,MG,2009,3561872.88,3111705
280,280,MG,2010,3826711.99,3111705
281,281,MG,2011,4702971.28,3111705
282,282,MG,2012,4845568.39,3111705
283,283,MG,2013,5204949.18,3111705
284,284,MG,2014,5613685.14,3111705
285,285,MG,2015,5969119.52,3111705
286,286,MG,2016,6960523.89,3111705
287,287,MG,2017,2523301.65,3111705
288,288,MG,2000,2306609.64,3113008
289,289,MG,2001,2683017.66,3113008
290,290,MG,2002,3310678.02,3113008
291,291,MG,2003,3462532.12,3113008
292,292,MG,2004,3839296.28,3113008
293,293,MG,2005,4799139.33,3113008
294,294,MG,2006,5325739.09,3113008
295,295,MG,2007,6150026.06,3113008
296,296,MG,2008,7582622.5,3113008
297,297,MG,2009,7123745.31,3113008
298,298,MG,2010,7653423.66,3113008
299,299,MG,2011,9405942.24,3113008
300,300,MG,2012,9691136.42,3113008
301,301,MG,2013,10409897.99,3113008
302,302,MG,2014,11227370.05,3113008
303,303,MG,2015,11938238.65,3113008
304,304,MG,2016,13921047.47,3113008
305,305,MG,2017,5046603.21,3113008
306,306,MG,2000,1153305.11,3116001
307,307,MG,2001,1341509.09,3116001
308,308,MG,2002,1655339.23,3116001
309,309,MG,2003,1731266.39,3116001
310,310,MG,2004,1919648.45,3116001
311,311,MG,2005,2399569.9,3116001
312,312,MG,2006,2662869.81,3116001
313,313,MG,2007,3075013.42,3116001
314,314,MG,2008,3791311.49,3116001
315,315,MG,2009,3561872.88,3116001
316,316,MG,2010,3826711.99,3116001
317,317,MG,2011,4702971.28,3116001
318,318,MG,2012,4845568.39,3116001
319,319,MG,2013,5204949.18,3116001
320,320,MG,2014,5613685.14,3116001
321,321,MG,2015,5969119.52,3116001
322,322,MG,2016,6960523.89,3116001
323,323,MG,2017,2523301.65,3116001
324,324,MG,2000,1153305.11,3121001
325,325,MG,2001,1341509.09,3121001
326,326,MG,2002,1655339.23,3121001
327,327,MG,2003,1731266.39,3121001
328,328,MG,2004,1919648.45,3121001
329,329,MG,2005,2399569.9,3121001
330,330,MG,2006,2662869.81,3121001
331,331,MG,2007,3075013.42,3121001
332,332,MG,2008,3791311.49,3121001
333,333,MG,2009,3561872.88,3121001
334,334,MG,2010,3826711.99,3121001
335,335,MG,2011,4702971.28,3121001
336,336,MG,2012,4845568.39,3121001
337,337,MG,2013,5204949.18,3121001
338,338,MG,2014,5613685.14,3121001
339,339,MG,2015,5969119.52,3121001
340,340,MG,2016,6960523.89,3121001
341,341,MG,2017,2523301.65,3121001
342,342,MG,2000,1153305.11,3121258
343,343,MG,2001,1341509.09,3121258
344,344,MG,2002,1655339.23,3121258
345,345,MG,2003,1731266.39,3121258
346,346,MG,2004,1919648.45,3121258
347,347,MG,2005,2399569.9,3121258
348,348,MG,2006,2662869.81,3121258
349,349,MG,2007,3075013.42,3121258
350,350,MG,2008,3791311.49,3121258
351,351,MG,2009,3561872.88,3121258
352,352,MG,2010,3826711.99,3121258
353,353,MG,2011,4702971.28,3121258
354,354,MG,2012,4845568.39,3121258
355,355,MG,2013,5204949.18,3121258
356,356,MG,2014,5613685.14,3121258
357,357,MG,2015,5969119.52,3121258
358,358,MG,2016,6960523.89,3121258
359,359,MG,2017,2523301.65,3121258
360,360,MG,2000,1922174.79,3128105
361,361,MG,2001,2235848.1,3128105
362,362,MG,2002,2758898.42,3128105
363,363,MG,2003,2885443.54,3128105
364,364,MG,2004,3199413.72,3128105
365,365,MG,2005,3999282.91,3128105
366,366,MG,2006,4438115.96,3128105
367,367,MG,2007,5125021.89,3128105
368,368,MG,2008,5055081.82,3128105
369,369,MG,2009,4749163.7,3128105
370,370,MG,2010,5102282.57,3128105
371,371,MG,2011,7838285.27,3128105
372,372,MG,2012,8075947.06,3128105
373,373,MG,2013,8674915.04,3128105
374,374,MG,2014,9356141.73,3128105
375,375,MG,2015,9948532.32,3128105
376,376,MG,2016,11600872.94,3128105
377,377,MG,2017,4205502.71,3128105
378,378,MG,2000,1153305.11,3129608
379,379,MG,2001,1341509.09,3129608
380,380,MG,2002,1655339.23,3129608
381,381,MG,2003,1731266.39,3129608
382,382,MG,2004,1919648.45,3129608
383,383,MG,2005,2399569.9,3129608
384,384,MG,2006,2662869.81,3129608
385,385,MG,2007,3075013.42,3129608
386,386,MG,2008,3791311.49,3129608
387,387,MG,2009,3561872.88,3129608
388,388,MG,2010,3826711.99,3129608
389,389,MG,2011,4702971.28,3129608
390,390,MG,2012,4845568.39,3129608
391,391,MG,2013,5204949.18,3129608
392,392,MG,2014,5613685.14,3129608
393,393,MG,2015,5969119.52,3129608
394,394,MG,2016,6960523.89,3129608
395,395,MG,2017,2523301.65,3129608
396,396,MG,2000,1153305.11,3130408
397,397,MG,2001,1341509.09,3130408
398,398,MG,2002,1655339.23,3130408
399,399,MG,2003,1731266.39,3130408
400,400,MG,2004,1919648.45,3130408
401,401,MG,2005,2399569.9,3130408
402,402,MG,2006,2662869.81,3130408
403,403,MG,2007,3075013.42,3130408
404,404,MG,2008,3791311.49,3130408
405,405,MG,2009,3561872.88,3130408
406,406,MG,2010,3826711.99,3130408
407,407,MG,2011,4702971.28,3130408
408,408,MG,2012,4845568.39,3130408
409,409,MG,2013,5204949.18,3130408
410,410,MG,2014,5613685.14,3130408
411,411,MG,2015,5969119.52,3130408
412,412,MG,2016,6960523.89,3130408
413,413,MG,2017,2523301.65,3130408
414,414,MG,2000,1153305.11,3130804
415,415,MG,2001,1341509.09,3130804
416,416,MG,2002,1655339.23,3130804
417,417,MG,2003,1731266.39,3130804
418,418,MG,2004,1919648.45,3130804
419,419,MG,2005,2399569.9,3130804
420,420,MG,2006,2662869.81,3130804
421,421,MG,2007,3075013.42,3130804
422,422,MG,2008,3791311.49,3130804
423,423,MG,2009,3561872.88,3130804
424,424,MG,2010,3826711.99,3130804
425,425,MG,2011,4702971.28,3130804
426,426,MG,2012,4845568.39,3130804
427,427,MG,2013,5204949.18,3130804
428,428,MG,2014,5613685.14,3130804
429,429,MG,2015,5969119.52,3130804
430,430,MG,2016,6960523.89,3130804
431,431,MG,2017,2523301.65,3130804
432,432,MG,2000,1922174.79,3131158
433,433,MG,2001,2235848.1,3131158
434,434,MG,2002,2758898.42,3131158
435,435,MG,2003,2885443.54,3131158
436,436,MG,2004,3199413.72,3131158
437,437,MG,2005,3999282.91,3131158
438,438,MG,2006,4438115.96,3131158
439,439,MG,2007,5125021.89,3131158
440,440,MG,2008,6318852.18,3131158
441,441,MG,2009,5936454.55,3131158
442,442,MG,2010,6377853.05,3131158
443,443,MG,2011,7838285.27,3131158
444,444,MG,2012,8075947.06,3131158
445,445,MG,2013,10409897.99,3131158
446,446,MG,2014,11227370.05,3131158
447,447,MG,2015,11938238.65,3131158
448,448,MG,2016,13921047.47,3131158
449,449,MG,2017,5046603.21,3131158
450,450,MG,2000,1153305.11,3134806
451,451,MG,2001,1341509.09,3134806
452,452,MG,2002,1655339.23,3134806
453,453,MG,2003,1731266.39,3134806
454,454,MG,2004,1919648.45,3134806
455,455,MG,2005,2399569.9,3134806
456,456,MG,2006,2662869.81,3134806
457,457,MG,2007,3075013.42,3134806
458,458,MG,2008,3791311.49,3134806
459,459,MG,2009,3561872.88,3134806
460,460,MG,2010,3826711.99,3134806
461,461,MG,2011,4702971.28,3134806
462,462,MG,2012,4845568.39,3134806
463,463,MG,2013,5204949.18,3134806
464,464,MG,2014,5613685.14,3134806
465,465,MG,2015,5969119.52,3134806
466,466,MG,2016,6960523.89,3134806
467,467,MG,2017,2523301.65,3134806
468,468,MG,2000,2691044.49,3135050
469,469,MG,2001,3130187.21,3135050
470,470,MG,2002,3862457.65,3135050
471,471,MG,2003,4039620.62,3135050
472,472,MG,2004,4479178.92,3135050
473,473,MG,2005,6391706.97,3135050
474,474,MG,2006,7098498.02,3135050
475,475,MG,2007,8200034.56,3135050
476,476,MG,2008,8846392.87,3135050
477,477,MG,2009,9498326.96,3135050
478,478,MG,2010,10204564.74,3135050
479,479,MG,2011,12541256.15,3135050
480,480,MG,2012,12921515.07,3135050
481,481,MG,2013,13879863.89,3135050
482,482,MG,2014,14969826.55,3135050
483,483,MG,2015,15917651.53,3135050
484,484,MG,2016,18561396.58,3135050
485,485,MG,2017,7569904.8,3135050
486,486,MG,2000,1153305.11,3137908
487,487,MG,2001,1341509.09,3137908
488,488,MG,2002,1655339.23,3137908
489,489,MG,2003,1731266.39,3137908
490,490,MG,2004,1919648.45,3137908
491,491,MG,2005,2399569.9,3137908
492,492,MG,2006,2662869.81,3137908
493,493,MG,2007,3075013.42,3137908
494,494,MG,2008,3791311.49,3137908
495,495,MG,2009,3561872.88,3137908
496,496,MG,2010,3826711.99,3137908
497,497,MG,2011,4702971.28,3137908
498,498,MG,2012,4845568.39,3137908
499,499,MG,2013,5204949.18,3137908
500,500,MG,2014,5613685.14,3137908
501,501,MG,2015,5969119.52,3137908
502,502,MG,2016,6960523.89,3137908
503,503,MG,2017,2523301.65,3137908
504,504,MG,2000,2881717.53,3139300
505,505,MG,2001,3407830.74,3139300
506,506,MG,2002,4160397.88,3139300
507,507,MG,2003,4155384.76,3139300
508,508,MG,2004,4387632.95,3139300
509,509,MG,2005,5242270.02,3139300
510,510,MG,2006,5531599.84,3139300
511,511,MG,2007,6924879.19,3139300
512,512,MG,2008,7582622.5,3139300
513,513,MG,2009,7123745.31,3139300
514,514,MG,2010,7653423.66,3139300
515,515,MG,2011,9405942.24,3139300
516,516,MG,2012,9691136.42,3139300
517,517,MG,2013,10409897.99,3139300
518,518,MG,2014,11227370.05,3139300
519,519,MG,2015,11938238.65,3139300
520,520,MG,2016,13921047.47,3139300
521,521,MG,2017,5046603.21,3139300
522,522,MG,2000,2068925.61,3142205
523,523,MG,2001,2367741.51,3142205
524,524,MG,2002,2774066.91,3142205
525,525,MG,2003,2770412.33,3142205
526,526,MG,2004,2925088.83,3142205
527,527,MG,2005,3494846.93,3142205
528,528,MG,2006,3687733.48,3142205
529,529,MG,2007,4039690.52,3142205
530,530,MG,2008,5055081.82,3142205
531,531,MG,2009,4749163.7,3142205
532,532,MG,2010,5102282.57,3142205
533,533,MG,2011,7838285.27,3142205
534,534,MG,2012,8075947.06,3142205
535,535,MG,2013,8674915.04,3142205
536,536,MG,2014,9356141.73,3142205
537,537,MG,2015,9948532.32,3142205
538,538,MG,2016,11600872.94,3142205
539,539,MG,2017,4205502.71,3142205
540,540,MG,2000,1153305.11,3142304
541,541,MG,2001,1341509.09,3142304
542,542,MG,2002,1655339.23,3142304
543,543,MG,2003,1731266.39,3142304
544,544,MG,2004,1919648.45,3142304
545,545,MG,2005,2399569.9,3142304
546,546,MG,2006,2662869.81,3142304
547,547,MG,2007,3075013.42,3142304
548,548,MG,2008,3791311.49,3142304
549,549,MG,2009,3561872.88,3142304
550,550,MG,2010,3826711.99,3142304
551,551,MG,2011,4702971.28,3142304
552,552,MG,2012,4845568.39,3142304
553,553,MG,2013,5204949.18,3142304
554,554,MG,2014,5613685.14,3142304
555,555,MG,2015,5969119.52,3142304
556,556,MG,2016,6960523.89,3142304
557,557,MG,2017,2523301.65,3142304
558,558,MG,2000,1153305.11,3142403
559,559,MG,2001,1341509.09,3142403
560,560,MG,2002,1655339.23,3142403
561,561,MG,2003,1731266.39,3142403
562,562,MG,2004,1919648.45,3142403
563,563,MG,2005,2399569.9,3142403
564,564,MG,2006,2662869.81,3142403
565,565,MG,2007,3075013.42,3142403
566,566,MG,2008,3791311.49,3142403
567,567,MG,2009,3561872.88,3142403
568,568,MG,2010,3826711.99,3142403
569,569,MG,2011,4702971.28,3142403
570,570,MG,2012,4845568.39,3142403
571,571,MG,2013,5204949.18,3142403
572,572,MG,2014,5613685.14,3142403
573,573,MG,2015,5969119.52,3142403
574,574,MG,2016,6960523.89,3142403
575,575,MG,2017,2523301.65,3142403
576,576,MG,2000,2691044.49,3144003
577,577,MG,2001,3130187.21,3144003
578,578,MG,2002,3862457.65,3144003
579,579,MG,2003,4039620.62,3144003
580,580,MG,2004,4479178.92,3144003
581,581,MG,2005,5598995.85,3144003
582,582,MG,2006,6213362.14,3144003
583,583,MG,2007,7175030.37,3144003
584,584,MG,2008,8846392.87,3144003
585,585,MG,2009,8311036.19,3144003
586,586,MG,2010,8928994.22,3144003
587,587,MG,2011,10973599.17,3144003
588,588,MG,2012,11306325.75,3144003
589,589,MG,2013,12144880.96,3144003
590,590,MG,2014,13098598.3,3144003
591,591,MG,2015,13927945.12,3144003
592,592,MG,2016,16241222.01,3144003
593,593,MG,2017,5887703.78,3144003
594,594,MG,2000,1153305.11,3144359
595,595,MG,2001,1341509.09,3144359
596,596,MG,2002,1655339.23,3144359
597,597,MG,2003,1731266.39,3144359
598,598,MG,2004,1919648.45,3144359
599,599,MG,2005,2399569.9,3144359
600,600,MG,2006,2662869.81,3144359
601,601,MG,2007,3075013.42,3144359
602,602,MG,2008,3791311.49,3144359
603,603,MG,2009,3561872.88,3144359
604,604,MG,2010,3826711.99,3144359
605,605,MG,2011,4702971.28,3144359
606,606,MG,2012,4845568.39,3144359
607,607,MG,2013,5204949.18,3144359
608,608,MG,2014,5613685.14,3144359
609,609,MG,2015,5969119.52,3144359
610,610,MG,2016,6960523.89,3144359
611,611,MG,2017,2523301.65,3144359
612,612,MG,2000,1153305.11,3146503
613,613,MG,2001,1341509.09,3146503
614,614,MG,2002,1655339.23,3146503
615,615,MG,2003,1731266.39,3146503
616,616,MG,2004,1919648.45,3146503
617,617,MG,2005,2399569.9,3146503
618,618,MG,2006,2662869.81,3146503
619,619,MG,2007,3075013.42,3146503
620,620,MG,2008,3791311.49,3146503
621,621,MG,2009,3561872.88,3146503
622,622,MG,2010,3826711.99,3146503
623,623,MG,2011,4702971.28,3146503
624,624,MG,2012,4845568.39,3146503
625,625,MG,2013,5204949.18,3146503
626,626,MG,2014,5613685.14,3146503
627,627,MG,2015,5969119.52,3146503
628,628,MG,2016,6960523.89,3146503
629,629,MG,2017,2523301.65,3146503
630,630,MG,2000,1153305.11,3146602
631,631,MG,2001,1341509.09,3146602
632,632,MG,2002,1655339.23,3146602
633,633,MG,2003,1731266.39,3146602
634,634,MG,2004,1919648.45,3146602
635,635,MG,2005,2399569.9,3146602
636,636,MG,2006,2662869.81,3146602
637,637,MG,2007,3075013.42,3146602
638,638,MG,2008,3791311.49,3146602
639,639,MG,2009,3561872.88,3146602
640,640,MG,2010,3826711.99,3146602
641,641,MG,2011,4702971.28,3146602
642,642,MG,2012,4845568.39,3146602
643,643,MG,2013,5204949.18,3146602
644,644,MG,2014,5613685.14,3146602
645,645,MG,2015,5969119.52,3146602
646,646,MG,2016,6960523.89,3146602
647,647,MG,2017,2523301.65,3146602
648,648,MG,2000,1153305.11,3146701
649,649,MG,2001,1341509.09,3146701
650,650,MG,2002,1655339.23,3146701
651,651,MG,2003,1731266.39,3146701
652,652,MG,2004,1919648.45,3146701
653,653,MG,2005,2399569.9,3146701
654,654,MG,2006,2662869.81,3146701
655,655,MG,2007,3075013.42,3146701
656,656,MG,2008,3791311.49,3146701
657,657,MG,2009,3561872.88,3146701
658,658,MG,2010,3826711.99,3146701
659,659,MG,2011,4702971.28,3146701
660,660,MG,2012,4845568.39,3146701
661,661,MG,2013,5204949.18,3146701
662,662,MG,2014,5613685.14,3146701
663,663,MG,2015,5969119.52,3146701
664,664,MG,2016,6960523.89,3146701
665,665,MG,2017,2523301.65,3146701
666,666,MG,2000,1153305.11,3147956
667,667,MG,2001,1341509.09,3147956
668,668,MG,2002,1655339.23,3147956
669,669,MG,2003,1731266.39,3147956
670,670,MG,2004,1919648.45,3147956
671,671,MG,2005,2399569.9,3147956
672,672,MG,2006,2662869.81,3147956
673,673,MG,2007,3075013.42,3147956
674,674,MG,2008,3791311.49,3147956
675,675,MG,2009,3561872.88,3147956
676,676,MG,2010,3826711.99,3147956
677,677,MG,2011,4702971.28,3147956
678,678,MG,2012,4845568.39,3147956
679,679,MG,2013,5204949.18,3147956
680,680,MG,2014,5613685.14,3147956
681,681,MG,2015,5969119.52,3147956
682,682,MG,2016,6960523.89,3147956
683,683,MG,2017,2523301.65,3147956
684,684,MG,2000,1699474.65,3148509
685,685,MG,2001,1935717.98,3148509
686,686,MG,2002,2240759.55,3148509
687,687,MG,2003,2216396.19,3148509
688,688,MG,2004,2315695.4,3148509
689,689,MG,2005,2735494.17,3148509
690,690,MG,2006,2849894.27,3148509
691,691,MG,2007,3077874.98,3148509
692,692,MG,2008,3791311.49,3148509
693,693,MG,2009,3561872.88,3148509
694,694,MG,2010,3826711.99,3148509
695,695,MG,2011,4702971.28,3148509
696,696,MG,2012,4845568.39,3148509
