age;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
15;0.0197198809619635;0.0191414182511731;0.018593208480545;0.0180759024094694;0.017589738165013;0.01713458332762;0.0167099816892297;0.0163152021450638;0.0159492875434967;0.0156111017400425;0.0152993735363672;0.0150003777555652;0.0147260674955026;0.014474924698404;0.0142454277672744;0.0140360737254929;0.0130811918687152;0.012212744083791;0.0114239390867603;0.0107083239203261;0.0100598071398134;0.00947267131910186;0.00894157687612944;0.00846155899774588;0.00802801921591302;0.00763671296407436;0.00728373423233574;0.00696549824797756;0.00667872293635476;0.00642040976721564;0.00618782446242232
16;0.0197198809619635;0.0191414182511731;0.018593208480545;0.0180759024094694;0.017589738165013;0.01713458332762;0.0167099816892297;0.0163152021450638;0.0159492875434967;0.0156111017400425;0.0152993735363672;0.0150003777555652;0.0147260674955026;0.014474924698404;0.0142454277672744;0.0140360737254929;0.0130811918687152;0.012212744083791;0.0114239390867603;0.0107083239203261;0.0100598071398134;0.00947267131910186;0.00894157687612944;0.00846155899774588;0.00802801921591302;0.00763671296407436;0.00728373423233574;0.00696549824797756;0.00667872293635476;0.00642040976721564;0.00618782446242232
17;0.0197198809619635;0.0191414182511731;0.018593208480545;0.0180759024094694;0.017589738165013;0.01713458332762;0.0167099816892297;0.0163152021450638;0.0159492875434967;0.0156111017400425;0.0152993735363672;0.0150003777555652;0.0147260674955026;0.014474924698404;0.0142454277672744;0.0140360737254929;0.0130811918687152;0.012212744083791;0.0114239390867603;0.0107083239203261;0.0100598071398134;0.00947267131910186;0.00894157687612944;0.00846155899774588;0.00802801921591302;0.00763671296407436;0.00728373423233574;0.00696549824797756;0.00667872293635476;0.00642040976721564;0.00618782446242232
18;0.0197198809619635;0.0191414182511731;0.018593208480545;0.0180759024094694;0.017589738165013;0.01713458332762;0.0167099816892297;0.0163152021450638;0.0159492875434967;0.0156111017400425;0.0152993735363672;0.0150003777555652;0.0147260674955026;0.014474924698404;0.0142454277672744;0.0140360737254929;0.0130811918687152;0.012212744083791;0.0114239390867603;0.0107083239203261;0.0100598071398134;0.00947267131910186;0.00894157687612944;0.00846155899774588;0.00802801921591302;0.00763671296407436;0.00728373423233574;0.00696549824797756;0.00667872293635476;0.00642040976721564;0.00618782446242232
19;0.0197198809619635;0.0191414182511731;0.018593208480545;0.0180759024094694;0.017589738165013;0.01713458332762;0.0167099816892297;0.0163152021450638;0.0159492875434967;0.0156111017400425;0.0152993735363672;0.0150003777555652;0.0147260674955026;0.014474924698404;0.0142454277672744;0.0140360737254929;0.0130811918687152;0.012212744083791;0.0114239390867603;0.0107083239203261;0.0100598071398134;0.00947267131910186;0.00894157687612944;0.00846155899774588;0.00802801921591302;0.00763671296407436;0.00728373423233574;0.00696549824797756;0.00667872293635476;0.00642040976721564;0.00618782446242232
20;0.031071123535431;0.0299234042138126;0.0288357093039884;0.027809329968054;0.0268447386704056;0.025941672679358;0.0250992268392358;0.0243159505758448;0.0235899448187806;0.0229189553605472;0.0223004600353038;0.021754362751562;0.021253352043247;0.0207946552718108;0.0203754933345392;0.0199931211376786;0.0189876581829427;0.0180732078039081;0.0172426189751483;0.0164890969194202;0.0158062275218064;0.0151879904981017;0.0146287634229566;0.0141233184918379;0.0136668136510106;0.0132547794947559;0.0128831031077205;0.012548009827997;0.0122460437259888;0.0119740474361375;0.0117291418427118
21;0.031071123535431;0.0299234042138126;0.0288357093039884;0.027809329968054;0.0268447386704056;0.025941672679358;0.0250992268392358;0.0243159505758448;0.0235899448187806;0.0229189553605472;0.0223004600353038;0.021754362751562;0.021253352043247;0.0207946552718108;0.0203754933345392;0.0199931211376786;0.0189876581829427;0.0180732078039081;0.0172426189751483;0.0164890969194202;0.0158062275218064;0.0151879904981017;0.0146287634229566;0.0141233184918379;0.0136668136510106;0.0132547794947559;0.0128831031077205;0.012548009827997;0.0122460437259888;0.0119740474361375;0.0117291418427118
22;0.031071123535431;0.0299234042138126;0.0288357093039884;0.027809329968054;0.0268447386704056;0.025941672679358;0.0250992268392358;0.0243159505758448;0.0235899448187806;0.0229189553605472;0.0223004600353038;0.021754362751562;0.021253352043247;0.0207946552718108;0.0203754933345392;0.0199931211376786;0.0189876581829427;0.0180732078039081;0.0172426189751483;0.0164890969194202;0.0158062275218064;0.0151879904981017;0.0146287634229566;0.0141233184918379;0.0136668136510106;0.0132547794947559;0.0128831031077205;0.012548009827997;0.0122460437259888;0.0119740474361375;0.0117291418427118
23;0.031071123535431;0.0299234042138126;0.0288357093039884;0.027809329968054;0.0268447386704056;0.025941672679358;0.0250992268392358;0.0243159505758448;0.0235899448187806;0.0229189553605472;0.0223004600353038;0.021754362751562;0.021253352043247;0.0207946552718108;0.0203754933345392;0.0199931211376786;0.0189876581829427;0.0180732078039081;0.0172426189751483;0.0164890969194202;0.0158062275218064;0.0151879904981017;0.0146287634229566;0.0141233184918379;0.0136668136510106;0.0132547794947559;0.0128831031077205;0.012548009827997;0.0122460437259888;0.0119740474361375;0.0117291418427118
24;0.031071123535431;0.0299234042138126;0.0288357093039884;0.027809329968054;0.0268447386704056;0.025941672679358;0.0250992268392358;0.0243159505758448;0.0235899448187806;0.0229189553605472;0.0223004600353038;0.021754362751562;0.021253352043247;0.0207946552718108;0.0203754933345392;0.0199931211376786;0.0189876581829427;0.0180732078039081;0.0172426189751483;0.0164890969194202;0.0158062275218064;0.0151879904981017;0.0146287634229566;0.0141233184918379;0.0136668136510106;0.0132547794947559;0.0128831031077205;0.012548009827997;0.0122460437259888;0.0119740474361375;0.0117291418427118
