age;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
0;0.01736454479444;0.0167274534870816;0.0161163353500886;0.0155303224877845;0.0149685602113472;0.0144302082668205;0.0139144419068966;0.013420452817308;0.0129474499080808;0.012494659979349;0.0120613282709301;0.0116467189043856;0.0112501152258551;0.0108708200575308;0.0105081558652493;0.0101614648492957;0.00983010896515425;0.00951346988058718;0.00921094887508151;0.00892196668737357;0.00864596331643726;0.0083823977810048;0.00813074784238341;0.00789050969503057;0.00766119762905952;0.00744234366856259;0.00723349718936741;0.0070342245195744;0.00684410852597065;0.0066627481891684;0.00648975817008223
1;0.000769594025762638;0.00074500772382583;0.000721950243671325;0.000700350486462482;0.000680137004298792;0.000661238587643623;0.000643584769625465;0.00062710625675812;0.000611735294169203;0.000597405971940365;0.000584054477860298;0.000556634635614835;0.000530710344488223;0.000506209100987145;0.000483060655387828;0.000461197146759912;0.000440553193933267;0.000421065949629678;0.000402675124101533;0.000385199206120355;0.000368828044060868;0.00035338850727841;0.000338830177337163;0.000325105057139543;0.000312167494912068;0.000299974104373065;0.00028848368238599;0.000277657125178957;0.000267457344021525;0.000257849181088423;0.000248799326103453
2;0.000769594025762638;0.00074500772382583;0.000721950243671325;0.000700350486462482;0.000680137004298792;0.000661238587643623;0.000643584769625465;0.00062710625675812;0.000611735294169203;0.000597405971940365;0.000584054477860298;0.000556634635614835;0.000530710344488223;0.000506209100987145;0.000483060655387828;0.000461197146759912;0.000440553193933267;0.000421065949629678;0.000402675124101533;0.000385199206120355;0.000368828044060868;0.00035338850727841;0.000338830177337163;0.000325105057139543;0.000312167494912068;0.000299974104373065;0.00028848368238599;0.000277657125178957;0.000267457344021525;0.000257849181088423;0.000248799326103453
3;0.000769594025762638;0.00074500772382583;0.000721950243671325;0.000700350486462482;0.000680137004298792;0.000661238587643623;0.000643584769625465;0.00062710625675812;0.000611735294169203;0.000597405971940365;0.000584054477860298;0.000556634635614835;0.000530710344488223;0.000506209100987145;0.000483060655387828;0.000461197146759912;0.000440553193933267;0.000421065949629678;0.000402675124101533;0.000385199206120355;0.000368828044060868;0.00035338850727841;0.000338830177337163;0.000325105057139543;0.000312167494912068;0.000299974104373065;0.00028848368238599;0.000277657125178957;0.000267457344021525;0.000257849181088423;0.000248799326103453
4;0.000769594025762638;0.00074500772382583;0.000721950243671325;0.000700350486462482;0.000680137004298792;0.000661238587643623;0.000643584769625465;0.00062710625675812;0.000611735294169203;0.000597405971940365;0.000584054477860298;0.000556634635614835;0.000530710344488223;0.000506209100987145;0.000483060655387828;0.000461197146759912;0.000440553193933267;0.000421065949629678;0.000402675124101533;0.000385199206120355;0.000368828044060868;0.00035338850727841;0.000338830177337163;0.000325105057139543;0.000312167494912068;0.000299974104373065;0.00028848368238599;0.000277657125178957;0.000267457344021525;0.000257849181088423;0.000248799326103453
5;0.00037532507675053;0.000353659472171654;0.000333341359407558;0.000314308029564686;0.000296496474011002;0.00027984390119156;0.00026428818024106;0.000249768219809916;0.000236224289234868;0.00022359828787377;0.000211833967275226;0.000202805932976844;0.000194271044602341;0.000186205310595686;0.000178585495848186;0.000171389164728366;0.000164594709707941;0.000158181367962648;0.000152129228034539;0.000146378498779801;0.000140991596549771;0.000135911500498727;0.000131121577176245;0.000126605995426392;0.000122349700745715;0.000118338388449249;0.000114558476067926;0.000110997075327643;0.000107641963998211;0.000104481557847655;0.000101504882892779
6;0.00037532507675053;0.000353659472171654;0.000333341359407558;0.000314308029564686;0.000296496474011002;0.00027984390119156;0.00026428818024106;0.000249768219809916;0.000236224289234868;0.00022359828787377;0.000211833967275226;0.000202805932976844;0.000194271044602341;0.000186205310595686;0.000178585495848186;0.000171389164728366;0.000164594709707941;0.000158181367962648;0.000152129228034539;0.000146378498779801;0.000140991596549771;0.000135911500498727;0.000131121577176245;0.000126605995426392;0.000122349700745715;0.000118338388449249;0.000114558476067926;0.000110997075327643;0.000107641963998211;0.000104481557847655;0.000101504882892779
7;0.00037532507675053;0.000353659472171654;0.000333341359407558;0.000314308029564686;0.000296496474011002;0.00027984390119156;0.00026428818024106;0.000249768219809916;0.000236224289234868;0.00022359828787377;0.000211833967275226;0.000202805932976844;0.000194271044602341;0.000186205310595686;0.000178585495848186;0.000171389164728366;0.000164594709707941;0.000158181367962648;0.000152129228034539;0.000146378498779801;0.000140991596549771;0.000135911500498727;0.000131121577176245;0.000126605995426392;0.000122349700745715;0.000118338388449249;0.000114558476067926;0.000110997075327643;0.000107641963998211;0.000104481557847655;0.000101504882892779
8;0.00037532507675053;0.000353659472171654;0.000333341359407558;0.000314308029564686;0.000296496474011002;0.00027984390119156;0.00026428818024106;0.000249768219809916;0.000236224289234868;0.00022359828787377;0.000211833967275226;0.000202805932976844;0.000194271044602341;0.000186205310595686;0.000178585495848186;0.000171389164728366;0.000164594709707941;0.000158181367962648;0.000152129228034539;0.000146378498779801;0.000140991596549771;0.000135911500498727;0.000131121577176245;0.000126605995426392;0.000122349700745715;0.000118338388449249;0.000114558476067926;0.000110997075327643;0.000107641963998211;0.000104481557847655;0.000101504882892779
9;0.00037532507675053;0.000353659472171654;0.000333341359407558;0.000314308029564686;0.000296496474011002;0.00027984390119156;0.00026428818024106;0.000249768219809916;0.000236224289234868;0.00022359828787377;0.000211833967275226;0.000202805932976844;0.000194271044602341;0.000186205310595686;0.000178585495848186;0.000171389164728366;0.000164594709707941;0.000158181367962648;0.000152129228034539;0.000146378498779801;0.000140991596549771;0.000135911500498727;0.000131121577176245;0.000126605995426392;0.000122349700745715;0.000118338388449249;0.000114558476067926;0.000110997075327643;0.000107641963998211;0.000104481557847655;0.000101504882892779
