age;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
0;0.05165072229404;0.0491444422976775;0.0465941446275666;0.0440265895119588;0.0414692692972772;0.038949241247112;0.036491999155172;0.0341204818768769;0.0318542967355005;0.0297092057261697;0.0276968887092148;0.0258249665687476;0.0240972433523564;0.0225141121356647;0.021073064855867;0.0197692499370767;0.0185960305594513;0.0175455081451749;0.0166089877252982;0.015777372698362;0.015041485215375;0.0143923147529559;0.0138212015103434;0.0133199634598185;0.0128809766506687;0.0124972181574543;0.0121622802511448;0.0118703632480289;0.0116162532630895;0.0113952898963073;0.01120332779034
1;0.00484426191937392;0.00431306740771758;0.00381185426050498;0.00334174068233038;0.00289846822711292;0.00247922119470072;0.00208137095055581;0.00170254257234716;0.00134202316435145;0.000994626752183483;0.000660993861165177;0.000639342721844305;0.00061849194608339;0.000598604321117558;0.0005795610688788;0.00056132840072943;0.00054388041676294;0.00052719646126347;0.000511258983285207;0.00049605189707598;0.000481559399780355;0.000467765182172593;0.00045465195936547;0.000442201249012838;0.000430393331056627;0.000419207332718357;0.000408621393107937;0.0003986128721445;0.000389158577675608;0.000380234992397127;0.0003718184883568
2;0.00484426191937392;0.00431306740771758;0.00381185426050498;0.00334174068233038;0.00289846822711292;0.00247922119470072;0.00208137095055581;0.00170254257234716;0.00134202316435145;0.000994626752183483;0.000660993861165177;0.000639342721844305;0.00061849194608339;0.000598604321117558;0.0005795610688788;0.00056132840072943;0.00054388041676294;0.00052719646126347;0.000511258983285207;0.00049605189707598;0.000481559399780355;0.000467765182172593;0.00045465195936547;0.000442201249012838;0.000430393331056627;0.000419207332718357;0.000408621393107937;0.0003986128721445;0.000389158577675608;0.000380234992397127;0.0003718184883568
3;0.00484426191937392;0.00431306740771758;0.00381185426050498;0.00334174068233038;0.00289846822711292;0.00247922119470072;0.00208137095055581;0.00170254257234716;0.00134202316435145;0.000994626752183483;0.000660993861165177;0.000639342721844305;0.00061849194608339;0.000598604321117558;0.0005795610688788;0.00056132840072943;0.00054388041676294;0.00052719646126347;0.000511258983285207;0.00049605189707598;0.000481559399780355;0.000467765182172593;0.00045465195936547;0.000442201249012838;0.000430393331056627;0.000419207332718357;0.000408621393107937;0.0003986128721445;0.000389158577675608;0.000380234992397127;0.0003718184883568
4;0.00484426191937392;0.00431306740771758;0.00381185426050498;0.00334174068233038;0.00289846822711292;0.00247922119470072;0.00208137095055581;0.00170254257234716;0.00134202316435145;0.000994626752183483;0.000660993861165177;0.000639342721844305;0.00061849194608339;0.000598604321117558;0.0005795610688788;0.00056132840072943;0.00054388041676294;0.00052719646126347;0.000511258983285207;0.00049605189707598;0.000481559399780355;0.000467765182172593;0.00045465195936547;0.000442201249012838;0.000430393331056627;0.000419207332718357;0.000408621393107937;0.0003986128721445;0.000389158577675608;0.000380234992397127;0.0003718184883568
5;0.00045680401102351;0.000440609113507416;0.000425368714952588;0.000411109428423548;0.000397695541257234;0.000385036438111462;0.000373048190203282;0.000361655396241846;0.000350833260357622;0.000340423412850388;0.000330442837749492;0.000319134651849702;0.000308245158388628;0.00029785928184529;0.000287914910249724;0.000278394324523824;0.000269283931763582;0.000260572883335238;0.000252251957095012;0.000244312700853752;0.000236746814763134;0.000229545739002906;0.000222700408574466;0.000216201137323498;0.000210037596739904;0.000204198860131888;0.000198673488350362;0.000193449638633365;0.000188515182941265;0.000183857826182928;0.000179465217959812
6;0.00045680401102351;0.000440609113507416;0.000425368714952588;0.000411109428423548;0.000397695541257234;0.000385036438111462;0.000373048190203282;0.000361655396241846;0.000350833260357622;0.000340423412850388;0.000330442837749492;0.000319134651849702;0.000308245158388628;0.00029785928184529;0.000287914910249724;0.000278394324523824;0.000269283931763582;0.000260572883335238;0.000252251957095012;0.000244312700853752;0.000236746814763134;0.000229545739002906;0.000222700408574466;0.000216201137323498;0.000210037596739904;0.000204198860131888;0.000198673488350362;0.000193449638633365;0.000188515182941265;0.000183857826182928;0.000179465217959812
7;0.00045680401102351;0.000440609113507416;0.000425368714952588;0.000411109428423548;0.000397695541257234;0.000385036438111462;0.000373048190203282;0.000361655396241846;0.000350833260357622;0.000340423412850388;0.000330442837749492;0.000319134651849702;0.000308245158388628;0.00029785928184529;0.000287914910249724;0.000278394324523824;0.000269283931763582;0.000260572883335238;0.000252251957095012;0.000244312700853752;0.000236746814763134;0.000229545739002906;0.000222700408574466;0.000216201137323498;0.000210037596739904;0.000204198860131888;0.000198673488350362;0.000193449638633365;0.000188515182941265;0.000183857826182928;0.000179465217959812
8;0.00045680401102351;0.000440609113507416;0.000425368714952588;0.000411109428423548;0.000397695541257234;0.000385036438111462;0.000373048190203282;0.000361655396241846;0.000350833260357622;0.000340423412850388;0.000330442837749492;0.000319134651849702;0.000308245158388628;0.00029785928184529;0.000287914910249724;0.000278394324523824;0.000269283931763582;0.000260572883335238;0.000252251957095012;0.000244312700853752;0.000236746814763134;0.000229545739002906;0.000222700408574466;0.000216201137323498;0.000210037596739904;0.000204198860131888;0.000198673488350362;0.000193449638633365;0.000188515182941265;0.000183857826182928;0.000179465217959812
9;0.00045680401102351;0.000440609113507416;0.000425368714952588;0.000411109428423548;0.000397695541257234;0.000385036438111462;0.000373048190203282;0.000361655396241846;0.000350833260357622;0.000340423412850388;0.000330442837749492;0.000319134651849702;0.000308245158388628;0.00029785928184529;0.000287914910249724;0.000278394324523824;0.000269283931763582;0.000260572883335238;0.000252251957095012;0.000244312700853752;0.000236746814763134;0.000229545739002906;0.000222700408574466;0.000216201137323498;0.000210037596739904;0.000204198860131888;0.000198673488350362;0.000193449638633365;0.000188515182941265;0.000183857826182928;0.000179465217959812
