age;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
0;0.0178797852717338;0.0173111388472874;0.0167587951258923;0.0162226461767191;0.0157025556340864;0.0151983608206269;0.0147098748613018;0.01423688877376;0.0137791735220809;0.0133364820225015;0.012908551091248;0.0124951033260672;0.0120958489144731;0.0117104873630618;0.0113387091435005;0.0109801972519665;0.0106346286798721;0.0103016757946843;0.00998100763051738;0.00967229108894517;0.00937519205116054;0.00908937640319067;0.00881451097637783;0.00855026440575102;0.00829630790925323;0.00805231599106207;0.00781796707244837;0.0075929440537645;0.00737693481125643;0.00716963263244206;0.00697073659381301
1;0.00102419115715165;0.00096657487961812;0.000911312088850395;0.000858336340021528;0.000807580551086815;0.000758977182759105;0.000712458416471733;0.000667956330146655;0.00062540307135382;0.000584731027240822;0.000545872990431867;0.000530222642597865;0.000515200117953815;0.00050066012971288;0.000486794019731963;0.000473489613214257;0.000460723930366945;0.000448474916065355;0.000436721408637642;0.00042544310853902;0.000414620547145218;0.000404235055854533;0.00039426873565273;0.00038470442726451;0.000375525681988992;0.000366716733294187;0.00035826246922621;0.000350148405672918;0.000342360660507757;0.00033488592862865;0.000327711457897022
2;0.00102419115715165;0.00096657487961812;0.000911312088850395;0.000858336340021528;0.000807580551086815;0.000758977182759105;0.000712458416471733;0.000667956330146655;0.00062540307135382;0.000584731027240822;0.000545872990431867;0.000530222642597865;0.000515200117953815;0.00050066012971288;0.000486794019731963;0.000473489613214257;0.000460723930366945;0.000448474916065355;0.000436721408637642;0.00042544310853902;0.000414620547145218;0.000404235055854533;0.00039426873565273;0.00038470442726451;0.000375525681988992;0.000366716733294187;0.00035826246922621;0.000350148405672918;0.000342360660507757;0.00033488592862865;0.000327711457897022
3;0.00102419115715165;0.00096657487961812;0.000911312088850395;0.000858336340021528;0.000807580551086815;0.000758977182759105;0.000712458416471733;0.000667956330146655;0.00062540307135382;0.000584731027240822;0.000545872990431867;0.000530222642597865;0.000515200117953815;0.00050066012971288;0.000486794019731963;0.000473489613214257;0.000460723930366945;0.000448474916065355;0.000436721408637642;0.00042544310853902;0.000414620547145218;0.000404235055854533;0.00039426873565273;0.00038470442726451;0.000375525681988992;0.000366716733294187;0.00035826246922621;0.000350148405672918;0.000342360660507757;0.00033488592862865;0.000327711457897022
4;0.00102419115715165;0.00096657487961812;0.000911312088850395;0.000858336340021528;0.000807580551086815;0.000758977182759105;0.000712458416471733;0.000667956330146655;0.00062540307135382;0.000584731027240822;0.000545872990431867;0.000530222642597865;0.000515200117953815;0.00050066012971288;0.000486794019731963;0.000473489613214257;0.000460723930366945;0.000448474916065355;0.000436721408637642;0.00042544310853902;0.000414620547145218;0.000404235055854533;0.00039426873565273;0.00038470442726451;0.000375525681988992;0.000366716733294187;0.00035826246922621;0.000350148405672918;0.000342360660507757;0.00033488592862865;0.000327711457897022
5;0.000269874551267282;0.000266527153850354;0.000263317357270076;0.000260241194148058;0.000257294668729902;0.000254473766921672;0.00025177446620556;0.000249192745426754;0.000246724594429894;0.00024436602351127;0.000242113072642306;0.00023486961958502;0.000227917037451136;0.000221188054100722;0.000214771187366458;0.000208614492998158;0.000202707308660134;0.00019703940256811;0.000191600958814269;0.00018638256265996;0.000181375185900943;0.00017657017239154;0.00017195922379782;0.000167534385635925;0.000163288033639554;0.000159212860490273;0.000155301862935536;0.000151548329311864;0.000147945827484369;0.000144488193208669;0.000141169518916926
6;0.000269874551267282;0.000266527153850354;0.000263317357270076;0.000260241194148058;0.000257294668729902;0.000254473766921672;0.00025177446620556;0.000249192745426754;0.000246724594429894;0.00024436602351127;0.000242113072642306;0.00023486961958502;0.000227917037451136;0.000221188054100722;0.000214771187366458;0.000208614492998158;0.000202707308660134;0.00019703940256811;0.000191600958814269;0.00018638256265996;0.000181375185900943;0.00017657017239154;0.00017195922379782;0.000167534385635925;0.000163288033639554;0.000159212860490273;0.000155301862935536;0.000151548329311864;0.000147945827484369;0.000144488193208669;0.000141169518916926
7;0.000269874551267282;0.000266527153850354;0.000263317357270076;0.000260241194148058;0.000257294668729902;0.000254473766921672;0.00025177446620556;0.000249192745426754;0.000246724594429894;0.00024436602351127;0.000242113072642306;0.00023486961958502;0.000227917037451136;0.000221188054100722;0.000214771187366458;0.000208614492998158;0.000202707308660134;0.00019703940256811;0.000191600958814269;0.00018638256265996;0.000181375185900943;0.00017657017239154;0.00017195922379782;0.000167534385635925;0.000163288033639554;0.000159212860490273;0.000155301862935536;0.000151548329311864;0.000147945827484369;0.000144488193208669;0.000141169518916926
8;0.000269874551267282;0.000266527153850354;0.000263317357270076;0.000260241194148058;0.000257294668729902;0.000254473766921672;0.00025177446620556;0.000249192745426754;0.000246724594429894;0.00024436602351127;0.000242113072642306;0.00023486961958502;0.000227917037451136;0.000221188054100722;0.000214771187366458;0.000208614492998158;0.000202707308660134;0.00019703940256811;0.000191600958814269;0.00018638256265996;0.000181375185900943;0.00017657017239154;0.00017195922379782;0.000167534385635925;0.000163288033639554;0.000159212860490273;0.000155301862935536;0.000151548329311864;0.000147945827484369;0.000144488193208669;0.000141169518916926
9;0.000269874551267282;0.000266527153850354;0.000263317357270076;0.000260241194148058;0.000257294668729902;0.000254473766921672;0.00025177446620556;0.000249192745426754;0.000246724594429894;0.00024436602351127;0.000242113072642306;0.00023486961958502;0.000227917037451136;0.000221188054100722;0.000214771187366458;0.000208614492998158;0.000202707308660134;0.00019703940256811;0.000191600958814269;0.00018638256265996;0.000181375185900943;0.00017657017239154;0.00017195922379782;0.000167534385635925;0.000163288033639554;0.000159212860490273;0.000155301862935536;0.000151548329311864;0.000147945827484369;0.000144488193208669;0.000141169518916926
